"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"FMNH","126",NA,NA,NA,NA,NA,NA,NA,"Tarsopsylla octodecimdentata coloradensis (Baker, 1895)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Tarsopsylla",NA,"octodecimdentata","coloradensis","subspecies",NA,"Baker, 1895",NA,NA,NA,NA,NA,"Tarsopsylla octodecimdentata coloradensis"
"FMNH","127",NA,NA,NA,NA,NA,NA,NA,"Thrassis acamantis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"acamantis",NA,"species",NA,"",NA,NA,NA,NA,NA,"Thrassis acamantis"
"FMNH","128",NA,NA,NA,NA,NA,NA,NA,"Thrassis acamantis acamantis (Rothschild, 1905)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"acamantis","acamantis","subspecies",NA,"Rothschild, 1905",NA,NA,NA,NA,NA,"Thrassis acamantis acamantis"
"FMNH","129",NA,NA,NA,NA,NA,NA,NA,"Thrassis acamantis howelli (Jordan, 1925)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"acamantis","howelli","subspecies",NA,"Jordan, 1925",NA,NA,NA,NA,NA,"Thrassis acamantis howelli"
"FMNH","130",NA,NA,NA,NA,NA,NA,NA,"Thrassis acamantis medius Stark, 1970",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"acamantis","medius","subspecies",NA,"Stark, 1970",NA,NA,NA,NA,NA,"Thrassis acamantis medius"
"FMNH","131",NA,NA,NA,NA,NA,NA,NA,"Thrassis acamantis pristinus Stark, 1957",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"acamantis","pristinus","subspecies",NA,"Stark, 1957",NA,NA,NA,NA,NA,"Thrassis acamantis pristinus"
"FMNH","132",NA,NA,NA,NA,NA,NA,NA,"Thrassis acamantis utahensis Wagner, 1936",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"acamantis","utahensis","subspecies",NA,"Wagner, 1936",NA,NA,NA,NA,NA,"Thrassis acamantis utahensis"
"FMNH","133",NA,NA,NA,NA,NA,NA,NA,"Thrassis aridis campestris Prince, 1944",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"aridis","campestris","subspecies",NA,"Prince, 1944",NA,NA,NA,NA,NA,"Thrassis aridis campestris"
"FMNH","134",NA,NA,NA,NA,NA,NA,NA,"Thrassis bacchi johnsoni (Hubbard, 1949)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"bacchi","johnsoni","subspecies",NA,"Hubbard, 1949",NA,NA,NA,NA,NA,"Thrassis bacchi johnsoni"
"FMNH","135",NA,NA,NA,NA,NA,NA,NA,"Thrassis bacchi pansus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"bacchi","pansus","subspecies",NA,"Jordan, 1925",NA,NA,NA,NA,NA,"Thrassis bacchi pansus"
"FMNH","136",NA,NA,NA,NA,NA,NA,NA,"Thrassis fotus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"fotus",NA,"species",NA,"Jordan, 1925",NA,NA,NA,NA,NA,"Thrassis fotus"
"FMNH","137",NA,NA,NA,NA,NA,NA,NA,"Thrassis francisi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"francisi",NA,"species",NA,"",NA,NA,NA,NA,NA,"Thrassis francisi"
"FMNH","138",NA,NA,NA,NA,NA,NA,NA,"Thrassis pandorae pandorae Jellison, 1937",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"pandorae","pandorae","subspecies",NA,"Jellison, 1937",NA,NA,NA,NA,NA,"Thrassis pandorae pandorae"
"FMNH","139",NA,NA,NA,NA,NA,NA,NA,"Thrassis petiolatus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"petiolatus",NA,"species",NA,"",NA,NA,NA,NA,NA,"Thrassis petiolatus"
"FMNH","140",NA,NA,NA,NA,NA,NA,NA,"Thrassis stanfordi Wagner, 1936",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"stanfordi",NA,"species",NA,"Wagner, 1936",NA,NA,NA,NA,NA,"Thrassis stanfordi"
"FMNH","142",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus amphibolus Wagner, 1936",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Anomiopsyllus",NA,"amphibolus",NA,"species",NA,"Wagner, 1936",NA,NA,NA,NA,NA,"Anomiopsyllus amphibolus"
"FMNH","143",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus falsicalifornicus congruens Stewart, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Anomiopsyllus",NA,"falsicalifornicus","congruens","subspecies",NA,"Stewart, 1940",NA,NA,NA,NA,NA,"Anomiopsyllus falsicalifornicus congruens"
"FMNH","144",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus falsicalifornicus Fox, 1929",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Anomiopsyllus",NA,"falsicalifornicus",NA,"species",NA,"Fox, 1929",NA,NA,NA,NA,NA,"Anomiopsyllus falsicalifornicus"
"FMNH","145",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus montanus Collins, 1935",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Anomiopsyllus",NA,"montanus",NA,"species",NA,"Collins, 1935",NA,NA,NA,NA,NA,"Anomiopsyllus montanus"
"FMNH","146",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus novomexicanensis Williams & Hoff, 1951",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Anomiopsyllus",NA,"novomexicanensis",NA,"species",NA,"Williams & Hoff, 1951",NA,NA,NA,NA,NA,"Anomiopsyllus novomexicanensis"
"FMNH","147",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus nudatus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Anomiopsyllus",NA,"nudatus",NA,"species",NA,"",NA,NA,NA,NA,NA,"Anomiopsyllus nudatus"
"FMNH","148",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus nudatus hiemalis Eads & Menzies, 1948",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Anomiopsyllus",NA,"nudatus","hiemalis","subspecies",NA,"Eads & Menzies, 1948",NA,NA,NA,NA,NA,"Anomiopsyllus nudatus hiemalis"
"FMNH","149",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus nudatus mexicanus Holland, 1965",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Anomiopsyllus",NA,"nudatus","mexicanus","subspecies",NA,"Holland, 1965",NA,NA,NA,NA,NA,"Anomiopsyllus nudatus mexicanus"
"FMNH","151",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus walkeri Barnes, 1965",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Anomiopsyllus",NA,"walkeri",NA,"species",NA,"Barnes, 1965",NA,NA,NA,NA,NA,"Anomiopsyllus walkeri"
"FMNH","152",NA,NA,NA,NA,NA,NA,NA,"Atyphloceras bishopi Jordan, 1933",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Atyphloceras",NA,"bishopi",NA,"species",NA,"Jordan, 1933",NA,NA,NA,NA,NA,"Atyphloceras bishopi"
"FMNH","153",NA,NA,NA,NA,NA,NA,NA,"Atyphloceras echis echis Jordan & Rothschild, 1915",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Atyphloceras",NA,"echis","echis","subspecies",NA,"Jordan & Rothschild, 1915",NA,NA,NA,NA,NA,"Atyphloceras echis echis"
"FMNH","154",NA,NA,NA,NA,NA,NA,NA,"Atyphloceras echis longipalpus Stewart, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Atyphloceras",NA,"echis","longipalpus","subspecies",NA,"Stewart, 1940",NA,NA,NA,NA,NA,"Atyphloceras echis longipalpus"
"FMNH","155",NA,NA,NA,NA,NA,NA,NA,"Atyphloceras multidentatus multidentatus Fox, 1909",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Atyphloceras",NA,"multidentatus","multidentatus","subspecies",NA,"Fox, 1909",NA,NA,NA,NA,NA,"Atyphloceras multidentatus multidentatus"
"FMNH","157",NA,NA,NA,NA,NA,NA,NA,"Callistopsyllus terinus terinus (Rothschild, 1905)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Callistopsyllus",NA,"terinus","terinus","subspecies",NA,"Rothschild, 1905",NA,NA,NA,NA,NA,"Callistopsyllus terinus terinus"
"FMNH","158",NA,NA,NA,NA,NA,NA,NA,"Carteretta carteri Fox, 1927",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Carteretta",NA,"carteri",NA,"species",NA,"Fox, 1927",NA,NA,NA,NA,NA,"Carteretta carteri"
"FMNH","159",NA,NA,NA,NA,NA,NA,NA,"Catallagia borealis Ewing, 1929",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Catallagia",NA,"borealis",NA,"species",NA,"Ewing, 1929",NA,NA,NA,NA,NA,"Catallagia borealis"
"FMNH","160",NA,NA,NA,NA,NA,NA,NA,"Catallagia charlottensis (Baker, 1898)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Catallagia",NA,"charlottensis",NA,"species",NA,"Baker, 1898",NA,NA,NA,NA,NA,"Catallagia charlottensis"
"FMNH","161",NA,NA,NA,NA,NA,NA,NA,"Catallagia dacenkoi fulleri Holland, 1951",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Catallagia",NA,"dacenkoi","fulleri","subspecies",NA,"Holland, 1951",NA,NA,NA,NA,NA,"Catallagia dacenkoi fulleri"
"FMNH","162",NA,NA,NA,NA,NA,NA,NA,"Catallagia decipiens Rothschild, 1915",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Catallagia",NA,"decipiens",NA,"species",NA,"Rothschild, 1915",NA,NA,NA,NA,NA,"Catallagia decipiens"
"FMNH","163",NA,NA,NA,NA,NA,NA,NA,"Catallagia duffneri Lewis & Haas, 2001",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Catallagia",NA,"duffneri",NA,"species",NA,"Lewis & Haas, 2001",NA,NA,NA,NA,NA,"Catallagia duffneri"
"FMNH","164",NA,NA,NA,NA,NA,NA,NA,"Catallagia mathesoni Jameson, 1950",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Catallagia",NA,"mathesoni",NA,"species",NA,"Jameson, 1950",NA,NA,NA,NA,NA,"Catallagia mathesoni"
"FMNH","165",NA,NA,NA,NA,NA,NA,NA,"Catallagia sculleni",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Catallagia",NA,"sculleni",NA,"species",NA,"",NA,NA,NA,NA,NA,"Catallagia sculleni"
"FMNH","166",NA,NA,NA,NA,NA,NA,NA,"Catallagia sculleni chamberlini Hubbard, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Catallagia",NA,"sculleni","chamberlini","subspecies",NA,"Hubbard, 1940",NA,NA,NA,NA,NA,"Catallagia sculleni chamberlini"
"FMNH","167",NA,NA,NA,NA,NA,NA,NA,"Catallagia sculleni sculleni Hubbard, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Catallagia",NA,"sculleni","sculleni","subspecies",NA,"Hubbard, 1940",NA,NA,NA,NA,NA,"Catallagia sculleni sculleni"
"FMNH","169",NA,NA,NA,NA,NA,NA,NA,"Catallagia wymani",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Catallagia",NA,"wymani",NA,"species",NA,"",NA,NA,NA,NA,NA,"Catallagia wymani"
"FMNH","170",NA,NA,NA,NA,NA,NA,NA,"Conorhinopsylla nidicola Jellison, 1945",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Conorhinopsylla",NA,"nidicola",NA,"species",NA,"Jellison, 1945",NA,NA,NA,NA,NA,"Conorhinopsylla nidicola"
"FMNH","171",NA,NA,NA,NA,NA,NA,NA,"Conorhinopsylla stanfordi Stewart, 1930",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Conorhinopsylla",NA,"stanfordi",NA,"species",NA,"Stewart, 1930",NA,NA,NA,NA,NA,"Conorhinopsylla stanfordi"
"FMNH","172",NA,NA,NA,NA,NA,NA,NA,"Corrodopsylla curvata",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Corrodopsylla",NA,"curvata",NA,"species",NA,"",NA,NA,NA,NA,NA,"Corrodopsylla curvata"
"FMNH","173",NA,NA,NA,NA,NA,NA,NA,"Corrodopsylla curvata curvata (Rothschild, 1915)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Corrodopsylla",NA,"curvata","curvata","subspecies",NA,"Rothschild, 1915",NA,NA,NA,NA,NA,"Corrodopsylla curvata curvata"
"FMNH","174",NA,NA,NA,NA,NA,NA,NA,"Corrodopsylla curvata obtusata (Wagner, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Corrodopsylla",NA,"curvata","obtusata","subspecies",NA,"Wagner, 1929",NA,NA,NA,NA,NA,"Corrodopsylla curvata obtusata"
"FMNH","175",NA,NA,NA,NA,NA,NA,NA,"Corrodopsylla hamiltoni (Traub, 1944)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Corrodopsylla",NA,"hamiltoni",NA,"species",NA,"Traub, 1944",NA,NA,NA,NA,NA,"Corrodopsylla hamiltoni"
"FMNH","176",NA,NA,NA,NA,NA,NA,NA,"Corypsylla jordani Hubbard, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Corypsylla",NA,"jordani",NA,"species",NA,"Hubbard, 1940",NA,NA,NA,NA,NA,"Corypsylla jordani"
"FMNH","177",NA,NA,NA,NA,NA,NA,NA,"Corypsylla kohlsi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Corypsylla",NA,"kohlsi",NA,"species",NA,"",NA,NA,NA,NA,NA,"Corypsylla kohlsi"
"FMNH","178",NA,NA,NA,NA,NA,NA,NA,"Corypsylla ornata Fox, 1908",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Corypsylla",NA,"ornata",NA,"species",NA,"Fox, 1908",NA,NA,NA,NA,NA,"Corypsylla ornata"
"FMNH","180",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus (Nearctoctenophthalmus) pseudagyrtes pseudagyrtes Baker, 1904",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","Nearctoctenophthalmus","pseudagyrtes","pseudagyrtes","subspecies",NA,"Baker, 1904",NA,NA,NA,NA,NA,"Ctenophthalmus pseudagyrtes pseudagyrtes"
"FMNH","181",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus pseudagyrtes Baker, 1904",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus",NA,"pseudagyrtes",NA,"species",NA,"Baker, 1904",NA,NA,NA,NA,NA,"Ctenophthalmus pseudagyrtes"
"FMNH","182",NA,NA,NA,NA,NA,NA,NA,"Delotelis hollandi Smit, 1952",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Delotelis",NA,"hollandi",NA,"species",NA,"Smit, 1952",NA,NA,NA,NA,NA,"Delotelis hollandi"
"FMNH","183",NA,NA,NA,NA,NA,NA,NA,"Epitedia neotomae Jameson, 1946",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Epitedia",NA,"neotomae",NA,"species",NA,"Jameson, 1946",NA,NA,NA,NA,NA,"Epitedia neotomae"
"FMNH","184",NA,NA,NA,NA,NA,NA,NA,"Epitedia scapani (Wagner, 1936)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Epitedia",NA,"scapani",NA,"species",NA,"Wagner, 1936",NA,NA,NA,NA,NA,"Epitedia scapani"
"FMNH","185",NA,NA,NA,NA,NA,NA,NA,"Epitedia wenmanni (Rothschild, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Epitedia",NA,"wenmanni",NA,"species",NA,"Rothschild, 1904",NA,NA,NA,NA,NA,"Epitedia wenmanni"
"FMNH","186",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla dippiei",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Hystrichopsylla",NA,"dippiei",NA,"species",NA,"",NA,NA,NA,NA,NA,"Hystrichopsylla dippiei"
"FMNH","187",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla dippiei dippiei Rothschild, 1902",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Hystrichopsylla",NA,"dippiei","dippiei","subspecies",NA,"Rothschild, 1902",NA,NA,NA,NA,NA,"Hystrichopsylla dippiei dippiei"
"FMNH","188",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla occidentalis occidentalis Holland, 1949",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Hystrichopsylla",NA,"occidentalis","occidentalis","subspecies",NA,"Holland, 1949",NA,NA,NA,NA,NA,"Hystrichopsylla occidentalis occidentalis"
"FMNH","189",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla schefferi Chapin, 1919",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Hystrichopsylla",NA,"schefferi",NA,"species",NA,"Chapin, 1919",NA,NA,NA,NA,NA,"Hystrichopsylla schefferi"
"FMNH","190",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla tahavuana",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Hystrichopsylla",NA,"tahavuana",NA,"species",NA,"",NA,NA,NA,NA,NA,"Hystrichopsylla tahavuana"
"FMNH","191",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla talpae talpae (Curtis, 1826)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Hystrichopsylla",NA,"talpae","talpae","subspecies",NA,"Curtis, 1826",NA,NA,NA,NA,NA,"Hystrichopsylla talpae talpae"
"FMNH","193",NA,NA,NA,NA,NA,NA,NA,"Jordanopsylla allredi Traub & Tipton, 1951",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Jordanopsylla",NA,"allredi",NA,"species",NA,"Traub & Tipton, 1951",NA,NA,NA,NA,NA,"Jordanopsylla allredi"
"FMNH","194",NA,NA,NA,NA,NA,NA,NA,"Jordanopsylla becki Hastriter, 2000",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Jordanopsylla",NA,"becki",NA,"species",NA,"Hastriter, 2000",NA,NA,NA,NA,NA,"Jordanopsylla becki"
"FMNH","195",NA,NA,NA,NA,NA,NA,NA,"Megarthroglossus bisetis Jordan & Rothschild, 1915",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Megarthroglossus",NA,"bisetis",NA,"species",NA,"Jordan & Rothschild, 1915",NA,NA,NA,NA,NA,"Megarthroglossus bisetis"
"FMNH","196",NA,NA,NA,NA,NA,NA,NA,"Megarthroglossus cavernicolus Mendez & Haas, 1972",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Megarthroglossus",NA,"cavernicolus",NA,"species",NA,"Mendez & Haas, 1972",NA,NA,NA,NA,NA,"Megarthroglossus cavernicolus"
"FMNH","197",NA,NA,NA,NA,NA,NA,NA,"Megarthroglossus jamesoni Smit, 1953",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Megarthroglossus",NA,"jamesoni",NA,"species",NA,"Smit, 1953",NA,NA,NA,NA,NA,"Megarthroglossus jamesoni"
"FMNH","198",NA,NA,NA,NA,NA,NA,NA,"Megarthroglossus procus Jordan & Rothschild, 1915",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Megarthroglossus",NA,"procus",NA,"species",NA,"Jordan & Rothschild, 1915",NA,NA,NA,NA,NA,"Megarthroglossus procus"
"FMNH","199",NA,NA,NA,NA,NA,NA,NA,"Megarthroglossus sierrae Augustson, 1953",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Megarthroglossus",NA,"sierrae",NA,"species",NA,"Augustson, 1953",NA,NA,NA,NA,NA,"Megarthroglossus sierrae"
"FMNH","200",NA,NA,NA,NA,NA,NA,NA,"Megarthroglossus smiti Mendez, 1954",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Megarthroglossus",NA,"smiti",NA,"species",NA,"Mendez, 1954",NA,NA,NA,NA,NA,"Megarthroglossus smiti"
"FMNH","201",NA,NA,NA,NA,NA,NA,NA,"Megarthroglossus spenceri Wagner, 1936",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Megarthroglossus",NA,"spenceri",NA,"species",NA,"Wagner, 1936",NA,NA,NA,NA,NA,"Megarthroglossus spenceri"
"FMNH","203",NA,NA,NA,NA,NA,NA,NA,"Megarthroglossus weaveri Eads & Campos, 1977",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Megarthroglossus",NA,"weaveri",NA,"species",NA,"Eads & Campos, 1977",NA,NA,NA,NA,NA,"Megarthroglossus weaveri"
"FMNH","204",NA,NA,NA,NA,NA,NA,NA,"Megarthroglossus wilsoni Mendez & Haas, 1973",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Megarthroglossus",NA,"wilsoni",NA,"species",NA,"Mendez & Haas, 1973",NA,NA,NA,NA,NA,"Megarthroglossus wilsoni"
"FMNH","205",NA,NA,NA,NA,NA,NA,NA,"Meringis agilis Eads, 1960",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Meringis",NA,"agilis",NA,"species",NA,"Eads, 1960",NA,NA,NA,NA,NA,"Meringis agilis"
"FMNH","206",NA,NA,NA,NA,NA,NA,NA,"Meringis altipecten Traub & Hoff, 1951",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Meringis",NA,"altipecten",NA,"species",NA,"Traub & Hoff, 1951",NA,NA,NA,NA,NA,"Meringis altipecten"
"FMNH","207",NA,NA,NA,NA,NA,NA,NA,"Meringis arachis (Jordan, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Meringis",NA,"arachis",NA,"species",NA,"Jordan, 1929",NA,NA,NA,NA,NA,"Meringis arachis"
"FMNH","208",NA,NA,NA,NA,NA,NA,NA,"Meringis bilsingi Eads & Menzies, 1949",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Meringis",NA,"bilsingi",NA,"species",NA,"Eads & Menzies, 1949",NA,NA,NA,NA,NA,"Meringis bilsingi"
"FMNH","209",NA,NA,NA,NA,NA,NA,NA,"Meringis californicus Augustson, 1953",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Meringis",NA,"californicus",NA,"species",NA,"Augustson, 1953",NA,NA,NA,NA,NA,"Meringis californicus"
