"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"FMNH","38",NA,NA,NA,NA,NA,NA,NA,"Dactylopsylla bluei psila Prince & Stark, 1951",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Dactylopsylla",NA,"bluei","psila","subspecies",NA,"Prince & Stark, 1951",NA,NA,NA,NA,NA,"Dactylopsylla bluei psila"
"FMNH","39",NA,NA,NA,NA,NA,NA,NA,"Dactylopsylla neomexicana Prince, 1945",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Dactylopsylla",NA,"neomexicana",NA,"species",NA,"Prince, 1945",NA,NA,NA,NA,NA,"Dactylopsylla neomexicana"
"FMNH","40",NA,NA,NA,NA,NA,NA,NA,"Dactylopsylla pentachaeta Prince & Stark, 1951",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Dactylopsylla",NA,"pentachaeta",NA,"species",NA,"Prince & Stark, 1951",NA,NA,NA,NA,NA,"Dactylopsylla pentachaeta"
"FMNH","41",NA,NA,NA,NA,NA,NA,NA,"Dactylopsylla percernis Eads & Menzies, 1949",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Dactylopsylla",NA,"percernis",NA,"species",NA,"Eads & Menzies, 1949",NA,NA,NA,NA,NA,"Dactylopsylla percernis"
"FMNH","43",NA,NA,NA,NA,NA,NA,NA,"Dasypsyllus (Dasypsyllus) gallinulae gallinulae (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Dasypsyllus","Dasypsyllus","gallinulae","gallinulae","subspecies",NA,"Dale, 1878",NA,NA,NA,NA,NA,"Dasypsyllus gallinulae gallinulae"
"FMNH","44",NA,NA,NA,NA,NA,NA,NA,"Dasypsyllus (Dasypsyllus) gallinulae perpinnatus (Baker, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Dasypsyllus","Dasypsyllus","gallinulae","perpinnatus","subspecies",NA,"Baker, 1904",NA,NA,NA,NA,NA,"Dasypsyllus gallinulae perpinnatus"
"FMNH","45",NA,NA,NA,NA,NA,NA,NA,"Dasypsyllus gallinulae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Dasypsyllus",NA,"gallinulae",NA,"species",NA,"",NA,NA,NA,NA,NA,"Dasypsyllus gallinulae"
"FMNH","47",NA,NA,NA,NA,NA,NA,NA,"Eumolpianus cyrturus (Jordan, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Eumolpianus",NA,"cyrturus",NA,"species",NA,"Jordan, 1929",NA,NA,NA,NA,NA,"Eumolpianus cyrturus"
"FMNH","48",NA,NA,NA,NA,NA,NA,NA,"Eumolpianus eumolpi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Eumolpianus",NA,"eumolpi",NA,"species",NA,"",NA,NA,NA,NA,NA,"Eumolpianus eumolpi"
"FMNH","49",NA,NA,NA,NA,NA,NA,NA,"Eumolpianus eumolpi americanus (Hubbard, 1950)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Eumolpianus",NA,"eumolpi","americanus","subspecies",NA,"Hubbard, 1950",NA,NA,NA,NA,NA,"Eumolpianus eumolpi americanus"
"FMNH","50",NA,NA,NA,NA,NA,NA,NA,"Eumolpianus eumolpi eumolpi (Rothschild, 1905)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Eumolpianus",NA,"eumolpi","eumolpi","subspecies",NA,"Rothschild, 1905",NA,NA,NA,NA,NA,"Eumolpianus eumolpi eumolpi"
"FMNH","51",NA,NA,NA,NA,NA,NA,NA,"Eumolpianus eutamiadis (Augustson, 1942)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Eumolpianus",NA,"eutamiadis",NA,"species",NA,"Augustson, 1942",NA,NA,NA,NA,NA,"Eumolpianus eutamiadis"
"FMNH","52",NA,NA,NA,NA,NA,NA,NA,"Eumolpianus fornacis (Jordan, 1937)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Eumolpianus",NA,"fornacis",NA,"species",NA,"Jordan, 1937",NA,NA,NA,NA,NA,"Eumolpianus fornacis"
"FMNH","53",NA,NA,NA,NA,NA,NA,NA,"Eumolpianus orarius (Johnson, 1961)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Eumolpianus",NA,"orarius",NA,"species",NA,"Johnson, 1961",NA,NA,NA,NA,NA,"Eumolpianus orarius"
"FMNH","54",NA,NA,NA,NA,NA,NA,NA,"Eumolpianus wallowensis (Hubbard, 1950)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Eumolpianus",NA,"wallowensis",NA,"species",NA,"Hubbard, 1950",NA,NA,NA,NA,NA,"Eumolpianus wallowensis"
"FMNH","55",NA,NA,NA,NA,NA,NA,NA,"Foxella (Foxella) ignota",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Foxella","Foxella","ignota",NA,"species",NA,"",NA,NA,NA,NA,NA,"Foxella ignota"
"FMNH","56",NA,NA,NA,NA,NA,NA,NA,"Foxella (Foxella) ignota albertensis (Jordan & Rothschild, 1915)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Foxella","Foxella","ignota","albertensis","subspecies",NA,"Jordan & Rothschild, 1915",NA,NA,NA,NA,NA,"Foxella ignota albertensis"
"FMNH","57",NA,NA,NA,NA,NA,NA,NA,"Foxella (Foxella) ignota apachina",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Foxella","Foxella","ignota","apachina","subspecies",NA,"",NA,NA,NA,NA,NA,"Foxella ignota apachina"
"FMNH","58",NA,NA,NA,NA,NA,NA,NA,"Foxella (Foxella) ignota coufferi Augustson, 1942",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Foxella","Foxella","ignota","coufferi","subspecies",NA,"Augustson, 1942",NA,NA,NA,NA,NA,"Foxella ignota coufferi"
"FMNH","59",NA,NA,NA,NA,NA,NA,NA,"Foxella (Foxella) ignota franciscana (Rothschild, 1910)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Foxella","Foxella","ignota","franciscana","subspecies",NA,"Rothschild, 1910",NA,NA,NA,NA,NA,"Foxella ignota franciscana"
"FMNH","60",NA,NA,NA,NA,NA,NA,NA,"Foxella (Foxella) ignota ignota (Baker, 1895)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Foxella","Foxella","ignota","ignota","subspecies",NA,"Baker, 1895",NA,NA,NA,NA,NA,"Foxella ignota ignota"
"FMNH","61",NA,NA,NA,NA,NA,NA,NA,"Foxella (Foxella) ignota omissa Prince, 1945",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Foxella","Foxella","ignota","omissa","subspecies",NA,"Prince, 1945",NA,NA,NA,NA,NA,"Foxella ignota omissa"
"FMNH","62",NA,NA,NA,NA,NA,NA,NA,"Foxella (Foxella) ignota recula (Jordan & Rothschild, 1915)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Foxella","Foxella","ignota","recula","subspecies",NA,"Jordan & Rothschild, 1915",NA,NA,NA,NA,NA,"Foxella ignota recula"
"FMNH","63",NA,NA,NA,NA,NA,NA,NA,"Foxella (Foxella) ignota utahensis Wagner, 1936",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Foxella","Foxella","ignota","utahensis","subspecies",NA,"Wagner, 1936",NA,NA,NA,NA,NA,"Foxella ignota utahensis"
"FMNH","65",NA,NA,NA,NA,NA,NA,NA,"Jellisonia bullisi (Augustson, 1944)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Jellisonia",NA,"bullisi",NA,"species",NA,"Augustson, 1944",NA,NA,NA,NA,NA,"Jellisonia bullisi"
"FMNH","66",NA,NA,NA,NA,NA,NA,NA,"Jellisonia ironsi (Eads, 1947)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Jellisonia",NA,"ironsi",NA,"species",NA,"Eads, 1947",NA,NA,NA,NA,NA,"Jellisonia ironsi"
"FMNH","68",NA,NA,NA,NA,NA,NA,NA,"Malaraeus telchinus (Rothschild, 1905)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Malaraeus",NA,"telchinus",NA,"species",NA,"Rothschild, 1905",NA,NA,NA,NA,NA,"Malaraeus telchinus"
"FMNH","70",NA,NA,NA,NA,NA,NA,NA,"Megabothris (Amegabothris) abantis (Rothschild, 1905)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Megabothris","Amegabothris","abantis",NA,"species",NA,"Rothschild, 1905",NA,NA,NA,NA,NA,"Megabothris abantis"
"FMNH","71",NA,NA,NA,NA,NA,NA,NA,"Megabothris clantoni Hubbard, 1949",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Megabothris",NA,"clantoni",NA,"species",NA,"Hubbard, 1949",NA,NA,NA,NA,NA,"Megabothris clantoni"
"FMNH","72",NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus fasciatus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"fasciatus",NA,"species",NA,"",NA,NA,NA,NA,NA,"Nosopsyllus fasciatus"
"FMNH","73",NA,NA,NA,NA,NA,NA,NA,"Opisodasys (Oxypsylla) nesiotus Augustson, 1941",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Opisodasys","Oxypsylla","nesiotus",NA,"species",NA,"Augustson, 1941",NA,NA,NA,NA,NA,"Opisodasys nesiotus"
"FMNH","74",NA,NA,NA,NA,NA,NA,NA,"Opisodasys (Sciuropsylla) robustus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Opisodasys","Sciuropsylla","robustus",NA,"species",NA,"",NA,NA,NA,NA,NA,"Opisodasys robustus"
"FMNH","75",NA,NA,NA,NA,NA,NA,NA,"Opisodasys (Sciuropsylla) robustus mexicanus Dampf, 1942",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Opisodasys","Sciuropsylla","robustus","mexicanus","subspecies",NA,"Dampf, 1942",NA,NA,NA,NA,NA,"Opisodasys robustus mexicanus"
"FMNH","76",NA,NA,NA,NA,NA,NA,NA,"Opisodasys (Sciuropsylla) robustus robustus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Opisodasys","Sciuropsylla","robustus","robustus","subspecies",NA,"Jordan, 1925",NA,NA,NA,NA,NA,"Opisodasys robustus robustus"
"FMNH","77",NA,NA,NA,NA,NA,NA,NA,"Opisodasys enoplus Rothschild, 1909",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Opisodasys",NA,"enoplus",NA,"species",NA,"Rothschild, 1909",NA,NA,NA,NA,NA,"Opisodasys enoplus"
"FMNH","78",NA,NA,NA,NA,NA,NA,NA,"Opisodasys keeni",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Opisodasys",NA,"keeni",NA,"species",NA,"",NA,NA,NA,NA,NA,"Opisodasys keeni"
"FMNH","79",NA,NA,NA,NA,NA,NA,NA,"Opisodasys pseudarctomys",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Opisodasys",NA,"pseudarctomys",NA,"species",NA,"",NA,NA,NA,NA,NA,"Opisodasys pseudarctomys"
"FMNH","81",NA,NA,NA,NA,NA,NA,NA,"Opisodasys vesperalis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Opisodasys",NA,"vesperalis",NA,"species",NA,"",NA,NA,NA,NA,NA,"Opisodasys vesperalis"
"FMNH","82",NA,NA,NA,NA,NA,NA,NA,"Orchopeas caedens",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"caedens",NA,"species",NA,"",NA,NA,NA,NA,NA,"Orchopeas caedens"
"FMNH","83",NA,NA,NA,NA,NA,NA,NA,"Orchopeas caedens caedens (Jordan, 1925)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"caedens","caedens","subspecies",NA,"Jordan, 1925",NA,NA,NA,NA,NA,"Orchopeas caedens caedens"
"FMNH","84",NA,NA,NA,NA,NA,NA,NA,"Orchopeas caedens durus (Jordan, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"caedens","durus","subspecies",NA,"Jordan, 1929",NA,NA,NA,NA,NA,"Orchopeas caedens durus"
"FMNH","85",NA,NA,NA,NA,NA,NA,NA,"Orchopeas dieteri (Fox, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"dieteri",NA,"species",NA,"Fox, 1929",NA,NA,NA,NA,NA,"Orchopeas dieteri"
"FMNH","86",NA,NA,NA,NA,NA,NA,NA,"Orchopeas howardi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"howardi",NA,"species",NA,"",NA,NA,NA,NA,NA,"Orchopeas howardi"
"FMNH","87",NA,NA,NA,NA,NA,NA,NA,"Orchopeas howardi howardi (Baker, 1895)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"howardi","howardi","subspecies",NA,"Baker, 1895",NA,NA,NA,NA,NA,"Orchopeas howardi howardi"
"FMNH","88",NA,NA,NA,NA,NA,NA,NA,"Orchopeas howardi texensis Eads, 1950",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"howardi","texensis","subspecies",NA,"Eads, 1950",NA,NA,NA,NA,NA,"Orchopeas howardi texensis"
"FMNH","89",NA,NA,NA,NA,NA,NA,NA,"Orchopeas illinoiensis Lewis, 1998",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"illinoiensis",NA,"species",NA,"Lewis, 1998",NA,NA,NA,NA,NA,"Orchopeas illinoiensis"
"FMNH","90",NA,NA,NA,NA,NA,NA,NA,"Orchopeas latens (Jordan, 1925)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"latens",NA,"species",NA,"Jordan, 1925",NA,NA,NA,NA,NA,"Orchopeas latens"
"FMNH","91",NA,NA,NA,NA,NA,NA,NA,"Orchopeas leucopus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"leucopus",NA,"species",NA,"",NA,NA,NA,NA,NA,"Orchopeas leucopus"
"FMNH","92",NA,NA,NA,NA,NA,NA,NA,"Orchopeas neotomae Augustson, 1943",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"neotomae",NA,"species",NA,"Augustson, 1943",NA,NA,NA,NA,NA,"Orchopeas neotomae"
"FMNH","93",NA,NA,NA,NA,NA,NA,NA,"Orchopeas nepos (Rothschild, 1905)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"nepos",NA,"species",NA,"Rothschild, 1905",NA,NA,NA,NA,NA,"Orchopeas nepos"
"FMNH","94",NA,NA,NA,NA,NA,NA,NA,"Orchopeas sexdentatus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"sexdentatus",NA,"species",NA,"",NA,NA,NA,NA,NA,"Orchopeas sexdentatus"
"FMNH","95",NA,NA,NA,NA,NA,NA,NA,"Orchopeas sexdentatus intermedius Hubbard, 1943",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"sexdentatus","intermedius","subspecies",NA,"Hubbard, 1943",NA,NA,NA,NA,NA,"Orchopeas sexdentatus intermedius"
"FMNH","96",NA,NA,NA,NA,NA,NA,NA,"Orchopeas sexdentatus nevadensis (Jordan, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"sexdentatus","nevadensis","subspecies",NA,"Jordan, 1929",NA,NA,NA,NA,NA,"Orchopeas sexdentatus nevadensis"
"FMNH","97",NA,NA,NA,NA,NA,NA,NA,"Orchopeas sexdentatus pennsylvanicus (Jordan, 1928)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"sexdentatus","pennsylvanicus","subspecies",NA,"Jordan, 1928",NA,NA,NA,NA,NA,"Orchopeas sexdentatus pennsylvanicus"
"FMNH","98",NA,NA,NA,NA,NA,NA,NA,"Orchopeas sexdentatus schisintus (Jordan, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"sexdentatus","schisintus","subspecies",NA,"Jordan, 1929",NA,NA,NA,NA,NA,"Orchopeas sexdentatus schisintus"
"FMNH","99",NA,NA,NA,NA,NA,NA,NA,"Orchopeas sexdentatus sexdentatus (Baker, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,"sexdentatus","sexdentatus","subspecies",NA,"Baker, 1904",NA,NA,NA,NA,NA,"Orchopeas sexdentatus sexdentatus"
"FMNH","101",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Diamanus) montana (Baker, 1895)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Diamanus","montana",NA,"species",NA,"Baker, 1895",NA,NA,NA,NA,NA,"Oropsylla montana"
"FMNH","103",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Hubbardipsylla) oregonensis (Good & Prince, 1939)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Hubbardipsylla","oregonensis",NA,"species",NA,"Good & Prince, 1939",NA,NA,NA,NA,NA,"Oropsylla oregonensis"
"FMNH","104",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Hubbardipsylla) washingtonensis (Good & Prince, 1939)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Hubbardipsylla","washingtonensis",NA,"species",NA,"Good & Prince, 1939",NA,NA,NA,NA,NA,"Oropsylla washingtonensis"
"FMNH","105",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Opisocrostis) bruneri (Baker, 1895)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Opisocrostis","bruneri",NA,"species",NA,"Baker, 1895",NA,NA,NA,NA,NA,"Oropsylla bruneri"
"FMNH","106",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Opisocrostis) hirsutus (Baker, 1895)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Opisocrostis","hirsutus",NA,"species",NA,"Baker, 1895",NA,NA,NA,NA,NA,"Oropsylla hirsutus"
"FMNH","107",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Opisocrostis) labis (Jordan & Rothschild, 1922)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Opisocrostis","labis",NA,"species",NA,"Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,"Oropsylla labis"
"FMNH","108",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Opisocrostis) tuberculata",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Opisocrostis","tuberculata",NA,"species",NA,"",NA,NA,NA,NA,NA,"Oropsylla tuberculata"
"FMNH","109",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Opisocrostis) tuberculata cynomuris (Jellison, 1939)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Opisocrostis","tuberculata","cynomuris","subspecies",NA,"Jellison, 1939",NA,NA,NA,NA,NA,"Oropsylla tuberculata cynomuris"
"FMNH","110",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Opisocrostis) tuberculata tuberculata (Baker, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Opisocrostis","tuberculata","tuberculata","subspecies",NA,"Baker, 1904",NA,NA,NA,NA,NA,"Oropsylla tuberculata tuberculata"
"FMNH","112",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Oropsylla) alaskensis (Baker, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Oropsylla","alaskensis",NA,"species",NA,"Baker, 1904",NA,NA,NA,NA,NA,"Oropsylla alaskensis"
"FMNH","113",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Oropsylla) arctomys (Baker, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Oropsylla","arctomys",NA,"species",NA,"Baker, 1904",NA,NA,NA,NA,NA,"Oropsylla arctomys"
"FMNH","114",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Oropsylla) eatoni Hubbard, 1954",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Oropsylla","eatoni",NA,"species",NA,"Hubbard, 1954",NA,NA,NA,NA,NA,"Oropsylla eatoni"
"FMNH","115",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Oropsylla) rupestris (Jordan, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Oropsylla","rupestris",NA,"species",NA,"Jordan, 1929",NA,NA,NA,NA,NA,"Oropsylla rupestris"
"FMNH","117",NA,NA,NA,NA,NA,NA,NA,"Oropsylla idahoensis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla",NA,"idahoensis",NA,"species",NA,"",NA,NA,NA,NA,NA,"Oropsylla idahoensis"
"FMNH","118",NA,NA,NA,NA,NA,NA,NA,"Pleochaetis exilis (Jordan, 1937)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Pleochaetis",NA,"exilis",NA,"species",NA,"Jordan, 1937",NA,NA,NA,NA,NA,"Pleochaetis exilis"
"FMNH","120",NA,NA,NA,NA,NA,NA,NA,"Plusaetis asetus (Traub, 1950)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Plusaetis",NA,"asetus",NA,"species",NA,"Traub, 1950",NA,NA,NA,NA,NA,"Plusaetis asetus"
"FMNH","121",NA,NA,NA,NA,NA,NA,NA,"Plusaetis sibynus sibynus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Plusaetis",NA,"sibynus","sibynus","subspecies",NA,"Jordan, 1925",NA,NA,NA,NA,NA,"Plusaetis sibynus sibynus"
"FMNH","122",NA,NA,NA,NA,NA,NA,NA,"Spicata comis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Spicata",NA,"comis",NA,"species",NA,"",NA,NA,NA,NA,NA,"Spicata comis"
"FMNH","123",NA,NA,NA,NA,NA,NA,NA,"Spicata comis comis (Jordan, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Spicata",NA,"comis","comis","subspecies",NA,"Jordan, 1929",NA,NA,NA,NA,NA,"Spicata comis comis"
"FMNH","124",NA,NA,NA,NA,NA,NA,NA,"Spicata comis walkeri (Hubbard, 1954)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Spicata",NA,"comis","walkeri","subspecies",NA,"Hubbard, 1954",NA,NA,NA,NA,NA,"Spicata comis walkeri"
"FMNH","125",NA,NA,NA,NA,NA,NA,NA,"Spicata monticola (Prince, 1945)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Spicata",NA,"monticola",NA,"species",NA,"Prince, 1945",NA,NA,NA,NA,NA,"Spicata monticola"
