"order","family","genus","species","subspecies","author","taxonlevel","canonical","source","id","accid","merge_tag","unique"
"Siphonaptera","Ceratophyllidae","Monopsyllus","yamane",NA,NA,"species","Monopsyllus yamane","CoL",4913,1060,"add","CoL1060"
"Siphonaptera","Stivaliidae","Muesebeckella","mannae",NA,NA,"species","Muesebeckella mannae","CoL",4914,1061,"add","CoL1061"
"Siphonaptera","Stivaliidae","Muesebeckella","nadi",NA,NA,"species","Muesebeckella nadi","CoL",4915,1062,"add","CoL1062"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","borealis",NA,NA,"species","Myodopsylla borealis","CoL",4916,1069,"add","CoL1069"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","collinsi",NA,NA,"species","Myodopsylla collinsi","CoL",4917,1070,"add","CoL1070"
"Siphonaptera",NA,"Myodopsylloides","diasi",NA,NA,"species","Myodopsylloides diasi","CoL",4918,1070,"add","CoL1070"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","gentilis",NA,NA,"species","Myodopsylla gentilis","CoL",4919,1071,"add","CoL1071"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","globata",NA,NA,"species","Myodopsylla globata","CoL",4920,1072,"add","CoL1072"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","insignis",NA,NA,"species","Myodopsylla insignis","CoL",4921,1073,"add","CoL1073"
"Siphonaptera",NA,"Myodopsylloides","crosbyi",NA,NA,"species","Myodopsylloides crosbyi","CoL",4922,1073,"add","CoL1073"
"Siphonaptera",NA,"Myodopsylloides","subulata",NA,NA,"species","Myodopsylloides subulata","CoL",4923,1073,"add","CoL1073"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","isidori",NA,NA,"species","Myodopsylla isidori","CoL",4924,1074,"add","CoL1074"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","nordina",NA,NA,"species","Myodopsylla nordina","CoL",4925,1075,"add","CoL1075"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","palposa",NA,NA,"species","Myodopsylla palposa","CoL",4926,1076,"add","CoL1076"
"Siphonaptera",NA,"Myodopsylloides","piercei",NA,NA,"species","Myodopsylloides piercei","CoL",4927,1076,"add","CoL1076"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","setosa",NA,NA,"species","Myodopsylla setosa","CoL",4928,1077,"add","CoL1077"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","trisellis",NA,NA,"species","Myodopsylla trisellis","CoL",4929,1078,"add","CoL1078"
"Siphonaptera",NA,"Myodopsylloides","rossica",NA,NA,"species","Myodopsylloides rossica","CoL",4930,1078,"add","CoL1078"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","tropica",NA,NA,"species","Myodopsylla tropica","CoL",4931,1079,"add","CoL1079"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","wolffsohni","salvasis",NA,"subspecies","Myodopsylla wolffsohni salvasis","CoL",4932,2440,"add","CoL2440"
"Siphonaptera","Ischnopsyllidae","Myodopsylla","wolffsohni","wolffsohni",NA,"subspecies","Myodopsylla wolffsohni wolffsohni","CoL",4933,2441,"add","CoL2441"
"Siphonaptera","Ceratophyllidae","Myoxopsylla","dryomydis",NA,NA,"species","Myoxopsylla dryomydis","CoL",4934,1080,"add","CoL1080"
"Siphonaptera","Ceratophyllidae","Myoxopsylla","jordani",NA,NA,"species","Myoxopsylla jordani","CoL",4935,1081,"add","CoL1081"
"Siphonaptera","Ceratophyllidae","Myoxopsylla","laverani",NA,NA,"species","Myoxopsylla laverani","CoL",4936,1082,"add","CoL1082"
"Siphonaptera","Ceratophyllidae","Myoxopsylla","copulabilis",NA,NA,"species","Myoxopsylla copulabilis","CoL",4937,1082,"add","CoL1082"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","beklemischevi",NA,NA,"species","Nearctopsylla beklemischevi","CoL",4938,1083,"add","CoL1083"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","brevidigita",NA,NA,"species","Nearctopsylla brevidigita","CoL",4939,1084,"add","CoL1084"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","brooksi",NA,NA,"species","Nearctopsylla brooksi","CoL",4940,1085,"add","CoL1085"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","genalis","genalis",NA,"subspecies","Nearctopsylla genalis genalis","CoL",4941,2442,"add","CoL2442"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","genalis","laurentina",NA,"subspecies","Nearctopsylla genalis laurentina","CoL",4942,2442,"add","CoL2442"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","genalis","hygini",NA,"subspecies","Nearctopsylla genalis hygini","CoL",4943,2443,"add","CoL2443"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","georgiana",NA,NA,"species","Nearctopsylla georgiana","CoL",4944,1086,"add","CoL1086"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","grahami",NA,NA,"species","Nearctopsylla grahami","CoL",4945,1087,"add","CoL1087"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","hamata",NA,NA,"species","Nearctopsylla hamata","CoL",4946,1088,"add","CoL1088"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","hyrtaci",NA,NA,"species","Nearctopsylla hyrtaci","CoL",4947,1089,"add","CoL1089"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","ioffi",NA,NA,"species","Nearctopsylla ioffi","CoL",4948,1090,"add","CoL1090"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","jordani",NA,NA,"species","Nearctopsylla jordani","CoL",4949,1091,"add","CoL1091"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","jordani","columbiana",NA,"subspecies","Nearctopsylla jordani columbiana","CoL",4950,1091,"add","CoL1091"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","liupanshanensis",NA,NA,"species","Nearctopsylla liupanshanensis","CoL",4951,1092,"add","CoL1092"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","martyoungi",NA,NA,"species","Nearctopsylla martyoungi","CoL",4952,1093,"add","CoL1093"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","myospalaca",NA,NA,"species","Nearctopsylla myospalaca","CoL",4953,1094,"add","CoL1094"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","pfitzeri",NA,NA,"species","Nearctopsylla pfitzeri","CoL",4954,1095,"add","CoL1095"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","princei",NA,NA,"species","Nearctopsylla princei","CoL",4955,1096,"add","CoL1096"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","traubi",NA,NA,"species","Nearctopsylla traubi","CoL",4956,1097,"add","CoL1097"
"Siphonaptera","Hystrichopsyllidae","Nearctopsylla","xijiensis",NA,NA,"species","Nearctopsylla xijiensis","CoL",4957,1098,"add","CoL1098"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","abagaitui",NA,NA,"species","Neopsylla abagaitui","CoL",4958,1099,"add","CoL1099"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","convexa",NA,NA,"species","Neopsylla convexa","CoL",4959,1099,"add","CoL1099"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","acanthina",NA,NA,"species","Neopsylla acanthina","CoL",4960,1100,"add","CoL1100"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","uniseriata",NA,NA,"species","Neopsylla uniseriata","CoL",4961,1100,"add","CoL1100"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","affinis","affinis",NA,"subspecies","Neopsylla affinis affinis","CoL",4962,2444,"add","CoL2444"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","aliena",NA,NA,"species","Neopsylla aliena","CoL",4963,1101,"add","CoL1101"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","angustimanubra",NA,NA,"species","Neopsylla angustimanubra","CoL",4964,1102,"add","CoL1102"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","anoma",NA,NA,"species","Neopsylla anoma","CoL",4965,1103,"add","CoL1103"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","avida",NA,NA,"species","Neopsylla avida","CoL",4966,1104,"add","CoL1104"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","bactriana",NA,NA,"species","Neopsylla bactriana","CoL",4967,1105,"add","CoL1105"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","bana",NA,NA,"species","Neopsylla bana","CoL",4968,1106,"add","CoL1106"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","bidentatiformis",NA,NA,"species","Neopsylla bidentatiformis","CoL",4969,1107,"add","CoL1107"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","biseta","bijiangensis",NA,"subspecies","Neopsylla biseta bijiangensis","CoL",4970,2445,"add","CoL2445"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","biseta","biseta",NA,"subspecies","Neopsylla biseta biseta","CoL",4971,2446,"add","CoL2446"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","biseta","elesina",NA,"subspecies","Neopsylla biseta elesina","CoL",4972,2447,"add","CoL2447"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","clavelia",NA,NA,"species","Neopsylla clavelia","CoL",4973,1108,"add","CoL1108"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","compar",NA,NA,"species","Neopsylla compar","CoL",4974,1109,"add","CoL1109"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","constricta",NA,NA,"species","Neopsylla constricta","CoL",4975,1110,"add","CoL1110"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","democratica",NA,NA,"species","Neopsylla democratica","CoL",4976,1111,"add","CoL1111"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","dispar","dispar",NA,"subspecies","Neopsylla dispar dispar","CoL",4977,2448,"add","CoL2448"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","dispar","fukienensis",NA,"subspecies","Neopsylla dispar fukienensis","CoL",4978,2449,"add","CoL2449"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","fimbriata",NA,NA,"species","Neopsylla fimbriata","CoL",4979,1112,"add","CoL1112"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","galea",NA,NA,"species","Neopsylla galea","CoL",4980,1113,"add","CoL1113"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","heckeli",NA,NA,"species","Neopsylla heckeli","CoL",4981,1114,"add","CoL1114"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","hissarica",NA,NA,"species","Neopsylla hissarica","CoL",4982,1115,"add","CoL1115"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","hongyangensis",NA,NA,"species","Neopsylla hongyangensis","CoL",4983,1116,"add","CoL1116"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","honora",NA,NA,"species","Neopsylla honora","CoL",4984,1117,"add","CoL1117"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","rhombosa",NA,NA,"species","Neopsylla rhombosa","CoL",4985,1117,"add","CoL1117"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","inopina",NA,NA,"species","Neopsylla inopina","CoL",4986,1118,"add","CoL1118"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","texanus",NA,NA,"species","Neopsylla texanus","CoL",4987,1118,"add","CoL1118"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","japonica",NA,NA,"species","Neopsylla japonica","CoL",4988,1119,"add","CoL1119"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","kweichowensis",NA,NA,"species","Neopsylla kweichowensis","CoL",4989,1120,"add","CoL1120"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","longisetosa",NA,NA,"species","Neopsylla longisetosa","CoL",4990,1121,"add","CoL1121"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","luma",NA,NA,"species","Neopsylla luma","CoL",4991,1122,"add","CoL1122"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","mana",NA,NA,"species","Neopsylla mana","CoL",4992,1123,"add","CoL1123"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","mantissa",NA,NA,"species","Neopsylla mantissa","CoL",4993,1124,"add","CoL1124"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","marleaneae",NA,NA,"species","Neopsylla marleaneae","CoL",4994,2467,"add","CoL2467"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","megaloba",NA,NA,"species","Neopsylla megaloba","CoL",4995,1125,"add","CoL1125"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","meridiana",NA,NA,"species","Neopsylla meridiana","CoL",4996,1126,"add","CoL1126"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","musseri",NA,NA,"species","Neopsylla musseri","CoL",4997,1127,"add","CoL1127"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","mustelae",NA,NA,"species","Neopsylla mustelae","CoL",4998,1128,"add","CoL1128"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","nebula",NA,NA,"species","Neopsylla nebula","CoL",4999,1129,"add","CoL1129"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","ninae",NA,NA,"species","Neopsylla ninae","CoL",5000,1130,"add","CoL1130"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","pagea",NA,NA,"species","Neopsylla pagea","CoL",5001,1131,"add","CoL1131"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","paranoma",NA,NA,"species","Neopsylla paranoma","CoL",5002,1132,"add","CoL1132"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","pleskei","ariana",NA,"subspecies","Neopsylla pleskei ariana","CoL",5003,2450,"add","CoL2450"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","pleskei","armeniaca",NA,"subspecies","Neopsylla pleskei armeniaca","CoL",5004,2451,"add","CoL2451"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","pleskei","caucasica",NA,"subspecies","Neopsylla pleskei caucasica","CoL",5005,2452,"add","CoL2452"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","pleskei","orientalis",NA,"subspecies","Neopsylla pleskei orientalis","CoL",5006,2453,"add","CoL2453"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","pleskei","pleskei",NA,"subspecies","Neopsylla pleskei pleskei","CoL",5007,2454,"add","CoL2454"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","pleskei","rossica",NA,"subspecies","Neopsylla pleskei rossica","CoL",5008,2455,"add","CoL2455"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","sasai",NA,NA,"species","Neopsylla sasai","CoL",5009,1133,"add","CoL1133"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","secura","kashmirensis",NA,"subspecies","Neopsylla secura kashmirensis","CoL",5010,2456,"add","CoL2456"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","secura","secura",NA,"subspecies","Neopsylla secura secura","CoL",5011,2457,"add","CoL2457"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","secura","separata",NA,"subspecies","Neopsylla secura separata","CoL",5012,2458,"add","CoL2458"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","sellaris",NA,NA,"species","Neopsylla sellaris","CoL",5013,1134,"add","CoL1134"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","setosa","setosa",NA,"subspecies","Neopsylla setosa setosa","CoL",5014,2459,"add","CoL2459"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","setosa","spinea",NA,"subspecies","Neopsylla setosa spinea","CoL",5015,2460,"add","CoL2460"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","setosa","hajastanica",NA,"subspecies","Neopsylla setosa hajastanica","CoL",5016,2460,"add","CoL2460"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","setosa","moravica",NA,"subspecies","Neopsylla setosa moravica","CoL",5017,2460,"add","CoL2460"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","siboi",NA,NA,"species","Neopsylla siboi","CoL",5018,1135,"add","CoL1135"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","sondaica",NA,NA,"species","Neopsylla sondaica","CoL",5019,1136,"add","CoL1136"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","specialis","dechingensis",NA,"subspecies","Neopsylla specialis dechingensis","CoL",5020,2461,"add","CoL2461"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","specialis","minpiensis",NA,"subspecies","Neopsylla specialis minpiensis","CoL",5021,2462,"add","CoL2462"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","specialis","schismatosa",NA,"subspecies","Neopsylla specialis schismatosa","CoL",5022,2463,"add","CoL2463"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","specialis","sichuanxizangensis",NA,"subspecies","Neopsylla specialis sichuanxizangensis","CoL",5023,2464,"add","CoL2464"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","specialis","specialis",NA,"subspecies","Neopsylla specialis specialis","CoL",5024,2465,"add","CoL2465"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","stenosinuata",NA,NA,"species","Neopsylla stenosinuata","CoL",5025,1137,"add","CoL1137"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","stevensi",NA,NA,"species","Neopsylla stevensi","CoL",5026,2467,"add","CoL2467"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","marleaneae",NA,NA,"species","Neopsylla marleaneae","CoL",5027,2467,"add","CoL2467"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","stevensi","sichuanyunnana",NA,"subspecies","Neopsylla stevensi sichuanyunnana","CoL",5028,2466,"add","CoL2466"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","stevensi","stevensi",NA,"subspecies","Neopsylla stevensi stevensi","CoL",5029,2467,"add","CoL2467"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","teratura","montana",NA,"subspecies","Neopsylla teratura montana","CoL",5030,2468,"add","CoL2468"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","teratura","teratura",NA,"subspecies","Neopsylla teratura teratura","CoL",5031,2470,"add","CoL2470"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","tricata",NA,NA,"species","Neopsylla tricata","CoL",5032,1138,"add","CoL1138"
"Siphonaptera","Hystrichopsyllidae","Neopsylla","villa",NA,NA,"species","Neopsylla villa","CoL",5033,1139,"add","CoL1139"
"Siphonaptera","Tungidae","Neotunga","euloidea",NA,NA,"species","Neotunga euloidea","CoL",5034,1141,"add","CoL1141"
"Siphonaptera","Hystrichopsyllidae","Neotyphloceras","crassispina","chilensis",NA,"subspecies","Neotyphloceras crassispina chilensis","CoL",5035,1143,"add","CoL1143"
"Siphonaptera","Hystrichopsyllidae","Neotyphloceras","crassispina","crassispina",NA,"subspecies","Neotyphloceras crassispina crassispina","CoL",5036,2471,"add","CoL2471"
"Siphonaptera","Hystrichopsyllidae","Neotyphloceras","crassispina","hemisus",NA,"subspecies","Neotyphloceras crassispina hemisus","CoL",5037,2472,"add","CoL2472"
"Siphonaptera","Hystrichopsyllidae","Neotyphloceras","rosenbergi",NA,NA,"species","Neotyphloceras rosenbergi","CoL",5038,1146,"add","CoL1146"
"Siphonaptera","Pulicidae","Nesolagobius","callosus",NA,NA,"species","Nesolagobius callosus","CoL",5039,1147,"add","CoL1147"
"Siphonaptera","Stivaliidae","Nestivalius","pomerantzi",NA,NA,"species","Nestivalius pomerantzi","CoL",5040,1148,"add","CoL1148"
"Siphonaptera","Stivaliidae","Nestivalius","ralius",NA,NA,"species","Nestivalius ralius","CoL",5041,1148,"add","CoL1148"
"Siphonaptera","Stivaliidae","Nestivalius","sulawesiensis",NA,NA,"species","Nestivalius sulawesiensis","CoL",5042,1149,"add","CoL1149"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","abramovi",NA,NA,"species","Nosopsyllus abramovi","CoL",5043,1150,"add","CoL1150"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","aegaeus",NA,NA,"species","Nosopsyllus aegaeus","CoL",5044,1151,"add","CoL1151"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","afghanus",NA,NA,"species","Nosopsyllus afghanus","CoL",5045,1152,"add","CoL1152"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","alladinis",NA,NA,"species","Nosopsyllus alladinis","CoL",5046,1153,"add","CoL1153"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","antakyaicus",NA,NA,"species","Nosopsyllus antakyaicus","CoL",5047,1154,"add","CoL1154"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","apicoprominus",NA,NA,"species","Nosopsyllus apicoprominus","CoL",5048,1155,"add","CoL1155"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","aralis","aralis",NA,"subspecies","Nosopsyllus aralis aralis","CoL",5049,2473,"add","CoL2473"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","aralis","tschu",NA,"subspecies","Nosopsyllus aralis tschu","CoL",5050,2474,"add","CoL2474"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","arcotus",NA,NA,"species","Nosopsyllus arcotus","CoL",5051,1156,"add","CoL1156"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","argutus",NA,NA,"species","Nosopsyllus argutus","CoL",5052,1157,"add","CoL1157"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","atlantis",NA,NA,"species","Nosopsyllus atlantis","CoL",5053,1158,"add","CoL1158"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","baltazardi",NA,NA,"species","Nosopsyllus baltazardi","CoL",5054,1160,"add","CoL1160"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","barbarus",NA,NA,"species","Nosopsyllus barbarus","CoL",5055,1161,"add","CoL1161"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","bunni",NA,NA,"species","Nosopsyllus bunni","CoL",5056,1162,"add","CoL1162"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","ceylonensis",NA,NA,"species","Nosopsyllus ceylonensis","CoL",5057,1163,"add","CoL1163"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","chayuensis",NA,NA,"species","Nosopsyllus chayuensis","CoL",5058,1164,"add","CoL1164"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","consimilis",NA,NA,"species","Nosopsyllus consimilis","CoL",5059,1165,"add","CoL1165"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","durii",NA,NA,"species","Nosopsyllus durii","CoL",5060,1166,"add","CoL1166"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","elongatus","elongatus",NA,"subspecies","Nosopsyllus elongatus elongatus","CoL",5061,2475,"add","CoL2475"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","elongatus","longchuanensis",NA,"subspecies","Nosopsyllus elongatus longchuanensis","CoL",5062,2476,"add","CoL2476"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","elongatus","puerensis",NA,"subspecies","Nosopsyllus elongatus puerensis","CoL",5063,2477,"add","CoL2477"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","elongatus","yanshanensis",NA,"subspecies","Nosopsyllus elongatus yanshanensis","CoL",5064,2478,"add","CoL2478"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","eremicus",NA,NA,"species","Nosopsyllus eremicus","CoL",5065,1167,"add","CoL1167"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","farahae",NA,NA,"species","Nosopsyllus farahae","CoL",5066,1168,"add","CoL1168"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","fasciatus",NA,NA,"species","Nosopsyllus fasciatus","CoL",5067,1169,"add","CoL1169"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","californicus",NA,NA,"species","Nosopsyllus californicus","CoL",5068,1169,"add","CoL1169"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","canadensis",NA,NA,"species","Nosopsyllus canadensis","CoL",5069,1169,"add","CoL1169"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","endymionis",NA,NA,"species","Nosopsyllus endymionis","CoL",5070,1169,"add","CoL1169"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","furoris",NA,NA,"species","Nosopsyllus furoris","CoL",5071,1169,"add","CoL1169"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","oculatus",NA,NA,"species","Nosopsyllus oculatus","CoL",5072,1169,"add","CoL1169"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","paganus",NA,NA,"species","Nosopsyllus paganus","CoL",5073,1169,"add","CoL1169"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","fidus",NA,NA,"species","Nosopsyllus fidus","CoL",5074,1170,"add","CoL1170"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","garamanticus",NA,NA,"species","Nosopsyllus garamanticus","CoL",5075,1171,"add","CoL1171"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","geneatus",NA,NA,"species","Nosopsyllus geneatus","CoL",5076,1172,"add","CoL1172"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","henleyi","henleyi",NA,"subspecies","Nosopsyllus henleyi henleyi","CoL",5077,2479,"add","CoL2479"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","henleyi","israelicus",NA,"subspecies","Nosopsyllus henleyi israelicus","CoL",5078,2480,"add","CoL2480"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","henleyi","mauritanicus",NA,"subspecies","Nosopsyllus henleyi mauritanicus","CoL",5079,2481,"add","CoL2481"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","iranus","iranus",NA,"subspecies","Nosopsyllus iranus iranus","CoL",5080,2487,"add","CoL2487"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","iranus","theodori",NA,"subspecies","Nosopsyllus iranus theodori","CoL",5081,2488,"add","CoL2488"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","laeviceps",NA,NA,"species","Nosopsyllus laeviceps","CoL",5082,1192,"add","CoL1192"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","ziarus",NA,NA,"species","Nosopsyllus ziarus","CoL",5083,1192,"add","CoL1192"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","laeviceps","acer",NA,"subspecies","Nosopsyllus laeviceps acer","CoL",5084,2489,"add","CoL2489"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","laeviceps","gorganus",NA,"subspecies","Nosopsyllus laeviceps gorganus","CoL",5085,2489,"add","CoL2489"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","laeviceps","consors",NA,"subspecies","Nosopsyllus laeviceps consors","CoL",5086,2490,"add","CoL2490"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","laeviceps","ellobii",NA,"subspecies","Nosopsyllus laeviceps ellobii","CoL",5087,2491,"add","CoL2491"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","laeviceps","gobiensis",NA,"subspecies","Nosopsyllus laeviceps gobiensis","CoL",5088,2491,"add","CoL2491"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","laeviceps","mongolicus",NA,"subspecies","Nosopsyllus laeviceps mongolicus","CoL",5089,2491,"add","CoL2491"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","laeviceps","kuzenkovi",NA,"subspecies","Nosopsyllus laeviceps kuzenkovi","CoL",5090,2492,"add","CoL2492"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","laeviceps","laeviceps",NA,"subspecies","Nosopsyllus laeviceps laeviceps","CoL",5091,2493,"add","CoL2493"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","londiniensis","declivus",NA,"subspecies","Nosopsyllus londiniensis declivus","CoL",5092,2494,"add","CoL2494"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","londiniensis","londiniensis",NA,"subspecies","Nosopsyllus londiniensis londiniensis","CoL",5093,2495,"add","CoL2495"
"Siphonaptera","Ceratophyllidae","Nosopsyllus","maurus","angustus",NA,"subspecies","Nosopsyllus maurus angustus","CoL",5094,2496,"add","CoL2496"
