"order","family","genus","species","subspecies","author","taxonlevel","canonical","source","id","accid","merge_tag","unique"
"Siphonaptera","Rhopalopsyllidae","Ectinorus","setosicornis",NA,"(Jordan, 1942)","species","Ectinorus setosicornis","Lewis",641,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Ectinorus","simonsi",NA,"(Rothschild, 1904)","species","Ectinorus simonsi","Lewis",642,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Ectinorus","spiculatus",NA,"Hastriter & Sage, 2011","species","Ectinorus spiculatus","Lewis",643,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Ectinorus","splendidus",NA,"Smit, 1968","species","Ectinorus splendidus","Lewis",644,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Ectinorus","trionyx",NA,"Jordan, 1942","species","Ectinorus trionyx","Lewis",645,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Ectinorus","uncinatus",NA,"Beaucournu & Gallardo, 1991","species","Ectinorus uncinatus","Lewis",646,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Ectinorus","uspallatae",NA,"Beaucournu & Gallardo, 2005","species","Ectinorus uspallatae","Lewis",647,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Ectinorus","viscachae",NA,"(Wagner, 1937)","species","Ectinorus viscachae","Lewis",648,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Eopsylla","nuda",NA,"Argyropulo, 1946","species","Eopsylla nuda","Lewis",649,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Eospilopsyllus","kobberti",NA,"Beaucournu & Perrichot, 2012","species","Eospilopsyllus kobberti","Lewis",650,0,"orig","Lewis0"
"Siphonaptera","Chimaeropsyllidae","Epirimia","aganippes",NA,"(Rothschild, 1904)","species","Epirimia aganippes","Lewis",651,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Epitedia","cavernicola",NA,"traub, 1957","species","Epitedia cavernicola","Lewis",652,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Epitedia","faceta",NA,"(Rothschild, 1915)","species","Epitedia faceta","Lewis",653,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Epitedia","neotomae",NA,"Jameson, 1946","species","Epitedia neotomae","Lewis",654,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Epitedia","scapani",NA,"(Wagner, 1936)","species","Epitedia scapani","Lewis",655,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Epitedia","stanfordi",NA,"Traub, 1944","species","Epitedia stanfordi","Lewis",656,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Epitedia","stewarti",NA,"Hubbard, 1940","species","Epitedia stewarti","Lewis",657,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Epitedia","wenmanni",NA,"(Rothschild, 1904)","species","Epitedia wenmanni","Lewis",658,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Eritranis","andricus",NA,"(Jordan, 1939)","species","Eritranis andricus","Lewis",659,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Ernestinia","eximia",NA,"Smit, 1953","species","Ernestinia eximia","Lewis",660,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Euhoplopsyllus","andensis",NA,"(Jordan, 1933)","species","Euhoplopsyllus andensis","Lewis",661,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Euhoplopsyllus","manconis",NA,"(Jordan, 1950)","species","Euhoplopsyllus manconis","Lewis",662,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Eumolpianus","cyrturus",NA,"(Jordan, 1929)","species","Eumolpianus cyrturus","Lewis",663,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Eumolpianus","eumolpi",NA,"(Rothschild, 1905)","species","Eumolpianus eumolpi","Lewis",664,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Eumolpianus","eutamiadis",NA,"(Augustson, 1942)","species","Eumolpianus eutamiadis","Lewis",665,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Eumolpianus","fornacis",NA,"(Jordan, 1937)","species","Eumolpianus fornacis","Lewis",666,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Eumolpianus","orarius",NA,"(Johnson, 1961)","species","Eumolpianus orarius","Lewis",667,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Eumolpianus","polumas",NA,"(Traub & Johnson, 1952)","species","Eumolpianus polumas","Lewis",668,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Eumolpianus","wallowensis",NA,"(Hubbard, 1950)","species","Eumolpianus wallowensis","Lewis",669,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Farhangia","celebensis",NA,"(Ewing, 1924)","species","Farhangia celebensis","Lewis",670,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Farhangia","quattuordecimdentata",NA,"Mardon & Durden, 2003","species","Farhangia quattuordecimdentata","Lewis",671,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Farhangia","sciuri",NA,"(Ewing, 1924)","species","Farhangia sciuri","Lewis",672,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Farhangia","sedecimdentata",NA,"Mardon & Durden, 2003","species","Farhangia sedecimdentata","Lewis",673,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Foxella","hoogstraali",NA,"traub, 1950","species","Foxella hoogstraali","Lewis",674,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Foxella","ignota",NA,"(Baker, 1895)","species","Foxella ignota","Lewis",675,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Foxella","mexicana",NA,"I. Fox, 1939","species","Foxella mexicana","Lewis",676,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","adixsterna",NA,"Liu, Shao & Liu, 1976","species","Frontopsylla adixsterna","Lewis",677,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","ambigua",NA,"Fedina, 1946","species","Frontopsylla ambigua","Lewis",678,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","aspiniformis",NA,"Liu & Wu, 1960","species","Frontopsylla aspiniformis","Lewis",679,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","chaetophora",NA,"Mikulin, 1958","species","Frontopsylla chaetophora","Lewis",680,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","cornuta",NA,"Ioff, 1946","species","Frontopsylla cornuta","Lewis",681,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","diqingensis",NA,"Li & Hsieh, 1974","species","Frontopsylla diqingensis","Lewis",682,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","hetera",NA,"Wagner, 1933","species","Frontopsylla hetera","Lewis",683,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","kimae",NA,"Kunitskaya & Erzhanov, 2000","species","Frontopsylla kimae","Lewis",684,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","kunitskyi",NA,"Maslennikova & Kunitskaya, 1982","species","Frontopsylla kunitskyi","Lewis",685,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","laeta",NA,"(Jordan & Rothschild, 1920)","species","Frontopsylla laeta","Lewis",686,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","lapponica",NA,"(Nordberg, 1935)","species","Frontopsylla lapponica","Lewis",687,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","liui",NA,"Guo, Liu & Wu, 1994","species","Frontopsylla liui","Lewis",688,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","luculenta",NA,"(Jordan & Rothschild, 1923)","species","Frontopsylla luculenta","Lewis",689,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","macrophthalma",NA,"(Jordan & Rothschild, 1915)","species","Frontopsylla macrophthalma","Lewis",690,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","megasinus",NA,"Li & Chen, 1974","species","Frontopsylla megasinus","Lewis",691,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","mutata",NA,"Jordan, 1944","species","Frontopsylla mutata","Lewis",692,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","ornata",NA,"Tiflov, 1937","species","Frontopsylla ornata","Lewis",693,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","postprojicia",NA,"Liu, Qi & Li, 1985","species","Frontopsylla postprojicia","Lewis",694,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","protera",NA,"Wagner, 1933","species","Frontopsylla protera","Lewis",695,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","rotunditruncata",NA,"Cai & Liu, 1985","species","Frontopsylla rotunditruncata","Lewis",696,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","scalonae",NA,"Kotti, 1992","species","Frontopsylla scalonae","Lewis",697,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","semura",NA,"Wagner & Ioff, 1926","species","Frontopsylla semura","Lewis",698,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","setigera",NA,"Smit, 1964","species","Frontopsylla setigera","Lewis",699,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","tjanshanica",NA,"Shvarts, 1953","species","Frontopsylla tjanshanica","Lewis",700,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","tomentosa",NA,"Xie & Cai, 1979","species","Frontopsylla tomentosa","Lewis",701,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","tuoliensis",NA,"Yu & Zhang, 1981","species","Frontopsylla tuoliensis","Lewis",702,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Frontopsylla","xizangensis",NA,"Liu & Liu, 1982","species","Frontopsylla xizangensis","Lewis",703,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Genoneopsylla","angustidigita",NA,"Wu, Wu & Tsai, 1980","species","Genoneopsylla angustidigita","Lewis",704,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Genoneopsylla","bisinuata",NA,"Liu, Chang & Liu, 1980","species","Genoneopsylla bisinuata","Lewis",705,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Genoneopsylla","claviprocera",NA,"Hsieh & Wu, 1980","species","Genoneopsylla claviprocera","Lewis",706,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Genoneopsylla","longisetosa",NA,"Wu, Wu & Liu, 1980","species","Genoneopsylla longisetosa","Lewis",707,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Genoneopsylla","thysanota",NA,"(Traub, 1968)","species","Genoneopsylla thysanota","Lewis",708,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Genoneopsylla","zhiyingi",NA,"Wu, Ge & Lan, 2003","species","Genoneopsylla zhiyingi","Lewis",709,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Geohollandia","solida",NA,"(Rothschild, 1916)","species","Geohollandia solida","Lewis",710,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Gephyropsylla","maxomydis",NA,"Durden & Beaucournu, 2006","species","Gephyropsylla maxomydis","Lewis",711,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","ashcrafti",NA,"Augustson, 1941","species","Geusibia ashcrafti","Lewis",712,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","digitiformia",NA,"Gong & Lin, 1990","species","Geusibia digitiformia","Lewis",713,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","falsotorosa",NA,"Wu, Ni & Li, 1987","species","Geusibia falsotorosa","Lewis",714,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","hemisphaera",NA,"Liu, Chen & Liu, 1981","species","Geusibia hemisphaera","Lewis",715,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","lacertosa",NA,"(Smit, 1975)","species","Geusibia lacertosa","Lewis",716,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","liae",NA,"Wang, 1995","species","Geusibia liae","Lewis",717,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","longihilla",NA,"Zhang & Liu, 1984","species","Geusibia longihilla","Lewis",718,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","ochotona",NA,"Cai, Zhan & Wu, 1997","species","Geusibia ochotona","Lewis",719,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","quadrata",NA,"Gong, 1992","species","Geusibia quadrata","Lewis",720,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","stenosinuata",NA,"Li, 1979","species","Geusibia stenosinuata","Lewis",721,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","torosa",NA,"Jordan, 1932","species","Geusibia torosa","Lewis",722,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","triangularis",NA,"(Lewis, 1972)","species","Geusibia triangularis","Lewis",723,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Geusibia","yunnanensis",NA,"Xie & Gong, 1982","species","Geusibia yunnanensis","Lewis",724,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Glaciopsyllus","antarcticus",NA,"Smit & Dunnet, 1962","species","Glaciopsyllus antarcticus","Lewis",725,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Gryphopsylla","hetera",NA,"Lewis & Jones, 1985","species","Gryphopsylla hetera","Lewis",726,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Gryphopsylla","hopkinsi",NA,"Traub, 1957","species","Gryphopsylla hopkinsi","Lewis",727,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Gryphopsylla","jacobsoni",NA,"(Jordan & Rothschild, 1922)","species","Gryphopsylla jacobsoni","Lewis",728,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Gryphopsylla","maxomydis",NA,"Durden & Beaucournu, 2006","species","Gryphopsylla maxomydis","Lewis",729,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Gryphopsylla","mjoebergi",NA,"(Jordan, 1926)","species","Gryphopsylla mjoebergi","Lewis",730,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Gryphopsylla","segregata",NA,"Beaucournu & Sountsov, 1999","species","Gryphopsylla segregata","Lewis",731,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Gymnomeropsylla","bunomydis",NA,"Beaucournu & Durden, 2002","species","Gymnomeropsylla bunomydis","Lewis",732,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Gymnomeropsylla","margaretamydis",NA,"Durden & Beaucournu, 2002","species","Gymnomeropsylla margaretamydis","Lewis",733,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Hectiella","lakoi",NA,"(Guimarães, 1948)","species","Hectiella lakoi","Lewis",734,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Hectiella","lopesi",NA,"Guimaráes & Linardi, 1993","species","Hectiella lopesi","Lewis",735,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Hectiella","nitidus",NA,"(Johnson, 1957)","species","Hectiella nitidus","Lewis",736,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","broscus",NA,"Jordan & Rothschild, 1906","species","Hectopsylla broscus","Lewis",737,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","coniger",NA,"Jordan & Rothschild, 1906","species","Hectopsylla coniger","Lewis",738,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","cypha",NA,"Jordan, 1942","species","Hectopsylla cypha","Lewis",739,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","eskeyi",NA,"Jordan, 1933","species","Hectopsylla eskeyi","Lewis",740,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","gemina",NA,"Jordan, 1939","species","Hectopsylla gemina","Lewis",741,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","gracilis",NA,"Mahnert, 1982","species","Hectopsylla gracilis","Lewis",742,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","knighti",NA,"Traub & Gammons, 1950","species","Hectopsylla knighti","Lewis",743,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","narium",NA,"Kutzscher, 2007","species","Hectopsylla narium","Lewis",744,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","pascuali",NA,"Beaucournu & Alcover, 1990","species","Hectopsylla pascuali","Lewis",745,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","psittaci",NA,"Von Frauenfeld, 1860","species","Hectopsylla psittaci","Lewis",746,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","pulex",NA,"(Haller, 1880)","species","Hectopsylla pulex","Lewis",747,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","stomis",NA,"Jordan, 1925","species","Hectopsylla stomis","Lewis",748,0,"orig","Lewis0"
"Siphonaptera","Tungidae","Hectopsylla","suarezi",NA,"C. Fox, 1929","species","Hectopsylla suarezi","Lewis",749,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Hollandipsylla","neali",NA,"Traub, 1953","species","Hollandipsylla neali","Lewis",750,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Hoogstraalia","imberbis",NA,"Smit, 1979","species","Hoogstraalia imberbis","Lewis",751,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Hoogstraalia","nadchatrami",NA,"Hastriter, 2021","species","Hoogstraalia nadchatrami","Lewis",752,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Hoogstraalia","novaeguineae",NA,"Holland, 1969","species","Hoogstraalia novaeguineae","Lewis",753,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Hoogstraalia","turdella",NA,"Traub, 1951","species","Hoogstraalia turdella","Lewis",754,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Hoogstraalia","vandiemeni",NA,"Smit, 1958","species","Hoogstraalia vandiemeni","Lewis",755,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Hoplopsyllus","anomalus",NA,"(Baker, 1904)","species","Hoplopsyllus anomalus","Lewis",756,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Hoplopsyllus","pectinatus",NA,"Barrera, 1967","species","Hoplopsyllus pectinatus","Lewis",757,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Hormopsylla","egena",NA,"Jordan, 1950","species","Hormopsylla egena","Lewis",758,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Hormopsylla","fosteri",NA,"(Rothschild, 1903)","species","Hormopsylla fosteri","Lewis",759,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Hormopsylla","kyriophila",NA,"Tipton & Mendez, 1966","species","Hormopsylla kyriophila","Lewis",760,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Hormopsylla","trux",NA,"Jordan, 1950","species","Hormopsylla trux","Lewis",761,0,"orig","Lewis0"
"Siphonaptera","Chimaeropsyllidae","Hypsophthalmus","baxteri",NA,"Hastriter, 2001","species","Hypsophthalmus baxteri","Lewis",762,0,"orig","Lewis0"
"Siphonaptera","Chimaeropsyllidae","Hypsophthalmus","campestris",NA,"Jordan & Rothschild, 1913","species","Hypsophthalmus campestris","Lewis",763,0,"orig","Lewis0"
"Siphonaptera","Chimaeropsyllidae","Hypsophthalmus","montivagans",NA,"DeMeillon & Hardy, 1954","species","Hypsophthalmus montivagans","Lewis",764,0,"orig","Lewis0"
"Siphonaptera","Chimaeropsyllidae","Hypsophthalmus","temporis",NA,"Demeillon, 1940","species","Hypsophthalmus temporis","Lewis",765,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","cryptotis",NA,"Acosta & Morrone, 2005","species","Hystrichopsylla cryptotis","Lewis",766,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","guatemalensis",NA,"Lewis & Eckerlin, 2004","species","Hystrichopsylla guatemalensis","Lewis",767,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","heishuiensis",NA,"Li & Liu, 1994","species","Hystrichopsylla heishuiensis","Lewis",768,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","kris",NA,"Traub & Johnson, 1952","species","Hystrichopsylla kris","Lewis",769,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","llorentei",NA,"Ayala & Morales, 1990","species","Hystrichopsylla llorentei","Lewis",770,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","mengdaensis",NA,"Cai & Wu, 1994","species","Hystrichopsylla mengdaensis","Lewis",771,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","microti",NA,"Scalon, 1950","species","Hystrichopsylla microti","Lewis",772,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","multidentata",NA,"Ma & Wang, 1966","species","Hystrichopsylla multidentata","Lewis",773,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","nicolai",NA,"Scalon, 1935","species","Hystrichopsylla nicolai","Lewis",774,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","obtusiceps",NA,"(Ritsema, 1868)","species","Hystrichopsylla obtusiceps","Lewis",775,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","orophila",NA,"Barrera, 1952","species","Hystrichopsylla orophila","Lewis",776,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","ozeana",NA,"Nakagawa & Sakaguti, 1959","species","Hystrichopsylla ozeana","Lewis",777,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","rotundisinuata",NA,"Li & Hsieh, 1980","species","Hystrichopsylla rotundisinuata","Lewis",778,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","satunini",NA,"Wagner, 1916","species","Hystrichopsylla satunini","Lewis",779,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","schefferi",NA,"Chapin, 1919","species","Hystrichopsylla schefferi","Lewis",780,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","shaanxiensis",NA,"Zhang & Yu, 1990","species","Hystrichopsylla shaanxiensis","Lewis",781,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","stenosterna",NA,"Liu, Wu & Chang, 1974","species","Hystrichopsylla stenosterna","Lewis",782,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","synaptica",NA,"Smit, 1975","species","Hystrichopsylla synaptica","Lewis",783,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","tahavuana",NA,"Jordan, 1929","species","Hystrichopsylla tahavuana","Lewis",784,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","zhani",NA,"Yue, Li & Zhang, 1999","species","Hystrichopsylla zhani","Lewis",785,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla","zii",NA,"Gong, 1992","species","Hystrichopsylla zii","Lewis",786,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Idilla","caelebs",NA,"Smit, 1957","species","Idilla caelebs","Lewis",787,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Idiochaetis","illustris",NA,"Jordan, 1937","species","Idiochaetis illustris","Lewis",788,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Idiochaetis","rogersi",NA,"Hastriter, 2020","species","Idiochaetis rogersi","Lewis",789,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Igioffius","taiganus",NA,"(Scalon, 1950)","species","Igioffius taiganus","Lewis",790,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","anmashanensis",NA,"Chung & Hsu, 1999","species","Ischnopsyllus anmashanensis","Lewis",791,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","comans",NA,"Jordan & Rothschild, 1921","species","Ischnopsyllus comans","Lewis",792,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","consimilis",NA,"(Wahlgren, 1904)","species","Ischnopsyllus consimilis","Lewis",793,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","delectabilis",NA,"Smit, 1952","species","Ischnopsyllus delectabilis","Lewis",794,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","dolosus",NA,"Dampf, 1912","species","Ischnopsyllus dolosus","Lewis",795,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","elongatus",NA,"(Curtis, 1832)","species","Ischnopsyllus elongatus","Lewis",796,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","emminus",NA,"Jordan & Rothschild, 1921","species","Ischnopsyllus emminus","Lewis",797,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","hellespontius",NA,"Peus, 1978","species","Ischnopsyllus hellespontius","Lewis",798,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","hexactenus",NA,"(Kolenati, 1856)","species","Ischnopsyllus hexactenus","Lewis",799,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","hispanicus",NA,"Jordan, 1942","species","Ischnopsyllus hispanicus","Lewis",800,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","indicus",NA,"Jordan, 1931","species","Ischnopsyllus indicus","Lewis",801,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","infratentus",NA,"Wu, Wang & Liu, 1988","species","Ischnopsyllus infratentus","Lewis",802,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","intermedius",NA,"(Rothschild, 1898)","species","Ischnopsyllus intermedius","Lewis",803,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","jinciensis",NA,"Xiao, 1984","species","Ischnopsyllus jinciensis","Lewis",804,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","kilitbahricus",NA,"Aktas, 1990","species","Ischnopsyllus kilitbahricus","Lewis",805,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","liae",NA,"Jordan, 1941","species","Ischnopsyllus liae","Lewis",806,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","magnabulga",NA,"Xie, Yang & Li, 1983","species","Ischnopsyllus magnabulga","Lewis",807,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Ischnopsyllus","needhami",NA,"Hsu, 1935","species","Ischnopsyllus needhami","Lewis",808,0,"orig","Lewis0"
