"id","order","family","genus","species","subspecies","author","taxonlevel","accid","canonical","source"
245,"Siphonaptera","Ceratophyllidae","Brevictenidia","mikulini",NA,"(Shvarts, 1960)","species",0,"Brevictenidia mikulini","Lewis"
246,"Siphonaptera","Leptopsyllidae","Caenopsylla","assimulata",NA,"(Weiss, 1913)","species",0,"Caenopsylla assimulata","Lewis"
247,"Siphonaptera","Leptopsyllidae","Caenopsylla","eremita",NA,"Beaucournu & Kowalski, 1985","species",0,"Caenopsylla eremita","Lewis"
248,"Siphonaptera","Leptopsyllidae","Caenopsylla","janineae",NA,"Beaucournu& Gouat, 1987","species",0,"Caenopsylla janineae","Lewis"
252,"Siphonaptera","Leptopsyllidae","Caenopsylla","mira",NA,"Rothschild, 1909","species",0,"Caenopsylla mira","Lewis"
253,"Siphonaptera","Leptopsyllidae","Calceopsylla","aduncata",NA,"Liu, Wu & Wang, 1965","species",0,"Calceopsylla aduncata","Lewis"
257,"Siphonaptera","Ceratophyllidae","Callopsylla","arcuata",NA,"Ge, Wang & Ma, 1988","species",0,"Callopsylla arcuata","Lewis"
258,"Siphonaptera","Ceratophyllidae","Callopsylla","beishanensis",NA,"Wu Ni & Wu, 1986","species",0,"Callopsylla beishanensis","Lewis"
259,"Siphonaptera","Ceratophyllidae","Callopsylla","bursiforma",NA,"Wu, Cai & Li, 1994","species",0,"Callopsylla bursiforma","Lewis"
264,"Siphonaptera","Ceratophyllidae","Callopsylla","changduensis",NA,"(Liu, Wu & Wu, 1966)","species",0,"Callopsylla changduensis","Lewis"
265,"Siphonaptera","Ceratophyllidae","Callopsylla","digitata",NA,"Cai, Wu & Liu, 1984","species",0,"Callopsylla digitata","Lewis"
266,"Siphonaptera","Ceratophyllidae","Callopsylla","dolabella",NA,"Smit & Rosicky, 1976","species",0,"Callopsylla dolabella","Lewis"
267,"Siphonaptera","Ceratophyllidae","Callopsylla","dolabris",NA,"(Jordan & Rothschild, 1911)","species",0,"Callopsylla dolabris","Lewis"
268,"Siphonaptera","Ceratophyllidae","Callopsylla","forfica",NA,"Wu, Chen & Liu, 1981","species",0,"Callopsylla forfica","Lewis"
269,"Siphonaptera","Ceratophyllidae","Callopsylla","gemina",NA,"(Ioff, 1946)","species",0,"Callopsylla gemina","Lewis"
270,"Siphonaptera","Ceratophyllidae","Callopsylla","gypaetina",NA,"Peus, 1978","species",0,"Callopsylla gypaetina","Lewis"
271,"Siphonaptera","Ceratophyllidae","Callopsylla","kazbegiensis",NA,"Goncharov, 1980","species",0,"Callopsylla kazbegiensis","Lewis"
272,"Siphonaptera","Ceratophyllidae","Callopsylla","kaznakovi",NA,"(Wagner, 1928)","species",0,"Callopsylla kaznakovi","Lewis"
273,"Siphonaptera","Ceratophyllidae","Callopsylla","kozlovi",NA,"(Wagner, 1928)","species",0,"Callopsylla kozlovi","Lewis"
274,"Siphonaptera","Ceratophyllidae","Callopsylla","lagomys",NA,"(Wagner, 1898)","species",0,"Callopsylla lagomys","Lewis"
275,"Siphonaptera","Ceratophyllidae","Callopsylla","liui",NA,"Li, Wu & Yang, 1989","species",0,"Callopsylla liui","Lewis"
276,"Siphonaptera","Ceratophyllidae","Callopsylla","longispina",NA,"Zhang & Yu, 1988","species",0,"Callopsylla longispina","Lewis"
277,"Siphonaptera","Ceratophyllidae","Callopsylla","mygala",NA,"(Lewis, 1971)","species",0,"Callopsylla mygala","Lewis"
278,"Siphonaptera","Ceratophyllidae","Callopsylla","oreinus",NA,"(Jordan, 1937)","species",0,"Callopsylla oreinus","Lewis"
279,"Siphonaptera","Ceratophyllidae","Callopsylla","petaurista",NA,"Tsai, Wu & Liu, 1974","species",0,"Callopsylla petaurista","Lewis"
280,"Siphonaptera","Ceratophyllidae","Callopsylla","qinghaiensis",NA,"Wang, Li & Cai, 1997","species",0,"Callopsylla qinghaiensis","Lewis"
281,"Siphonaptera","Ceratophyllidae","Callopsylla","saxatilis",NA,"(Ioff & Argyropulo, 1934)","species",0,"Callopsylla saxatilis","Lewis"
282,"Siphonaptera","Ceratophyllidae","Callopsylla","semenovi",NA,"(Ioff, 1936)","species",0,"Callopsylla semenovi","Lewis"
285,"Siphonaptera","Ceratophyllidae","Callopsylla","streeti",NA,"Lewis, 1973","species",0,"Callopsylla streeti","Lewis"
286,"Siphonaptera","Ceratophyllidae","Callopsylla","waterstoni",NA,"(Jordan, 1925)","species",0,"Callopsylla waterstoni","Lewis"
