"family","subfamily","genus","species","author","namePublishedInYear","synonym(s)","TPTdataset","TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks"
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","heardi","DeMeillon","1952",NA,"Lewis","2055","Lewis2055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","humboldti","Jordan","1942",NA,"Lewis","2056","Lewis2056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","jacksoni","Smit","1965",NA,"Lewis","2057","Lewis2057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","longicornis","Enderlein","1901","Parapsyllus longicornis alginus Jordan, 1942","Lewis","2058","Lewis2058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","lynnae alynnae","Smit","1979",NA,"Lewis","2059","Lewis2059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","lynnae lynnae","Smit","1965",NA,"Lewis","2060","Lewis2060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","lynnae mariae","Smit","1979",NA,"Lewis","2061","Lewis2061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","magellanicus largificus","Smit","1984",NA,"Lewis","2062","Lewis2062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","magellanicus magellanicus","Jordan","1938","Parapsyllus magellanicus heardi DeMeillon, 1952; Parapsyllus huincae Del Ponte & Riesel, 1939","Lewis","2063","Lewis2063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","mangerensis","Smit","1979",NA,"Lewis","2064","Lewis2064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","nestoris antichthones","Smit","1979",NA,"Lewis","2065","Lewis2065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","nestoris nestoris","Smit","1965",NA,"Lewis","2066","Lewis2066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","senellarti","Beaucournu & Rodhain","1991",NA,"Lewis","2067","Lewis2067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","struthophilus","Smit","1979",NA,"Lewis","2068","Lewis2068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","taylori","Jordan","1942","Parapsyllus laysanenss Wilson, 1972","Lewis","2069","Lewis2069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","valedictus","Smit","1979",NA,"Lewis","2070","Lewis2070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicidae","Xenopsyllinae","Parapulex","chephrenis","(Rothschild)","1903","Pulex alternans Wahlgren, 1904","Lewis","2071","Lewis2071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicidae","Xenopsyllinae","Parapulex","echinatus","Smit","1956",NA,"Lewis","2072","Lewis2072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","avicularius","Hastriter","2014",NA,"Lewis","2073","Lewis2073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","bidenticulatus","Hastriter","2014",NA,"Lewis","2074","Lewis2074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","brassi","Holland","1969",NA,"Lewis","2075","Lewis2075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","chelaformis","Hastriter","2014",NA,"Lewis","2076","Lewis2076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","gracilentus","(Jordan)","1933",NA,"Lewis","2077","Lewis2077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","gressitti","Holland","1969",NA,"Lewis","2078","Lewis2078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","longipalpus","Hastriter","2014",NA,"Lewis","2079","Lewis2079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","novaebritainiae","Hastriter","2014",NA,"Lewis","2080","Lewis2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","novaeguineae","(Rothschild)","1904",NA,"Lewis","2081","Lewis2081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","papillatus","Hastriter","2014",NA,"Lewis","2082","Lewis2082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","phocaceus","Hastriter","2014",NA,"Lewis","2083","Lewis2083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","serus","Mardon","1978",NA,"Lewis","2084","Lewis2084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","spinatus","Hastriter","2014",NA,"Lewis","2085","Lewis2085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parastivalius","tridenticulatus","Hastriter","2014",NA,"Lewis","2086","Lewis2086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stivaliidae",NA,"Parathrassis","peninsularis","(Lewis)","1994",NA,"Lewis","2087","Lewis2087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ctenophthalmidae","Rhadinopsyllinae","Paratyphloceras","oregonensis","Ewing","1940",NA,"Lewis","2088","Lewis2088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicidae","Xenopsyllinae","Pariodontis","riggenbachi riggenbachi","(Rothschild)","1904","Pulex ruptoris Weiss, 1917","Lewis","2089","Lewis2089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicidae","Xenopsyllinae","Pariodontis","riggenbachi turkestanica","Dubinin","1947",NA,"Lewis","2090","Lewis2090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicidae","Xenopsyllinae","Pariodontis","riggenbachi wernecki","Costa Lima","1940",NA,"Lewis","2091","Lewis2091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicidae","Xenopsyllinae","Pariodontis","riggenbachi yunnanensis","Li & Yan","1986",NA,"Lewis","2092","Lewis2092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicidae","Xenopsyllinae","Pariodontis","subjugis","Jordan","1925",NA,"Lewis","2093","Lewis2093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","bidentata bidentata","(Kolenati)","1863","Ctenopsyllus sobrinus Rothschild, 1909","Lewis","2094","Lewis2094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","bidentata gervasii","Beaucournu","1975",NA,"Lewis","2095","Lewis2095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","bidentata risea","Peus","1977",NA,"Lewis","2096","Lewis2096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","catatina","Jordan","1928",NA,"Lewis","2097","Lewis2097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","draco","Hopkins","1951",NA,"Lewis","2098","Lewis2098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","ebrighti","(C. Fox)","1926",NA,"Lewis","2099","Lewis2099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","fallax","(Rothschild)","1909",NA,"Lewis","2100","Lewis2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hamifer cuneata","Johnson & Traub","1954",NA,"Lewis","2101","Lewis2101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hamifer hamifer","(Rothschild)","1906","Peromyscopsylla hamifer markworth Hubbard, 1949","Lewis","2102","Lewis2102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hamifer vigens","(Jordan)","1937",NA,"Lewis","2103","Lewis2103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hesperomys adelpha","(Rothschild)","1906","Peromyscopsylla hemisphaerium Stewart, 1940; Peromyscopsylla zempoalensis Barrera, 1954","Lewis","2104","Lewis2104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hesperomys hesperomys","(Baker)","1904","Peromyscopsylla spinifrons I. Fox, 1939","Lewis","2105","Lewis2105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hesperomys pacifica","Holland","1949",NA,"Lewis","2106","Lewis2106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hesperomys ravalliensis","(Dunn)","1923",NA,"Lewis","2107","Lewis2107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","himalaica australishaanxia","Zhang & Liu","1985",NA,"Lewis","2108","Lewis2108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","himalaica himalaica","(Rothschild)","1915",NA,"Lewis","2109","Lewis2109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","himalaica sichuanoyunnana","Xie Chen & Liu","1986",NA,"Lewis","2110","Lewis2110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","himalaica sinica","Li & Wang","1959",NA,"Lewis","2111","Lewis2111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","ino","Nakagawa & Sakaguti","1959",NA,"Lewis","2112","Lewis2112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","ostsibirica","(Scalon)","1936","Leptopsylla hamifer longiloba Jordan, 1939","Lewis","2113","Lewis2113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","scaliforma","Zhang & Liu","1985",NA,"Lewis","2114","Lewis2114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","scotti","I. Fox","1939",NA,"Lewis","2115","Lewis2115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","segregata","Sakaguti & Jameson","1959",NA,"Lewis","2116","Lewis2116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","selenis","(Rothschild)","1906","Peromyscopsylla duma Traub, 1944","Lewis","2117","Lewis2117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","silvatica","(Meinert)","1896",NA,"Lewis","2118","Lewis2118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","spectabilis spectabilis","(Rothschild)","1898",NA,"Lewis","2119","Lewis2119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","spectabilis viatrix","Beaucournu","1975",NA,"Lewis","2120","Lewis2120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","takahasii michinoku","Sakaguti","1960",NA,"Lewis","2121","Lewis2121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","takahasii takahasii","Ono & Hasegawa","1955",NA,"Lewis","2122","Lewis2122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","tikhomirovae","(Ioff)","1946",NA,"Lewis","2123","Lewis2123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","udagawai","Sakaguti & Jameson","1959",NA,"Lewis","2124","Lewis2124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicidae",NA,"Phacopsylla","inexpectata","(Smit)","1950",NA,"Lewis","2125","Lewis2125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Amphipsyllinae","Phaenopsylla","aiderensis","Medvedev & Alifirenko","1991",NA,"Lewis","2126","Lewis2126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Amphipsyllinae","Phaenopsylla","hopkinsi","Lewis","1973",NA,"Lewis","2127","Lewis2127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Amphipsyllinae","Phaenopsylla","jordani","Lewis","1973",NA,"Lewis","2128","Lewis2128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Amphipsyllinae","Phaenopsylla","kopetdag","Ioff","1946",NA,"Lewis","2129","Lewis2129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Amphipsyllinae","Phaenopsylla","mustersi","Jordan","1944",NA,"Lewis","2130","Lewis2130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Amphipsyllinae","Phaenopsylla","newelli","Farhang-Azad","1972",NA,"Lewis","2131","Lewis2131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptopsyllidae","Amphipsyllinae","Phaenopsylla","tiflovi","Ioff","1950",NA,"Lewis","2132","Lewis2132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ctenophthalmidae","Neopsyllinae","Phalacropsylla","allos","Wagner","1936","Phalacropsylla monticola Augustson, 1944","Lewis","2133","Lewis2133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ctenophthalmidae","Neopsyllinae","Phalacropsylla","morlani","Eads & Campos","1982",NA,"Lewis","2134","Lewis2134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ctenophthalmidae","Neopsyllinae","Phalacropsylla","nivalis","Barrera  & Traub","1967",NA,"Lewis","2135","Lewis2135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
