"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"GBIF, CoL, NMNH, FMNH","1416868",NA,NA,"1416848",NA,NA,NA,NA,"Oropsylla alaskensis Baker, 1904",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Oropsylla",NA,"alaskensis",NA,"species",NA,"Baker, 1904",NA,NA,"accepted",NA,NA,"Oropsylla alaskensis"
"GBIF, CoL","1417630",NA,NA,"1417597",NA,NA,NA,NA,"Ischnopsyllus simplex Rothschild, 1906",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Ischnopsyllus",NA,"simplex",NA,"species",NA,"Rothschild, 1906",NA,NA,"accepted",NA,NA,"Ischnopsyllus simplex"
"GBIF, CoL","1417601",NA,NA,"1417597",NA,NA,NA,NA,"Ischnopsyllus shansiensis Liu Chiying, Hsing Chinyun & Chen Juimin, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Ischnopsyllus",NA,"shansiensis",NA,"species",NA,"Liu Chiying, Hsing Chinyun & Chen Juimin, 1981",NA,NA,"accepted",NA,NA,"Ischnopsyllus shansiensis"
"GBIF","10216363",NA,NA,"1419663",NA,NA,NA,NA,"BOLD:ACD4650",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pygiopsyllidae",NA,"Pygiopsylla",NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF, CoL","6194245",NA,7198681,"1416801",NA,NA,NA,NA,"Ceratophyllus sciurorum bolivari Gil Collado, 1948",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Monopsyllus",NA,"sciurorum","bolivari","subspecies",NA,"Gil Collado, 1948",NA,NA,"synonym",NA,NA,"Ceratophyllus sciurorum bolivari"
"GBIF, CoL","1416810",NA,1416809,"1416800",NA,NA,NA,NA,"Concavopsylla lucidus Baker, 1904",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Monopsyllus",NA,"lucidus",NA,"species",NA,"Baker, 1904",NA,NA,"synonym",NA,NA,"Concavopsylla lucidus"
"GBIF, CoL","5050813",NA,5050811,"1418195",NA,NA,NA,NA,"Ctenophthalmus septentrionalis De Meillon, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"septentrionalis",NA,"species",NA,"De Meillon, 1940",NA,NA,"synonym",NA,NA,"Ctenophthalmus septentrionalis"
"GBIF, CoL","5050812",NA,5050811,"1418195",NA,NA,NA,NA,"Ctenophthalmus isochaetus Wagner, 1930",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"isochaetus",NA,"species",NA,"Wagner, 1930",NA,NA,"synonym",NA,NA,"Ctenophthalmus isochaetus"
"GBIF, CoL","4770158",NA,5050734,"1418195",NA,NA,NA,NA,"Typhlopsylla israelicus Lewis, 1970",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"israelicus",NA,"species",NA,"Lewis, 1970",NA,NA,"synonym",NA,NA,"Typhlopsylla israelicus"
"GBIF","9455188",NA,7198578,"5050953",NA,NA,NA,NA,"Spalacopsylla congener Oudemans, 1913",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"congener",NA,"species",NA,"Oudemans, 1913",NA,NA,"synonym",NA,NA,"Spalacopsylla congener"
"GBIF, CoL, NMNH, FMNH","1416876",NA,NA,"1416848",NA,NA,NA,NA,"Oropsylla eatoni (Hubbard, 1954)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Oropsylla",NA,"eatoni",NA,"species",NA,"(Hubbard, 1954)",NA,NA,"accepted",NA,NA,"Oropsylla eatoni"
"GBIF, CoL","6194213",NA,7198691,"1416957",NA,NA,NA,NA,"Eumolpianus eumolpi canadensis (Hubbard, 1950)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Eumolpianus",NA,"eumolpi","canadensis","subspecies",NA,"(Hubbard, 1950)",NA,NA,"synonym",NA,NA,"Eumolpianus eumolpi canadensis"
"GBIF","10582858",NA,NA,"1366",NA,NA,NA,NA,"BOLD:AAY6131",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10158739",NA,NA,"1366",NA,NA,NA,NA,"BOLD:ACR2436",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10087590",NA,NA,"1366",NA,NA,NA,NA,"BOLD:AAY6133",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","9857691",NA,NA,"1366",NA,NA,NA,NA,"BOLD:AAY6129",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","6006822",NA,NA,"1366",NA,NA,NA,NA,"Stenopsylla da Cunha, 1914",NA,NA,NA,NA,"Mem. Inst. Oswaldo Cruz, 6",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Stenopsylla",NA,NA,NA,"genus",NA,"da Cunha, 1914",NA,NA,"doubtful",NA,NA,"Stenopsylla"
"GBIF","10648602",NA,1416801,"1416800",NA,NA,NA,NA,"BOLD:ACP5974",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Monopsyllus",NA,NA,NA,"unranked",NA,NA,NA,NA,"synonym",NA,NA,NA
"GBIF","10129000",NA,NA,"1366",NA,NA,NA,NA,"BOLD:ACR1516",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","4770061",NA,NA,"1366",NA,NA,NA,NA,"Asioctenophthalmus Rostigaev, 1971",NA,NA,NA,NA,"Int. Congr. Ent. 13 (1) (1968)",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Asioctenophthalmus",NA,NA,NA,"genus",NA,"Rostigaev, 1971",NA,NA,"doubtful",NA,NA,"Asioctenophthalmus"
"GBIF, NMNH, FMNH","4770169",NA,NA,"1366",NA,NA,NA,NA,"Diamanus Jordan, 1933",NA,NA,NA,NA,"Novit. Zool., 39",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Diamanus",NA,NA,NA,"genus",NA,"Jordan, 1933",NA,NA,"doubtful",NA,NA,"Diamanus"
"GBIF","4770101",NA,NA,"1366",NA,NA,NA,NA,"Dermatophyllus Guérin, 1839",NA,NA,NA,NA,"in Dict. pittoresque H. N., 8",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Dermatophyllus",NA,NA,NA,"genus",NA,"Guérin, 1839",NA,NA,"doubtful",NA,NA,"Dermatophyllus"
"GBIF","10431288",NA,NA,"1366",NA,NA,NA,NA,"BOLD:AAY6128",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10279971",NA,NA,"1417115",NA,NA,NA,NA,"BOLD:ACD0067",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10186595",NA,NA,"8853",NA,NA,NA,NA,"BOLD:AAY6132",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10524941",NA,NA,"1419537",NA,NA,NA,NA,"BOLD:ACU2589",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Archaeopsylla",NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","9956528",NA,NA,"1366",NA,NA,NA,NA,"BOLD:AAY6333",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10252099",NA,NA,"1366",NA,NA,NA,NA,"BOLD:AAY6334",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10101160",NA,NA,"1366",NA,NA,NA,NA,"BOLD:AAY6130",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10008203",NA,NA,"1366",NA,NA,NA,NA,"BOLD:ACQ4426",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10035962",NA,NA,"1366",NA,NA,NA,NA,"BOLD:AAY9158",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10596502",NA,NA,"1366",NA,NA,NA,NA,"BOLD:AAY6134",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10496973",NA,NA,"1366",NA,NA,NA,NA,"BOLD:AAF9689",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","10403285",NA,NA,"1366",NA,NA,NA,NA,"BOLD:ACH0546",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","9885432",NA,NA,"8853",NA,NA,NA,NA,"BOLD:ADS0683",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,NA,NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF, CoL","5328",NA,NA,"1366",NA,NA,NA,NA,"Macropsyllidae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Macropsyllidae",NA,NA,NA,NA,NA,"family",NA,NA,NA,NA,"accepted",NA,NA,"Macropsyllidae"
"GBIF","7699985",NA,NA,"1366",NA,NA,NA,NA,"Histrichopsyllidae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Histrichopsyllidae",NA,NA,NA,NA,NA,"family",NA,NA,NA,NA,"accepted",NA,NA,"Histrichopsyllidae"
"GBIF","4770162",NA,NA,"1366",NA,NA,NA,NA,"Ctenopthalmidae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ctenopthalmidae",NA,NA,NA,NA,NA,"family",NA,NA,NA,NA,"accepted",NA,NA,"Ctenopthalmidae"
"GBIF, CoL, NMNH, FMNH","6194320",NA,NA,"1417011",NA,NA,NA,NA,"Orchopeas caedens durus (Jordan, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"caedens","durus","subspecies",NA,"(Jordan, 1929)",NA,NA,"accepted",NA,NA,"Orchopeas caedens durus"
"GBIF, CoL, NMNH, FMNH","6194319",NA,NA,"1417011",NA,NA,NA,NA,"Orchopeas caedens caedens",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"caedens","caedens","subspecies",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Orchopeas caedens caedens"
"GBIF","10274116",NA,NA,"1417011",NA,NA,NA,NA,"BOLD:AAF9685",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","4770069",NA,NA,"1366",NA,NA,NA,NA,"Neoctenophthalmus Wagner, 1940",NA,NA,NA,NA,"Z. Parasitenk., 11, 595",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Neoctenophthalmus",NA,NA,NA,"genus",NA,"Wagner, 1940",NA,NA,"doubtful",NA,NA,"Neoctenophthalmus"
"GBIF","4770060",NA,NA,"1366",NA,NA,NA,NA,"Juxtapulex Wagner, 1933",NA,NA,NA,NA,"Mitt. Zool. Mus. Berlin, 18",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Juxtapulex",NA,NA,NA,"genus",NA,"Wagner, 1933",NA,NA,"doubtful",NA,NA,"Juxtapulex"
"GBIF","4770139",NA,NA,"1366",NA,NA,NA,NA,"Palaoctenophthalmus Wagner, 1940",NA,NA,NA,NA,"Z. Parasitenk., Berl., 11",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Palaoctenophthalmus",NA,NA,NA,"genus",NA,"Wagner, 1940",NA,NA,"doubtful",NA,NA,"Palaoctenophthalmus"
"GBIF","4770028",NA,NA,"1366",NA,NA,NA,NA,"Tritopsylla da Cunha, 1929",NA,NA,NA,NA,"Sci. Med. Rio de Janeiro, 7",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Tritopsylla",NA,NA,NA,"genus",NA,"da Cunha, 1929",NA,NA,"doubtful",NA,NA,"Tritopsylla"
"GBIF","4770035",NA,NA,"1366",NA,NA,NA,NA,"Ichyonus Smit, 1987",NA,NA,NA,NA,"An illustrated catalogue of the Rothschild collection of fleas (Siphonaptera) in the British Museum (Natural History). Volume 7: Malacopsylloidea (Malacopsyllidae and Rhopalopsyllidae). Oxford University Press. The British Museum (Natural History) Oxford",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Ichyonus",NA,NA,NA,"genus",NA,"Smit, 1987",NA,NA,"doubtful",NA,NA,"Ichyonus"
"GBIF","4770045",NA,NA,"1366",NA,NA,NA,NA,"Niwratia Jell & Duncan, 1986",NA,NA,NA,NA,"Mem Assoc Australas Palaeontol 3",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Niwratia",NA,NA,NA,"genus",NA,"Jell & Duncan, 1986",NA,NA,"accepted",NA,NA,"Niwratia"
"GBIF","4770032",NA,NA,"1366",NA,NA,NA,NA,"Rangulopsylla Darskaya, 1949",NA,NA,NA,NA,"Dokl. Akad. Nauk SSSR, (N. S.) 68",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Rangulopsylla",NA,NA,NA,"genus",NA,"Darskaya, 1949",NA,NA,"doubtful",NA,NA,"Rangulopsylla"
"GBIF","9593495",NA,4480857,"1417140",NA,NA,NA,NA,"Ceratophyllus monasteriensis Peus, 1941",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"monasteriensis",NA,"species",NA,"Peus, 1941",NA,NA,"synonym",NA,NA,"Ceratophyllus monasteriensis"
"GBIF","4770171",NA,NA,"1366",NA,NA,NA,NA,"Cystipsylla Wagner, 1930",NA,NA,NA,NA,"Annu. Mus. Zool. Sci. Acad. Leningrad, 30",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Cystipsylla",NA,NA,NA,"genus",NA,"Wagner, 1930",NA,NA,"doubtful",NA,NA,"Cystipsylla"
"GBIF","4770049",NA,NA,"1366",NA,NA,NA,NA,"Helminthopsylla Sluiter & Swellengrebel, 1912",NA,NA,NA,NA,"Dierl. Paras. Mensch Huisdier., ed. 2",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Helminthopsylla",NA,NA,NA,"genus",NA,"Sluiter & Swellengrebel, 1912",NA,NA,"doubtful",NA,NA,"Helminthopsylla"
"GBIF, NMNH, FMNH","4770097",NA,NA,"1366",NA,NA,NA,NA,"Opisocrostis Jordan, 1933",NA,NA,NA,NA,"Novit. Zool., 39",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Opisocrostis",NA,NA,NA,"genus",NA,"Jordan, 1933",NA,NA,"doubtful",NA,NA,"Opisocrostis"
"GBIF","4770062",NA,NA,"1366",NA,NA,NA,NA,"Acediopsylla Ewing, 1940",NA,NA,NA,NA,"Proc. Biol. Soc. Washington, 53",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Acediopsylla",NA,NA,NA,"genus",NA,"Ewing, 1940",NA,NA,"doubtful",NA,NA,"Acediopsylla"
"GBIF","4770018",NA,NA,"1366",NA,NA,NA,NA,"Avesopsylla Fox & Anduze, 1947",NA,NA,NA,NA,"Bol. Ent. Venezol., 6",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Avesopsylla",NA,NA,NA,"genus",NA,"Fox & Anduze, 1947",NA,NA,"doubtful",NA,NA,"Avesopsylla"
"GBIF","4770084",NA,NA,"1366",NA,NA,NA,NA,"Ralipsylla Ioff, 1946",NA,NA,NA,NA,"Med. Parasitol., Moscow, 15 (4)",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Ralipsylla",NA,NA,NA,"genus",NA,"Ioff, 1946",NA,NA,"doubtful",NA,NA,"Ralipsylla"
"GBIF","9500964",NA,7198565,"1419003",NA,NA,NA,NA,"Tritopsylla intermedia intermedia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Adoratopsylla",NA,"intermedia","intermedia","subspecies",NA,NA,NA,NA,"synonym",NA,NA,"Tritopsylla intermedia intermedia"
"GBIF, CoL","6194510",NA,7198565,"1419003",NA,NA,NA,NA,"Adoratopsylla intermedia oxyura (Jordan, 1926)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Adoratopsylla",NA,"intermedia","oxyura","subspecies",NA,"(Jordan, 1926)",NA,NA,"synonym",NA,NA,"Adoratopsylla intermedia oxyura"
"GBIF","4770030",NA,NA,"1366",NA,NA,NA,NA,"Profrontia Ioff, 1946",NA,NA,NA,NA,"Med. Parasitol., Moscow, 15, (4",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Profrontia",NA,NA,NA,"genus",NA,"Ioff, 1946",NA,NA,"doubtful",NA,NA,"Profrontia"
"GBIF","4770064",NA,NA,"1366",NA,NA,NA,NA,"Pulicilla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Pulicilla",NA,NA,NA,"genus",NA,NA,NA,NA,"doubtful",NA,NA,"Pulicilla"
"GBIF","4572130",NA,NA,"1366",NA,NA,NA,NA,"Ctenomacropsylla Hastriter, 2001",NA,NA,NA,NA,"Proc Entomol Soc Wash 103 (4), October",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Ctenomacropsylla",NA,NA,NA,"genus",NA,"Hastriter, 2001",NA,NA,"doubtful",NA,NA,"Ctenomacropsylla"
"GBIF","4770059",NA,NA,"1366",NA,NA,NA,NA,"Alloctenus Traub & Barrera, 1966",NA,NA,NA,NA,"J. Med. Ent. Honolulu 3",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Alloctenus",NA,NA,NA,"genus",NA,"Traub & Barrera, 1966",NA,NA,"doubtful",NA,NA,"Alloctenus"
"GBIF, NMNH","4770022",NA,NA,"1366",NA,NA,NA,NA,"Gerbillophilus Wagner, 1934",NA,NA,NA,NA,"Konowia, 13",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,"Gerbillophilus",NA,NA,NA,"genus",NA,"Wagner, 1934",NA,NA,"doubtful",NA,NA,"Gerbillophilus"
"GBIF","10560693",NA,NA,"1416967",NA,NA,NA,NA,"BOLD:AAC8795",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Megabothris",NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","9921011",NA,NA,"1416967",NA,NA,NA,NA,"BOLD:ACY3177",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Megabothris",NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF, CoL","1416978",NA,NA,"1416967",NA,NA,NA,NA,"Megabothris advenarius (Wagner, 1930)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Megabothris",NA,"advenarius",NA,"species",NA,"(Wagner, 1930)",NA,NA,"accepted",NA,NA,"Megabothris advenarius"
"GBIF","10367479",NA,NA,"1416967",NA,NA,NA,NA,"BOLD:ACY3328",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Megabothris",NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF, CoL","1419041",NA,NA,"1419040",NA,NA,NA,NA,"Palaeopsylla atlantica Jordan & Rothschild, 1912",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Palaeopsylla",NA,"atlantica",NA,"species",NA,"Jordan & Rothschild, 1912",NA,NA,"accepted",NA,NA,"Palaeopsylla atlantica"
"GBIF","7946954",NA,NA,"1419040",NA,NA,NA,NA,"Palaeopsylla daea Dampf, 1910",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Palaeopsylla",NA,"daea",NA,"species",NA,"Dampf, 1910",NA,NA,"accepted",NA,NA,"Palaeopsylla daea"
"GBIF, CoL, NMNH","1419799",NA,NA,"1419790",NA,NA,NA,NA,"Stivalius cognatus Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Stivalius",NA,"cognatus",NA,"species",NA,"Jordan & Rothschild, 1922",NA,NA,"accepted",NA,NA,"Stivalius cognatus"
"GBIF, CoL","1419305",NA,NA,"1419304",NA,NA,NA,NA,"Neotunga inexpectata (Smit, 1950)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Tungidae",NA,"Neotunga",NA,"inexpectata",NA,"species",NA,"(Smit, 1950)",NA,NA,"accepted",NA,NA,"Neotunga inexpectata"
"GBIF, CoL, NMNH","1419078",NA,NA,"1419040",4480937,NA,NA,NA,"Palaeopsylla soricis (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Palaeopsylla",NA,"soricis",NA,"species",NA,"(Dale, 1878)",NA,NA,"accepted",NA,NA,"Palaeopsylla soricis"
"GBIF, CoL, NMNH","1419794",NA,NA,"1419790",NA,NA,NA,NA,"Stivalius aporus Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Stivalius",NA,"aporus",NA,"species",NA,"Jordan & Rothschild, 1922",NA,NA,"accepted",NA,NA,"Stivalius aporus"
"GBIF","4480906",NA,1417633,"1417597",NA,NA,NA,NA,"Ceratopsylla suboscura Wagner, 1898",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Ischnopsyllus",NA,"suboscura",NA,"species",NA,"Wagner, 1898",NA,NA,"heterotypic synonym",NA,NA,"Ceratopsylla suboscura"
"GBIF, CoL","1417613",NA,1417612,"1417597",NA,NA,NA,NA,"Hirtopsylla brachystylus Rothschild, 1910",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Ischnopsyllus",NA,"brachystylus",NA,"species",NA,"Rothschild, 1910",NA,NA,"synonym",NA,NA,"Hirtopsylla brachystylus"
"GBIF","10315556",NA,NA,"1416969",NA,NA,NA,NA,"BOLD:AAE9684",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Megabothris",NA,NA,NA,"unranked",NA,NA,NA,NA,"accepted",NA,NA,NA
"GBIF","4480913",NA,1417612,"1417597",NA,NA,NA,NA,"Ceratopsylla obscurus Wagner, 1898",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Ischnopsyllus",NA,"obscurus",NA,"species",NA,"Wagner, 1898",NA,NA,"homotypic synonym",NA,NA,"Ceratopsylla obscurus"
"GBIF, CoL","1417634",NA,1417633,"1417597",NA,NA,NA,NA,"Hirtopsylla subobscura (Wagner, 1898)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Ischnopsyllus",NA,"subobscura",NA,"species",NA,"(Wagner, 1898)",NA,NA,"synonym",NA,NA,"Hirtopsylla subobscura"
"GBIF","6134094",NA,NA,"1419794",NA,NA,NA,NA,"Stivalius aporus yenpinensis Lin & Chung, 1994",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Stivalius",NA,"aporus","yenpinensis","subspecies",NA,"Lin & Chung, 1994",NA,NA,"accepted",NA,NA,"Stivalius aporus yenpinensis"
