"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"CoL","x96",NA,NA,"xE",NA,NA,NA,NA,"Cediopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Cediopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Cediopsylla"
"CoL","x8Q",NA,NA,"xE",NA,NA,NA,NA,"Centetipsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Centetipsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Centetipsylla"
"CoL","x5G",NA,NA,"xQ",NA,NA,NA,NA,"Ceratophyllidae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,NA,NA,NA,NA,"family",NA,NA,NA,NA,"accepted",NA,NA,"Ceratophyllidae"
"CoL","xQ",NA,NA,"xA",NA,NA,NA,NA,"Ceratophylloidea",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,NA,NA,"superfamily",NA,NA,NA,NA,"accepted",NA,NA,"Ceratophylloidea"
"CoL","x6G",NA,NA,"x5G",NA,NA,NA,NA,"Ceratophyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Ceratophyllus"
"CoL","x6A",NA,NA,"x68",NA,NA,NA,NA,"Chaetopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Vermipsyllidae",NA,"Chaetopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Chaetopsylla"
"CoL","x4N",NA,NA,"x4L",NA,NA,NA,NA,"Chiastopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae",NA,"Chiastopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Chiastopsylla"
"CoL","xES",NA,NA,"x4G",NA,NA,NA,NA,"Chiliopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Chiliopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Chiliopsylla"
"CoL","xFS",NA,NA,"x4L",NA,NA,NA,NA,"Chimaeropsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae",NA,"Chimaeropsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Chimaeropsylla"
"CoL","x4L",NA,NA,"x4E",NA,NA,NA,NA,"Chimaeropsyllidae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae",NA,NA,NA,NA,NA,"family",NA,NA,NA,NA,"accepted",NA,NA,"Chimaeropsyllidae"
"CoL","x3G",NA,NA,"xS",NA,NA,NA,NA,"Chinghaipsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Chinghaipsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Chinghaipsylla"
"CoL","x74",NA,NA,"x48",NA,NA,NA,NA,"Chiropteropsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Chiropteropsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Chiropteropsylla"
"CoL","xBC",NA,NA,"xB8",NA,NA,NA,NA,"Choristopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Lycopsyllidae",NA,"Choristopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Choristopsylla"
