"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName","suggested","Hastriter_suggested","Hastriter_note","Hastriter_family"
"GBIF, CoL, NMNH, FMNH","1416868",NA,NA,"1416848",NA,NA,NA,NA,"Oropsylla alaskensis Baker, 1904",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Oropsylla",NA,"alaskensis",NA,"species",NA,"Baker, 1904",NA,NA,"accepted",NA,NA,"Oropsylla alaskensis","Oropsylla alaskensis alaskensis","Oropsylla alaskensis alaskensis Baker, 1904",NA,NA
"GBIF, CoL","1417630",NA,NA,"1417597",NA,NA,NA,NA,"Ischnopsyllus simplex Rothschild, 1906",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Ischnopsyllus",NA,"simplex",NA,"species",NA,"Rothschild, 1906",NA,NA,"accepted",NA,NA,"Ischnopsyllus simplex","Ischnopsyllus simplex simplex","Ischnopsyllus simplex simplex Rothschild, 1906",NA,NA
"GBIF, CoL, NMNH, FMNH","6194319",NA,NA,"1417011",NA,NA,NA,NA,"Orchopeas caedens caedens",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"caedens","caedens","subspecies",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Orchopeas caedens caedens","Orchopeas caedens","Orchopeas caedens (Jordan, 1925)",NA,NA
"GBIF, CoL","1416978",NA,NA,"1416967",NA,NA,NA,NA,"Megabothris advenarius (Wagner, 1930)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Megabothris",NA,"advenarius",NA,"species",NA,"(Wagner, 1930)",NA,NA,"accepted",NA,NA,"Megabothris advenarius","Megabothris advenarius advenarius","Megabothris advenarius advenarius (Wagner, 1930)",NA,NA
"GBIF, CoL","1419041",NA,NA,"1419040",NA,NA,NA,NA,"Palaeopsylla atlantica Jordan & Rothschild, 1912",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Palaeopsylla",NA,"atlantica",NA,"species",NA,"Jordan & Rothschild, 1912",NA,NA,"accepted",NA,NA,"Palaeopsylla atlantica","Palaeopsylla atlantica atlantica","Palaeopsylla atlantica atlantica Jordan & Rothschild, 1912",NA,"Ctenophthalmidae"
"GBIF, CoL, NMNH","1419799",NA,NA,"1419790",NA,NA,NA,NA,"Stivalius cognatus Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Stivalius",NA,"cognatus",NA,"species",NA,"Jordan & Rothschild, 1922",NA,NA,"accepted",NA,NA,"Stivalius cognatus","Stivalius cognatus cognatus","Stivalius cognatus cognatus Jordan & Rothschild, 1922",NA,NA
"GBIF, CoL, NMNH","1419078",NA,NA,"1419040",4480937,NA,NA,NA,"Palaeopsylla soricis (Dale, 1878)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Palaeopsylla",NA,"soricis",NA,"species",NA,"(Dale, 1878)",NA,NA,"accepted",NA,NA,"Palaeopsylla soricis","Palaeopsylla soricis soricis","Palaeopsylla soricis soricis (Dale, 1878)",NA,"Ctenophthalmidae"
"GBIF, CoL, NMNH","1419794",NA,NA,"1419790",NA,NA,NA,NA,"Stivalius aporus Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Stivalius",NA,"aporus",NA,"species",NA,"Jordan & Rothschild, 1922",NA,NA,"accepted",NA,NA,"Stivalius aporus","Stivalius aporus aporus","Stivalius aporus aporus Jordan & Rothschild, 1922",NA,NA
"GBIF, CoL, NMNH","1419048",NA,NA,"1419040",NA,NA,NA,NA,"Palaeopsylla tauberi Lewis, 1973",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Palaeopsylla",NA,"tauberi",NA,"species",NA,"Lewis, 1973",NA,NA,"accepted",NA,NA,"Palaeopsylla tauberi","Palaeopsylla tauberi tauberi","Palaeopsylla tauberi tauberi Lewis, 1973",NA,"Ctenophthalmidae"
"GBIF, CoL","1419061",NA,NA,"1419040",NA,NA,NA,NA,"Palaeopsylla similis Dampf, 1910",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Palaeopsylla",NA,"similis",NA,"species",NA,"Dampf, 1910",NA,NA,"accepted",NA,NA,"Palaeopsylla similis","Palaeopsylla similis similis","Palaeopsylla similis similis Dampf, 1910",NA,"Ctenophthalmidae"
"GBIF, CoL","6194538",NA,6194537,"1419113",NA,NA,NA,NA,"Xenodaeria telios bijiangensis Li, Hsieh & Yang, 1978",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Xenodaeria",NA,"telios","bijiangensis","subspecies",NA,"Li, Hsieh & Yang, 1978",NA,NA,"synonym",NA,NA,"Xenodaeria telios bijiangensis","Xenodaeria bijiangensis","Xenodaeria bijiangensis Li, Hsieh & Yang, 1978 is a synonym of Xenodaeria telios Jordan, 1932",NA,"Ctenophthalmidae"
"GBIF, CoL","5050731",NA,7198588,"5050728",NA,NA,NA,NA,"Ctenophthalmus solutus ukrainica Yurkina, 1961",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"solutus","ukrainica","subspecies",NA,"Yurkina, 1961",NA,NA,"synonym",NA,NA,"Ctenophthalmus solutus ukrainica","Ctenophthalmus ukrainica",NA,NA,NA
"GBIF, CoL, NMNH","7198682",NA,NA,"1416679",NA,NA,NA,NA,"Jellisonia hayesi hayesi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Jellisonia",NA,"hayesi","hayesi","subspecies",NA,"Traub, 1950",NA,NA,"accepted",NA,NA,"Jellisonia hayesi hayesi","Jellisonia hayesi","Jellisonia hayesi Traub, 1950",NA,NA
"GBIF, CoL","6193965",NA,7045013,"1417800",NA,NA,NA,NA,"Frontopsylla wagneri mongolica Cyprich, Kiefer & Cendsuren, 1977",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Frontopsylla",NA,"wagneri","mongolica","subspecies",NA,"Cyprich, Kiefer & Cendsuren, 1977",NA,NA,"synonym",NA,NA,"Frontopsylla wagneri mongolica","Frontopsylla mongolica","Frontopsylla mongolica Cyprich, Kiefer & Cendsuren, 1977 is a synonym of Frontopsylla wagneri wagneri Ioff, 1928",NA,NA
"GBIF, CoL","1416969",NA,NA,"1416967",NA,NA,NA,NA,"Megabothris asio (Baker, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Megabothris",NA,"asio",NA,"species",NA,"(Baker, 1904)",NA,NA,"accepted",NA,NA,"Megabothris asio","Megabothris asio asio","Megabothris asio asio (Baker, 1904)",NA,NA
"GBIF, CoL, NMNH","6194453",NA,NA,"1419472",NA,NA,NA,NA,"Ctenocephalides felis damarensis Jordan, 1936",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Ctenocephalides",NA,"felis","damarensis","subspecies",NA,"Jordan, 1936",NA,NA,"accepted",NA,NA,"Ctenocephalides felis damarensis","Ctenocephalides damarensis","Ctenocephalides damarensis Jordan, 1936",NA,NA
"GBIF, CoL","6194234",NA,NA,"1416749",NA,NA,NA,NA,"Macrostylophora hastata tonkinensis Jordan, 1939",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Macrostylophora",NA,"hastata","tonkinensis","subspecies",NA,"Jordan, 1939",NA,NA,"accepted",NA,NA,"Macrostylophora hastata tonkinensis","Macrostylophora tonkinensis","Macrostylophora tonkinensis Jordan, 1939",NA,NA
"GBIF","7198692",NA,NA,"1417006",NA,NA,NA,NA,"Orchopeas illinoiensis illinoiensis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"illinoiensis","illinoiensis","subspecies",NA,NA,NA,NA,"accepted",NA,NA,"Orchopeas illinoiensis illinoiensis","Orchopeas illinoiensis","Orchopeas illinoiensis Lewis, 1998",NA,NA
"GBIF, CoL","6194407",NA,NA,"1419727",NA,NA,NA,NA,"Orthopsylloides orthodactylus orthodactylus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Orthopsylloides",NA,"orthodactylus","orthodactylus","subspecies",NA,"Holland, 1969",NA,NA,"accepted",NA,NA,"Orthopsylloides orthodactylus orthodactylus","Orthopsylloides orthodactylus","Orthopsylloides orthodactylus Holland, 1969",NA,NA
"GBIF, CoL","1416452",NA,NA,"1416402",NA,NA,NA,NA,"Polygenis occidentalis (Cunha, 1914)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",NA,"Polygenis",NA,"occidentalis",NA,"species",NA,"(Cunha, 1914)",NA,NA,"accepted",NA,NA,"Polygenis occidentalis","Polygenis occidentalis occidentalis","Polygenis occidentalis occidentalis (Cunha, 1914)",NA,NA
"GBIF, CoL, NMNH","1416414",NA,NA,"1416402",NA,NA,NA,NA,"Polygenis axius (Jordan & Rothschild, 1923)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",NA,"Polygenis",NA,"axius",NA,"species",NA,"(Jordan & Rothschild, 1923)",NA,NA,"accepted",NA,NA,"Polygenis axius","Polygenis axius axius","Polygenis axius axius (Jordan & Rothschild, 1923)",NA,NA
"GBIF, CoL","1417461",NA,NA,"1417460",NA,NA,NA,NA,"Dampfia grahami (Waterston, 1915)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Dampfia",NA,"grahami",NA,"species",NA,"(Waterston, 1915)",NA,NA,"accepted",NA,NA,"Dampfia grahami","Dampfia grahami grahami","Dampfia grahami grahami (Waterston, 1915)",NA,NA
"GBIF, CoL","1419249",NA,NA,"1419247",NA,NA,NA,NA,"Paraneopsylla ioffi Tiflov, 1937",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Paraneopsylla",NA,"ioffi",NA,"species",NA,"Tiflov, 1937",NA,NA,"accepted",NA,NA,"Paraneopsylla ioffi","Paraneopsylla ioffi ioffi","Paraneopsylla ioffi ioffi Tiflov, 1937",NA,"Ctenophthalmidae"
"GBIF, CoL","1416424",NA,NA,"1416402",10998152,NA,NA,NA,"Polygenis bohlsi (Wagner, 1901)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",NA,"Polygenis",NA,"bohlsi",NA,"species",NA,"(Wagner, 1901)",NA,NA,"accepted",NA,NA,"Polygenis bohlsi","Polygenis bohlsi bohlsi","Polygenis bohlsi bohlsi (Wahlgren, 1901)",NA,NA
"GBIF, CoL","1417749",NA,NA,"1417742",NA,NA,NA,NA,"Sigmactenus alticola Traub, 1954",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Sigmactenus",NA,"alticola",NA,"species",NA,"Traub, 1954",NA,NA,"accepted",NA,NA,"Sigmactenus alticola","Sigmactenus alticola alticola","Sigmactenus alticola alticola Traub, 1954",NA,NA
"GBIF, CoL","1416709",NA,NA,"1416706",NA,NA,NA,NA,"Kohlsia graphis (Rothschild, 1909)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Kohlsia",NA,"graphis",NA,"species",NA,"(Rothschild, 1909)",NA,NA,"accepted",NA,NA,"Kohlsia graphis","Kohlsia graphis graphis","Kohlsia graphis graphis (Rothschild, 1909)",NA,NA
"GBIF, CoL, NMNH","1416446",NA,NA,"1416402",10905503,NA,NA,NA,"Polygenis roberti (Rothschild, 1905)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",NA,"Polygenis",NA,"roberti",NA,"species",NA,"(Rothschild, 1905)",NA,NA,"accepted",NA,NA,"Polygenis roberti","Polygenis roberti roberti","Polygenis roberti roberti (Rothschild, 1905)",NA,NA
"GBIF, CoL","1419688",NA,NA,"1419676",NA,NA,NA,NA,"Afristivalius pirloti (Smit, 1958)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Afristivalius",NA,"pirloti",NA,"species",NA,"(Smit, 1958)",NA,NA,"accepted",NA,NA,"Afristivalius pirloti","Afristivalius pirloti pirloti","Afristivalius pirloti pirloti (Smit, 1958)",NA,NA
"GBIF, CoL","7045086",NA,NA,"1417496",NA,NA,NA,NA,"Chiropteropsylla brockmani brockmani",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Chiropteropsylla",NA,"brockmani","brockmani","subspecies",NA,"Rothschild, 1915",NA,NA,"accepted",NA,NA,"Chiropteropsylla brockmani brockmani","Chiropteropsylla brockmani","Chiropteropsylla brockmani Rothschild, 1915",NA,NA
"GBIF, CoL","1416456",NA,NA,"1416402",NA,NA,NA,NA,"Polygenis trapidoi Mendez, 1977",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",NA,"Polygenis",NA,"trapidoi",NA,"species",NA,"Mendez, 1977",NA,NA,"accepted",NA,NA,"Polygenis trapidoi","Polygenis trapidoi trapidoi","Polygenis trapidoi trapidoi Mendez, 1977",NA,NA
"GBIF, CoL, NMNH","7198626",NA,NA,"1419237",NA,NA,NA,NA,"Doratopsylla coreana coreana",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Doratopsylla",NA,"coreana","coreana","subspecies",NA,"Darskaya, 1949",NA,NA,"accepted",NA,NA,"Doratopsylla coreana coreana","Doratopsylla coreana","Doratopsylla coreana Darskaya, 1949",NA,"Ctenophthalmidae"
"GBIF, CoL","6194484",NA,NA,"1419237",NA,NA,NA,NA,"Doratopsylla coreana araea Smit & Rosicky, 1976",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Doratopsylla",NA,"coreana","araea","subspecies",NA,"Smit & Rosicky, 1976",NA,NA,"accepted",NA,NA,"Doratopsylla coreana araea","Doratopsylla araea","Doratopsylla araea Smit & Rosicky, 1976",NA,"Ctenophthalmidae"
"GBIF, CoL","6194485",NA,NA,"1419237",NA,NA,NA,NA,"Doratopsylla coreana hubeiensis Liu Jingyuan, Wang Dunqing & Yang Qiren, 1994",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Doratopsylla",NA,"coreana","hubeiensis","subspecies",NA,"Liu Jingyuan, Wang Dunqing & Yang Qiren, 1994",NA,NA,"accepted",NA,NA,"Doratopsylla coreana hubeiensis","Doratopsylla hubeiensis","Doratopsylla hubeiensis Liu, Wang & Yang, 1994",NA,"Ctenophthalmidae"
"GBIF, CoL, NMNH, FMNH","6194255",NA,NA,"1416865",NA,NA,NA,NA,"Oropsylla tuberculata tuberculata",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Oropsylla",NA,"tuberculata","tuberculata","subspecies",NA,"(Baker, 1904)",NA,NA,"accepted",NA,NA,"Oropsylla tuberculata tuberculata","Oropsylla tuberculata","Oropsylla tuberculata (Baker, 1904)",NA,NA
"GBIF","4480930",NA,NA,"1418862",NA,NA,NA,NA,"Rhadinopsylla integella caucasica Argyropulo, 1941",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Rhadinopsylla",NA,"integella","caucasica","subspecies",NA,"Argyropulo, 1941",NA,NA,"accepted",NA,NA,"Rhadinopsylla integella caucasica","Rhadinopsylla caucasica","Rhadinopsylla caucasica Argyropulo, 1941",NA,"Ctenophthalmidae"
"GBIF","7343904",NA,NA,"1418862",NA,NA,NA,NA,"Rhadinopsylla integella integella",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Rhadinopsylla",NA,"integella","integella","subspecies",NA,"Jordan & Rothschild, 1921",NA,NA,"accepted",NA,NA,"Rhadinopsylla integella integella","Rhadinopsylla integella","Rhadinopsylla integella Jordan & Rothschild, 1921",NA,"Ctenophthalmidae"
"GBIF, CoL","5051051",NA,NA,"1418659",NA,NA,NA,NA,"Neopsylla affinis Li Kueichen & Hsieh Paochi, 1964",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Neopsylla",NA,"affinis",NA,"species",NA,"Li Kueichen & Hsieh Paochi, 1964",NA,NA,"accepted",NA,NA,"Neopsylla affinis","Neopsylla affinis affinis","Neopsylla affinis affinis Li & Hsieh, 1964",NA,"Ctenophthalmidae"
"GBIF, CoL, NMNH","5051090",NA,NA,"1418659",NA,NA,NA,NA,"Neopsylla secura Rothschild, 1915",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Neopsylla",NA,"secura",NA,"species",NA,"Rothschild, 1915",NA,NA,"accepted",NA,NA,"Neopsylla secura","Neopsylla secura secura","Neopsylla secura secura Rothschild, 1915",NA,"Ctenophthalmidae"
"GBIF, CoL","5051101",NA,NA,"1418659",NA,NA,NA,NA,"Neopsylla teratura Rothschild, 1913",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Neopsylla",NA,"teratura",NA,"species",NA,"Rothschild, 1913",NA,NA,"accepted",NA,NA,"Neopsylla teratura","Neopsylla teratura teratura","Neopsylla teratura teratura Rothschild, 1913",NA,"Ctenophthalmidae"
"GBIF, CoL, NMNH","5051042",NA,NA,"1418659",NA,NA,NA,NA,"Neopsylla pleskei Ioff, 1928",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Neopsylla",NA,"pleskei",NA,"species",NA,"Ioff, 1928",NA,NA,"accepted",NA,NA,"Neopsylla pleskei","Neopsylla pleskei pleskei","Neopsylla pleskei pleskei Ioff, 1928",NA,"Ctenophthalmidae"
"GBIF, CoL","1418018",NA,NA,"1418009",NA,NA,NA,NA,"Geusibia minutiprominula Zhang Jintong & Liu Chiying, 1984",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Geusibia",NA,"minutiprominula",NA,"species",NA,"Zhang Jintong & Liu Chiying, 1984",NA,NA,"accepted",NA,NA,"Geusibia minutiprominula","Geusibia minutiprominula minutiprominula","Geusibia minutiprominula minutiprominula Zhang & Liu, 1984",NA,NA
"GBIF, CoL","1418022",NA,NA,"1418009",NA,NA,NA,NA,"Geusibia apromina Liu Chiying, Cai Liyun & Wu Wenzhen, 1980",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Geusibia",NA,"apromina",NA,"species",NA,"Liu Chiying, Cai Liyun & Wu Wenzhen, 1980",NA,NA,"accepted",NA,NA,"Geusibia apromina","Geusibia apromina apromina","Geusibia apromina apromina Liu, Cai & Wu, 1980)",NA,NA
"GBIF, CoL, NMNH","5051054",NA,NA,"1418659",NA,NA,NA,NA,"Neopsylla dispar Jordan, 1932",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Neopsylla",NA,"dispar",NA,"species",NA,"Jordan, 1932",NA,NA,"accepted",NA,NA,"Neopsylla dispar","Neopsylla dispar dispar","Neopsylla dispar dispar Jordan, 1932",NA,"Ctenophthalmidae"
"GBIF, CoL","5051082",NA,NA,"1418659",NA,NA,NA,NA,"Neopsylla specialis Jordan, 1932",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Neopsylla",NA,"specialis",NA,"species",NA,"Jordan, 1932",NA,NA,"accepted",NA,NA,"Neopsylla specialis","Neopsylla specialis specialis","Neopsylla specialis specialis Jordan, 1932",NA,"Ctenophthalmidae"
"GBIF, CoL","5051062",NA,NA,"1418659",NA,NA,NA,NA,"Neopsylla stevensi Rothschild, 1915",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Neopsylla",NA,"stevensi",NA,"species",NA,"Rothschild, 1915",NA,NA,"accepted",NA,NA,"Neopsylla stevensi","Neopsylla stevensi stevensi","Neopsylla stevensi stevensi Rothschild, 1915",NA,"Ctenophthalmidae"
"GBIF, CoL","5051078",NA,NA,"1418659",NA,NA,NA,NA,"Neopsylla biseta Li Kueichen & Hsieh Paochi, 1964",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Neopsylla",NA,"biseta",NA,"species",NA,"Li Kueichen & Hsieh Paochi, 1964",NA,NA,"accepted",NA,NA,"Neopsylla biseta","Neopsylla biseta biseta","Neopsylla biseta biseta Li & Hsieh, 1964",NA,"Ctenophthalmidae"
"GBIF, CoL","5051096",NA,NA,"1418659",8935119,NA,NA,NA,"Neopsylla setosa (Wagner, 1898)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Neopsylla",NA,"setosa",NA,"species",NA,"(Wagner, 1898)",NA,NA,"accepted",NA,NA,"Neopsylla setosa","Neopsylla setosa setosa","Neopsylla setosa setosa (Wagner, 1898)",NA,"Ctenophthalmidae"
"GBIF, CoL","1416906",NA,9770335,"1416905",NA,NA,NA,NA,"Amalaraeus penicilliger (Kolenati, 1863)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"penicilliger",NA,"species",NA,"(Kolenati, 1863)",NA,NA,"synonym",NA,NA,"Amalaraeus penicilliger","Amalaraeus penicilliger penicilliger","Amalaraeus penicilliger penicilliger (Grube, 1951",NA,NA
"GBIF, CoL, NMNH, FMNH","1417755",NA,NA,"1417754",NA,NA,NA,NA,"Ctenophyllus armatus (Wagner, 1901)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Ctenophyllus",NA,"armatus",NA,"species",NA,"(Wagner, 1901)",NA,NA,"accepted",NA,NA,"Ctenophyllus armatus","Ctenophyllus armatus armatus","Ctenophyllus armatus armatus (Wagner, 1901)",NA,NA
"GBIF, CoL","6194537",NA,NA,"1419113",NA,NA,NA,NA,"Xenodaeria telios telios",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Xenodaeria",NA,"telios","telios","subspecies",NA,"Jordan, 1932",NA,NA,"accepted",NA,NA,"Xenodaeria telios telios","Xenodaeria telios","Xenodaeria telios Jordan, 1932",NA,"Ctenophthalmidae"
"GBIF, CoL","1417488",NA,NA,"1417474",NA,NA,NA,NA,"Myodopsylla wolffsohni (Rothschild, 1903)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Myodopsylla",NA,"wolffsohni",NA,"species",NA,"(Rothschild, 1903)",NA,NA,"accepted",NA,NA,"Myodopsylla wolffsohni","Myodopsylla wolffsohni wolffsohni","Myodopsylla wolffsohni wolffsohni (Rothschild, 1903)",NA,NA
"GBIF, CoL, NMNH, FMNH","1418960",NA,NA,"1418953",NA,NA,NA,NA,"Nearctopsylla genalis (Baker, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Nearctopsylla",NA,"genalis",NA,"species",NA,"(Baker, 1904)",NA,NA,"accepted",NA,NA,"Nearctopsylla genalis","Nearctopsylla genalis genalis","Nearctopsylla genalis genalis (Baker, 1904)",NA,"Ctenophthalmidae"
"GBIF, CoL, NMNH, FMNH","1419537",NA,NA,"1419536",6547302,NA,NA,NA,"Archaeopsylla erinacei (Bouche, 1835)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Archaeopsylla",NA,"erinacei",NA,"species",NA,"(Bouche, 1835)",NA,NA,"accepted",NA,NA,"Archaeopsylla erinacei","Archaeopsylla erinacei erinacei","Archaeopsylla erinacei erinacei (Bouche, 1835)",NA,NA
