"id","order","family","genus","species","subspecies","taxonlevel","accid","canonical","source"
999,"Siphonaptera","Pulicidae","Euhoplopsyllus","andensis",NA,"species",0,"Euhoplopsyllus andensis","Lewis"
1029,"Siphonaptera","Pulicidae","Euhoplopsyllus","glacialis",NA,"species",0,"Euhoplopsyllus glacialis","NMNH, FMNH"
1000,"Siphonaptera","Pulicidae","Euhoplopsyllus","glacialis","affinis","subspecies",0,"Euhoplopsyllus glacialis affinis","Lewis, NMNH, FMNH"
1001,"Siphonaptera","Pulicidae","Euhoplopsyllus","glacialis","exoticus","subspecies",0,"Euhoplopsyllus glacialis exoticus","Lewis, NMNH"
1002,"Siphonaptera","Pulicidae","Euhoplopsyllus","glacialis","foxi","subspecies",0,"Euhoplopsyllus glacialis foxi","Lewis, NMNH, FMNH"
1003,"Siphonaptera","Pulicidae","Euhoplopsyllus","glacialis","glacialis","subspecies",0,"Euhoplopsyllus glacialis glacialis","Lewis, NMNH, FMNH"
1004,"Siphonaptera","Pulicidae","Euhoplopsyllus","glacialis","lynx","subspecies",0,"Euhoplopsyllus glacialis lynx","Lewis, NMNH, FMNH"
1005,"Siphonaptera","Pulicidae","Euhoplopsyllus","glacialis","profugus","subspecies",0,"Euhoplopsyllus glacialis profugus","Lewis"
1006,"Siphonaptera","Pulicidae","Euhoplopsyllus","manconis",NA,"species",0,"Euhoplopsyllus manconis","Lewis"
1007,"Siphonaptera","Ceratophyllidae","Eumolpianus","cyrturus",NA,"species",0,"Eumolpianus cyrturus","Lewis, CoL, NMNH, FMNH, GBIF"
4487,"Siphonaptera","Ceratophyllidae","Eumolpianus","cyrturus","charlestonensis","subspecies",1007,"Eumolpianus cyrturus charlestonensis","CoL, GBIF"
1008,"Siphonaptera","Ceratophyllidae","Eumolpianus","eumolpi",NA,"species",0,"Eumolpianus eumolpi","Lewis, CoL, NMNH, FMNH, GBIF"
1609,"Siphonaptera","Ceratophyllidae","Eumolpianus","eumolpi","americanus","subspecies",0,"Eumolpianus eumolpi americanus","CoL, NMNH, FMNH, GBIF"
1610,"Siphonaptera","Ceratophyllidae","Eumolpianus","eumolpi","canadensis","subspecies",1611,"Eumolpianus eumolpi canadensis","CoL, GBIF"
7615,"Siphonaptera","Ceratophyllidae","Eumolpianus","eumolpi","charlestonensis","subspecies",1007,"Eumolpianus eumolpi charlestonensis","GBIF"
1611,"Siphonaptera","Ceratophyllidae","Eumolpianus","eumolpi","eumolpi","subspecies",0,"Eumolpianus eumolpi eumolpi","CoL, NMNH, FMNH, GBIF"
7628,"Siphonaptera","Ceratophyllidae","Eumolpianus","eumolpi","wallowensis","subspecies",1013,"Eumolpianus eumolpi wallowensis","GBIF"
1009,"Siphonaptera","Ceratophyllidae","Eumolpianus","eutamiadis",NA,"species",0,"Eumolpianus eutamiadis","Lewis, CoL, NMNH, FMNH, GBIF"
1010,"Siphonaptera","Ceratophyllidae","Eumolpianus","fornacis",NA,"species",0,"Eumolpianus fornacis","Lewis, CoL, NMNH, FMNH, GBIF"
1011,"Siphonaptera","Ceratophyllidae","Eumolpianus","orarius",NA,"species",0,"Eumolpianus orarius","Lewis, CoL, NMNH, FMNH, GBIF"
1012,"Siphonaptera","Ceratophyllidae","Eumolpianus","polumas",NA,"species",0,"Eumolpianus polumas","Lewis, CoL, GBIF"
1013,"Siphonaptera","Ceratophyllidae","Eumolpianus","wallowensis",NA,"species",0,"Eumolpianus wallowensis","Lewis, CoL, NMNH, FMNH, GBIF"
2874,"Siphonaptera","Ctenophthalmidae","Evansipsylla","thysanota",NA,"species",1086,"Evansipsylla thysanota","Lewis"
1014,"Siphonaptera","Stivaliidae","Farhangia","celebensis",NA,"species",0,"Farhangia celebensis","Lewis, CoL, GBIF"
1015,"Siphonaptera","Stivaliidae","Farhangia","quattuordecimdentata",NA,"species",0,"Farhangia quattuordecimdentata","Lewis, CoL, GBIF"
1016,"Siphonaptera","Stivaliidae","Farhangia","sciuri",NA,"species",0,"Farhangia sciuri","Lewis, CoL, GBIF"
1017,"Siphonaptera","Stivaliidae","Farhangia","sedecimdentata",NA,"species",0,"Farhangia sedecimdentata","Lewis, CoL, GBIF"
4500,"Siphonaptera","Ceratophyllidae","Foxella","americanus",NA,"species",1019,"Foxella americanus","CoL, GBIF"
1018,"Siphonaptera","Ceratophyllidae","Foxella","hoogstraali",NA,"species",0,"Foxella hoogstraali","Lewis, CoL, NMNH, GBIF"
1019,"Siphonaptera","Ceratophyllidae","Foxella","ignota",NA,"species",0,"Foxella ignota","Lewis, CoL, NMNH, FMNH, GBIF"
1624,"Siphonaptera","Ceratophyllidae","Foxella","ignota","acutus","subspecies",1631,"Foxella ignota acutus","CoL, GBIF"
1625,"Siphonaptera","Ceratophyllidae","Foxella","ignota","albertensis","subspecies",0,"Foxella ignota albertensis","CoL, NMNH, FMNH, GBIF"
1626,"Siphonaptera","Ceratophyllidae","Foxella","ignota","apachina","subspecies",0,"Foxella ignota apachina","CoL, NMNH, FMNH, GBIF"
1627,"Siphonaptera","Ceratophyllidae","Foxella","ignota","arizonensis","subspecies",0,"Foxella ignota arizonensis","CoL, GBIF"
1628,"Siphonaptera","Ceratophyllidae","Foxella","ignota","chapmani","subspecies",0,"Foxella ignota chapmani","CoL, GBIF"
1629,"Siphonaptera","Ceratophyllidae","Foxella","ignota","clantoni","subspecies",0,"Foxella ignota clantoni","CoL, GBIF"
1630,"Siphonaptera","Ceratophyllidae","Foxella","ignota","coufferi","subspecies",0,"Foxella ignota coufferi","CoL, NMNH, FMNH, GBIF"
1631,"Siphonaptera","Ceratophyllidae","Foxella","ignota","franciscana","subspecies",0,"Foxella ignota franciscana","CoL, NMNH, FMNH, GBIF"
1632,"Siphonaptera","Ceratophyllidae","Foxella","ignota","ignota","subspecies",0,"Foxella ignota ignota","CoL, NMNH, FMNH, GBIF"
1633,"Siphonaptera","Ceratophyllidae","Foxella","ignota","omissa","subspecies",0,"Foxella ignota omissa","CoL, NMNH, FMNH, GBIF"
1634,"Siphonaptera","Ceratophyllidae","Foxella","ignota","recula","subspecies",0,"Foxella ignota recula","CoL, NMNH, FMNH, GBIF"
1635,"Siphonaptera","Ceratophyllidae","Foxella","ignota","utahensis","subspecies",0,"Foxella ignota utahensis","CoL, NMNH, FMNH, GBIF"
7635,"Siphonaptera","Ceratophyllidae","Foxella","ignotus",NA,"species",1019,"Foxella ignotus","GBIF"
3190,"Siphonaptera","Ceratophyllidae","Foxella","ignotus","acutus","subspecies",1019,"Foxella ignotus acutus","Lewis"
1636,"Siphonaptera","Ceratophyllidae","Foxella","macgregori",NA,"species",0,"Foxella macgregori","CoL, GBIF"
562,"Siphonaptera","Ceratophyllidae","Foxella","macgregori","macgregori","subspecies",0,"Foxella macgregori macgregori","NMNH"
1020,"Siphonaptera","Ceratophyllidae","Foxella","mexicana",NA,"species",0,"Foxella mexicana","Lewis, CoL, NMNH, GBIF"
7640,"Siphonaptera","Ceratophyllidae","Foxella","utahensis","arizonensis","subspecies",1627,"Foxella utahensis arizonensis","GBIF"
4335,"Siphonaptera",NA,"Foxelloides","stimsoni",NA,"species",835,"Foxelloides stimsoni","CoL"
1021,"Siphonaptera","Leptopsyllidae","Frontopsylla","adixsterna",NA,"species",0,"Frontopsylla adixsterna","Lewis, GBIF"
1022,"Siphonaptera","Leptopsyllidae","Frontopsylla","ambigua",NA,"species",0,"Frontopsylla ambigua","Lewis, CoL, NMNH, GBIF"
1023,"Siphonaptera","Leptopsyllidae","Frontopsylla","aspiniformis",NA,"species",0,"Frontopsylla aspiniformis","Lewis, CoL, GBIF"
1024,"Siphonaptera","Leptopsyllidae","Frontopsylla","chaetophora",NA,"species",0,"Frontopsylla chaetophora","Lewis, CoL, GBIF"
1025,"Siphonaptera","Leptopsyllidae","Frontopsylla","cornuta",NA,"species",0,"Frontopsylla cornuta","Lewis, CoL, GBIF"
1644,"Siphonaptera","Leptopsyllidae","Frontopsylla","diqiengensis",NA,"species",0,"Frontopsylla diqiengensis","CoL, GBIF"
1026,"Siphonaptera","Leptopsyllidae","Frontopsylla","diqingensis",NA,"species",0,"Frontopsylla diqingensis","Lewis"
1645,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata",NA,"species",0,"Frontopsylla elata","CoL, GBIF"
1027,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata","botis","subspecies",0,"Frontopsylla elata botis","Lewis, CoL"
1028,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata","caucasica","subspecies",0,"Frontopsylla elata caucasica","Lewis, CoL, GBIF"
1029,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata","elata","subspecies",0,"Frontopsylla elata elata","Lewis, CoL, GBIF"
1030,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata","glabra","subspecies",0,"Frontopsylla elata glabra","Lewis, CoL, GBIF"
1031,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata","humida","subspecies",0,"Frontopsylla elata humida","Lewis, CoL, GBIF"
1032,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata","koksu","subspecies",0,"Frontopsylla elata koksu","Lewis, CoL, GBIF"
1033,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata","neutra","subspecies",0,"Frontopsylla elata neutra","Lewis, CoL, GBIF"
1034,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata","pilosa","subspecies",0,"Frontopsylla elata pilosa","Lewis, CoL, GBIF"
1035,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata","popovi","subspecies",0,"Frontopsylla elata popovi","Lewis, CoL, GBIF"
1036,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata","taishiri","subspecies",0,"Frontopsylla elata taishiri","Lewis, CoL, GBIF"
1037,"Siphonaptera","Leptopsyllidae","Frontopsylla","elata","vara","subspecies",0,"Frontopsylla elata vara","Lewis, CoL, GBIF"
1661,"Siphonaptera","Leptopsyllidae","Frontopsylla","elatoides",NA,"species",0,"Frontopsylla elatoides","CoL, GBIF"
1038,"Siphonaptera","Leptopsyllidae","Frontopsylla","elatoides","elatoides","subspecies",0,"Frontopsylla elatoides elatoides","Lewis, CoL, GBIF"
1039,"Siphonaptera","Leptopsyllidae","Frontopsylla","elatoides","intermedia","subspecies",0,"Frontopsylla elatoides intermedia","Lewis, CoL, GBIF"
1040,"Siphonaptera","Leptopsyllidae","Frontopsylla","elatoides","longa","subspecies",0,"Frontopsylla elatoides longa","Lewis, CoL, GBIF"
1660,"Siphonaptera","Leptopsyllidae","Frontopsylla","elatoides","orthodigitia","subspecies",0,"Frontopsylla elatoides orthodigitia","CoL, GBIF"
1041,"Siphonaptera","Leptopsyllidae","Frontopsylla","elatoides","orthodigitus","subspecies",0,"Frontopsylla elatoides orthodigitus","Lewis"
1663,"Siphonaptera","Leptopsyllidae","Frontopsylla","exilidigita",NA,"species",0,"Frontopsylla exilidigita","CoL, GBIF"
1042,"Siphonaptera","Leptopsyllidae","Frontopsylla","exilidigita","exilidigita","subspecies",0,"Frontopsylla exilidigita exilidigita","Lewis, CoL, GBIF"
1043,"Siphonaptera","Leptopsyllidae","Frontopsylla","exilidigita","tiebuensis","subspecies",0,"Frontopsylla exilidigita tiebuensis","Lewis, CoL, GBIF"
1665,"Siphonaptera","Leptopsyllidae","Frontopsylla","frontalis",NA,"species",0,"Frontopsylla frontalis","CoL, GBIF"
1044,"Siphonaptera","Leptopsyllidae","Frontopsylla","frontalis","alatau","subspecies",0,"Frontopsylla frontalis alatau","Lewis, CoL, GBIF"
1045,"Siphonaptera","Leptopsyllidae","Frontopsylla","frontalis","baibacina","subspecies",0,"Frontopsylla frontalis baibacina","Lewis, CoL, GBIF"
1046,"Siphonaptera","Leptopsyllidae","Frontopsylla","frontalis","baikal","subspecies",0,"Frontopsylla frontalis baikal","Lewis, CoL, GBIF"
1047,"Siphonaptera","Leptopsyllidae","Frontopsylla","frontalis","dubiosa","subspecies",0,"Frontopsylla frontalis dubiosa","Lewis, CoL, GBIF"
1048,"Siphonaptera","Leptopsyllidae","Frontopsylla","frontalis","frontalis","subspecies",0,"Frontopsylla frontalis frontalis","Lewis, CoL, GBIF"
1049,"Siphonaptera","Leptopsyllidae","Frontopsylla","frontalis","gud","subspecies",0,"Frontopsylla frontalis gud","Lewis, CoL, GBIF"
1050,"Siphonaptera","Leptopsyllidae","Frontopsylla","frontalis","postcurva","subspecies",0,"Frontopsylla frontalis postcurva","Lewis, CoL, GBIF"
3111,"Siphonaptera","Leptopsyllidae","Frontopsylla","frontalis","utia","subspecies",1046,"Frontopsylla frontalis utia","Lewis"
1051,"Siphonaptera","Leptopsyllidae","Frontopsylla","hetera",NA,"species",0,"Frontopsylla hetera","Lewis, CoL, GBIF"
2867,"Siphonaptera","Leptopsyllidae","Frontopsylla","hollandi",NA,"species",1021,"Frontopsylla hollandi","Lewis, GBIF"
1052,"Siphonaptera","Leptopsyllidae","Frontopsylla","kimae",NA,"species",0,"Frontopsylla kimae","Lewis"
1053,"Siphonaptera","Leptopsyllidae","Frontopsylla","kunitskyi",NA,"species",0,"Frontopsylla kunitskyi","Lewis, CoL, GBIF"
1054,"Siphonaptera","Leptopsyllidae","Frontopsylla","laeta",NA,"species",0,"Frontopsylla laeta","Lewis, CoL, GBIF"
7694,"Siphonaptera","Leptopsyllidae","Frontopsylla","laetus",NA,"species",1054,"Frontopsylla laetus","GBIF"
1055,"Siphonaptera","Leptopsyllidae","Frontopsylla","lapponica",NA,"species",0,"Frontopsylla lapponica","Lewis, CoL, GBIF"
3191,"Siphonaptera","Leptopsyllidae","Frontopsylla","lapponica","prior","subspecies",1055,"Frontopsylla lapponica prior","Lewis, CoL, GBIF"
1056,"Siphonaptera","Leptopsyllidae","Frontopsylla","liui",NA,"species",0,"Frontopsylla liui","Lewis, CoL, GBIF"
1057,"Siphonaptera","Leptopsyllidae","Frontopsylla","luculenta",NA,"species",0,"Frontopsylla luculenta","Lewis, CoL, NMNH, GBIF"
1681,"Siphonaptera","Leptopsyllidae","Frontopsylla","luculenta","luculenta","subspecies",0,"Frontopsylla luculenta luculenta","CoL"
2870,"Siphonaptera","Leptopsyllidae","Frontopsylla","luculenta","parilis","subspecies",1057,"Frontopsylla luculenta parilis","Lewis, CoL, GBIF"
1058,"Siphonaptera","Leptopsyllidae","Frontopsylla","macrophthalma",NA,"species",0,"Frontopsylla macrophthalma","Lewis, CoL, GBIF"
1059,"Siphonaptera","Leptopsyllidae","Frontopsylla","megasinus",NA,"species",0,"Frontopsylla megasinus","Lewis, CoL, GBIF"
2871,"Siphonaptera","Leptopsyllidae","Frontopsylla","megasinus","acutus","subspecies",1059,"Frontopsylla megasinus acutus","Lewis, CoL, GBIF"
4541,"Siphonaptera","Leptopsyllidae","Frontopsylla","megasinus","megasinus","subspecies",1059,"Frontopsylla megasinus megasinus","CoL, GBIF"
3113,"Siphonaptera","Leptopsyllidae","Frontopsylla","mongolica",NA,"species",1080,"Frontopsylla mongolica","Lewis"
1060,"Siphonaptera","Leptopsyllidae","Frontopsylla","mutata",NA,"species",0,"Frontopsylla mutata","Lewis, CoL, GBIF"
1690,"Siphonaptera","Leptopsyllidae","Frontopsylla","nakagawai",NA,"species",0,"Frontopsylla nakagawai","CoL, GBIF"
1061,"Siphonaptera","Leptopsyllidae","Frontopsylla","nakagawai","borealosinica","subspecies",0,"Frontopsylla nakagawai borealosinica","Lewis, CoL, GBIF"
1062,"Siphonaptera","Leptopsyllidae","Frontopsylla","nakagawai","nakagawai","subspecies",0,"Frontopsylla nakagawai nakagawai","Lewis, CoL, GBIF"
1063,"Siphonaptera","Leptopsyllidae","Frontopsylla","nakagawai","qinghaiensis","subspecies",0,"Frontopsylla nakagawai qinghaiensis","Lewis, CoL, GBIF"
1064,"Siphonaptera","Leptopsyllidae","Frontopsylla","nakagawai","taiwanensis","subspecies",0,"Frontopsylla nakagawai taiwanensis","Lewis, CoL, GBIF"
1065,"Siphonaptera","Leptopsyllidae","Frontopsylla","ornata",NA,"species",0,"Frontopsylla ornata","Lewis, CoL, GBIF"
1066,"Siphonaptera","Leptopsyllidae","Frontopsylla","postprojicia",NA,"species",0,"Frontopsylla postprojicia","Lewis, CoL, GBIF"
1067,"Siphonaptera","Leptopsyllidae","Frontopsylla","protera",NA,"species",0,"Frontopsylla protera","Lewis, CoL, GBIF"
1068,"Siphonaptera","Leptopsyllidae","Frontopsylla","rotunditruncata",NA,"species",0,"Frontopsylla rotunditruncata","Lewis, CoL, GBIF"
1069,"Siphonaptera","Leptopsyllidae","Frontopsylla","scalonae",NA,"species",0,"Frontopsylla scalonae","Lewis, CoL, GBIF"
1070,"Siphonaptera","Leptopsyllidae","Frontopsylla","semura",NA,"species",0,"Frontopsylla semura","Lewis, CoL, NMNH, GBIF"
1071,"Siphonaptera","Leptopsyllidae","Frontopsylla","setigera",NA,"species",0,"Frontopsylla setigera","Lewis, CoL, GBIF"
1701,"Siphonaptera","Leptopsyllidae","Frontopsylla","spadix",NA,"species",0,"Frontopsylla spadix","CoL, GBIF"
1072,"Siphonaptera","Leptopsyllidae","Frontopsylla","spadix","borealosichuana","subspecies",0,"Frontopsylla spadix borealosichuana","Lewis, CoL, GBIF"
3112,"Siphonaptera","Leptopsyllidae","Frontopsylla","spadix","cansa","subspecies",1075,"Frontopsylla spadix cansa","Lewis, CoL, GBIF"
2868,"Siphonaptera","Leptopsyllidae","Frontopsylla","spadix","gurkha","subspecies",1026,"Frontopsylla spadix gurkha","Lewis"
1073,"Siphonaptera","Leptopsyllidae","Frontopsylla","spadix","nepalensis","subspecies",0,"Frontopsylla spadix nepalensis","Lewis, CoL, GBIF"
1074,"Siphonaptera","Leptopsyllidae","Frontopsylla","spadix","shennongjiaensis","subspecies",0,"Frontopsylla spadix shennongjiaensis","Lewis, CoL, GBIF"
1075,"Siphonaptera","Leptopsyllidae","Frontopsylla","spadix","spadix","subspecies",0,"Frontopsylla spadix spadix","Lewis, CoL, GBIF"
2938,"Siphonaptera","Leptopsyllidae","Frontopsylla","subula",NA,"species",1791,"Frontopsylla subula","Lewis"
1076,"Siphonaptera","Leptopsyllidae","Frontopsylla","tjanshanica",NA,"species",0,"Frontopsylla tjanshanica","Lewis, CoL, GBIF"
1077,"Siphonaptera","Leptopsyllidae","Frontopsylla","tomentosa",NA,"species",0,"Frontopsylla tomentosa","Lewis, CoL, GBIF"
2872,"Siphonaptera","Leptopsyllidae","Frontopsylla","tuoli",NA,"species",1078,"Frontopsylla tuoli","Lewis"
1078,"Siphonaptera","Leptopsyllidae","Frontopsylla","tuoliensis",NA,"species",0,"Frontopsylla tuoliensis","Lewis, CoL, GBIF"
7680,"Siphonaptera","Leptopsyllidae","Frontopsylla","utia",NA,"species",1665,"Frontopsylla utia","GBIF"
1711,"Siphonaptera","Leptopsyllidae","Frontopsylla","wagneri",NA,"species",0,"Frontopsylla wagneri","CoL, GBIF"
4566,"Siphonaptera","Leptopsyllidae","Frontopsylla","wagneri","mongolica","subspecies",1080,"Frontopsylla wagneri mongolica","CoL, GBIF"
1079,"Siphonaptera","Leptopsyllidae","Frontopsylla","wagneri","superjecta","subspecies",0,"Frontopsylla wagneri superjecta","Lewis, CoL, GBIF"
1080,"Siphonaptera","Leptopsyllidae","Frontopsylla","wagneri","wagneri","subspecies",0,"Frontopsylla wagneri wagneri","Lewis, CoL, GBIF"
1081,"Siphonaptera","Leptopsyllidae","Frontopsylla","xizangensis",NA,"species",0,"Frontopsylla xizangensis","Lewis, CoL, GBIF"
1082,"Siphonaptera","Ctenophthalmidae","Genoneopsylla","angustidigita",NA,"species",0,"Genoneopsylla angustidigita","Lewis, CoL, GBIF"
1083,"Siphonaptera","Ctenophthalmidae","Genoneopsylla","bisinuata",NA,"species",0,"Genoneopsylla bisinuata","Lewis, CoL, GBIF"
1084,"Siphonaptera","Ctenophthalmidae","Genoneopsylla","claviprocera",NA,"species",0,"Genoneopsylla claviprocera","Lewis, CoL, GBIF"
651,"Siphonaptera","Hystrichopsyllidae","Genoneopsylla","kunaveri",NA,"species",0,"Genoneopsylla kunaveri","NMNH"
1085,"Siphonaptera","Ctenophthalmidae","Genoneopsylla","longisetosa",NA,"species",0,"Genoneopsylla longisetosa","Lewis, CoL"
1086,"Siphonaptera","Ctenophthalmidae","Genoneopsylla","thysanota",NA,"species",0,"Genoneopsylla thysanota","Lewis, CoL, GBIF"
1087,"Siphonaptera","Ctenophthalmidae","Genoneopsylla","zhiyingi",NA,"species",0,"Genoneopsylla zhiyingi","Lewis"
1089,"Siphonaptera","Pygiopsyllidae","Geohollandia","solida",NA,"species",0,"Geohollandia solida","Lewis, CoL, GBIF"
1090,"Siphonaptera","Rhopalopsyllidae","Gephyropsylla","klagesi","klagesi","subspecies",0,"Gephyropsylla klagesi klagesi","Lewis"
1091,"Siphonaptera","Rhopalopsyllidae","Gephyropsylla","klagesi","rangeli","subspecies",0,"Gephyropsylla klagesi rangeli","Lewis"
1092,"Siphonaptera","Rhopalopsyllidae","Gephyropsylla","klagesi","samuelis","subspecies",0,"Gephyropsylla klagesi samuelis","Lewis"
1093,"Siphonaptera","Rhopalopsyllidae","Gephyropsylla","maxomydis",NA,"species",0,"Gephyropsylla maxomydis","Lewis"
1723,"Siphonaptera","Leptopsyllidae","Geusibia","apromina",NA,"species",0,"Geusibia apromina","CoL, GBIF"
1094,"Siphonaptera","Leptopsyllidae","Geusibia","apromina","apromina","subspecies",0,"Geusibia apromina apromina","Lewis, CoL, GBIF"
1095,"Siphonaptera","Leptopsyllidae","Geusibia","apromina","sichuanensis","subspecies",0,"Geusibia apromina sichuanensis","Lewis, CoL, GBIF"
1096,"Siphonaptera","Leptopsyllidae","Geusibia","apromina","xizangensis","subspecies",0,"Geusibia apromina xizangensis","Lewis, CoL, GBIF"
1097,"Siphonaptera","Leptopsyllidae","Geusibia","ashcrafti",NA,"species",0,"Geusibia ashcrafti","Lewis, CoL, NMNH, FMNH, GBIF"
1098,"Siphonaptera","Leptopsyllidae","Geusibia","digitiformia",NA,"species",0,"Geusibia digitiformia","Lewis, CoL, GBIF"
1099,"Siphonaptera","Leptopsyllidae","Geusibia","falsotorosa",NA,"species",0,"Geusibia falsotorosa","Lewis, CoL, GBIF"
1100,"Siphonaptera","Leptopsyllidae","Geusibia","hemisphaera",NA,"species",0,"Geusibia hemisphaera","Lewis, CoL, GBIF"
2875,"Siphonaptera","Leptopsyllidae","Geusibia","intermedius",NA,"species",1109,"Geusibia intermedius","Lewis, GBIF"
1101,"Siphonaptera","Leptopsyllidae","Geusibia","lacertosa",NA,"species",0,"Geusibia lacertosa","Lewis, CoL, GBIF"
1102,"Siphonaptera","Leptopsyllidae","Geusibia","liae",NA,"species",0,"Geusibia liae","Lewis"
1103,"Siphonaptera","Leptopsyllidae","Geusibia","longihilla",NA,"species",0,"Geusibia longihilla","Lewis, CoL, GBIF"
1734,"Siphonaptera","Leptopsyllidae","Geusibia","minutiprominula",NA,"species",0,"Geusibia minutiprominula","CoL, GBIF"
1104,"Siphonaptera","Leptopsyllidae","Geusibia","minutiprominula","minutiprominula","subspecies",0,"Geusibia minutiprominula minutiprominula","Lewis, CoL, GBIF"
1105,"Siphonaptera","Leptopsyllidae","Geusibia","minutiprominula","ningshanensis","subspecies",0,"Geusibia minutiprominula ningshanensis","Lewis, CoL, GBIF"
1106,"Siphonaptera","Leptopsyllidae","Geusibia","ochotona",NA,"species",0,"Geusibia ochotona","Lewis"
1107,"Siphonaptera","Leptopsyllidae","Geusibia","quadrata",NA,"species",0,"Geusibia quadrata","Lewis, CoL, GBIF"
1108,"Siphonaptera","Leptopsyllidae","Geusibia","stenosinuata",NA,"species",0,"Geusibia stenosinuata","Lewis, CoL, GBIF"
1109,"Siphonaptera","Leptopsyllidae","Geusibia","torosa",NA,"species",0,"Geusibia torosa","Lewis, CoL, GBIF"
1110,"Siphonaptera","Leptopsyllidae","Geusibia","triangularis",NA,"species",0,"Geusibia triangularis","Lewis, CoL, GBIF"
1111,"Siphonaptera","Leptopsyllidae","Geusibia","yunnanensis",NA,"species",0,"Geusibia yunnanensis","Lewis, CoL, GBIF"
1113,"Siphonaptera","Ceratophyllidae","Glaciopsyllus","antarcticus",NA,"species",0,"Glaciopsyllus antarcticus","Lewis, CoL, GBIF"
3040,"Siphonaptera","Pygiopsyllidae","Glauertia","scintilla",NA,"species",19,"Glauertia scintilla","Lewis"
3399,"Siphonaptera",NA,"Glauertidos","aiyurensis",NA,"species",4,"Glauertidos aiyurensis","CoL"
3400,"Siphonaptera",NA,"Glauertidos","divergens",NA,"species",4,"Glauertidos divergens","CoL"
3407,"Siphonaptera",NA,"Glauertidos","incerta",NA,"species",10,"Glauertidos incerta","CoL"
3401,"Siphonaptera",NA,"Glauertidos","monticola",NA,"species",4,"Glauertidos monticola","CoL"
3168,"Siphonaptera","Pygiopsyllidae","Gluertidos","aiyurensis",NA,"species",4,"Gluertidos aiyurensis","Lewis"
2783,"Siphonaptera","Pygiopsyllidae","Gluertidos","divergens",NA,"species",4,"Gluertidos divergens","Lewis"
3293,"Siphonaptera","Pygiopsyllidae","Gluertidos","monticola",NA,"species",4,"Gluertidos monticola","Lewis"
1114,"Siphonaptera","Stivaliidae","Gryphopsylla","hetera",NA,"species",0,"Gryphopsylla hetera","Lewis, CoL, GBIF"
1115,"Siphonaptera","Stivaliidae","Gryphopsylla","hopkinsi",NA,"species",0,"Gryphopsylla hopkinsi","Lewis, CoL, NMNH, GBIF"
1116,"Siphonaptera","Stivaliidae","Gryphopsylla","jacobsoni",NA,"species",0,"Gryphopsylla jacobsoni","Lewis, CoL, NMNH, GBIF"
1908,"Siphonaptera","Stivaliidae","Gryphopsylla","jacobsoni","jacobsoni","subspecies",0,"Gryphopsylla jacobsoni jacobsoni","GBIF"
1748,"Siphonaptera","Stivaliidae","Gryphopsylla","jacobsoni","segregata","subspecies",0,"Gryphopsylla jacobsoni segregata","CoL, GBIF"
1117,"Siphonaptera","Stivaliidae","Gryphopsylla","maxomydis",NA,"species",0,"Gryphopsylla maxomydis","Lewis"
1118,"Siphonaptera","Stivaliidae","Gryphopsylla","mjoebergi",NA,"species",0,"Gryphopsylla mjoebergi","Lewis"
1119,"Siphonaptera","Stivaliidae","Gryphopsylla","segregata",NA,"species",0,"Gryphopsylla segregata","Lewis"
1121,"Siphonaptera","Stivaliidae","Gymnomeropsylla","bunomydis",NA,"species",0,"Gymnomeropsylla bunomydis","Lewis, GBIF"
1122,"Siphonaptera","Stivaliidae","Gymnomeropsylla","margaretamydis",NA,"species",0,"Gymnomeropsylla margaretamydis","Lewis, GBIF"
1123,"Siphonaptera","Rhopalopsyllidae","Hectiella","lakoi",NA,"species",0,"Hectiella lakoi","Lewis"
1124,"Siphonaptera","Rhopalopsyllidae","Hectiella","lopesi",NA,"species",0,"Hectiella lopesi","Lewis"
1125,"Siphonaptera","Rhopalopsyllidae","Hectiella","nitidus",NA,"species",0,"Hectiella nitidus","Lewis"
1126,"Siphonaptera","Tungidae","Hectopsylla","broscus",NA,"species",0,"Hectopsylla broscus","Lewis, CoL, GBIF"
1127,"Siphonaptera","Tungidae","Hectopsylla","coniger",NA,"species",0,"Hectopsylla coniger","Lewis, CoL, GBIF"
1128,"Siphonaptera","Tungidae","Hectopsylla","cypha",NA,"species",0,"Hectopsylla cypha","Lewis, CoL, NMNH, GBIF"
1129,"Siphonaptera","Tungidae","Hectopsylla","eskeyi",NA,"species",0,"Hectopsylla eskeyi","Lewis, CoL, GBIF"
1130,"Siphonaptera","Tungidae","Hectopsylla","gemina",NA,"species",0,"Hectopsylla gemina","Lewis, CoL, NMNH, GBIF"
1131,"Siphonaptera","Tungidae","Hectopsylla","gracilis",NA,"species",0,"Hectopsylla gracilis","Lewis, CoL, GBIF"
