"id","order","family","genus","species","subspecies","taxonlevel","accid","canonical","source"
683,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","golovi","golovi","subspecies",0,"Ctenophthalmus golovi golovi","Lewis, CoL, GBIF"
274,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","graecus",NA,"species",0,"Ctenophthalmus graecus","CoL, GBIF"
1267,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","graecus","graecus","subspecies",0,"Ctenophthalmus graecus graecus","GBIF"
1240,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","graecus","jordanianus","subspecies",0,"Ctenophthalmus graecus jordanianus","CoL, GBIF"
1243,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","gratus",NA,"species",0,"Ctenophthalmus gratus","CoL, GBIF"
684,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","gratus","elaeus","subspecies",0,"Ctenophthalmus gratus elaeus","Lewis, CoL, GBIF"
685,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","gratus","gratus","subspecies",0,"Ctenophthalmus gratus gratus","Lewis, CoL, GBIF"
686,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","gratus","menoetius","subspecies",0,"Ctenophthalmus gratus menoetius","Lewis, CoL, GBIF"
7126,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","grulichi",NA,"species",1161,"Ctenophthalmus grulichi","GBIF"
687,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","haagi",NA,"species",0,"Ctenophthalmus haagi","Lewis, CoL, NMNH, GBIF"
688,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","harputus",NA,"species",0,"Ctenophthalmus harputus","Lewis, CoL, GBIF"
1275,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","heiseri",NA,"species",0,"Ctenophthalmus heiseri","GBIF"
7094,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","heselhausi",NA,"species",598,"Ctenophthalmus heselhausi","GBIF"
689,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","hispanicus",NA,"species",0,"Ctenophthalmus hispanicus","Lewis, CoL, GBIF"
690,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","hoogstraali",NA,"species",0,"Ctenophthalmus hoogstraali","Lewis, CoL, GBIF"
1250,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","hopkinsi",NA,"species",0,"Ctenophthalmus hopkinsi","CoL, GBIF"
691,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","hopkinsi","hopkinsi","subspecies",0,"Ctenophthalmus hopkinsi hopkinsi","Lewis, CoL, NMNH, GBIF"
692,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","hopkinsi","rahmi","subspecies",0,"Ctenophthalmus hopkinsi rahmi","Lewis, CoL, GBIF"
693,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","hopkinsi","smiti","subspecies",0,"Ctenophthalmus hopkinsi smiti","Lewis, CoL, NMNH, GBIF"
694,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","hottentotus",NA,"species",0,"Ctenophthalmus hottentotus","Lewis, CoL, NMNH, GBIF"
1255,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","hypanis",NA,"species",0,"Ctenophthalmus hypanis","CoL, GBIF"
695,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","hypanis","hypanis","subspecies",0,"Ctenophthalmus hypanis hypanis","Lewis, CoL, GBIF"
696,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","hypanis","riciensis","subspecies",0,"Ctenophthalmus hypanis riciensis","Lewis, CoL, GBIF"
697,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","inornatus",NA,"species",0,"Ctenophthalmus inornatus","Lewis, CoL, GBIF"
698,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","intermedius",NA,"species",0,"Ctenophthalmus intermedius","Lewis, CoL, GBIF"
1259,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","iranus",NA,"species",0,"Ctenophthalmus iranus","CoL, GBIF"
699,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","iranus","iranus","subspecies",0,"Ctenophthalmus iranus iranus","Lewis, CoL, NMNH, GBIF"
700,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","iranus","persicus","subspecies",0,"Ctenophthalmus iranus persicus","Lewis, CoL, NMNH, GBIF"
701,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","iraqwi",NA,"species",0,"Ctenophthalmus iraqwi","Lewis"
1262,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","isochaetus",NA,"species",1147,"Ctenophthalmus isochaetus","CoL, GBIF"
7243,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","israelicus",NA,"species",711,"Ctenophthalmus israelicus","GBIF"
702,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","jeanneli",NA,"species",0,"Ctenophthalmus jeanneli","Lewis, CoL, GBIF"
7324,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","karamani",NA,"species",774,"Ctenophthalmus karamani","GBIF"
703,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","kazbek",NA,"species",0,"Ctenophthalmus kazbek","Lewis, CoL, GBIF"
704,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","kefelioglui",NA,"species",0,"Ctenophthalmus kefelioglui","Lewis"
705,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","kemmelberg",NA,"species",0,"Ctenophthalmus kemmelberg","Lewis"
1265,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","kirschenblatti",NA,"species",0,"Ctenophthalmus kirschenblatti","CoL, GBIF"
706,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","kirschenblatti","dombaicus","subspecies",0,"Ctenophthalmus kirschenblatti dombaicus","Lewis, CoL, GBIF"
707,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","kirschenblatti","kirschenblatti","subspecies",0,"Ctenophthalmus kirschenblatti kirschenblatti","Lewis, CoL, GBIF"
708,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","laxiprojectus",NA,"species",0,"Ctenophthalmus laxiprojectus","Lewis, CoL, GBIF"
709,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","leirsi",NA,"species",0,"Ctenophthalmus leirsi","Lewis"
710,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","leptodactylus",NA,"species",0,"Ctenophthalmus leptodactylus","Lewis, CoL, NMNH, GBIF"
711,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","levanticus",NA,"species",0,"Ctenophthalmus levanticus","Lewis, CoL, NMNH, GBIF"
1302,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","levanticus","israelicus","subspecies",0,"Ctenophthalmus levanticus israelicus","GBIF"
1303,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","levanticus","levanticus","subspecies",0,"Ctenophthalmus levanticus levanticus","GBIF"
712,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","lewisi",NA,"species",0,"Ctenophthalmus lewisi","Lewis, CoL, GBIF"
1305,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","libanensis",NA,"species",0,"Ctenophthalmus libanensis","GBIF"
713,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","longiprojiciens",NA,"species",0,"Ctenophthalmus longiprojiciens","Lewis, CoL, GBIF"
714,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","luberensis",NA,"species",0,"Ctenophthalmus luberensis","Lewis, CoL, GBIF"
715,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","lui",NA,"species",0,"Ctenophthalmus lui","Lewis, CoL, GBIF"
716,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","lushuiensis",NA,"species",0,"Ctenophthalmus lushuiensis","Lewis, CoL, GBIF"
717,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","lycosius",NA,"species",0,"Ctenophthalmus lycosius","Lewis, CoL, GBIF"
2845,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","lydiae",NA,"species",675,"Ctenophthalmus lydiae","Lewis, CoL, GBIF"
718,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","machadoi",NA,"species",0,"Ctenophthalmus machadoi","Lewis, CoL, GBIF"
719,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","microphthalma",NA,"species",0,"Ctenophthalmus microphthalma","Lewis, CoL, GBIF"
720,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","micropus",NA,"species",0,"Ctenophthalmus micropus","Lewis, GBIF"
1280,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","milenkovici",NA,"species",0,"Ctenophthalmus milenkovici","CoL, GBIF"
721,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","monticola",NA,"species",0,"Ctenophthalmus monticola","Lewis, CoL, GBIF"
722,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","moratus",NA,"species",0,"Ctenophthalmus moratus","Lewis, CoL, NMNH, GBIF"
3082,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","musculi",NA,"species",598,"Ctenophthalmus musculi","Lewis, CoL, GBIF"
723,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","myodosus",NA,"species",0,"Ctenophthalmus myodosus","Lewis, GBIF"
724,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nairicus",NA,"species",0,"Ctenophthalmus nairicus","Lewis, CoL, GBIF"
725,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","natalensis",NA,"species",0,"Ctenophthalmus natalensis","Lewis, CoL, NMNH, GBIF"
2779,"Siphonaptera",NA,"Ctenophthalmus","nepalensis",NA,"species",0,"Ctenophthalmus nepalensis","Lewis"
1287,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","niethammeri",NA,"species",0,"Ctenophthalmus niethammeri","CoL, GBIF"
726,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","niethammeri","aspromontis","subspecies",0,"Ctenophthalmus niethammeri aspromontis","Lewis, CoL, GBIF"
727,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","niethammeri","niethammeri","subspecies",0,"Ctenophthalmus niethammeri niethammeri","Lewis, CoL, GBIF"
1297,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","nifetodes",NA,"species",0,"Ctenophthalmus nifetodes","CoL, GBIF"
728,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nifetodes","brelihi","subspecies",0,"Ctenophthalmus nifetodes brelihi","Lewis, CoL, GBIF"
729,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nifetodes","dzukici","subspecies",0,"Ctenophthalmus nifetodes dzukici","Lewis, CoL, GBIF"
730,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nifetodes","eugeniae","subspecies",0,"Ctenophthalmus nifetodes eugeniae","Lewis, CoL, GBIF"
731,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nifetodes","krystufeki","subspecies",0,"Ctenophthalmus nifetodes krystufeki","Lewis, CoL, GBIF"
732,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nifetodes","martinorum","subspecies",0,"Ctenophthalmus nifetodes martinorum","Lewis, CoL, GBIF"
733,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nifetodes","milenkovici","subspecies",0,"Ctenophthalmus nifetodes milenkovici","Lewis, GBIF"
734,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nifetodes","nifetodes","subspecies",0,"Ctenophthalmus nifetodes nifetodes","Lewis, CoL, GBIF"
735,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nifetodes","petrovi","subspecies",0,"Ctenophthalmus nifetodes petrovi","Lewis, CoL, GBIF"
736,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nifetodes","rosickyi","subspecies",0,"Ctenophthalmus nifetodes rosickyi","Lewis, GBIF"
737,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nifetodes","tvrtkovici","subspecies",0,"Ctenophthalmus nifetodes tvrtkovici","Lewis, CoL, GBIF"
738,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nigeriensis",NA,"species",0,"Ctenophthalmus nigeriensis","Lewis, CoL, GBIF"
1303,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","nivalis",NA,"species",0,"Ctenophthalmus nivalis","CoL, GBIF"
739,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nivalis","cervinus","subspecies",0,"Ctenophthalmus nivalis cervinus","Lewis, CoL, GBIF"
1300,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","nivalis","helveticus","subspecies",0,"Ctenophthalmus nivalis helveticus","CoL, GBIF"
1340,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","nivalis","helvetius","subspecies",0,"Ctenophthalmus nivalis helvetius","GBIF"
740,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nivalis","helviticus","subspecies",0,"Ctenophthalmus nivalis helviticus","Lewis"
741,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nivalis","nivalis","subspecies",0,"Ctenophthalmus nivalis nivalis","Lewis, CoL, GBIF"
742,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nivalis","rhaeticus","subspecies",0,"Ctenophthalmus nivalis rhaeticus","Lewis, CoL, GBIF"
1304,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","nobilis",NA,"species",0,"Ctenophthalmus nobilis","CoL, GBIF"
743,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nobilis","dobyi","subspecies",0,"Ctenophthalmus nobilis dobyi","Lewis, CoL, GBIF"
744,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nobilis","nobilis","subspecies",0,"Ctenophthalmus nobilis nobilis","Lewis, CoL, NMNH, GBIF"
745,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nobilis","vulgaris","subspecies",0,"Ctenophthalmus nobilis vulgaris","Lewis, CoL, GBIF"
746,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","nyikensis",NA,"species",0,"Ctenophthalmus nyikensis","Lewis, CoL, GBIF"
747,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","obtusus",NA,"species",0,"Ctenophthalmus obtusus","Lewis, CoL, GBIF"
4249,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","obtusus","recurvus","subspecies",747,"Ctenophthalmus obtusus recurvus","CoL, GBIF"
748,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","olbius",NA,"species",0,"Ctenophthalmus olbius","Lewis, CoL, GBIF"
749,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","ominosus",NA,"species",0,"Ctenophthalmus ominosus","Lewis, CoL, GBIF"
7035,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","oreadis",NA,"species",559,"Ctenophthalmus oreadis","GBIF"
750,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","orientalis",NA,"species",0,"Ctenophthalmus orientalis","Lewis, CoL, NMNH, GBIF"
751,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","orientalis","jakupicae","subspecies",0,"Ctenophthalmus orientalis jakupicae","Lewis, CoL, GBIF"
4254,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","orientalis","kratochvili","subspecies",750,"Ctenophthalmus orientalis kratochvili","CoL, GBIF"
1356,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","orientalis","orientalis","subspecies",0,"Ctenophthalmus orientalis orientalis","GBIF"
1318,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","orphilus",NA,"species",0,"Ctenophthalmus orphilus","CoL, GBIF"
752,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","orphilus","dolomiticus","subspecies",0,"Ctenophthalmus orphilus dolomiticus","Lewis, CoL, NMNH, GBIF"
3093,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","orphilus","heinrichi","subspecies",752,"Ctenophthalmus orphilus heinrichi","Lewis"
753,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","orphilus","orphilus","subspecies",0,"Ctenophthalmus orphilus orphilus","Lewis"
3266,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","orphilus","tatricus","subspecies",549,"Ctenophthalmus orphilus tatricus","Lewis"
754,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","parcus",NA,"species",0,"Ctenophthalmus parcus","Lewis, CoL, GBIF"
755,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","parthicus",NA,"species",0,"Ctenophthalmus parthicus","Lewis, CoL, GBIF"
756,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","particularis",NA,"species",0,"Ctenophthalmus particularis","Lewis, CoL, NMNH, GBIF"
757,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","parvus",NA,"species",0,"Ctenophthalmus parvus","Lewis, CoL, GBIF"
758,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","peregrinus",NA,"species",0,"Ctenophthalmus peregrinus","Lewis, CoL, GBIF"
2847,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","phrator",NA,"species",697,"Ctenophthalmus phrator","Lewis, GBIF"
759,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","phyris",NA,"species",0,"Ctenophthalmus phyris","Lewis, CoL, NMNH, GBIF"
760,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","pilosus",NA,"species",0,"Ctenophthalmus pilosus","Lewis, CoL, GBIF"
1327,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","pisticus",NA,"species",0,"Ctenophthalmus pisticus","CoL"
761,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","pisticus","pacificus","subspecies",0,"Ctenophthalmus pisticus pacificus","Lewis, CoL, GBIF"
762,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","pisticus","pisticus","subspecies",0,"Ctenophthalmus pisticus pisticus","Lewis, CoL, GBIF"
763,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","pollex",NA,"species",0,"Ctenophthalmus pollex","Lewis, CoL, NMNH, GBIF"
764,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","proboscis",NA,"species",0,"Ctenophthalmus proboscis","Lewis, CoL, GBIF"
765,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","prorogatus",NA,"species",0,"Ctenophthalmus prorogatus","Lewis, CoL, GBIF"
766,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","proximus",NA,"species",0,"Ctenophthalmus proximus","Lewis, CoL, NMNH, GBIF"
767,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","pseudagyrtes",NA,"species",0,"Ctenophthalmus pseudagyrtes","Lewis, CoL, NMNH, FMNH, GBIF"
1335,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","pseudagyrtes","micropus","subspecies",0,"Ctenophthalmus pseudagyrtes micropus","CoL, NMNH, GBIF"
1336,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","pseudagyrtes","pseudagyrtes","subspecies",0,"Ctenophthalmus pseudagyrtes pseudagyrtes","CoL, NMNH, FMNH, GBIF"
768,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","quadratus",NA,"species",0,"Ctenophthalmus quadratus","Lewis, CoL, GBIF"
3306,"Siphonaptera","Leptopsyllidae","Ctenophthalmus","quadridentatus",NA,"species",1328,"Ctenophthalmus quadridentatus","Lewis"
769,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","reconditus",NA,"species",0,"Ctenophthalmus reconditus","Lewis, CoL, GBIF"
7289,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","recurvus",NA,"species",747,"Ctenophthalmus recurvus","GBIF"
770,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","reductus",NA,"species",0,"Ctenophthalmus reductus","Lewis, CoL, GBIF"
1341,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","rettigi",NA,"species",0,"Ctenophthalmus rettigi","CoL, GBIF"
771,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","rettigi","rettigi","subspecies",0,"Ctenophthalmus rettigi rettigi","Lewis, CoL, GBIF"
772,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","rettigi","smiti","subspecies",0,"Ctenophthalmus rettigi smiti","Lewis, CoL, GBIF"
773,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","rostigayevi",NA,"species",0,"Ctenophthalmus rostigayevi","Lewis, CoL, GBIF"
774,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","ruris",NA,"species",0,"Ctenophthalmus ruris","Lewis, CoL, GBIF"
4277,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","ruris","karamani","subspecies",774,"Ctenophthalmus ruris karamani","CoL, GBIF"
1348,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","russulae",NA,"species",0,"Ctenophthalmus russulae","CoL, GBIF"
3097,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","russulae","ducis","subspecies",776,"Ctenophthalmus russulae ducis","Lewis, CoL, GBIF"
775,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","russulae","galloibericus","subspecies",0,"Ctenophthalmus russulae galloibericus","Lewis, CoL, GBIF"
776,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","russulae","russulae","subspecies",0,"Ctenophthalmus russulae russulae","Lewis, CoL, GBIF"
3096,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","russulae","tangerensis","subspecies",775,"Ctenophthalmus russulae tangerensis","Lewis, CoL, NMNH, GBIF"
777,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","sanborni",NA,"species",0,"Ctenophthalmus sanborni","Lewis, CoL, NMNH, GBIF"
7016,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","sapaudianus",NA,"species",544,"Ctenophthalmus sapaudianus","GBIF"
3091,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","saratovi",NA,"species",683,"Ctenophthalmus saratovi","Lewis"
1353,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","savii",NA,"species",0,"Ctenophthalmus savii","CoL, NMNH, GBIF"
778,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","savii","calabricus","subspecies",0,"Ctenophthalmus savii calabricus","Lewis, CoL, GBIF"
779,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","savii","matilei","subspecies",0,"Ctenophthalmus savii matilei","Lewis, CoL, GBIF"
780,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","savii","savii","subspecies",0,"Ctenophthalmus savii savii","Lewis, CoL, GBIF"
1361,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","secundus",NA,"species",0,"Ctenophthalmus secundus","CoL, GBIF"
781,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","secundus","asiaticus","subspecies",0,"Ctenophthalmus secundus asiaticus","Lewis, CoL, GBIF"
782,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","secundus","cilicius","subspecies",0,"Ctenophthalmus secundus cilicius","Lewis, CoL, GBIF"
783,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","secundus","geminus","subspecies",0,"Ctenophthalmus secundus geminus","Lewis, GBIF"
784,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","secundus","italoscopus","subspecies",0,"Ctenophthalmus secundus italoscopus","Lewis, GBIF"
785,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","secundus","iubatus","subspecies",0,"Ctenophthalmus secundus iubatus","Lewis, CoL, GBIF"
786,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","secundus","levadianus","subspecies",0,"Ctenophthalmus secundus levadianus","Lewis, GBIF"
787,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","secundus","secundus","subspecies",0,"Ctenophthalmus secundus secundus","Lewis, CoL, GBIF"
788,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","secundus","thracius","subspecies",0,"Ctenophthalmus secundus thracius","Lewis, CoL, GBIF"
789,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","secundus","troilus","subspecies",0,"Ctenophthalmus secundus troilus","Lewis, GBIF"
1410,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","secundus","vicarius","subspecies",0,"Ctenophthalmus secundus vicarius","GBIF"
2843,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","segregus",NA,"species",588,"Ctenophthalmus segregus","Lewis, CoL, GBIF"
1363,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","septentrionalis",NA,"species",1147,"Ctenophthalmus septentrionalis","CoL, GBIF"
790,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","shovi",NA,"species",0,"Ctenophthalmus shovi","Lewis, CoL, GBIF"
791,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","singularis",NA,"species",0,"Ctenophthalmus singularis","Lewis, CoL, GBIF"
3094,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","sklainus",NA,"species",753,"Ctenophthalmus sklainus","Lewis"
7297,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","sklavinus",NA,"species",1318,"Ctenophthalmus sklavinus","GBIF"
792,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","smithersi",NA,"species",0,"Ctenophthalmus smithersi","Lewis, CoL, NMNH, GBIF"
1367,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","solutus",NA,"species",0,"Ctenophthalmus solutus","CoL, GBIF"
793,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","solutus","nasutus","subspecies",0,"Ctenophthalmus solutus nasutus","Lewis, CoL, GBIF"
794,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","solutus","siculus","subspecies",0,"Ctenophthalmus solutus siculus","Lewis, CoL, GBIF"
795,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","solutus","solutus","subspecies",0,"Ctenophthalmus solutus solutus","Lewis, CoL, GBIF"
4297,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","solutus","ukrainica","subspecies",795,"Ctenophthalmus solutus ukrainica","CoL, GBIF"
796,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","spalacis",NA,"species",0,"Ctenophthalmus spalacis","Lewis, CoL, NMNH, GBIF"
797,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","spiniger",NA,"species",0,"Ctenophthalmus spiniger","Lewis, CoL, GBIF"
798,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","stenurus",NA,"species",0,"Ctenophthalmus stenurus","Lewis, CoL, GBIF"
799,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","stirps",NA,"species",0,"Ctenophthalmus stirps","Lewis, CoL, GBIF"
800,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","strigosus",NA,"species",0,"Ctenophthalmus strigosus","Lewis, CoL, GBIF"
1377,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","taiwanus",NA,"species",0,"Ctenophthalmus taiwanus","CoL, GBIF"
801,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","taiwanus","taiwanus","subspecies",0,"Ctenophthalmus taiwanus taiwanus","Lewis, CoL, GBIF"
802,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","taiwanus","terrestus","subspecies",0,"Ctenophthalmus taiwanus terrestus","Lewis, CoL, GBIF"
803,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus","taiwanus","zhejiangensis","subspecies",0,"Ctenophthalmus taiwanus zhejiangensis","Lewis, CoL, GBIF"
1430,"Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","talpae",NA,"species",0,"Ctenophthalmus talpae","GBIF"
