"order","family","genus","species","subspecies","author","taxonlevel","canonical","source","merge_tag","id","accid"
"Siphonaptera","Ceratophyllidae","Callopsylla","caspia","rhodopeia",NA,"subspecies","Callopsylla caspia rhodopeia","CoL","orig",3549,2067
"Siphonaptera","Ceratophyllidae","Callopsylla","caspius",NA,NA,"species","Callopsylla caspius","CoL","orig",3550,2067
"Siphonaptera","Ceratophyllidae","Callopsylla","caspia","caspia",NA,"subspecies","Callopsylla caspia caspia","CoL","orig",3551,2067
"Siphonaptera","Ceratophyllidae","Callopsylla","caspia","fragilis",NA,"subspecies","Callopsylla caspia fragilis","CoL","orig",3552,2068
"Siphonaptera","Ceratophyllidae","Callopsylla","caspia","gaiskii",NA,"subspecies","Callopsylla caspia gaiskii","CoL","orig",3553,2069
"Siphonaptera","Ceratophyllidae","Callopsylla","caspia","tiflovi",NA,"subspecies","Callopsylla caspia tiflovi","CoL","orig",3554,2070
"Siphonaptera","Ceratophyllidae","Callopsylla","caspia","elbursi",NA,"subspecies","Callopsylla caspia elbursi","CoL","orig",3555,2070
"Siphonaptera","Ceratophyllidae","Callopsylla","changduensis",NA,NA,"species","Callopsylla changduensis","CoL","orig",3556,162
"Siphonaptera","Ceratophyllidae","Callopsylla","digitata",NA,NA,"species","Callopsylla digitata","CoL","orig",3557,163
"Siphonaptera","Ceratophyllidae","Callopsylla","dolabella",NA,NA,"species","Callopsylla dolabella","CoL","orig",3558,164
"Siphonaptera","Ceratophyllidae","Callopsylla","dolabris",NA,NA,"species","Callopsylla dolabris","CoL","orig",3559,165
"Siphonaptera","Ceratophyllidae","Callopsylla","forfica",NA,NA,"species","Callopsylla forfica","CoL","orig",3560,166
"Siphonaptera","Ceratophyllidae","Callopsylla","gemina",NA,NA,"species","Callopsylla gemina","CoL","orig",3561,167
"Siphonaptera","Ceratophyllidae","Callopsylla","gypaetina",NA,NA,"species","Callopsylla gypaetina","CoL","orig",3562,168
"Siphonaptera","Ceratophyllidae","Callopsylla","kazbegiensis",NA,NA,"species","Callopsylla kazbegiensis","CoL","orig",3563,169
"Siphonaptera","Ceratophyllidae","Callopsylla","kaznakovi",NA,NA,"species","Callopsylla kaznakovi","CoL","orig",3564,170
"Siphonaptera","Ceratophyllidae","Callopsylla","kozlovi",NA,NA,"species","Callopsylla kozlovi","CoL","orig",3565,171
"Siphonaptera","Ceratophyllidae","Callopsylla","lagomys",NA,NA,"species","Callopsylla lagomys","CoL","orig",3566,172
"Siphonaptera","Ceratophyllidae","Callopsylla","liui",NA,NA,"species","Callopsylla liui","CoL","orig",3567,173
"Siphonaptera","Ceratophyllidae","Callopsylla","longispina",NA,NA,"species","Callopsylla longispina","CoL","orig",3568,174
"Siphonaptera","Ceratophyllidae","Callopsylla","mygala",NA,NA,"species","Callopsylla mygala","CoL","orig",3569,175
"Siphonaptera","Ceratophyllidae","Callopsylla","oreinus",NA,NA,"species","Callopsylla oreinus","CoL","orig",3570,176
"Siphonaptera","Ceratophyllidae","Callopsylla","petaurista",NA,NA,"species","Callopsylla petaurista","CoL","orig",3571,177
"Siphonaptera","Ceratophyllidae","Callopsylla","saxatilis",NA,NA,"species","Callopsylla saxatilis","CoL","orig",3572,179
"Siphonaptera","Ceratophyllidae","Callopsylla","occidentis",NA,NA,"species","Callopsylla occidentis","CoL","orig",3573,179
"Siphonaptera","Ceratophyllidae","Callopsylla","semenovi",NA,NA,"species","Callopsylla semenovi","CoL","orig",3574,180
"Siphonaptera","Ceratophyllidae","Callopsylla","sparsilis","atallahi",NA,"subspecies","Callopsylla sparsilis atallahi","CoL","orig",3575,2071
"Siphonaptera","Ceratophyllidae","Callopsylla","sparsilis","sparsilis",NA,"subspecies","Callopsylla sparsilis sparsilis","CoL","orig",3576,2072
"Siphonaptera","Ceratophyllidae","Callopsylla","streeti",NA,NA,"species","Callopsylla streeti","CoL","orig",3577,181
"Siphonaptera","Ceratophyllidae","Callopsylla","danieli",NA,NA,"species","Callopsylla danieli","CoL","orig",3578,181
"Siphonaptera","Ceratophyllidae","Callopsylla","waterstoni",NA,NA,"species","Callopsylla waterstoni","CoL","orig",3579,182
"Siphonaptera","Ceratophyllidae","Callopsylla","rothschildi",NA,NA,"species","Callopsylla rothschildi","CoL","orig",3580,182
"Siphonaptera","Ceratophyllidae","Callopsylla","xui",NA,NA,"species","Callopsylla xui","CoL","orig",3581,184
"Siphonaptera","Ceratophyllidae","Callopsylla","yui",NA,NA,"species","Callopsylla yui","CoL","orig",3582,185
"Siphonaptera","Ceratophyllidae","Callopsylla","zhangi",NA,NA,"species","Callopsylla zhangi","CoL","orig",3583,186
"Siphonaptera","Hystrichopsyllidae","Carteretta","carteri",NA,NA,"species","Carteretta carteri","CoL","orig",3584,187
"Siphonaptera",NA,"Trirachipsylla","digitiformis",NA,NA,"species","Trirachipsylla digitiformis","CoL","orig",3585,187
"Siphonaptera","Hystrichopsyllidae","Carteretta","clavata",NA,NA,"species","Carteretta clavata","CoL","orig",3586,188
"Siphonaptera","Hystrichopsyllidae","Catallagia","arizonae",NA,NA,"species","Catallagia arizonae","CoL","orig",3587,189
"Siphonaptera","Hystrichopsyllidae","Catallagia","borealis",NA,NA,"species","Catallagia borealis","CoL","orig",3588,190
"Siphonaptera","Hystrichopsyllidae","Catallagia","onaga",NA,NA,"species","Catallagia onaga","CoL","orig",3589,190
"Siphonaptera","Hystrichopsyllidae","Catallagia","calisheri",NA,NA,"species","Catallagia calisheri","CoL","orig",3590,191
"Siphonaptera","Hystrichopsyllidae","Catallagia","charlottensis",NA,NA,"species","Catallagia charlottensis","CoL","orig",3591,193
"Siphonaptera","Hystrichopsyllidae","Catallagia","motei",NA,NA,"species","Catallagia motei","CoL","orig",3592,193
"Siphonaptera","Hystrichopsyllidae","Catallagia","dacenkoi",NA,NA,"species","Catallagia dacenkoi","CoL","orig",3593,194
"Siphonaptera","Hystrichopsyllidae","Catallagia","dacenkoi","fulleri",NA,"subspecies","Catallagia dacenkoi fulleri","CoL","orig",3594,194
"Siphonaptera","Hystrichopsyllidae","Catallagia","decipiens",NA,NA,"species","Catallagia decipiens","CoL","orig",3595,195
"Siphonaptera","Hystrichopsyllidae","Catallagia","moneris",NA,NA,"species","Catallagia moneris","CoL","orig",3596,195
"Siphonaptera","Hystrichopsyllidae","Catallagia","duffneri",NA,NA,"species","Catallagia duffneri","CoL","orig",3597,196
"Siphonaptera","Hystrichopsyllidae","Catallagia","fetisovi",NA,NA,"species","Catallagia fetisovi","CoL","orig",3598,197
"Siphonaptera","Hystrichopsyllidae","Catallagia","ioffi",NA,NA,"species","Catallagia ioffi","CoL","orig",3599,198
"Siphonaptera","Hystrichopsyllidae","Catallagia","jellisoni",NA,NA,"species","Catallagia jellisoni","CoL","orig",3600,199
"Siphonaptera","Hystrichopsyllidae","Catallagia","luski",NA,NA,"species","Catallagia luski","CoL","orig",3601,200
"Siphonaptera","Hystrichopsyllidae","Catallagia","mathesoni",NA,NA,"species","Catallagia mathesoni","CoL","orig",3602,201
"Siphonaptera","Hystrichopsyllidae","Catallagia","neweyi",NA,NA,"species","Catallagia neweyi","CoL","orig",3603,202
"Siphonaptera","Hystrichopsyllidae","Catallagia","sculleni","chamberlini",NA,"subspecies","Catallagia sculleni chamberlini","CoL","orig",3604,203
"Siphonaptera","Hystrichopsyllidae","Catallagia","sculleni",NA,NA,"species","Catallagia sculleni","CoL","orig",3605,203
"Siphonaptera","Hystrichopsyllidae","Catallagia","vonbloekeri",NA,NA,"species","Catallagia vonbloekeri","CoL","orig",3606,203
"Siphonaptera","Hystrichopsyllidae","Catallagia","striata",NA,NA,"species","Catallagia striata","CoL","orig",3607,204
"Siphonaptera","Hystrichopsyllidae","Catallagia","wymani",NA,NA,"species","Catallagia wymani","CoL","orig",3608,205
"Siphonaptera","Pulicidae","Centetipsylla","madagascariensis",NA,NA,"species","Centetipsylla madagascariensis","CoL","orig",3609,206
"Siphonaptera","Ceratophyllidae","Ceratophyllus","adustus",NA,NA,"species","Ceratophyllus adustus","CoL","orig",3610,207
"Siphonaptera","Ceratophyllidae","Ceratophyllus","affinis",NA,NA,"species","Ceratophyllus affinis","CoL","orig",3611,208
"Siphonaptera","Ceratophyllidae","Ceratophyllus","altus",NA,NA,"species","Ceratophyllus altus","CoL","orig",3612,209
"Siphonaptera","Ceratophyllidae","Ceratophyllus","arcuegens",NA,NA,"species","Ceratophyllus arcuegens","CoL","orig",3613,210
"Siphonaptera","Ceratophyllidae","Ceratophyllus","avicitelli",NA,NA,"species","Ceratophyllus avicitelli","CoL","orig",3614,252
"Siphonaptera","Ceratophyllidae","Ceratophyllus","borealis",NA,NA,"species","Ceratophyllus borealis","CoL","orig",3615,211
"Siphonaptera","Ceratophyllidae","Ceratophyllus","breviprojectus",NA,NA,"species","Ceratophyllus breviprojectus","CoL","orig",3616,238
"Siphonaptera","Ceratophyllidae","Ceratophyllus","calderwoodi",NA,NA,"species","Ceratophyllus calderwoodi","CoL","orig",3617,212
"Siphonaptera","Ceratophyllidae","Ceratophyllus","caliotes",NA,NA,"species","Ceratophyllus caliotes","CoL","orig",3618,213
"Siphonaptera","Ceratophyllidae","Ceratophyllus","celsus",NA,NA,"species","Ceratophyllus celsus","CoL","orig",3619,215
"Siphonaptera","Ceratophyllidae","Ceratophyllus","chasteli",NA,NA,"species","Ceratophyllus chasteli","CoL","orig",3620,216
"Siphonaptera","Ceratophyllidae","Ceratophyllus","chutsaensis",NA,NA,"species","Ceratophyllus chutsaensis","CoL","orig",3621,217
"Siphonaptera","Ceratophyllidae","Ceratophyllus","ciliatus","kincaidi",NA,"subspecies","Ceratophyllus ciliatus kincaidi","CoL","orig",3622,57
"Siphonaptera","Ceratophyllidae","Ceratophyllus","ciliatus","fasteni",NA,"subspecies","Ceratophyllus ciliatus fasteni","CoL","orig",3623,57
"Siphonaptera","Ceratophyllidae","Ceratophyllus","ciliatus","protinus",NA,"subspecies","Ceratophyllus ciliatus protinus","CoL","orig",3624,57
"Siphonaptera","Ceratophyllidae","Ceratophyllus","coahuilensis",NA,NA,"species","Ceratophyllus coahuilensis","CoL","orig",3625,218
"Siphonaptera","Ceratophyllidae","Ceratophyllus","columbae",NA,NA,"species","Ceratophyllus columbae","CoL","orig",3626,219
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","columbinus",NA,NA,"species","Ceratopsyllus columbinus","CoL","orig",3627,219
"Siphonaptera","Ceratophyllidae","Ceratophyllus","delichoni",NA,NA,"species","Ceratophyllus delichoni","CoL","orig",3628,220
"Siphonaptera","Ceratophyllidae","Ceratophyllus","diffinis",NA,NA,"species","Ceratophyllus diffinis","CoL","orig",3629,221
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","rileyi",NA,NA,"species","Ceratopsyllus rileyi","CoL","orig",3630,221
"Siphonaptera","Ceratophyllidae","Ceratophyllus","enefdeae","enefdeae",NA,"subspecies","Ceratophyllus enefdeae enefdeae","CoL","orig",3631,2073
"Siphonaptera","Ceratophyllidae","Ceratophyllus","enefdeae","tjanschani",NA,"subspecies","Ceratophyllus enefdeae tjanschani","CoL","orig",3632,2074
"Siphonaptera","Ceratophyllidae","Ceratophyllus","farreni","chaoi",NA,"subspecies","Ceratophyllus farreni chaoi","CoL","orig",3633,2075
"Siphonaptera","Ceratophyllidae","Ceratophyllus","farreni","farreni",NA,"subspecies","Ceratophyllus farreni farreni","CoL","orig",3634,2076
"Siphonaptera","Ceratophyllidae","Ceratophyllus","farreni","meridionalis",NA,"subspecies","Ceratophyllus farreni meridionalis","CoL","orig",3635,2076
"Siphonaptera","Ceratophyllidae","Ceratophyllus","fionnus",NA,NA,"species","Ceratophyllus fionnus","CoL","orig",3636,222
"Siphonaptera","Ceratophyllidae","Ceratophyllus","frigoris",NA,NA,"species","Ceratophyllus frigoris","CoL","orig",3637,223
"Siphonaptera","Ceratophyllidae","Ceratophyllus","fringillae",NA,NA,"species","Ceratophyllus fringillae","CoL","orig",3638,224
"Siphonaptera","Ceratophyllidae","Ceratophyllus","gallinae",NA,NA,"species","Ceratophyllus gallinae","CoL","orig",3639,225
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","aenas",NA,NA,"species","Ceratopsyllus aenas","CoL","orig",3640,225
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","avium",NA,NA,"species","Ceratopsyllus avium","CoL","orig",3641,225
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","gibsoni",NA,NA,"species","Ceratopsyllus gibsoni","CoL","orig",3642,225
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","glaphyrus",NA,NA,"species","Ceratopsyllus glaphyrus","CoL","orig",3643,225
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","monedulae",NA,NA,"species","Ceratopsyllus monedulae","CoL","orig",3644,225
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","pratensis",NA,NA,"species","Ceratopsyllus pratensis","CoL","orig",3645,225
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","spini",NA,NA,"species","Ceratopsyllus spini","CoL","orig",3646,225
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","turdi",NA,NA,"species","Ceratopsyllus turdi","CoL","orig",3647,225
"Siphonaptera","Ceratophyllidae","Ceratophyllus","garei",NA,NA,"species","Ceratophyllus garei","CoL","orig",3648,226
"Siphonaptera","Ceratophyllidae","Ceratophyllus","garei","islandicus",NA,"subspecies","Ceratophyllus garei islandicus","CoL","orig",3649,226
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","angulatus",NA,NA,"species","Ceratopsyllus angulatus","CoL","orig",3650,226
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","oligochaetus",NA,NA,"species","Ceratopsyllus oligochaetus","CoL","orig",3651,226
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","palmeni",NA,NA,"species","Ceratopsyllus palmeni","CoL","orig",3652,226
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","quebecensis",NA,NA,"species","Ceratopsyllus quebecensis","CoL","orig",3653,226
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","rhipisoides (female)",NA,NA,"species","Ceratopsyllus rhipisoides (female)","CoL","orig",3654,226
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","utahensis",NA,NA,"species","Ceratopsyllus utahensis","CoL","orig",3655,226
"Siphonaptera","Ceratophyllidae","Ceratophyllus","gilvus",NA,NA,"species","Ceratophyllus gilvus","CoL","orig",3656,227
"Siphonaptera","Ceratophyllidae","Ceratophyllus","hagoromo",NA,NA,"species","Ceratophyllus hagoromo","CoL","orig",3657,229
"Siphonaptera","Ceratophyllidae","Ceratophyllus","hirundinis",NA,NA,"species","Ceratophyllus hirundinis","CoL","orig",3658,230
"Siphonaptera","Ceratophyllidae","Ceratophyllus","hirundinis","oiticus",NA,"subspecies","Ceratophyllus hirundinis oiticus","CoL","orig",3659,230
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","phaulius",NA,NA,"species","Ceratopsyllus phaulius","CoL","orig",3660,230
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","pinnatus",NA,NA,"species","Ceratopsyllus pinnatus","CoL","orig",3661,230
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","troglodytes",NA,NA,"species","Ceratopsyllus troglodytes","CoL","orig",3662,230
"Siphonaptera","Ceratophyllidae","Ceratophyllus","idius",NA,NA,"species","Ceratophyllus idius","CoL","orig",3663,231
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","sternacuminatus",NA,NA,"species","Ceratopsyllus sternacuminatus","CoL","orig",3664,231
"Siphonaptera","Ceratophyllidae","Ceratophyllus","igii",NA,NA,"species","Ceratophyllus igii","CoL","orig",3665,232
"Siphonaptera","Ceratophyllidae","Ceratophyllus","lari",NA,NA,"species","Ceratophyllus lari","CoL","orig",3666,233
"Siphonaptera","Ceratophyllidae","Ceratophyllus","liae",NA,NA,"species","Ceratophyllus liae","CoL","orig",3667,234
"Siphonaptera","Ceratophyllidae","Ceratophyllus","maculatus",NA,NA,"species","Ceratophyllus maculatus","CoL","orig",3668,235
"Siphonaptera","Ceratophyllidae","Ceratophyllus","nanshanensis",NA,NA,"species","Ceratophyllus nanshanensis","CoL","orig",3669,236
"Siphonaptera","Ceratophyllidae","Ceratophyllus","niger",NA,NA,"species","Ceratophyllus niger","CoL","orig",3670,237
"Siphonaptera","Ceratophyllidae","Ceratophyllus","niger","inflexus",NA,"subspecies","Ceratophyllus niger inflexus","CoL","orig",3671,237
"Siphonaptera","Ceratophyllidae","Ceratophyllus","olsufjevi",NA,NA,"species","Ceratophyllus olsufjevi","CoL","orig",3672,238
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","breviprojectus",NA,NA,"species","Ceratopsyllus breviprojectus","CoL","orig",3673,238
"Siphonaptera","Ceratophyllidae","Ceratophyllus","orites",NA,NA,"species","Ceratophyllus orites","CoL","orig",3674,239
"Siphonaptera","Ceratophyllidae","Ceratophyllus","pelecani",NA,NA,"species","Ceratophyllus pelecani","CoL","orig",3675,240
"Siphonaptera","Ceratophyllidae","Ceratophyllus","petrochelidoni",NA,NA,"species","Ceratophyllus petrochelidoni","CoL","orig",3676,241
"Siphonaptera","Ceratophyllidae","Ceratophyllus","phrillinae",NA,NA,"species","Ceratophyllus phrillinae","CoL","orig",3677,242
"Siphonaptera","Ceratophyllidae","Ceratophyllus","picatilis",NA,NA,"species","Ceratophyllus picatilis","CoL","orig",3678,243
"Siphonaptera","Ceratophyllidae","Ceratophyllus","pullatus",NA,NA,"species","Ceratophyllus pullatus","CoL","orig",3679,244
"Siphonaptera","Ceratophyllidae","Ceratophyllus","qinghaiensis",NA,NA,"species","Ceratophyllus qinghaiensis","CoL","orig",3680,245
"Siphonaptera","Ceratophyllidae","Ceratophyllus","rauschi",NA,NA,"species","Ceratophyllus rauschi","CoL","orig",3681,246
"Siphonaptera","Ceratophyllidae","Ceratophyllus","rossittensis",NA,NA,"species","Ceratophyllus rossittensis","CoL","orig",3682,248
"Siphonaptera","Ceratophyllidae","Ceratophyllus","rossittensis","monasteriensis",NA,"subspecies","Ceratophyllus rossittensis monasteriensis","CoL","orig",3683,248
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","corvinus",NA,NA,"species","Ceratopsyllus corvinus","CoL","orig",3684,248
"Siphonaptera","Ceratophyllidae","Ceratophyllus","rusticus",NA,NA,"species","Ceratophyllus rusticus","CoL","orig",3685,249
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","dalei",NA,NA,"species","Ceratopsyllus dalei","CoL","orig",3686,249
"Siphonaptera","Ceratophyllidae","Ceratophyllus","sclerapicalis",NA,NA,"species","Ceratophyllus sclerapicalis","CoL","orig",3687,250
"Siphonaptera","Ceratophyllidae","Ceratophyllus","scopulorum",NA,NA,"species","Ceratophyllus scopulorum","CoL","orig",3688,251
"Siphonaptera","Ceratophyllidae","Ceratophyllus","sinicus",NA,NA,"species","Ceratophyllus sinicus","CoL","orig",3689,252
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","avicitelli",NA,NA,"species","Ceratopsyllus avicitelli","CoL","orig",3690,252
"Siphonaptera","Ceratophyllidae","Ceratophyllus","spinosus",NA,NA,"species","Ceratophyllus spinosus","CoL","orig",3691,253
"Siphonaptera","Ceratophyllidae","Ceratophyllus","styx","concinnus",NA,"subspecies","Ceratophyllus styx concinnus","CoL","orig",3692,2077
"Siphonaptera","Ceratophyllidae","Ceratophyllus","styx","freyi",NA,"subspecies","Ceratophyllus styx freyi","CoL","orig",3693,2078
"Siphonaptera","Ceratophyllidae","Ceratophyllus","styx","styx",NA,"subspecies","Ceratophyllus styx styx","CoL","orig",3694,2079
"Siphonaptera","Ceratophyllidae","Ceratophyllus","titicacensis",NA,NA,"species","Ceratophyllus titicacensis","CoL","orig",3695,254
"Siphonaptera","Ceratophyllidae","Ceratophyllus","tribulis",NA,NA,"species","Ceratophyllus tribulis","CoL","orig",3696,255
"Siphonaptera","Ceratophyllidae","Ceratophyllus","tribulis","dilatus",NA,"subspecies","Ceratophyllus tribulis dilatus","CoL","orig",3697,255
"Siphonaptera","Ceratophyllidae","Ceratophyllus","tribulis","kievensis",NA,"subspecies","Ceratophyllus tribulis kievensis","CoL","orig",3698,255
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","passerinus",NA,NA,"species","Ceratopsyllus passerinus","CoL","orig",3699,255
"Siphonaptera","Ceratophyllidae","Ceratophyllus","vagabundus",NA,NA,"species","Ceratophyllus vagabundus","CoL","orig",3700,2082
"Siphonaptera","Ceratophyllidae","Ceratophyllus","vagabundus","orientalis",NA,"subspecies","Ceratophyllus vagabundus orientalis","CoL","orig",3701,2082
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","digitalis",NA,NA,"species","Ceratopsyllus digitalis","CoL","orig",3702,2082
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","dimi",NA,NA,"species","Ceratopsyllus dimi","CoL","orig",3703,2082
"Siphonaptera","Ceratophyllidae","Ceratopsyllus","monedulae",NA,NA,"species","Ceratopsyllus monedulae","CoL","orig",3704,2082
"Siphonaptera","Ceratophyllidae","Ceratophyllus","vagabundus","alpestris",NA,"subspecies","Ceratophyllus vagabundus alpestris","CoL","orig",3705,2080
"Siphonaptera","Ceratophyllidae","Ceratophyllus","vagabundus","insularis",NA,"subspecies","Ceratophyllus vagabundus insularis","CoL","orig",3706,2081
"Siphonaptera","Ceratophyllidae","Ceratophyllus","vagabundus","vagabundus",NA,"subspecies","Ceratophyllus vagabundus vagabundus","CoL","orig",3707,2082
"Siphonaptera","Ceratophyllidae","Ceratophyllus","wui",NA,NA,"species","Ceratophyllus wui","CoL","orig",3708,256
"Siphonaptera","Ceratophyllidae","Ceratophyllus","zhovtyi",NA,NA,"species","Ceratophyllus zhovtyi","CoL","orig",3709,257
"Siphonaptera","Vermipsyllidae","Chaetopsylla","ailuropodae",NA,NA,"species","Chaetopsylla ailuropodae","CoL","orig",3710,258
"Siphonaptera","Vermipsyllidae","Chaetopsylla","alia",NA,NA,"species","Chaetopsylla alia","CoL","orig",3711,259
"Siphonaptera","Vermipsyllidae","Chaetopsylla","appropinquans",NA,NA,"species","Chaetopsylla appropinquans","CoL","orig",3712,260
"Siphonaptera","Vermipsyllidae","Chaetopsylla","caucasica",NA,NA,"species","Chaetopsylla caucasica","CoL","orig",3713,261
"Siphonaptera","Vermipsyllidae","Chaetopsylla","dogieli",NA,NA,"species","Chaetopsylla dogieli","CoL","orig",3714,262
"Siphonaptera","Vermipsyllidae","Chaetopsylla","floridensis",NA,NA,"species","Chaetopsylla floridensis","CoL","orig",3715,263
"Siphonaptera","Vermipsyllidae","Chaetopsylla","globiceps",NA,NA,"species","Chaetopsylla globiceps","CoL","orig",3716,264
"Siphonaptera",NA,"Achaetopsylla","kohauti",NA,NA,"species","Achaetopsylla kohauti","CoL","orig",3717,264
"Siphonaptera","Vermipsyllidae","Chaetopsylla","gracilis",NA,NA,"species","Chaetopsylla gracilis","CoL","orig",3718,265
"Siphonaptera","Vermipsyllidae","Chaetopsylla","hangchowensis",NA,NA,"species","Chaetopsylla hangchowensis","CoL","orig",3719,266
"Siphonaptera","Vermipsyllidae","Chaetopsylla","hohuana",NA,NA,"species","Chaetopsylla hohuana","CoL","orig",3720,267
"Siphonaptera","Vermipsyllidae","Chaetopsylla","homoea",NA,NA,"species","Chaetopsylla homoea","CoL","orig",3721,268
"Siphonaptera","Vermipsyllidae","Chaetopsylla","homoea","carenis",NA,"subspecies","Chaetopsylla homoea carenis","CoL","orig",3722,268
"Siphonaptera","Vermipsyllidae","Chaetopsylla","hyaenae",NA,NA,"species","Chaetopsylla hyaenae","CoL","orig",3723,269
"Siphonaptera",NA,"Achaetopsylla","striatus",NA,NA,"species","Achaetopsylla striatus","CoL","orig",3724,269
"Siphonaptera","Vermipsyllidae","Chaetopsylla","jamesoni",NA,NA,"species","Chaetopsylla jamesoni","CoL","orig",3725,270
"Siphonaptera","Vermipsyllidae","Chaetopsylla","korobkovi",NA,NA,"species","Chaetopsylla korobkovi","CoL","orig",3726,271
"Siphonaptera","Vermipsyllidae","Chaetopsylla","lasia",NA,NA,"species","Chaetopsylla lasia","CoL","orig",3727,272
"Siphonaptera","Vermipsyllidae","Chaetopsylla","lotoris",NA,NA,"species","Chaetopsylla lotoris","CoL","orig",3728,273
"Siphonaptera","Vermipsyllidae","Chaetopsylla","matina",NA,NA,"species","Chaetopsylla matina","CoL","orig",3729,274
"Siphonaptera","Vermipsyllidae","Chaetopsylla","media",NA,NA,"species","Chaetopsylla media","CoL","orig",3730,275
"Siphonaptera","Vermipsyllidae","Chaetopsylla","mikado",NA,NA,"species","Chaetopsylla mikado","CoL","orig",3731,276
"Siphonaptera",NA,"Achaetopsylla","nocens",NA,NA,"species","Achaetopsylla nocens","CoL","orig",3732,276
"Siphonaptera","Vermipsyllidae","Chaetopsylla","mirabilis",NA,NA,"species","Chaetopsylla mirabilis","CoL","orig",3733,277
"Siphonaptera","Vermipsyllidae","Chaetopsylla","rothschildi",NA,NA,"species","Chaetopsylla rothschildi","CoL","orig",3734,278
"Siphonaptera",NA,"Achaetopsylla","kakhetiana",NA,NA,"species","Achaetopsylla kakhetiana","CoL","orig",3735,278
"Siphonaptera","Vermipsyllidae","Chaetopsylla","setosa",NA,NA,"species","Chaetopsylla setosa","CoL","orig",3736,279
"Siphonaptera","Vermipsyllidae","Chaetopsylla","stewarti",NA,NA,"species","Chaetopsylla stewarti","CoL","orig",3737,280
"Siphonaptera","Vermipsyllidae","Chaetopsylla","trichosa",NA,NA,"species","Chaetopsylla trichosa","CoL","orig",3738,281
"Siphonaptera","Vermipsyllidae","Chaetopsylla","tuberculaticeps",NA,NA,"species","Chaetopsylla tuberculaticeps","CoL","orig",3739,282
"Siphonaptera",NA,"Achaetopsylla","strandi",NA,NA,"species","Achaetopsylla strandi","CoL","orig",3740,282
"Siphonaptera",NA,"Achaetopsylla","ursi",NA,NA,"species","Achaetopsylla ursi","CoL","orig",3741,282
"Siphonaptera","Vermipsyllidae","Chaetopsylla","wenxianensis",NA,NA,"species","Chaetopsylla wenxianensis","CoL","orig",3742,283
"Siphonaptera","Vermipsyllidae","Chaetopsylla","zhengi",NA,NA,"species","Chaetopsylla zhengi","CoL","orig",3743,284
"Siphonaptera","Vermipsyllidae","Chaetopsylla","zibellina",NA,NA,"species","Chaetopsylla zibellina","CoL","orig",3744,285
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","aethiopica",NA,NA,"species","Chiastopsylla aethiopica","CoL","orig",3745,286
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","capensis",NA,NA,"species","Chiastopsylla capensis","CoL","orig",3746,287
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","carus",NA,NA,"species","Chiastopsylla carus","CoL","orig",3747,288
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","coraxis",NA,NA,"species","Chiastopsylla coraxis","CoL","orig",3748,289
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","gariepensis",NA,NA,"species","Chiastopsylla gariepensis","CoL","orig",3749,290
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","godfreyi",NA,NA,"species","Chiastopsylla godfreyi","CoL","orig",3750,291
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","couchae",NA,NA,"species","Chiastopsylla couchae","CoL","orig",3751,291
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","monticola",NA,NA,"species","Chiastopsylla monticola","CoL","orig",3752,292
"Siphonaptera","Chimaeropsyllidae","Chiastopsylla","mulleri","longisetis",NA,"subspecies","Chiastopsylla mulleri longisetis","CoL","orig",3753,2083
