"taxonID","datasetID","parentNameUsageID","acceptedNameUsageID","originalNameUsageID","scientificName","scientificNameAuthorship","canonicalName","genericName","specificEpithet","infraspecificEpithet","taxonRank","nameAccordingTo","namePublishedIn","taxonomicStatus","nomenclaturalStatus","taxonRemarks","kingdom","phylum","class","order","family","genus"
9032544,"6cfd67d6-4f9b-400b-8549-1933ac27936f",1417115,NA,NA,"Ceratophyllus stylosus Baker","Baker","Ceratophyllus stylosus","Ceratophyllus","stylosus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417153,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,NA,NA,"Ceratophyllus styx Rothschild, 1900","Rothschild, 1900","Ceratophyllus styx","Ceratophyllus","styx",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
6194209,"7ddf754f-d193-4cc9-b351-99906754a03b",1417153,NA,NA,"Ceratophyllus styx jordani Smit, 1955","Smit, 1955","Ceratophyllus styx jordani","Ceratophyllus","styx","jordani","subspecies",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
8348892,"80b4b440-eaca-4860-aadf-d0dfdd3e856e",1416901,"1416903",NA,"Ceratophyllus telchinum Rothschild, 1905","Rothschild, 1905","Ceratophyllus telchinum","Ceratophyllus","telchinum",NA,"species",NA,NA,"homotypic synonym",NA,"Originally found in sources as accepted taxon within Ceratophyllus J.Curtis, 1832","Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Malaraeus"
4480886,"90d9e8a6-0ce1-472d-b682-3451095dbc5a",1417360,"1417379",NA,"Ceratophyllus tesquorum Wagner, 1898","Wagner, 1898","Ceratophyllus tesquorum","Ceratophyllus","tesquorum",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Citellophilus"
4480883,"90d9e8a6-0ce1-472d-b682-3451095dbc5a",1417360,"1417365",NA,"Ceratophyllus transcaucasicus Ioff & Argyropoulo, 1934","Ioff & Argyropoulo, 1934","Ceratophyllus transcaucasicus","Ceratophyllus","transcaucasicus",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Citellophilus"
6194188,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417201",NA,"Ceratophyllus tribulis dilatus Dudolkina, 1946","Dudolkina, 1946","Ceratophyllus tribulis dilatus","Ceratophyllus","tribulis","dilatus","subspecies",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
6194189,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417201",NA,"Ceratophyllus tribulis kievensis Wagner, 1930","Wagner, 1930","Ceratophyllus tribulis kievensis","Ceratophyllus","tribulis","kievensis","subspecies",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
9109742,"6cfd67d6-4f9b-400b-8549-1933ac27936f",1416848,"1416865",NA,"Ceratophyllus tuberculatus Baker","Baker","Ceratophyllus tuberculatus","Ceratophyllus","tuberculatus",NA,"species",NA,NA,"homotypic synonym",NA,"Originally found in sources as accepted taxon within Ceratophyllus J.Curtis, 1832","Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla"
4480839,"de8934f4-a136-481c-a87a-b0b202b80a31",1416967,"1416993",NA,"Ceratophyllus turbidus N.C.Rothschild, 1909","N.C.Rothschild, 1909","Ceratophyllus turbidus","Ceratophyllus","turbidus",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Megabothris"
1417119,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,NA,"6547286","Ceratophyllus vagabundus (Boheman, 1866)","(Boheman, 1866)","Ceratophyllus vagabundus","Ceratophyllus","vagabundus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
9055046,"6cfd67d6-4f9b-400b-8549-1933ac27936f",1416589,"1416599",NA,"Ceratophyllus vesperalis Jordan","Jordan","Ceratophyllus vesperalis","Ceratophyllus","vesperalis",NA,"species",NA,NA,"homotypic synonym",NA,"Originally found in sources as accepted taxon within Ceratophyllus J.Curtis, 1832","Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Opisodasys"
6194246,"7ddf754f-d193-4cc9-b351-99906754a03b",1416800,"1416809",NA,"Ceratophyllus vison reeheri Hubbard, 1954","Hubbard, 1954","Ceratophyllus vison reeheri","Ceratophyllus","vison","reeheri","subspecies",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Monopsyllus"
6547279,"90d9e8a6-0ce1-472d-b682-3451095dbc5a",1417981,"1417988",NA,"Ceratophyllus volgensis Wagner & Ioff, 1926","Wagner & Ioff, 1926","Ceratophyllus volgensis","Ceratophyllus","volgensis",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Ophthalmopsylla"
9155269,"6cfd67d6-4f9b-400b-8549-1933ac27936f",1416893,"1416894",NA,"Ceratophyllus wagneri Baker","Baker","Ceratophyllus wagneri","Ceratophyllus","wagneri",NA,"species",NA,NA,"homotypic synonym",NA,"Originally found in sources as accepted taxon within Ceratophyllus J.Curtis, 1832","Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Aetheca"
4480835,"de8934f4-a136-481c-a87a-b0b202b80a31",1416967,"1416976",NA,"Ceratophyllus walkeri N.C.Rothschild, 1902","N.C.Rothschild, 1902","Ceratophyllus walkeri","Ceratophyllus","walkeri",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Megabothris"
4480844,"de8934f4-a136-481c-a87a-b0b202b80a31",1417396,"1417424",NA,"Ceratophyllus watersoni K.Jordan, 1925","K.Jordan, 1925","Ceratophyllus watersoni","Ceratophyllus","watersoni",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Callopsylla"
9899632,"de8934f4-a136-481c-a87a-b0b202b80a31",1417396,"1417424",NA,"Ceratophyllus waterstoni K.Jordan, 1925","K.Jordan, 1925","Ceratophyllus waterstoni","Ceratophyllus","waterstoni",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Callopsylla"
8841065,"6cfd67d6-4f9b-400b-8549-1933ac27936f",1417004,"1417026",NA,"Ceratophyllus wickhami Baker","Baker","Ceratophyllus wickhami","Ceratophyllus","wickhami",NA,"species",NA,NA,"synonym",NA,"Originally found in sources as accepted taxon within Ceratophyllus J.Curtis, 1832","Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas"
4480910,"de8934f4-a136-481c-a87a-b0b202b80a31",1417597,"1417606",NA,"Ceratopsylla intermedia N.C.Rothschild, 1898","N.C.Rothschild, 1898","Ceratopsylla intermedia","Ceratopsylla","intermedia",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Ischnopsyllus"
4480909,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6",1417597,"1417623",NA,"Ceratopsylla jubata Wagner, 1898","Wagner, 1898","Ceratopsylla jubata","Ceratopsylla","jubata",NA,"species",NA,NA,"heterotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Ischnopsyllus"
4480913,"de8934f4-a136-481c-a87a-b0b202b80a31",1417597,"1417612",NA,"Ceratopsylla obscura J.N.Wagner, 1898","J.N.Wagner, 1898","Ceratopsylla obscura","Ceratopsylla","obscura",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Ischnopsyllus"
4480906,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6",1417597,"1417633",NA,"Ceratopsylla suboscura Wagner, 1898","Wagner, 1898","Ceratopsylla suboscura","Ceratopsylla","suboscura",NA,"species",NA,NA,"heterotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Ischnopsyllus"
9447099,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6",1417465,"7045085",NA,"Ceratopsylla unipectinata Koaut, 1903","Koaut, 1903","Ceratopsylla unipectinata","Ceratopsylla","unipectinata",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Rhinolophopsylla"
4480907,"de8934f4-a136-481c-a87a-b0b202b80a31",1417597,"1417616",NA,"Ceratopsylla variabilis J.N.Wagner, 1898","J.N.Wagner, 1898","Ceratopsylla variabilis","Ceratopsylla","variabilis",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Ischnopsyllus"
1417196,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417193",NA,"Ceratopsyllus aenas Dale, 1878","Dale, 1878","Ceratopsyllus aenas","Ceratopsyllus","aenas",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417133,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417128",NA,"Ceratopsyllus angulatus Wahlgren, 1903","Wahlgren, 1903","Ceratopsyllus angulatus","Ceratopsyllus","angulatus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417186,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417185",NA,"Ceratopsyllus avicitelli Ioff, 1946","Ioff, 1946","Ceratopsyllus avicitelli","Ceratopsyllus","avicitelli",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417171,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417193","10258580","Ceratopsyllus avium (Taschenberg, 1880)","(Taschenberg, 1880)","Ceratopsyllus avium","Ceratopsyllus","avium",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417206,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417205",NA,"Ceratopsyllus balati Rosicky, 1955","Rosicky, 1955","Ceratopsyllus balati","Ceratopsyllus","balati",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417218,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417217",NA,"Ceratopsyllus breviprojectus Liu, Wu & Wu, 1966","Liu, Wu & Wu, 1966","Ceratopsyllus breviprojectus","Ceratopsyllus","breviprojectus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417226,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417222",NA,"Ceratopsyllus chaoi Wang, 1957","Wang, 1957","Ceratopsyllus chaoi","Ceratopsyllus","chaoi",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417172,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417170","4480846","Ceratopsyllus columbinus (Megnin, 1880)","(Megnin, 1880)","Ceratopsyllus columbinus","Ceratopsyllus","columbinus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417142,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417140",NA,"Ceratopsyllus corvinus Peus, 1941","Peus, 1941","Ceratopsyllus corvinus","Ceratopsyllus","corvinus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417175,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417174",NA,"Ceratopsyllus dalei Rothschild, 1903","Rothschild, 1903","Ceratopsyllus dalei","Ceratopsyllus","dalei",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
4480898,"de8934f4-a136-481c-a87a-b0b202b80a31",1417542,"1417547",NA,"Ceratopsyllus dictenus Kolenati, 1856","Kolenati, 1856","Ceratopsyllus dictenus","Ceratopsyllus","dictenus",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Nycteridopsylla"
1417121,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417119",NA,"Ceratopsyllus digitalis Waghlgren, 1903","Waghlgren, 1903","Ceratopsyllus digitalis","Ceratopsyllus","digitalis",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417124,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417119",NA,"Ceratopsyllus dimi Mikulin, 1958","Mikulin, 1958","Ceratopsyllus dimi","Ceratopsyllus","dimi",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417157,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417153",NA,"Ceratopsyllus flaveolus Rothschild, 1909","Rothschild, 1909","Ceratopsyllus flaveolus","Ceratopsyllus","flaveolus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
4480889,"de8934f4-a136-481c-a87a-b0b202b80a31",1417087,"1417089",NA,"Ceratopsyllus gallinulae C.W.Dale, 1878","C.W.Dale, 1878","Ceratopsyllus gallinulae","Ceratopsyllus","gallinulae",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Dasypsyllus"
1417198,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417193",NA,"Ceratopsyllus gibsoni Fox, 1914","Fox, 1914","Ceratopsyllus gibsoni","Ceratopsyllus","gibsoni",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417195,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417193",NA,"Ceratopsyllus glaphyrus Dampf, 1908","Dampf, 1908","Ceratopsyllus glaphyrus","Ceratopsyllus","glaphyrus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
10575003,"de8934f4-a136-481c-a87a-b0b202b80a31",1417597,"1417636",NA,"Ceratopsyllus hexactenus Kolenati, 1856","Kolenati, 1856","Ceratopsyllus hexactenus","Ceratopsyllus","hexactenus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Ischnopsyllus"
1417227,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417222",NA,"Ceratopsyllus numidus Jordan & Rothschild, 1915","Jordan & Rothschild, 1915","Ceratopsyllus numidus","Ceratopsyllus","numidus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
4480908,"de8934f4-a136-481c-a87a-b0b202b80a31",1417597,"1417623",NA,"Ceratopsyllus octactenus Kolenati, 1856","Kolenati, 1856","Ceratopsyllus octactenus","Ceratopsyllus","octactenus",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Ischnopsyllus"
1417130,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417128",NA,"Ceratopsyllus oligochaetus Wagner, 1903","Wagner, 1903","Ceratopsyllus oligochaetus","Ceratopsyllus","oligochaetus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417135,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417128",NA,"Ceratopsyllus palmeni Nordberg, 1935","Nordberg, 1935","Ceratopsyllus palmeni","Ceratopsyllus","palmeni",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417203,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417201",NA,"Ceratopsyllus passerinus Li, 1952","Li, 1952","Ceratopsyllus passerinus","Ceratopsyllus","passerinus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
4480896,"de8934f4-a136-481c-a87a-b0b202b80a31",1417542,"1417567",NA,"Ceratopsyllus pentactena Kolenati, 1856","Kolenati, 1856","Ceratopsyllus pentactena","Ceratopsyllus","pentactena",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Nycteridopsylla"
1417231,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417228",NA,"Ceratopsyllus phaulius Rothschild, 1909","Rothschild, 1909","Ceratopsyllus phaulius","Ceratopsyllus","phaulius",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417229,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417228",NA,"Ceratopsyllus pinnatus Wagner, 1898","Wagner, 1898","Ceratopsyllus pinnatus","Ceratopsyllus","pinnatus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417197,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417193",NA,"Ceratopsyllus pratensis Dale, 1878","Dale, 1878","Ceratopsyllus pratensis","Ceratopsyllus","pratensis",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417132,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417128",NA,"Ceratopsyllus quebecensis Fox, 1940","Fox, 1940","Ceratopsyllus quebecensis","Ceratopsyllus","quebecensis",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
4480788,"90d9e8a6-0ce1-472d-b682-3451095dbc5a",1417867,"1417872",NA,"Ceratopsyllus quirosi Gil Collado, 1934","Gil Collado, 1934","Ceratopsyllus quirosi","Ceratopsyllus","quirosi",NA,"species",NA,NA,"homotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Odontopsyllus"
1417129,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417128",NA,"Ceratopsyllus rhipisoides (Li & Wang, 1964)","(Li & Wang, 1964)","Ceratopsyllus rhipisoides","Ceratopsyllus","rhipisoides",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417215,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417214",NA,"Ceratopsyllus rileyi Liu, 1935","Liu, 1935","Ceratopsyllus rileyi","Ceratopsyllus","rileyi",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417194,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417193",NA,"Ceratopsyllus spini Dale, 1878","Dale, 1878","Ceratopsyllus spini","Ceratopsyllus","spini",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417139,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417138",NA,"Ceratopsyllus sternacuminatus Brown, 1968","Brown, 1968","Ceratopsyllus sternacuminatus","Ceratopsyllus","sternacuminatus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417232,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417228",NA,"Ceratopsyllus troglodytes Dampf, 1908","Dampf, 1908","Ceratopsyllus troglodytes","Ceratopsyllus","troglodytes",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417199,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417193",NA,"Ceratopsyllus turdi Dale, 1878","Dale, 1878","Ceratopsyllus turdi","Ceratopsyllus","turdi",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
1417134,"7ddf754f-d193-4cc9-b351-99906754a03b",1417115,"1417128",NA,"Ceratopsyllus utahensis Chapin, 1919","Chapin, 1919","Ceratopsyllus utahensis","Ceratopsyllus","utahensis",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus"
4480783,"90d9e8a6-0ce1-472d-b682-3451095dbc5a",1416217,"1416250",NA,"Chaetopsylla hispanica Gil Collado, 1948","Gil Collado, 1948","Chaetopsylla hispanica","Chaetopsylla","hispanica",NA,"species",NA,NA,"heterotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Vermipsyllidae","Chaetopsylla"
6194385,"7ddf754f-d193-4cc9-b351-99906754a03b",1416217,"1416219",NA,"Chaetopsylla homoea carenis (Jordan, 1932)","(Jordan, 1932)","Chaetopsylla homoea carenis","Chaetopsylla","homoea","carenis","subspecies",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Vermipsyllidae","Chaetopsylla"
4480785,"90d9e8a6-0ce1-472d-b682-3451095dbc5a",1416217,"1416227",NA,"Chaetopsylla kakhetiana Savenko, 1949","Savenko, 1949","Chaetopsylla kakhetiana","Chaetopsylla","kakhetiana",NA,"species",NA,NA,"heterotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Vermipsyllidae","Chaetopsylla"
4480781,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6",1416217,"1416223",NA,"Chaetopsylla ursi Rothschild, 1902","Rothschild, 1902","Chaetopsylla ursi","Chaetopsylla","ursi",NA,"species",NA,NA,"heterotypic synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Vermipsyllidae","Chaetopsylla"
1416245,"7ddf754f-d193-4cc9-b351-99906754a03b",1416217,NA,NA,"Chaetopsylla wangi Liu, 1997","Liu, 1997","Chaetopsylla wangi","Chaetopsylla","wangi",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Vermipsyllidae","Chaetopsylla"
1418145,"7ddf754f-d193-4cc9-b351-99906754a03b",1418130,"1418144",NA,"Chiastopsylla klaveriana De Meillon, 1940","De Meillon, 1940","Chiastopsylla klaveriana","Chiastopsylla","klaveriana",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae","Chiastopsylla"
1418869,"7ddf754f-d193-4cc9-b351-99906754a03b",9010,NA,NA,"Chiliopsylla Rothschild, 1915","Rothschild, 1915","Chiliopsylla","Chiliopsylla",NA,NA,"genus",NA,"Novit. Zool., 22","accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Chiliopsylla"
1418870,"7ddf754f-d193-4cc9-b351-99906754a03b",1418869,NA,NA,"Chiliopsylla allophyla (Rothschild, 1908)","(Rothschild, 1908)","Chiliopsylla allophyla","Chiliopsylla","allophyla",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Chiliopsylla"
1418168,"7ddf754f-d193-4cc9-b351-99906754a03b",8847,NA,NA,"Chimaeropsylla Rothschild, 1911","Rothschild, 1911","Chimaeropsylla","Chimaeropsylla",NA,NA,"genus",NA,"Bull. Ent. Res., 2, 269","accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae","Chimaeropsylla"
1418170,"7ddf754f-d193-4cc9-b351-99906754a03b",1418168,NA,NA,"Chimaeropsylla potis Rothschild, 1911","Rothschild, 1911","Chimaeropsylla potis","Chimaeropsylla","potis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae","Chimaeropsylla"
8847,"7ddf754f-d193-4cc9-b351-99906754a03b",1366,NA,NA,"Chimaeropsyllidae",NA,"Chimaeropsyllidae","Chimaeropsyllidae",NA,NA,"family",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae",NA
1417911,"7ddf754f-d193-4cc9-b351-99906754a03b",5326,NA,NA,"Chinghaipsylla Liu & W.u.Tsai, 1974","Liu & W.u.Tsai, 1974","Chinghaipsylla","Chinghaipsylla",NA,NA,"genus",NA,"Acta Ent. Sin. 17","accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Chinghaipsylla"
7045086,"7ddf754f-d193-4cc9-b351-99906754a03b",1417496,NA,NA,"Chiropteropsylla brockmani brockmani","Rothschild, 1915","Chiropteropsylla brockmani brockmani","Chiropteropsylla","brockmani","brockmani","subspecies",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Chiropteropsylla"
1419588,"7ddf754f-d193-4cc9-b351-99906754a03b",5327,NA,NA,"Choristopsylla Jordan & Rothschild, 1922","Jordan & Rothschild, 1922","Choristopsylla","Choristopsylla",NA,NA,"genus",NA,"Ectoparasites, 1","accepted",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Lycopsyllidae","Choristopsylla"
6194284,"7ddf754f-d193-4cc9-b351-99906754a03b",1417360,"1417390",NA,"Citellophilus altaicus dzetysuensis (Mikulin, 1951)","(Mikulin, 1951)","Citellophilus altaicus dzetysuensis","Citellophilus","altaicus","dzetysuensis","subspecies",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Citellophilus"
8752979,"6cfd67d6-4f9b-400b-8549-1933ac27936f",1417408,"6194371",NA,"Citellophilus atallahi Lewis","Lewis","Citellophilus atallahi","Citellophilus","atallahi",NA,"species",NA,NA,"homotypic synonym",NA,"Originally found in sources as accepted taxon within Citellophilus Wagner, 1934","Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Callopsylla"
1417375,"7ddf754f-d193-4cc9-b351-99906754a03b",1417360,"1417371",NA,"Citellophilus danubrianus (Rothschild, 1909)","(Rothschild, 1909)","Citellophilus danubrianus","Citellophilus","danubrianus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Citellophilus"
