"family","subfamily","genus","species","author","namePublishedInYear","synonym.s.","TPTdataset","TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"Stivaliidae",NA,"Afristivalius","richardi","(Jordan)",1936,NA,"Lewis",578,"Lewis578",NA,NA,NA,NA,NA,NA,NA,"Afristivalius richardi (Jordan, 1936)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"richardi",NA,"species",NA,"(Jordan, 1936)",NA,NA,"accepted",NA,NA,"Afristivalius richardi"
"Stivaliidae",NA,"Afristivalius","timanus","(Jordan)",1931,NA,"Lewis",579,"Lewis579",NA,NA,NA,NA,NA,NA,NA,"Afristivalius timanus (Jordan, 1931)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"timanus",NA,"species",NA,"(Jordan, 1931)",NA,NA,"accepted",NA,NA,"Afristivalius timanus"
"Ceratophyllidae","Ceratophyllinae","Callopsylla","oreinus","(Jordan)",1937,NA,"Lewis",581,"Lewis581",NA,NA,NA,NA,NA,NA,NA,"Callopsylla oreinus (Jordan, 1937)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"oreinus",NA,"species",NA,"(Jordan, 1937)",NA,NA,"accepted",NA,NA,"Callopsylla oreinus"
"Vermipsyllidae",NA,"Chaetopsylla","matina","(Jordan)",1925,NA,"Lewis",582,"Lewis582",NA,NA,NA,NA,NA,NA,NA,"Chaetopsylla matina (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"matina",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Chaetopsylla matina"
"Pulicidae","Archaeopsyllinae","Ctenocephalides","connatus","(Jordan)",1925,NA,"Lewis",584,"Lewis584",NA,NA,NA,NA,NA,NA,NA,"Ctenocephalides connatus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"connatus",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Ctenocephalides connatus"
"Pulicidae","Archaeopsyllinae","Ctenocephalides","crataepus","(Jordan)",1925,NA,"Lewis",585,"Lewis585",NA,NA,NA,NA,NA,NA,NA,"Ctenocephalides crataepus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"crataepus",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Ctenocephalides crataepus"
"Rhopalopsyllidae","Parapsyllinae","Delostichus","talis","(Jordan)",1936,NA,"Lewis",587,"Lewis587",NA,NA,NA,NA,NA,NA,NA,"Delostichus talis (Jordan, 1936)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"talis",NA,"species",NA,"(Jordan, 1936)",NA,NA,"accepted",NA,NA,"Delostichus talis"
"Rhopalopsyllidae","Parapsyllinae","Ectinorus","barrerai","(Jordan)",1939,NA,"Lewis",588,"Lewis588",NA,NA,NA,NA,NA,NA,NA,"Ectinorus barrerai (Jordan, 1939)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"barrerai",NA,"species",NA,"(Jordan, 1939)",NA,NA,"accepted",NA,NA,"Ectinorus barrerai"
"Rhopalopsyllidae","Parapsyllinae","Ectinorus","galeanus","(Jordan)",1939,NA,"Lewis",589,"Lewis589",NA,NA,NA,NA,NA,NA,NA,"Ectinorus galeanus (Jordan, 1939)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"galeanus",NA,"species",NA,"(Jordan, 1939)",NA,NA,"accepted",NA,NA,"Ectinorus galeanus"
"Rhopalopsyllidae","Parapsyllinae","Ectinorus","hapalus","(Jordan)",1942,NA,"Lewis",590,"Lewis590",NA,NA,NA,NA,NA,NA,NA,"Ectinorus hapalus (Jordan, 1942)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hapalus",NA,"species",NA,"(Jordan, 1942)",NA,NA,"accepted",NA,NA,"Ectinorus hapalus"
"Rhopalopsyllidae","Parapsyllinae","Ectinorus","ixanus","(Jordan)",1942,NA,"Lewis",591,"Lewis591",NA,NA,NA,NA,NA,NA,NA,"Ectinorus ixanus (Jordan, 1942)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"ixanus",NA,"species",NA,"(Jordan, 1942)",NA,NA,"accepted",NA,NA,"Ectinorus ixanus"
"Rhopalopsyllidae","Parapsyllinae","Ectinorus","setosicornis","(Jordan)",1942,NA,"Lewis",592,"Lewis592",NA,NA,NA,NA,NA,NA,NA,"Ectinorus setosicornis (Jordan, 1942)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"setosicornis",NA,"species",NA,"(Jordan, 1942)",NA,NA,"accepted",NA,NA,"Ectinorus setosicornis"
"Rhopalopsyllidae","Parapsyllinae","Eritranis","andricus","(Jordan)",1939,NA,"Lewis",593,"Lewis593",NA,NA,NA,NA,NA,NA,NA,"Eritranis andricus (Jordan, 1939)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"andricus",NA,"species",NA,"(Jordan, 1939)",NA,NA,"accepted",NA,NA,"Eritranis andricus"
"Pulicidae","Spilopsyllinae","Euhoplopsyllus","andensis","(Jordan)",1933,NA,"Lewis",594,"Lewis594",NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus andensis (Jordan, 1933)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"andensis",NA,"species",NA,"(Jordan, 1933)",NA,NA,"accepted",NA,NA,"Euhoplopsyllus andensis"
"Pulicidae","Spilopsyllinae","Euhoplopsyllus","manconis","(Jordan)",1950,NA,"Lewis",595,"Lewis595",NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus manconis (Jordan, 1950)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"manconis",NA,"species",NA,"(Jordan, 1950)",NA,NA,"accepted",NA,NA,"Euhoplopsyllus manconis"
"Ceratophyllidae","Ceratophyllinae","Eumolpianus","fornacis","(Jordan)",1937,NA,"Lewis",596,"Lewis596",NA,NA,NA,NA,NA,NA,NA,"Eumolpianus fornacis (Jordan, 1937)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"fornacis",NA,"species",NA,"(Jordan, 1937)",NA,NA,"accepted",NA,NA,"Eumolpianus fornacis"
"Stivaliidae",NA,"Gryphopsylla","mjoebergi","(Jordan)",1926,NA,"Lewis",597,"Lewis597",NA,NA,NA,NA,NA,NA,NA,"Gryphopsylla mjoebergi (Jordan, 1926)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"mjoebergi",NA,"species",NA,"(Jordan, 1926)",NA,NA,"accepted",NA,NA,"Gryphopsylla mjoebergi"
"Ceratophyllidae","Ceratophyllinae","Kohlsia","campaniger","(Jordan)",1931,NA,"Lewis",598,"Lewis598",NA,NA,NA,NA,NA,NA,NA,"Kohlsia campaniger (Jordan, 1931)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"campaniger",NA,"species",NA,"(Jordan, 1931)",NA,NA,"accepted",NA,NA,"Kohlsia campaniger"
"Ceratophyllidae","Ceratophyllinae","Kueichenlipsylla","atrox","(Jordan)",1925,NA,"Lewis",599,"Lewis599",NA,NA,NA,NA,NA,NA,NA,"Kueichenlipsylla atrox (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"atrox",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Kueichenlipsylla atrox"
"Ceratophyllidae","Ceratophyllinae","Libyastus","consobrinus","(Jordan)",1925,NA,"Lewis",600,"Lewis600",NA,NA,NA,NA,NA,NA,NA,"Libyastus consobrinus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"consobrinus",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Libyastus consobrinus"
"Ceratophyllidae","Ceratophyllinae","Libyastus","duratus","(Jordan)",1931,NA,"Lewis",601,"Lewis601",NA,NA,NA,NA,NA,NA,NA,"Libyastus duratus (Jordan, 1931)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"duratus",NA,"species",NA,"(Jordan, 1931)",NA,NA,"accepted",NA,NA,"Libyastus duratus"
"Ceratophyllidae","Ceratophyllinae","Libyastus","notabilis","(Jordan)",1925,NA,"Lewis",602,"Lewis602",NA,NA,NA,NA,NA,NA,NA,"Libyastus notabilis (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"notabilis",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Libyastus notabilis"
"Ceratophyllidae","Ceratophyllinae","Libyastus","piger","(Jordan)",1925,NA,"Lewis",603,"Lewis603",NA,NA,NA,NA,NA,NA,NA,"Libyastus piger (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"piger",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Libyastus piger"
"Rhopalopsyllidae","Parapsyllinae","Listronius","robertsianus","(Jordan)",1938,NA,"Lewis",604,"Lewis604",NA,NA,NA,NA,NA,NA,NA,"Listronius robertsianus (Jordan, 1938)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"robertsianus",NA,"species",NA,"(Jordan, 1938)",NA,NA,"accepted",NA,NA,"Listronius robertsianus"
"Ceratophyllidae","Ceratophyllinae","Macrostylophora","borneensis","(Jordan)",1926,NA,"Lewis",605,"Lewis605",NA,NA,NA,NA,NA,NA,NA,"Macrostylophora borneensis (Jordan, 1926)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"borneensis",NA,"species",NA,"(Jordan, 1926)",NA,NA,"accepted",NA,NA,"Macrostylophora borneensis"
"Ceratophyllidae","Ceratophyllinae","Macrostylophora","phillipsi","(Jordan)",1925,NA,"Lewis",606,"Lewis606",NA,NA,NA,NA,NA,NA,NA,"Macrostylophora phillipsi (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"phillipsi",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Macrostylophora phillipsi"
"Stivaliidae",NA,"Medwayella","javana","(Jordan)",1933,NA,"Lewis",607,"Lewis607",NA,NA,NA,NA,NA,NA,NA,"Medwayella javana (Jordan, 1933)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"javana",NA,"species",NA,"(Jordan, 1933)",NA,NA,"accepted",NA,NA,"Medwayella javana"
"Stivaliidae",NA,"Medwayella","loncha","(Jordan)",1926,NA,"Lewis",608,"Lewis608",NA,NA,NA,NA,NA,NA,NA,"Medwayella loncha (Jordan, 1926)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"loncha",NA,"species",NA,"(Jordan, 1926)",NA,NA,"accepted",NA,NA,"Medwayella loncha"
"Stivaliidae",NA,"Medwayella","rhaeba","(Jordan)",1926,NA,"Lewis",609,"Lewis609",NA,NA,NA,NA,NA,NA,NA,"Medwayella rhaeba (Jordan, 1926)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"rhaeba",NA,"species",NA,"(Jordan, 1926)",NA,NA,"accepted",NA,NA,"Medwayella rhaeba"
"Ceratophyllidae","Ceratophyllinae","Megabothris","acerbus","(Jordan)",1925,NA,"Lewis",610,"Lewis610",NA,NA,NA,NA,NA,NA,NA,"Megabothris acerbus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"acerbus",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Megabothris acerbus"
"Ctenophthalmidae","Neopsyllinae","Meringis","shannoni","(Jordan)",1929,NA,"Lewis",611,"Lewis611",NA,NA,NA,NA,NA,NA,NA,"Meringis shannoni (Jordan, 1929)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"shannoni",NA,"species",NA,"(Jordan, 1929)",NA,NA,"accepted",NA,NA,"Meringis shannoni"
"Stivaliidae",NA,"Metastivalius","molestus","(Jordan)",1936,NA,"Lewis",612,"Lewis612",NA,NA,NA,NA,NA,NA,NA,"Metastivalius molestus (Jordan, 1936)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"molestus",NA,"species",NA,"(Jordan, 1936)",NA,NA,"accepted",NA,NA,"Metastivalius molestus"
"Stivaliidae",NA,"Metastivalius","shawmayeri","(Jordan)",1933,NA,"Lewis",613,"Lewis613",NA,NA,NA,NA,NA,NA,NA,"Metastivalius shawmayeri (Jordan, 1933)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"shawmayeri",NA,"species",NA,"(Jordan, 1933)",NA,NA,"accepted",NA,NA,"Metastivalius shawmayeri"
"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","oranus","(Jordan)",1931,NA,"Lewis",614,"Lewis614",NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus oranus (Jordan, 1931)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"oranus",NA,"species",NA,"(Jordan, 1931)",NA,NA,"accepted",NA,NA,"Nosopsyllus oranus"
"Ceratophyllidae","Ceratophyllinae","Orchopeas","caedens","(Jordan)",1925,NA,"Lewis",615,"Lewis615",NA,NA,NA,NA,NA,NA,NA,"Orchopeas caedens (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"caedens",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Orchopeas caedens"
"Ceratophyllidae","Ceratophyllinae","Orchopeas","latens","(Jordan)",1925,NA,"Lewis",616,"Lewis616",NA,NA,NA,NA,NA,NA,NA,"Orchopeas latens (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"latens",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Orchopeas latens"
"Ceratophyllidae","Ceratophyllinae","Orchopeas","pennsylvanicus","(Jordan)",1928,NA,"Lewis",617,"Lewis617",NA,NA,NA,NA,NA,NA,NA,"Orchopeas pennsylvanicus (Jordan, 1928)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"pennsylvanicus",NA,"species",NA,"(Jordan, 1928)",NA,NA,"accepted",NA,NA,"Orchopeas pennsylvanicus"
"Ceratophyllidae","Ceratophyllinae","Orchopeas","schisintus","(Jordan)",1929,NA,"Lewis",618,"Lewis618",NA,NA,NA,NA,NA,NA,NA,"Orchopeas schisintus (Jordan, 1929)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"schisintus",NA,"species",NA,"(Jordan, 1929)",NA,NA,"accepted",NA,NA,"Orchopeas schisintus"
"Ceratophyllidae","Ceratophyllinae","Oropsylla","rupestris","(Jordan)",1929,NA,"Lewis",619,"Lewis619",NA,NA,NA,NA,NA,NA,NA,"Oropsylla rupestris (Jordan, 1929)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"rupestris",NA,"species",NA,"(Jordan, 1929)",NA,NA,"accepted",NA,NA,"Oropsylla rupestris"
"Stivaliidae",NA,"Papuapsylla","alticola","(Jordan)",1937,NA,"Lewis",620,"Lewis620",NA,NA,NA,NA,NA,NA,NA,"Papuapsylla alticola (Jordan, 1937)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"alticola",NA,"species",NA,"(Jordan, 1937)",NA,NA,"accepted",NA,NA,"Papuapsylla alticola"
"Stivaliidae",NA,"Papuapsylla","corrugis","(Jordan)",1933,NA,"Lewis",621,"Lewis621",NA,NA,NA,NA,NA,NA,NA,"Papuapsylla corrugis (Jordan, 1933)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"corrugis",NA,"species",NA,"(Jordan, 1933)",NA,NA,"accepted",NA,NA,"Papuapsylla corrugis"
"Ceratophyllidae","Ceratophyllinae","Paraceras","melinum","(Jordan)",1925,NA,"Lewis",622,"Lewis622",NA,NA,NA,NA,NA,NA,NA,"Paraceras melinum (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"melinum",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Paraceras melinum"
"Stivaliidae",NA,"Parastivalius","gracilentus","(Jordan)",1933,NA,"Lewis",623,"Lewis623",NA,NA,NA,NA,NA,NA,NA,"Parastivalius gracilentus (Jordan, 1933)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"gracilentus",NA,"species",NA,"(Jordan, 1933)",NA,NA,"accepted",NA,NA,"Parastivalius gracilentus"
"Stephanocircidae","Craneopsyllinae","Plocopsylla","chiris","(Jordan)",1931,NA,"Lewis",625,"Lewis625",NA,NA,NA,NA,NA,NA,NA,"Plocopsylla chiris (Jordan, 1931)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"chiris",NA,"species",NA,"(Jordan, 1931)",NA,NA,"accepted",NA,NA,"Plocopsylla chiris"
"Ceratophyllidae","Ceratophyllinae","Plusaetis","equatoris","(Jordan)",1933,NA,"Lewis",627,"Lewis627",NA,NA,NA,NA,NA,NA,NA,"Plusaetis equatoris (Jordan, 1933)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"equatoris",NA,"species",NA,"(Jordan, 1933)",NA,NA,"accepted",NA,NA,"Plusaetis equatoris"
"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","tripus","(Jordan)",1933,NA,"Lewis",629,"Lewis629",NA,NA,NA,NA,NA,NA,NA,"Polygenis tripus (Jordan, 1933)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"tripus",NA,"species",NA,"(Jordan, 1933)",NA,NA,"accepted",NA,NA,"Polygenis tripus"
"Stivaliidae",NA,"Rectidigitus","ancisus","(Jordan)",1937,NA,"Lewis",630,"Lewis630",NA,NA,NA,NA,NA,NA,NA,"Rectidigitus ancisus (Jordan, 1937)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"ancisus",NA,"species",NA,"(Jordan, 1937)",NA,NA,"accepted",NA,NA,"Rectidigitus ancisus"
"Ischnopsyllidae","Ischnopsyllinae","Rhinolophopsylla","ectopa","(Jordan)",1937,NA,"Lewis",631,"Lewis631",NA,NA,NA,NA,NA,NA,NA,"Rhinolophopsylla ectopa (Jordan, 1937)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"ectopa",NA,"species",NA,"(Jordan, 1937)",NA,NA,"accepted",NA,NA,"Rhinolophopsylla ectopa"
"Ctenophthalmidae","Neopsyllidae","Rothschildiana","kopsteini","(Jordan)",1931,NA,"Lewis",632,"Lewis632",NA,NA,NA,NA,NA,NA,NA,"Rothschildiana kopsteini (Jordan, 1931)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"kopsteini",NA,"species",NA,"(Jordan, 1931)",NA,NA,"accepted",NA,NA,"Rothschildiana kopsteini"
"Stephanocircidae","Craneopsyllinae","Sphinctopsylla","tolmera","(Jordan)",1931,NA,"Lewis",633,"Lewis633",NA,NA,NA,NA,NA,NA,NA,"Sphinctopsylla tolmera (Jordan, 1931)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"tolmera",NA,"species",NA,"(Jordan, 1931)",NA,NA,"accepted",NA,NA,"Sphinctopsylla tolmera"
"Ceratophyllidae","Dactylopsyllinae","Spicata","comis","(Jordan)",1929,NA,"Lewis",634,"Lewis634",NA,NA,NA,NA,NA,NA,NA,"Spicata comis (Jordan, 1929)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"comis",NA,"species",NA,"(Jordan, 1929)",NA,NA,"accepted",NA,NA,"Spicata comis"
"Stivaliidae",NA,"Striopsylla","rugata","(Jordan)",1937,NA,"Lewis",635,"Lewis635",NA,NA,NA,NA,NA,NA,NA,"Striopsylla rugata (Jordan, 1937)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"rugata",NA,"species",NA,"(Jordan, 1937)",NA,NA,"accepted",NA,NA,"Striopsylla rugata"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","monticola","(Kohaut)",1904,NA,"Lewis",636,"Lewis636",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus monticola (Kohaut, 1904)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"monticola",NA,"species",NA,"(Kohaut, 1904)",NA,NA,"accepted",NA,NA,"Ctenophthalmus monticola"
"Ischnopsyllidae","Ischnopsyllinae","Nycteridopsylla","dictena","(Kolenati)",1856,NA,"Lewis",637,"Lewis637",NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla dictena (Kolenati, 1856)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dictena",NA,"species",NA,"(Kolenati, 1856)",NA,NA,"accepted",NA,NA,"Nycteridopsylla dictena"
"Ceratophyllidae","Ceratophyllinae","Callopsylla","mygala","(Lewis)",1971,NA,"Lewis",638,"Lewis638",NA,NA,NA,NA,NA,NA,NA,"Callopsylla mygala (Lewis, 1971)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"mygala",NA,"species",NA,"(Lewis, 1971)",NA,NA,"accepted",NA,NA,"Callopsylla mygala"
"Leptopsyllidae","Amphipsyllinae","Geusibia","triangularis","(Lewis)",1972,NA,"Lewis",640,"Lewis640",NA,NA,NA,NA,NA,NA,NA,"Geusibia triangularis (Lewis, 1972)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"triangularis",NA,"species",NA,"(Lewis, 1972)",NA,NA,"accepted",NA,NA,"Geusibia triangularis"
"Stivaliidae",NA,"Parathrassis","peninsularis","(Lewis)",1994,NA,"Lewis",641,"Lewis641",NA,NA,NA,NA,NA,NA,NA,"Parathrassis peninsularis (Lewis, 1994)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"peninsularis",NA,"species",NA,"(Lewis, 1994)",NA,NA,"accepted",NA,NA,"Parathrassis peninsularis"
"Leptopsyllidae","Amphipsyllinae","Aconothobius","orientalis","(Lewis, Kulkarni & Bhat)",1972,NA,"Lewis",642,"Lewis642",NA,NA,NA,NA,NA,NA,NA,"Aconothobius orientalis (Lewis, Kulkarni & Bhat, 1972)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"orientalis",NA,"species",NA,"(Lewis, Kulkarni & Bhat, 1972)",NA,NA,"accepted",NA,NA,"Aconothobius orientalis"
"Ceratophyllidae","Ceratophyllinae","Macrostylophora","trispinosa","(Liu)",1939,NA,"Lewis",643,"Lewis643",NA,NA,NA,NA,NA,NA,NA,"Macrostylophora trispinosa (Liu, 1939)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"trispinosa",NA,"species",NA,"(Liu, 1939)",NA,NA,"accepted",NA,NA,"Macrostylophora trispinosa"
"Ceratophyllidae","Ceratophyllinae","Callopsylla","changduensis","(Liu, Wu & Wu)",1966,NA,"Lewis",644,"Lewis644",NA,NA,NA,NA,NA,NA,NA,"Callopsylla changduensis (Liu, Wu & Wu, 1966)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"changduensis",NA,"species",NA,"(Liu, Wu & Wu, 1966)",NA,NA,"accepted",NA,NA,"Callopsylla changduensis"
"Ischnopsyllidae","Ischnopsyllinae","Mitchella","megatarsalia","(Liu, Wu & Wu)",1977,NA,"Lewis",645,"Lewis645",NA,NA,NA,NA,NA,NA,NA,"Mitchella megatarsalia (Liu, Wu & Wu, 1977)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"megatarsalia",NA,"species",NA,"(Liu, Wu & Wu, 1977)",NA,NA,"accepted",NA,NA,"Mitchella megatarsalia"
"Ischnopsyllidae","Ischnopsyllinae","Mitchella","truncata","(Liu, Wu & Wu)",1977,NA,"Lewis",646,"Lewis646",NA,NA,NA,NA,NA,NA,NA,"Mitchella truncata (Liu, Wu & Wu, 1977)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"truncata",NA,"species",NA,"(Liu, Wu & Wu, 1977)",NA,NA,"accepted",NA,NA,"Mitchella truncata"
"Stivaliidae",NA,"Metastivalius","anaxilas","(M. Rothschild)",1934,NA,"Lewis",647,"Lewis647",NA,NA,NA,NA,NA,NA,NA,"Metastivalius anaxilas (M. Rothschild, 1934)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"anaxilas",NA,"species",NA,"(M. Rothschild, 1934)",NA,NA,"accepted",NA,NA,"Metastivalius anaxilas"
"Stivaliidae",NA,"Rectidigitus","spooneri","(M. Rothschild)",1943,NA,"Lewis",648,"Lewis648",NA,NA,NA,NA,NA,NA,NA,"Rectidigitus spooneri (M. Rothschild, 1943)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"spooneri",NA,"species",NA,"(M. Rothschild, 1943)",NA,NA,"accepted",NA,NA,"Rectidigitus spooneri"
"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","heiseri","(McCoy)",1911,NA,"Lewis",649,"Lewis649",NA,NA,NA,NA,NA,NA,NA,"Rhadinopsylla heiseri (McCoy, 1911)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"heiseri",NA,"species",NA,"(McCoy, 1911)",NA,NA,"accepted",NA,NA,"Rhadinopsylla heiseri"
