"family","subfamily","genus","species","author","namePublishedInYear","synonym.s.","TPTdataset","TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"Ischnopsyllidae","Ischnopsyllinae","Ischnopsyllus","shanxiensis","Liu, Hsing & Chen",1981,NA,"Lewis",1971,"Lewis1971",NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus shanxiensis Liu, Hsing & Chen, 1981",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"shanxiensis",NA,"species",NA,"Liu, Hsing & Chen, 1981",NA,NA,"accepted",NA,NA,"Ischnopsyllus shanxiensis"
"Stivaliidae",NA,"Aviostivalius","apapillus","Liu, Li & Shi",1998,NA,"Lewis",1973,"Lewis1973",NA,NA,NA,NA,NA,NA,NA,"Aviostivalius apapillus Liu, Li & Shi, 1998",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"apapillus",NA,"species",NA,"Liu, Li & Shi, 1998",NA,NA,"accepted",NA,NA,"Aviostivalius apapillus"
"Ctenophthalmidae","Doratopsyllinae","Doratopsylla","hubeiensis","Liu, Wang & Yang",1994,NA,"Lewis",1986,"Lewis1986",NA,NA,NA,NA,NA,NA,NA,"Doratopsylla hubeiensis Liu, Wang & Yang, 1994",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hubeiensis",NA,"species",NA,"Liu, Wang & Yang, 1994",NA,NA,"accepted",NA,NA,"Doratopsylla hubeiensis"
"Stephanocircidae","Craneopsyllinae","Cleopsylla","barquezi","Lopez-Berribetia, Hastriter & Diaz",2016,NA,"Lewis",2005,"Lewis2005",NA,NA,NA,NA,NA,NA,NA,"Cleopsylla barquezi Lopez-Berribetia, Hastriter & Diaz, 2016",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"barquezi",NA,"species",NA,"Lopez-Berribetia, Hastriter & Diaz, 2016",NA,NA,"accepted",NA,NA,"Cleopsylla barquezi"
"Stephanocircidae","Craneopsyllinae","Plocopsylla","chicoanaensis","Lopez-Berrizbeitia, Sanchez, Barquez & Diaz",2018,NA,"Lewis",2006,"Lewis2006",NA,NA,NA,NA,NA,NA,NA,"Plocopsylla chicoanaensis Lopez-Berrizbeitia, Sanchez, Barquez & Diaz, 2018",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"chicoanaensis",NA,"species",NA,"Lopez-Berrizbeitia, Sanchez, Barquez & Diaz, 2018",NA,NA,"accepted",NA,NA,"Plocopsylla chicoanaensis"
"Stephanocircidae","Craneopsyllinae","Plocopsylla","hastriteri","Lopez-Berrizbeitia, Sanchez, Barquez & Diaz",2018,NA,"Lewis",2007,"Lewis2007",NA,NA,NA,NA,NA,NA,NA,"Plocopsylla hastriteri Lopez-Berrizbeitia, Sanchez, Barquez & Diaz, 2018",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hastriteri",NA,"species",NA,"Lopez-Berrizbeitia, Sanchez, Barquez & Diaz, 2018",NA,NA,"accepted",NA,NA,"Plocopsylla hastriteri"
"Pulicidae","Xenopsyllinae","Xenopsylla","orientalis","Marcus, DeMeillon & Davis",1960,NA,"Lewis",2028,"Lewis2028",NA,NA,NA,NA,NA,NA,NA,"Xenopsylla orientalis Marcus, DeMeillon & Davis, 1960",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"orientalis",NA,"species",NA,"Marcus, DeMeillon & Davis, 1960",NA,NA,"accepted",NA,NA,"Xenopsylla orientalis"
"Stivaliidae",NA,"Musserellus","dunneti","Mardon & Durden",2016,NA,"Lewis",2061,"Lewis2061",NA,NA,NA,NA,NA,NA,NA,"Musserellus dunneti Mardon & Durden, 2016",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dunneti",NA,"species",NA,"Mardon & Durden, 2016",NA,NA,"accepted",NA,NA,"Musserellus dunneti"
"Stivaliidae",NA,"Musserellus","marshalli","Mardon & Durden",2016,NA,"Lewis",2062,"Lewis2062",NA,NA,NA,NA,NA,NA,NA,"Musserellus marshalli Mardon & Durden, 2016",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"marshalli",NA,"species",NA,"Mardon & Durden, 2016",NA,NA,"accepted",NA,NA,"Musserellus marshalli"
"Stivaliidae",NA,"Musserellus","vanpeeneni","Mardon & Durden",2016,NA,"Lewis",2063,"Lewis2063",NA,NA,NA,NA,NA,NA,NA,"Musserellus vanpeeneni Mardon & Durden, 2016",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"vanpeeneni",NA,"species",NA,"Mardon & Durden, 2016",NA,NA,"accepted",NA,NA,"Musserellus vanpeeneni"
"Stivaliidae",NA,"Musserellus","wattsi","Mardon & Durden",2016,NA,"Lewis",2064,"Lewis2064",NA,NA,NA,NA,NA,NA,NA,"Musserellus wattsi Mardon & Durden, 2016",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"wattsi",NA,"species",NA,"Mardon & Durden, 2016",NA,NA,"accepted",NA,NA,"Musserellus wattsi"
"Stivaliidae",NA,"Musserellus","whitei","Mardon & Durden",2016,NA,"Lewis",2065,"Lewis2065",NA,NA,NA,NA,NA,NA,NA,"Musserellus whitei Mardon & Durden, 2016",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"whitei",NA,"species",NA,"Mardon & Durden, 2016",NA,NA,"accepted",NA,NA,"Musserellus whitei"
"Ceratophyllidae","Ceratophyllinae","Jellisonia","tiptoni","Mende & Altman",1960,NA,"Lewis",2072,"Lewis2072",NA,NA,NA,NA,NA,NA,NA,"Jellisonia tiptoni Mende & Altman, 1960",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"tiptoni",NA,"species",NA,"Mende & Altman, 1960",NA,NA,"accepted",NA,NA,"Jellisonia tiptoni"
"Tungidae",NA,"Tunga","trimamillata","Pampiglione, Trentini, Fioravanti, Onore & Rivasi",2002,NA,"Lewis",2104,"Lewis2104",NA,NA,NA,NA,NA,NA,NA,"Tunga trimamillata Pampiglione, Trentini, Fioravanti, Onore & Rivasi, 2002",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"trimamillata",NA,"species",NA,"Pampiglione, Trentini, Fioravanti, Onore & Rivasi, 2002",NA,NA,"accepted",NA,NA,"Tunga trimamillata"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","borealis","Rothschild",1907,NA,"Lewis",2186,"Lewis2186",NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus borealis Rothschild, 1907",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"borealis",NA,"species",NA,"Rothschild, 1907",NA,NA,"accepted",NA,NA,"Ceratophyllus borealis"
"Leptopsyllidae","Leptopsyllinae","Leptopsylla","lauta","Rothschild",1915,NA,"Lewis",2203,"Lewis2203",NA,NA,NA,NA,NA,NA,NA,"Leptopsylla lauta Rothschild, 1915",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"lauta",NA,"species",NA,"Rothschild, 1915",NA,NA,"accepted",NA,NA,"Leptopsylla lauta"
"Ctenophthalmidae","Ctenophthalminae","Neotyphloceras","boliviensis","Sanchez, Lareschi, Salazar-Bravo & Gardner",2018,NA,"Lewis",2236,"Lewis2236",NA,NA,NA,NA,NA,NA,NA,"Neotyphloceras boliviensis Sanchez, Lareschi, Salazar-Bravo & Gardner, 2018",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"boliviensis",NA,"species",NA,"Sanchez, Lareschi, Salazar-Bravo & Gardner, 2018",NA,NA,"accepted",NA,NA,"Neotyphloceras boliviensis"
"Ctenophthalmidae","Doratopsyllinae","Doratopsylla","araea","Smit & Rosicky",1976,NA,"Lewis",2420,"Lewis2420",NA,NA,NA,NA,NA,NA,NA,"Doratopsylla araea Smit & Rosicky, 1976",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"araea",NA,"species",NA,"Smit & Rosicky, 1976",NA,NA,"accepted",NA,NA,"Doratopsylla araea"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","cryptotis","Traub & Barrera",1966,NA,"Lewis",2524,"Lewis2524",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus cryptotis Traub & Barrera, 1966",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"cryptotis",NA,"species",NA,"Traub & Barrera, 1966",NA,NA,"accepted",NA,NA,"Ctenophthalmus cryptotis"
"Leptopsyllidae","Amphipsyllinae","Geusibia","liae","Wang",1995,NA,"Lewis",2614,"Lewis2614",NA,NA,NA,NA,NA,NA,NA,"Geusibia liae Wang, 1995",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"liae",NA,"species",NA,"Wang, 1995",NA,NA,"accepted",NA,NA,"Geusibia liae"
"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","eothenomus","Wang & Liu",1996,NA,"Lewis",2620,"Lewis2620",NA,NA,NA,NA,NA,NA,NA,"Rhadinopsylla eothenomus Wang & Liu, 1996",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"eothenomus",NA,"species",NA,"Wang & Liu, 1996",NA,NA,"accepted",NA,NA,"Rhadinopsylla eothenomus"
"Ceratophyllidae","Ceratophyllinae","Callopsylla","qinghaiensis","Wang, Li & Cai",1997,NA,"Lewis",2623,"Lewis2623",NA,NA,NA,NA,NA,NA,NA,"Callopsylla qinghaiensis Wang, Li & Cai, 1997",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"qinghaiensis",NA,"species",NA,"Wang, Li & Cai, 1997",NA,NA,"accepted",NA,NA,"Callopsylla qinghaiensis"
"Ceratophyllidae","Ceratophyllinae","Ceratophyllus","guinanensis","Wu & Li",1992,NA,"Lewis",2633,"Lewis2633",NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus guinanensis Wu & Li, 1992",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"guinanensis",NA,"species",NA,"Wu & Li, 1992",NA,NA,"accepted",NA,NA,"Ceratophyllus guinanensis"
"Ceratophyllidae","Ceratophyllinae","Callopsylla","bursiforma","Wu, Cai & Li",1994,NA,"Lewis",2640,"Lewis2640",NA,NA,NA,NA,NA,NA,NA,"Callopsylla bursiforma Wu, Cai & Li, 1994",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"bursiforma",NA,"species",NA,"Wu, Cai & Li, 1994",NA,NA,"accepted",NA,NA,"Callopsylla bursiforma"
"Ctenophthalmidae",NA,"Genoneopsylla","zhiyingi","Wu, Ge & Lan",2003,NA,"Lewis",2645,"Lewis2645",NA,NA,NA,NA,NA,NA,NA,"Genoneopsylla zhiyingi Wu, Ge & Lan, 2003",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"zhiyingi",NA,"species",NA,"Wu, Ge & Lan, 2003",NA,NA,"accepted",NA,NA,"Genoneopsylla zhiyingi"
"Hystrichopsyllidae","Hystrichopsyllinae","Hystrichopsylla","shaanxiensis","Zhang & Yu",1990,NA,"Lewis",2730,"Lewis2730",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla shaanxiensis Zhang & Yu, 1990",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"shaanxiensis",NA,"species",NA,"Zhang & Yu, 1990",NA,NA,"accepted",NA,NA,"Hystrichopsylla shaanxiensis"
"Ctenophthalmidae","Stenoponiinae","Stenoponia","dabashawensis","Zhang & Yu",1991,NA,"Lewis",2731,"Lewis2731",NA,NA,NA,NA,NA,NA,NA,"Stenoponia dabashawensis Zhang & Yu, 1991",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dabashawensis",NA,"species",NA,"Zhang & Yu, 1991",NA,NA,"accepted",NA,NA,"Stenoponia dabashawensis"
"Leptopsyllidae","Amphipsyllinae","Amphipsylla","paucispina","Zheng & Cai",1998,NA,"Lewis",2739,"Lewis2739",NA,NA,NA,NA,NA,NA,NA,"Amphipsylla paucispina Zheng & Cai, 1998",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"paucispina",NA,"species",NA,"Zheng & Cai, 1998",NA,NA,"accepted",NA,NA,"Amphipsylla paucispina"
"Pulicidae","Spilopsyllinae","Spilopsyllus","inaequalis inaequalis","(Baker)",1895,"Acediopsylla Ewing, 1940; Cediopsylla Jordan, 1925","Lewis",11,"Lewis11",NA,NA,NA,NA,NA,NA,NA,"Spilopsyllus inaequalis inaequalis (Baker, 1895)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"inaequalis","inaequalis","subspecies",NA,"(Baker, 1895)",NA,NA,"accepted",NA,NA,"Spilopsyllus inaequalis inaequalis"
"Pulicidae","Spilopsyllinae","Spilopsyllus","inaequalis interrupta","Jordan",1925,"Acediopsylla Ewing, 1940; Cediopsylla Jordan, 1925","Lewis",14,"Lewis14",NA,NA,NA,NA,NA,NA,NA,"Spilopsyllus inaequalis interrupta Jordan, 1925",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"inaequalis","interrupta","subspecies",NA,"Jordan, 1925",NA,NA,"accepted",NA,NA,"Spilopsyllus inaequalis interrupta"
"Ctenophthalmidae","Listropsyllinae","Listropsylla","dolosa dolosa","Rothschild",1907,"Ceratophyllus stygius Rothschild, 1908","Lewis",100,"Lewis100",NA,NA,NA,NA,NA,NA,NA,"Listropsylla dolosa dolosa Rothschild, 1907",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dolosa","dolosa","subspecies",NA,"Rothschild, 1907",NA,NA,"accepted",NA,NA,"Listropsylla dolosa dolosa"
"Pulicidae","Spilopsyllinae","Euhoplopsyllus","glacialis profugus","(Jordan)",1925,"Hoplopsyllus glacialis asiaticus Wang & Liao, 1961","Lewis",213,"Lewis213",NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus glacialis profugus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"glacialis","profugus","subspecies",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Euhoplopsyllus glacialis profugus"
"Pulicidae","Spilopsyllinae","Euhoplopsyllus","glacialis foxi","(Ewing)",1924,"Hoplopsyllus minutus C. Fox, 1926; Hoplopsyllus powersi C. Fox, 1926; Hoplopsyllus tenuidigitus Stewart, 1940","Lewis",214,"Lewis214",NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus glacialis foxi (Ewing, 1924)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"glacialis","foxi","subspecies",NA,"(Ewing, 1924)",NA,NA,"accepted",NA,NA,"Euhoplopsyllus glacialis foxi"
"Leptopsyllidae","Leptopsyllinae","Leptopsylla","pectiniceps pectiniceps","(Wagner)",1893,"Pectinoctenus adalis Jordan, 1929","Lewis",310,"Lewis310",NA,NA,NA,NA,NA,NA,NA,"Leptopsylla pectiniceps pectiniceps (Wagner, 1893)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"pectiniceps","pectiniceps","subspecies",NA,"(Wagner, 1893)",NA,NA,"accepted",NA,NA,"Leptopsylla pectiniceps pectiniceps"
"Pulicidae","Spilopsyllinae","Euhoplopsyllus","glacialis lynx","(Baker)",1904,NA,"Lewis",428,"Lewis428",NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus glacialis lynx (Baker, 1904)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"glacialis","lynx","subspecies",NA,"(Baker, 1904)",NA,NA,"accepted",NA,NA,"Euhoplopsyllus glacialis lynx"
"Ceratophyllidae","Ceratophyllinae","Amalaraeus","penicilliger mengdaensis","(Cai, Wu & Li)",1997,NA,"Lewis",450,"Lewis450",NA,NA,NA,NA,NA,NA,NA,"Amalaraeus penicilliger mengdaensis (Cai, Wu & Li, 1997)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"penicilliger","mengdaensis","subspecies",NA,"(Cai, Wu & Li, 1997)",NA,NA,"accepted",NA,NA,"Amalaraeus penicilliger mengdaensis"
"Pulicidae","Spilopsyllinae","Euhoplopsyllus","glacialis exoticus","(Jordan & Rothschild)",1923,NA,"Lewis",519,"Lewis519",NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus glacialis exoticus (Jordan & Rothschild, 1923)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"glacialis","exoticus","subspecies",NA,"(Jordan & Rothschild, 1923)",NA,NA,"accepted",NA,NA,"Euhoplopsyllus glacialis exoticus"
"Rhopalopsyllidae","Rhopalopsyllinae","Gephyropsylla","klagesi samuelis","(Jordan & Rothschild)",1923,NA,"Lewis",523,"Lewis523",NA,NA,NA,NA,NA,NA,NA,"Gephyropsylla klagesi samuelis (Jordan & Rothschild, 1923)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"klagesi","samuelis","subspecies",NA,"(Jordan & Rothschild, 1923)",NA,NA,"accepted",NA,NA,"Gephyropsylla klagesi samuelis"
"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","incisus incisus","(Jordan & Rothschild)",1913,NA,"Lewis",541,"Lewis541",NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus incisus incisus (Jordan & Rothschild, 1913)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"incisus","incisus","subspecies",NA,"(Jordan & Rothschild, 1913)",NA,NA,"accepted",NA,NA,"Nosopsyllus incisus incisus"
"Rhopalopsyllidae","Rhopalopsyllinae","Gephyropsylla","klagesi klagesi","(Rothschild)",1904,NA,"Lewis",702,"Lewis702",NA,NA,NA,NA,NA,NA,NA,"Gephyropsylla klagesi klagesi (Rothschild, 1904)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"klagesi","klagesi","subspecies",NA,"(Rothschild, 1904)",NA,NA,"accepted",NA,NA,"Gephyropsylla klagesi klagesi"
"Ceratophyllidae","Ceratophyllinae","Syngenopsyllus","calceatus calceatus","(Rothschild)",1905,NA,"Lewis",753,"Lewis753",NA,NA,NA,NA,NA,NA,NA,"Syngenopsyllus calceatus calceatus (Rothschild, 1905)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"calceatus","calceatus","subspecies",NA,"(Rothschild, 1905)",NA,NA,"accepted",NA,NA,"Syngenopsyllus calceatus calceatus"
"Pulicidae","Spilopsyllinae","Euhoplopsyllus","glacialis glacialis","(Taschenberg)",1880,NA,"Lewis",777,"Lewis777",NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus glacialis glacialis (Taschenberg, 1880)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"glacialis","glacialis","subspecies",NA,"(Taschenberg, 1880)",NA,NA,"accepted",NA,NA,"Euhoplopsyllus glacialis glacialis"
"Vermipsyllidae",NA,"Vermipsylla","asymmetrica gonggaiensis","Bai & Lu",2016,NA,"Lewis",883,"Lewis883",NA,NA,NA,NA,NA,NA,NA,"Vermipsylla asymmetrica gonggaiensis Bai & Lu, 2016",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"asymmetrica","gonggaiensis","subspecies",NA,"Bai & Lu, 2016",NA,NA,"accepted",NA,NA,"Vermipsylla asymmetrica gonggaiensis"
"Ctenophthalmidae","Stenoponiinae","Stenoponia","insperata gaudi","Beaucournu",1974,NA,"Lewis",922,"Lewis922",NA,NA,NA,NA,NA,NA,NA,"Stenoponia insperata gaudi Beaucournu, 1974",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"insperata","gaudi","subspecies",NA,"Beaucournu, 1974",NA,NA,"accepted",NA,NA,"Stenoponia insperata gaudi"
"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","incisus lewisi","Beaucournu & Laudisoit",2012,NA,"Lewis",979,"Lewis979",NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus incisus lewisi Beaucournu & Laudisoit, 2012",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"incisus","lewisi","subspecies",NA,"Beaucournu & Laudisoit, 2012",NA,NA,"accepted",NA,NA,"Nosopsyllus incisus lewisi"
"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","incisus traubi","Beaucournu & Laudisoit",2012,NA,"Lewis",980,"Lewis980",NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus incisus traubi Beaucournu & Laudisoit, 2012",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"incisus","traubi","subspecies",NA,"Beaucournu & Laudisoit, 2012",NA,NA,"accepted",NA,NA,"Nosopsyllus incisus traubi"
"Leptopsyllidae","Leptopsyllinae","Leptopsylla","pectiniceps ventrisinulata","Chen, Zhang & Liu",1984,NA,"Lewis",1091,"Lewis1091",NA,NA,NA,NA,NA,NA,NA,"Leptopsylla pectiniceps ventrisinulata Chen, Zhang & Liu, 1984",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"pectiniceps","ventrisinulata","subspecies",NA,"Chen, Zhang & Liu, 1984",NA,NA,"accepted",NA,NA,"Leptopsylla pectiniceps ventrisinulata"
"Leptopsyllidae","Leptopsyllinae","Leptopsylla","algira maroccana","Grenier",1957,NA,"Lewis",1224,"Lewis1224",NA,NA,NA,NA,NA,NA,NA,"Leptopsylla algira maroccana Grenier, 1957",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"algira","maroccana","subspecies",NA,"Grenier, 1957",NA,NA,"accepted",NA,NA,"Leptopsylla algira maroccana"
"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","australis tupinquinus","Guimaráes",1940,NA,"Lewis",1231,"Lewis1231",NA,NA,NA,NA,NA,NA,NA,"Rhopalopsyllus australis tupinquinus Guimaráes, 1940",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"australis","tupinquinus","subspecies",NA,"Guimaráes, 1940",NA,NA,"accepted",NA,NA,"Rhopalopsyllus australis tupinquinus"
"Ctenophthalmidae","Listropsyllinae","Listropsylla","clelura alticola","Haeselbarth",1963,NA,"Lewis",1239,"Lewis1239",NA,NA,NA,NA,NA,NA,NA,"Listropsylla clelura alticola Haeselbarth, 1963",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"clelura","alticola","subspecies",NA,"Haeselbarth, 1963",NA,NA,"accepted",NA,NA,"Listropsylla clelura alticola"
"Ceratophyllidae","Ceratophyllinae","Jellisonia","breviloba barrerai","Hastriter",2004,NA,"Lewis",1266,"Lewis1266",NA,NA,NA,NA,NA,NA,NA,"Jellisonia breviloba barrerai Hastriter, 2004",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"breviloba","barrerai","subspecies",NA,"Hastriter, 2004",NA,NA,"accepted",NA,NA,"Jellisonia breviloba barrerai"
"Hystrichopsyllidae","Hystrichopsyllinae","Hystrichopsylla","dippiei obliqua","Hastriter & Haas",2005,NA,"Lewis",1312,"Lewis1312",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla dippiei obliqua Hastriter & Haas, 2005",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"dippiei","obliqua","subspecies",NA,"Hastriter & Haas, 2005",NA,NA,"accepted",NA,NA,"Hystrichopsylla dippiei obliqua"
"Pygiopsyllidae",NA,"Acanthopsylla","scintilla rectangulata","Holland",1971,NA,"Lewis",1323,"Lewis1323",NA,NA,NA,NA,NA,NA,NA,"Acanthopsylla scintilla rectangulata Holland, 1971",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"scintilla","rectangulata","subspecies",NA,"Holland, 1971",NA,NA,"accepted",NA,NA,"Acanthopsylla scintilla rectangulata"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","teres teres","Ioff & Argyropulo",1934,NA,"Lewis",1489,"Lewis1489",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus teres teres Ioff & Argyropulo, 1934",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"teres","teres","subspecies",NA,"Ioff & Argyropulo, 1934",NA,NA,"accepted",NA,NA,"Ctenophthalmus teres teres"
"Leptopsyllidae","Amphipsyllinae","Frontopsylla","frontalis baibacina","Ji",1979,NA,"Lewis",1540,"Lewis1540",NA,NA,NA,NA,NA,NA,NA,"Frontopsylla frontalis baibacina Ji, 1979",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"frontalis","baibacina","subspecies",NA,"Ji, 1979",NA,NA,"accepted",NA,NA,"Frontopsylla frontalis baibacina"
"Ctenophthalmidae","Stenoponiinae","Stenoponia","insperata acmaea","Jordan",1958,NA,"Lewis",1673,"Lewis1673",NA,NA,NA,NA,NA,NA,NA,"Stenoponia insperata acmaea Jordan, 1958",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"insperata","acmaea","subspecies",NA,"Jordan, 1958",NA,NA,"accepted",NA,NA,"Stenoponia insperata acmaea"
"Ctenophthalmidae","Stenoponiinae","Stenoponia","insperata megaera","Jordan",1958,NA,"Lewis",1674,"Lewis1674",NA,NA,NA,NA,NA,NA,NA,"Stenoponia insperata megaera Jordan, 1958",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"insperata","megaera","subspecies",NA,"Jordan, 1958",NA,NA,"accepted",NA,NA,"Stenoponia insperata megaera"
"Ctenophthalmidae","Stenoponiinae","Stenoponia","insperata tenax","Jordan",1958,NA,"Lewis",1675,"Lewis1675",NA,NA,NA,NA,NA,NA,NA,"Stenoponia insperata tenax Jordan, 1958",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"insperata","tenax","subspecies",NA,"Jordan, 1958",NA,NA,"accepted",NA,NA,"Stenoponia insperata tenax"
