"family","subfamily","genus","species","author","namePublishedInYear","synonym.s.","TPTdataset","TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"Pygiopsyllidae",NA,"Acanthopsylla",NA,"Jordan & Rothschild",1922,"Akmepsylla Wagner, 1933; Glauertidos M. Rothschild, 1937","Lewis",20,"Lewis20",NA,NA,NA,NA,NA,NA,NA,"Acanthopsylla Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,"genus",NA,"Jordan & Rothschild, 1922",NA,NA,"accepted",NA,NA,"Acanthopsylla"
"Pulicidae","Spilopsyllinae","Spilopsyllus","simplex","(Baker)",1895,"Acediopsylla Ewing, 1940; Cediopsylla Jordan, 1925","Lewis",12,"Lewis12",NA,NA,NA,NA,NA,NA,NA,"Spilopsyllus simplex (Baker, 1895)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"simplex",NA,"species",NA,"(Baker, 1895)",NA,NA,"accepted",NA,NA,"Spilopsyllus simplex"
"Pulicidae","Spilopsyllinae","Spilopsyllus","tepolita","Barrera",1967,"Acediopsylla Ewing, 1940; Cediopsylla Jordan, 1925","Lewis",13,"Lewis13",NA,NA,NA,NA,NA,NA,NA,"Spilopsyllus tepolita Barrera, 1967",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"tepolita",NA,"species",NA,"Barrera, 1967",NA,NA,"accepted",NA,NA,"Spilopsyllus tepolita"
"Pulicidae","Spilopsyllinae","Spilopsyllus","spillmanni","Jordan",1930,"Acediopsylla Ewing, 1940; Cediopsylla Jordan, 1925","Lewis",15,"Lewis15",NA,NA,NA,NA,NA,NA,NA,"Spilopsyllus spillmanni Jordan, 1930",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"spillmanni",NA,"species",NA,"Jordan, 1930",NA,NA,"accepted",NA,NA,"Spilopsyllus spillmanni"
"Ceratophyllidae","Ceratophyllinae","Amonopsyllus","ciliatus","Baker",1904,"Amonopsyllus ciliatus protinus Jordan, 1929; Ceratophyllus ciliatus kincaidi Hubbard, 1940; Amonopsyllus ciliatus mononis Jordan, 1929; Ceratophyllus ciliatus protinus Hubbard, 1940; Monopsyllus ciliatus fasteni Hubbard, 1954","Lewis",24,"Lewis24",NA,NA,NA,NA,NA,NA,NA,"Amonopsyllus ciliatus Baker, 1904",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"ciliatus",NA,"species",NA,"Baker, 1904",NA,NA,"accepted",NA,NA,"Amonopsyllus ciliatus"
"Ceratophyllidae","Ceratophyllinae","Rosickyiana","lunata","Jordan & Rothschild",1920,"Ceratophyllus tundrensis Holland, 1945","Lewis",104,"Lewis104",NA,NA,NA,NA,NA,NA,NA,"Rosickyiana lunata Jordan & Rothschild, 1920",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"lunata",NA,"species",NA,"Jordan & Rothschild, 1920",NA,NA,"accepted",NA,NA,"Rosickyiana lunata"
"Leptopsyllidae","Amphipsyllinae","Frontopsylla","diqingensis","Li & Hsieh",1974,"Frontopsylla spadix gurkha Smit, 1975","Lewis",204,"Lewis204",NA,NA,NA,NA,NA,NA,NA,"Frontopsylla diqingensis Li & Hsieh, 1974",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"diqingensis",NA,"species",NA,"Li & Hsieh, 1974",NA,NA,"accepted",NA,NA,"Frontopsylla diqingensis"
"Ischnopsyllidae","Ischnopsyllinae","Lagaropsylla","putila","Jordan & Rothschild",1921,"Lagaropsylla mytila Hurka, 1984","Lewis",226,"Lewis226",NA,NA,NA,NA,NA,NA,NA,"Lagaropsylla putila Jordan & Rothschild, 1921",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"putila",NA,"species",NA,"Jordan & Rothschild, 1921",NA,NA,"accepted",NA,NA,"Lagaropsylla putila"
"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","medus","Jordan",1938,"Nosopsyllus londiniensis stylifer Peus, 1978","Lewis",278,"Lewis278",NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus medus Jordan, 1938",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"medus",NA,"species",NA,"Jordan, 1938",NA,NA,"accepted",NA,NA,"Nosopsyllus medus"
"Pulicidae","Spilopsyllinae","Spilosyllus","cuniculi","(Dale)",1878,"Pulex goniocephalus Taschenberg, 1880","Lewis",339,"Lewis339",NA,NA,NA,NA,NA,NA,NA,"Spilosyllus cuniculi (Dale, 1878)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"cuniculi",NA,"species",NA,"(Dale, 1878)",NA,NA,"accepted",NA,NA,"Spilosyllus cuniculi"
"Ceratophyllidae","Ceratophyllinae","Thrassis","fotus","(Jordan)",1925,"Thrassis brennani Augustson, 1944; Ceratophyllus citelli Stewart, 1928; Thrassis princei Hubbard, 1943","Lewis",396,"Lewis396",NA,NA,NA,NA,NA,NA,NA,"Thrassis fotus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"fotus",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Thrassis fotus"
"Ceratophyllidae","Dactylopsyllinae","Dactylopsylla","stimsoni","(C. Fox)",1914,NA,"Lewis",445,"Lewis445",NA,NA,NA,NA,NA,NA,NA,"Dactylopsylla stimsoni (C. Fox, 1914)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"stimsoni",NA,"species",NA,"(C. Fox, 1914)",NA,NA,"accepted",NA,NA,"Dactylopsylla stimsoni"
"Ceratophyllidae","Ceratophyllinae","Malaraeus","grundmanni","(Egoscue)",1988,NA,"Lewis",458,"Lewis458",NA,NA,NA,NA,NA,NA,NA,"Malaraeus grundmanni (Egoscue, 1988)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"grundmanni",NA,"species",NA,"(Egoscue, 1988)",NA,NA,"accepted",NA,NA,"Malaraeus grundmanni"
"Rhopalopsyllidae","Rhopalopsyllinae","Hectiella","lakoi","(Guimarães)",1948,NA,"Lewis",470,"Lewis470",NA,NA,NA,NA,NA,NA,NA,"Hectiella lakoi (Guimarães, 1948)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"lakoi",NA,"species",NA,"(Guimarães, 1948)",NA,NA,"accepted",NA,NA,"Hectiella lakoi"
"Ceratophyllidae","Ceratophyllinae","Callopsylla","gemina","(Ioff)",1946,NA,"Lewis",494,"Lewis494",NA,NA,NA,NA,NA,NA,NA,"Callopsylla gemina (Ioff, 1946)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"gemina",NA,"species",NA,"(Ioff, 1946)",NA,NA,"accepted",NA,NA,"Callopsylla gemina"
"Leptopsyllidae","Leptopsyllinae","Leptopsylla","pamirensis","(Ioff)",1946,NA,"Lewis",501,"Lewis501",NA,NA,NA,NA,NA,NA,NA,"Leptopsylla pamirensis (Ioff, 1946)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"pamirensis",NA,"species",NA,"(Ioff, 1946)",NA,NA,"accepted",NA,NA,"Leptopsylla pamirensis"
"Rhopalopsyllidae","Rhopalopsyllinae","Ayeshaepsylla","thurmani","(Johnson)",1957,NA,"Lewis",506,"Lewis506",NA,NA,NA,NA,NA,NA,NA,"Ayeshaepsylla thurmani (Johnson, 1957)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"thurmani",NA,"species",NA,"(Johnson, 1957)",NA,NA,"accepted",NA,NA,"Ayeshaepsylla thurmani"
"Rhopalopsyllidae","Rhopalopsyllinae","Hectiella","nitidus","(Johnson)",1957,NA,"Lewis",509,"Lewis509",NA,NA,NA,NA,NA,NA,NA,"Hectiella nitidus (Johnson, 1957)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"nitidus",NA,"species",NA,"(Johnson, 1957)",NA,NA,"accepted",NA,NA,"Hectiella nitidus"
"Pulicidae","Xenopsyllinae","Synosternus","somalicus","(Jordan & Rothschild)",1908,NA,"Lewis",567,"Lewis567",NA,NA,NA,NA,NA,NA,NA,"Synosternus somalicus (Jordan & Rothschild, 1908)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"somalicus",NA,"species",NA,"(Jordan & Rothschild, 1908)",NA,NA,"accepted",NA,NA,"Synosternus somalicus"
"Pulicidae","Spilopsyllinae","Euhoplopsyllus","andensis","(Jordan)",1933,NA,"Lewis",594,"Lewis594",NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus andensis (Jordan, 1933)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"andensis",NA,"species",NA,"(Jordan, 1933)",NA,NA,"accepted",NA,NA,"Euhoplopsyllus andensis"
"Pulicidae","Spilopsyllinae","Euhoplopsyllus","manconis","(Jordan)",1950,NA,"Lewis",595,"Lewis595",NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus manconis (Jordan, 1950)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"manconis",NA,"species",NA,"(Jordan, 1950)",NA,NA,"accepted",NA,NA,"Euhoplopsyllus manconis"
"Stivaliidae",NA,"Gryphopsylla","mjoebergi","(Jordan)",1926,NA,"Lewis",597,"Lewis597",NA,NA,NA,NA,NA,NA,NA,"Gryphopsylla mjoebergi (Jordan, 1926)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"mjoebergi",NA,"species",NA,"(Jordan, 1926)",NA,NA,"accepted",NA,NA,"Gryphopsylla mjoebergi"
"Ceratophyllidae","Ceratophyllinae","Kueichenlipsylla","atrox","(Jordan)",1925,NA,"Lewis",599,"Lewis599",NA,NA,NA,NA,NA,NA,NA,"Kueichenlipsylla atrox (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"atrox",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Kueichenlipsylla atrox"
"Ceratophyllidae","Ceratophyllinae","Libyastus","notabilis","(Jordan)",1925,NA,"Lewis",602,"Lewis602",NA,NA,NA,NA,NA,NA,NA,"Libyastus notabilis (Jordan, 1925)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"notabilis",NA,"species",NA,"(Jordan, 1925)",NA,NA,"accepted",NA,NA,"Libyastus notabilis"
"Ceratophyllidae","Ceratophyllinae","Orchopeas","pennsylvanicus","(Jordan)",1928,NA,"Lewis",617,"Lewis617",NA,NA,NA,NA,NA,NA,NA,"Orchopeas pennsylvanicus (Jordan, 1928)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"pennsylvanicus",NA,"species",NA,"(Jordan, 1928)",NA,NA,"accepted",NA,NA,"Orchopeas pennsylvanicus"
"Stivaliidae",NA,"Parathrassis","peninsularis","(Lewis)",1994,NA,"Lewis",641,"Lewis641",NA,NA,NA,NA,NA,NA,NA,"Parathrassis peninsularis (Lewis, 1994)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"peninsularis",NA,"species",NA,"(Lewis, 1994)",NA,NA,"accepted",NA,NA,"Parathrassis peninsularis"
"Ceratophyllidae","Ceratophyllinae","Jellisonia","falcata","(Mendez & Hanssens)",1975,NA,"Lewis",651,"Lewis651",NA,NA,NA,NA,NA,NA,NA,"Jellisonia falcata (Mendez & Hanssens, 1975)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"falcata",NA,"species",NA,"(Mendez & Hanssens, 1975)",NA,NA,"accepted",NA,NA,"Jellisonia falcata"
"Ceratophyllidae","Ceratophyllinae","Amaradix","vonfintelis","(Prince)",1959,NA,"Lewis",657,"Lewis657",NA,NA,NA,NA,NA,NA,NA,"Amaradix vonfintelis (Prince, 1959)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"vonfintelis",NA,"species",NA,"(Prince, 1959)",NA,NA,"accepted",NA,NA,"Amaradix vonfintelis"
"Ceratophyllidae","Ceratophyllinae","Megabothris","turbidus","(Rothschild)",1909,NA,"Lewis",717,"Lewis717",NA,NA,NA,NA,NA,NA,NA,"Megabothris turbidus (Rothschild, 1909)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"turbidus",NA,"species",NA,"(Rothschild, 1909)",NA,NA,"accepted",NA,NA,"Megabothris turbidus"
"Stivaliidae",NA,"Parastivalius","novaeguineae","(Rothschild)",1904,NA,"Lewis",733,"Lewis733",NA,NA,NA,NA,NA,NA,NA,"Parastivalius novaeguineae (Rothschild, 1904)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"novaeguineae",NA,"species",NA,"(Rothschild, 1904)",NA,NA,"accepted",NA,NA,"Parastivalius novaeguineae"
"Pulicidae",NA,"Phacopsylla","inexpectata","(Smit)",1950,NA,"Lewis",773,"Lewis773",NA,NA,NA,NA,NA,NA,NA,"Phacopsylla inexpectata (Smit, 1950)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"inexpectata",NA,"species",NA,"(Smit, 1950)",NA,NA,"accepted",NA,NA,"Phacopsylla inexpectata"
"Leptopsyllidae","Leptopsyllinae","Leptopsylla","nemerosa","(Tiflov)",1937,NA,"Lewis",779,"Lewis779",NA,NA,NA,NA,NA,NA,NA,"Leptopsylla nemerosa (Tiflov, 1937)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"nemerosa",NA,"species",NA,"(Tiflov, 1937)",NA,NA,"accepted",NA,NA,"Leptopsylla nemerosa"
"Leptopsyllidae","Leptopsyllinae","Leptopsylla","ctenophora","(Wagner)",1928,NA,"Lewis",812,"Lewis812",NA,NA,NA,NA,NA,NA,NA,"Leptopsylla ctenophora (Wagner, 1928)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"ctenophora",NA,"species",NA,"(Wagner, 1928)",NA,NA,"accepted",NA,NA,"Leptopsylla ctenophora"
"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","kiritschenkoi","(Wagner)",1930,NA,"Lewis",822,"Lewis822",NA,NA,NA,NA,NA,NA,NA,"Ophthalmopsylla kiritschenkoi (Wagner, 1930)",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"kiritschenkoi",NA,"species",NA,"(Wagner, 1930)",NA,NA,"accepted",NA,NA,"Ophthalmopsylla kiritschenkoi"
"Ctenophthalmidae","Neopsyllinae","Strepsylla","ixtlanensis","Acosta",2010,NA,"Lewis",842,"Lewis842",NA,NA,NA,NA,NA,NA,NA,"Strepsylla ixtlanensis Acosta, 2010",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"ixtlanensis",NA,"species",NA,"Acosta, 2010",NA,NA,"accepted",NA,NA,"Strepsylla ixtlanensis"
"Ctenophthalmidae","Neopsyllinae","Strepsylla","longicauda","Acosta",2010,NA,"Lewis",843,"Lewis843",NA,NA,NA,NA,NA,NA,NA,"Strepsylla longicauda Acosta, 2010",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"longicauda",NA,"species",NA,"Acosta, 2010",NA,NA,"accepted",NA,NA,"Strepsylla longicauda"
"Ctenophthalmidae","Neopsyllinae","Strepsylla","queretana","Acosta",2010,NA,"Lewis",844,"Lewis844",NA,NA,NA,NA,NA,NA,NA,"Strepsylla queretana Acosta, 2010",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"queretana",NA,"species",NA,"Acosta, 2010",NA,NA,"accepted",NA,NA,"Strepsylla queretana"
"Ctenophthalmidae","Neopsyllinae","Strepsylla","tezontli","Acosta",2010,NA,"Lewis",845,"Lewis845",NA,NA,NA,NA,NA,NA,NA,"Strepsylla tezontli Acosta, 2010",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"tezontli",NA,"species",NA,"Acosta, 2010",NA,NA,"accepted",NA,NA,"Strepsylla tezontli"
"Ctenophthalmidae","Neopsyllinae","Strepsylla","vargasi","Acosta",2010,NA,"Lewis",846,"Lewis846",NA,NA,NA,NA,NA,NA,NA,"Strepsylla vargasi Acosta, 2010",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"vargasi",NA,"species",NA,"Acosta, 2010",NA,NA,"accepted",NA,NA,"Strepsylla vargasi"
"Ctenophthalmidae","Anomiopsyllinae","Anomiopsyllus","perotensis","Acosta & Fernandez",2009,NA,"Lewis",847,"Lewis847",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus perotensis Acosta & Fernandez, 2009",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"perotensis",NA,"species",NA,"Acosta & Fernandez, 2009",NA,NA,"accepted",NA,NA,"Anomiopsyllus perotensis"
"Hystrichopsyllidae","Hystrichopsyllinae","Hystrichopsylla","cryptotis","Acosta & Morrone",2005,NA,"Lewis",848,"Lewis848",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla cryptotis Acosta & Morrone, 2005",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"cryptotis",NA,"species",NA,"Acosta & Morrone, 2005",NA,NA,"accepted",NA,NA,"Hystrichopsylla cryptotis"
"Ceratophyllidae","Ceratophyllinae","Kohlsia","misantlensis","Acosta, R. & B. Saleda-Sanchez",2019,NA,"Lewis",849,"Lewis849",NA,NA,NA,NA,NA,NA,NA,"Kohlsia misantlensis Acosta, R. & B. Saleda-Sanchez, 2019",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"misantlensis",NA,"species",NA,"Acosta, R. & B. Saleda-Sanchez, 2019",NA,NA,"accepted",NA,NA,"Kohlsia misantlensis"
"Tungidae",NA,"Tunga","hexalobulata","Avelar, Facury Filho & Linardi",2013,NA,"Lewis",880,"Lewis880",NA,NA,NA,NA,NA,NA,NA,"Tunga hexalobulata Avelar, Facury Filho & Linardi, 2013",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"hexalobulata",NA,"species",NA,"Avelar, Facury Filho & Linardi, 2013",NA,NA,"accepted",NA,NA,"Tunga hexalobulata"
"Tungidae",NA,"Tunga","bossii","Avelar, Linhares & Linardi",2012,NA,"Lewis",881,"Lewis881",NA,NA,NA,NA,NA,NA,NA,"Tunga bossii Avelar, Linhares & Linardi, 2012",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"bossii",NA,"species",NA,"Avelar, Linhares & Linardi, 2012",NA,NA,"accepted",NA,NA,"Tunga bossii"
"Ctenophthalmidae","Liuopsyllinae","Liuopsylla","princeps","Bai, Ma & Lu",2016,NA,"Lewis",884,"Lewis884",NA,NA,NA,NA,NA,NA,NA,"Liuopsylla princeps Bai, Ma & Lu, 2016",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"princeps",NA,"species",NA,"Bai, Ma & Lu, 2016",NA,NA,"accepted",NA,NA,"Liuopsylla princeps"
"Ischnopsyllidae","Ischnopsyllinae","Allopsylla","lobayensis","Beaucournu & Barrière",2002,NA,"Lewis",931,"Lewis931",NA,NA,NA,NA,NA,NA,NA,"Allopsylla lobayensis Beaucournu & Barrière, 2002",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"lobayensis",NA,"species",NA,"Beaucournu & Barrière, 2002",NA,NA,"accepted",NA,NA,"Allopsylla lobayensis"
"Ctenophthalmidae","Ctenophthalminae","Ctenophthalmus","vanhoutteae","Beaucournu & Bereket",2017,NA,"Lewis",932,"Lewis932",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus vanhoutteae Beaucournu & Bereket, 2017",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"vanhoutteae",NA,"species",NA,"Beaucournu & Bereket, 2017",NA,NA,"accepted",NA,NA,"Ctenophthalmus vanhoutteae"
"Rhopalopsyllidae","Parapsyllinae","Delostichus","ojedai","Beaucournu & Gallardo",2005,NA,"Lewis",944,"Lewis944",NA,NA,NA,NA,NA,NA,NA,"Delostichus ojedai Beaucournu & Gallardo, 2005",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"ojedai",NA,"species",NA,"Beaucournu & Gallardo, 2005",NA,NA,"accepted",NA,NA,"Delostichus ojedai"
"Rhopalopsyllidae","Parapsyllinae","Ectinorus","mimacydis","Beaucournu & Gallardo",2004,NA,"Lewis",946,"Lewis946",NA,NA,NA,NA,NA,NA,NA,"Ectinorus mimacydis Beaucournu & Gallardo, 2004",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"mimacydis",NA,"species",NA,"Beaucournu & Gallardo, 2004",NA,NA,"accepted",NA,NA,"Ectinorus mimacydis"
"Rhopalopsyllidae","Parapsyllinae","Ectinorus","uspallatae","Beaucournu & Gallardo",2005,NA,"Lewis",948,"Lewis948",NA,NA,NA,NA,NA,NA,NA,"Ectinorus uspallatae Beaucournu & Gallardo, 2005",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"uspallatae",NA,"species",NA,"Beaucournu & Gallardo, 2005",NA,NA,"accepted",NA,NA,"Ectinorus uspallatae"
"Stephanocircidae","Craneopsyllinae","Plocopsylla","muruai","Beaucournu & Gallardo",2004,NA,"Lewis",953,"Lewis953",NA,NA,NA,NA,NA,NA,NA,"Plocopsylla muruai Beaucournu & Gallardo, 2004",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"muruai",NA,"species",NA,"Beaucournu & Gallardo, 2004",NA,NA,"accepted",NA,NA,"Plocopsylla muruai"
"Stephanocircidae","Craneopsyllinae","Plocopsylla","topali","Beaucournu & Gallardo",2004,NA,"Lewis",955,"Lewis955",NA,NA,NA,NA,NA,NA,NA,"Plocopsylla topali Beaucournu & Gallardo, 2004",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"topali",NA,"species",NA,"Beaucournu & Gallardo, 2004",NA,NA,"accepted",NA,NA,"Plocopsylla topali"
"Rhopalopsyllidae","Parapsyllinae","Ectinorus","lagidium","Beaucournu & González",2005,NA,"Lewis",958,"Lewis958",NA,NA,NA,NA,NA,NA,NA,"Ectinorus lagidium Beaucournu & González, 2005",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"lagidium",NA,"species",NA,"Beaucournu & González, 2005",NA,NA,"accepted",NA,NA,"Ectinorus lagidium"
"Ceratophyllidae","Ceratophyllinae","Trochilopsylla","torresmurai","Beaucournu & González-Acuña",2010,NA,"Lewis",960,"Lewis960",NA,NA,NA,NA,NA,NA,NA,"Trochilopsylla torresmurai Beaucournu & González-Acuña, 2010",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"torresmurai",NA,"species",NA,"Beaucournu & González-Acuña, 2010",NA,NA,"accepted",NA,NA,"Trochilopsylla torresmurai"
"Tungidae",NA,"Tunga","bonneti","Beaucournu & González-Acuña (in Beaucournu, Mergey, Munoz-Leal & González-Acuña",2012,NA,"Lewis",961,"Lewis961",NA,NA,NA,NA,NA,NA,NA,"Tunga bonneti Beaucournu & González-Acuña (in Beaucournu, Mergey, Munoz-Leal & González-Acuña, 2012",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"bonneti",NA,"species",NA,"Beaucournu & González-Acuña (in Beaucournu, Mergey, Munoz-Leal & González-Acuña, 2012",NA,NA,"accepted",NA,NA,"Tunga bonneti"
"Leptopsyllidae","Leptopsyllinae","Paractenopsyllus","exspectatus","Beaucournu & Goodman",2014,NA,"Lewis",962,"Lewis962",NA,NA,NA,NA,NA,NA,NA,"Paractenopsyllus exspectatus Beaucournu & Goodman, 2014",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"exspectatus",NA,"species",NA,"Beaucournu & Goodman, 2014",NA,NA,"accepted",NA,NA,"Paractenopsyllus exspectatus"
"Pulicidae","Xenopsyllinae","Xenopsylla","microphthalma","Beaucournu & Kock",1966,NA,"Lewis",975,"Lewis975",NA,NA,NA,NA,NA,NA,NA,"Xenopsylla microphthalma Beaucournu & Kock, 1966",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"microphthalma",NA,"species",NA,"Beaucournu & Kock, 1966",NA,NA,"accepted",NA,NA,"Xenopsylla microphthalma"
"Leptopsyllidae","Leptopsyllinae","Tsaractenus","clavator","Beaucournu & Laudisoit",2014,NA,"Lewis",981,"Lewis981",NA,NA,NA,NA,NA,NA,NA,"Tsaractenus clavator Beaucournu & Laudisoit, 2014",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"clavator",NA,"species",NA,"Beaucournu & Laudisoit, 2014",NA,NA,"accepted",NA,NA,"Tsaractenus clavator"
"Stivaliidae",NA,"Gryphopsylla","segregata","Beaucournu & Sountsov",1999,NA,"Lewis",1003,"Lewis1003",NA,NA,NA,NA,NA,NA,NA,"Gryphopsylla segregata Beaucournu & Sountsov, 1999",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"segregata",NA,"species",NA,"Beaucournu & Sountsov, 1999",NA,NA,"accepted",NA,NA,"Gryphopsylla segregata"
"Ceratophyllidae","Ceratophyllinae","Macrostylophora","durdeni","Beaucournu & Wells",2009,NA,"Lewis",1010,"Lewis1010",NA,NA,NA,NA,NA,NA,NA,"Macrostylophora durdeni Beaucournu & Wells, 2009",NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera",NA,"durdeni",NA,"species",NA,"Beaucournu & Wells, 2009",NA,NA,"accepted",NA,NA,"Macrostylophora durdeni"
