"TPTdataset","TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"NMNH",989,NA,NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Anomiopsyllus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Anomiopsyllus"
"NMNH",78,NA,NA,NA,NA,NA,NA,NA,NA,"Araeopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Araeopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Araeopsylla"
"NMNH",992,NA,NA,NA,NA,NA,NA,NA,NA,"Atyphloceras",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Atyphloceras",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Atyphloceras"
"NMNH",998,NA,NA,NA,NA,NA,NA,NA,NA,"Catallagia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Catallagia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Catallagia"
"NMNH",500,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus"
"NMNH",249,NA,NA,NA,NA,NA,NA,NA,NA,"Chiastopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae","Chiastopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Chiastopsylla"
"NMNH",113,NA,NA,NA,NA,NA,NA,NA,NA,"Chiropteropsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Chiropteropsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Chiropteropsylla"
"NMNH",435,NA,NA,NA,NA,NA,NA,NA,NA,"Citellophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Citellophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Citellophilus"
"NMNH",1004,NA,NA,NA,NA,NA,NA,NA,NA,"Corypsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Corypsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Corypsylla"
"NMNH",729,NA,NA,NA,NA,NA,NA,NA,NA,"Craneopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stephanocircidae","Craneopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Craneopsylla"
"NMNH",186,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenocephalides",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Ctenocephalides",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Ctenocephalides"
"NMNH",385,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus"
"NMNH",907,NA,NA,NA,NA,NA,NA,NA,NA,"Dactylopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Dactylopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Dactylopsylla"
"NMNH",957,NA,NA,NA,NA,NA,NA,NA,NA,"Dasypsyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Dasypsyllus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Dasypsyllus"
"NMNH",768,NA,NA,NA,NA,NA,NA,NA,NA,"Demeillonia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae","Demeillonia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Demeillonia"
"NMNH",933,NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Diamanus)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Diamanus",NA,NA,"subgenus",NA,NA,NA,NA,NA,NA,NA,"Diamanus"
"NMNH",949,NA,NA,NA,NA,NA,NA,NA,NA,"Dolichopsyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Dolichopsyllus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Dolichopsyllus"
"NMNH",159,NA,NA,NA,NA,NA,NA,NA,NA,"Doratopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Doratopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Doratopsylla"
"NMNH",260,NA,NA,NA,NA,NA,NA,NA,NA,"Echidnophaga",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Echidnophaga",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Echidnophaga"
"NMNH",250,NA,NA,NA,NA,NA,NA,NA,NA,"Epirimia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae","Epirimia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Epirimia"
"NMNH",163,NA,NA,NA,NA,NA,NA,NA,NA,"Epitedia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Epitedia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Epitedia"
"NMNH",1030,NA,NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Euhoplopsyllus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus"
"NMNH",917,NA,NA,NA,NA,NA,NA,NA,NA,"Foxella",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Foxella",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Foxella"
"NMNH",692,NA,NA,NA,NA,NA,NA,NA,NA,"Frontopsylla (Frontopsylla)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Frontopsylla","Frontopsylla",NA,NA,"subgenus",NA,NA,NA,NA,NA,NA,NA,"Frontopsylla"
"NMNH",482,NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus (Gerbillophilus)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Nosopsyllus","Gerbillophilus",NA,NA,"subgenus",NA,NA,NA,NA,NA,NA,NA,"Gerbillophilus"
"NMNH",171,NA,NA,NA,NA,NA,NA,NA,NA,"Hectopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Tungidae","Hectopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Hectopsylla"
"NMNH",1031,NA,NA,NA,NA,NA,NA,NA,NA,"Hoplopsyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Hoplopsyllus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Hoplopsyllus"
"NMNH",114,NA,NA,NA,NA,NA,NA,NA,NA,"Hormopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Hormopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Hormopsylla"
"NMNH",1012,NA,NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Hystrichopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla"
"NMNH",377,NA,NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllidae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,NA,NA,NA,"family",NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllidae"
"NMNH",901,NA,NA,NA,NA,NA,NA,NA,NA,"Kohlsia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Kohlsia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Kohlsia"
"NMNH",127,NA,NA,NA,NA,NA,NA,NA,NA,"Lagaropsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Lagaropsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Lagaropsylla"
"NMNH",629,NA,NA,NA,NA,NA,NA,NA,NA,"Lentistivalius",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae","Lentistivalius",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Lentistivalius"
"NMNH",255,NA,NA,NA,NA,NA,NA,NA,NA,"Listropsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Listropsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Listropsylla"
"NMNH",197,NA,NA,NA,NA,NA,NA,NA,NA,"Malacopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Malacopsyllidae","Malacopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Malacopsylla"
"NMNH",920,NA,NA,NA,NA,NA,NA,NA,NA,"Malaraeus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Malaraeus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Malaraeus"
"NMNH",61,NA,NA,NA,NA,NA,NA,NA,NA,"Megabothris",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Megabothris",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Megabothris"
"NMNH",355,NA,NA,NA,NA,NA,NA,NA,NA,"Megarthroglossus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Megarthroglossus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Megarthroglossus"
"NMNH",583,NA,NA,NA,NA,NA,NA,NA,NA,"Meringis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Meringis",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Meringis"
"NMNH",401,NA,NA,NA,NA,NA,NA,NA,NA,"Mesopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Mesopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Mesopsylla"
"NMNH",64,NA,NA,NA,NA,NA,NA,NA,NA,"Mioctenopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Mioctenopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Mioctenopsylla"
"NMNH",523,NA,NA,NA,NA,NA,NA,NA,NA,"Myodopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Myodopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Myodopsylla"
"NMNH",373,NA,NA,NA,NA,NA,NA,NA,NA,"Neopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Neopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Neopsylla"
"NMNH",974,NA,NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Nycteridopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla"
"NMNH",966,NA,NA,NA,NA,NA,NA,NA,NA,"Odontopsyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Odontopsyllus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Odontopsyllus"
"NMNH",937,NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Opisocrostis)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Opisocrostis",NA,NA,"subgenus",NA,NA,NA,NA,NA,NA,NA,"Opisocrostis"
"NMNH",922,NA,NA,NA,NA,NA,NA,NA,NA,"Opisodasys",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Opisodasys",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Opisodasys"
"NMNH",324,NA,NA,NA,NA,NA,NA,NA,NA,"Orchopeas",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Orchopeas",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Orchopeas"
"NMNH",963,NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Oropsylla)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Oropsylla","Oropsylla",NA,NA,"subgenus",NA,NA,NA,NA,NA,NA,NA,"Oropsylla"
"NMNH",718,NA,NA,NA,NA,NA,NA,NA,NA,"Orthopsylloides",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae","Orthopsylloides",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Orthopsylloides"
"NMNH",437,NA,NA,NA,NA,NA,NA,NA,NA,"Palaeopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Palaeopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Palaeopsylla"
"NMNH",671,NA,NA,NA,NA,NA,NA,NA,NA,"Papuapsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae","Papuapsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Papuapsylla"
"NMNH",200,NA,NA,NA,NA,NA,NA,NA,NA,"Parapsyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae","Parapsyllus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Parapsyllus"
"NMNH",784,NA,NA,NA,NA,NA,NA,NA,NA,"Pariodontis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Pariodontis",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Pariodontis"
"NMNH",977,NA,NA,NA,NA,NA,NA,NA,NA,"Peromyscopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Peromyscopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Peromyscopsylla"
"NMNH",982,NA,NA,NA,NA,NA,NA,NA,NA,"Phalacropsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Phalacropsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Phalacropsylla"
"NMNH",320,NA,NA,NA,NA,NA,NA,NA,NA,"Pleochaetis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Pleochaetis",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Pleochaetis"
"NMNH",196,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stephanocircidae","Plocopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Plocopsylla"
"NMNH",773,NA,NA,NA,NA,NA,NA,NA,NA,"Praopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae","Praopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Praopsylla"
"NMNH",263,NA,NA,NA,NA,NA,NA,NA,NA,"Procaviopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Procaviopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Procaviopsylla"
"NMNH",674,NA,NA,NA,NA,NA,NA,NA,NA,"Rectidigitus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae","Rectidigitus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Rectidigitus"
"NMNH",983,NA,NA,NA,NA,NA,NA,NA,NA,"Rhadinopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Rhadinopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Rhadinopsylla"
"NMNH",379,NA,NA,NA,NA,NA,NA,NA,NA,"Rhopalopsyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Rhopalopsyllus"
"NMNH",172,NA,NA,NA,NA,NA,NA,NA,NA,"Rhynchopsyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Tungidae","Rhynchopsyllus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Rhynchopsyllus"
"NMNH",1023,NA,NA,NA,NA,NA,NA,NA,NA,"Stenistomera",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Stenistomera",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Stenistomera"
"NMNH",403,NA,NA,NA,NA,NA,NA,NA,NA,"Stenoponia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Stenoponia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Stenoponia"
"NMNH",737,NA,NA,NA,NA,NA,NA,NA,NA,"Stivalius",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae","Stivalius",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Stivalius"
"NMNH",599,NA,NA,NA,NA,NA,NA,NA,NA,"Strepsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Strepsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Strepsylla"
"NMNH",265,NA,NA,NA,NA,NA,NA,NA,NA,"Synosternus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Synosternus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Synosternus"
"NMNH",946,NA,NA,NA,NA,NA,NA,NA,NA,"Thrassis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Thrassis"
"NMNH",1033,NA,NA,NA,NA,NA,NA,NA,NA,"Vermipsyllidae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Vermipsyllidae",NA,NA,NA,NA,"family",NA,NA,NA,NA,NA,NA,NA,"Vermipsyllidae"
"NMNH",411,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Xenopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Xenopsylla"
"NMNH",1,NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus (Nosopsyllus) londiniensis declivus Traub, 1963",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Nosopsyllus","Nosopsyllus","londiniensis","declivus","subspecies",NA,"Traub, 1963",NA,NA,NA,NA,NA,"Nosopsyllus londiniensis declivus"
"NMNH",2,NA,NA,NA,NA,NA,NA,NA,NA,"Kohlsia traubi Tipton & Mendez, 1961",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Kohlsia",NA,"traubi",NA,"species",NA,"Tipton & Mendez, 1961",NA,NA,NA,NA,NA,"Kohlsia traubi"
"NMNH",3,NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus (Penicus) geneatus Traub, 1963",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Nosopsyllus","Penicus","geneatus",NA,"species",NA,"Traub, 1963",NA,NA,NA,NA,NA,"Nosopsyllus geneatus"
"NMNH",4,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus (Mediocte) russulae tangerensis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","Mediocte","russulae","tangerensis","subspecies",NA,"",NA,NA,NA,NA,NA,"Ctenophthalmus russulae tangerensis"
"NMNH",5,NA,NA,NA,NA,NA,NA,NA,NA,"Epitedia cavernicola Traub, 1957",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Epitedia",NA,"cavernicola",NA,"species",NA,"Traub, 1957",NA,NA,NA,NA,NA,"Epitedia cavernicola"
"NMNH",6,NA,NA,NA,NA,NA,NA,NA,NA,"Ectinorus hecate Johnson, 1957",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae","Ectinorus",NA,"hecate",NA,"species",NA,"Johnson, 1957",NA,NA,NA,NA,NA,"Ectinorus hecate"
"NMNH",7,NA,NA,NA,NA,NA,NA,NA,NA,"Ectinorus (Ectinorus) gallardoi Hastriter, 2001",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae","Ectinorus","Ectinorus","gallardoi",NA,"species",NA,"Hastriter, 2001",NA,NA,NA,NA,NA,"Ectinorus gallardoi"
"NMNH",8,NA,NA,NA,NA,NA,NA,NA,NA,"Macrostylophora levis Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Macrostylophora",NA,"levis",NA,"species",NA,"Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,"Macrostylophora levis"
"NMNH",9,NA,NA,NA,NA,NA,NA,NA,NA,"Myoxopsylla laverani traubi Lewis, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Myoxopsylla",NA,"laverani","traubi","subspecies",NA,"Lewis, 1966",NA,NA,NA,NA,NA,"Myoxopsylla laverani traubi"
"NMNH",10,NA,NA,NA,NA,NA,NA,NA,NA,"Thrassis francisi barnesi Stark, 1970",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Thrassis",NA,"francisi","barnesi","subspecies",NA,"Stark, 1970",NA,NA,NA,NA,NA,"Thrassis francisi barnesi"
"NMNH",11,NA,NA,NA,NA,NA,NA,NA,NA,"Phalacropsylla hamata Tipton & Mendez, 1968",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Phalacropsylla",NA,"hamata",NA,"species",NA,"Tipton & Mendez, 1968",NA,NA,NA,NA,NA,"Phalacropsylla hamata"
"NMNH",12,NA,NA,NA,NA,NA,NA,NA,NA,"Rhadinopsylla (Micropsylla) sectilis goodi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Rhadinopsylla","Micropsylla","sectilis","goodi","subspecies",NA,"",NA,NA,NA,NA,NA,"Rhadinopsylla sectilis goodi"
"NMNH",13,NA,NA,NA,NA,NA,NA,NA,NA,"Ectinorus chilensis Lewis, 1976",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae","Ectinorus",NA,"chilensis",NA,"species",NA,"Lewis, 1976",NA,NA,NA,NA,NA,"Ectinorus chilensis"
"NMNH",14,NA,NA,NA,NA,NA,NA,NA,NA,"Ectinorus martini Lewis, 1976",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae","Ectinorus",NA,"martini",NA,"species",NA,"Lewis, 1976",NA,NA,NA,NA,NA,"Ectinorus martini"
"NMNH",15,NA,NA,NA,NA,NA,NA,NA,NA,"Aetheca thamba (Jordan, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Aetheca",NA,"thamba",NA,"species",NA,"Jordan, 1929",NA,NA,NA,NA,NA,"Aetheca thamba"
