"TPTdataset","TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"NMNH",433,NA,NA,NA,NA,NA,NA,NA,NA,"Amalaraeus penicilliger penicilliger (Grube, 1851)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Amalaraeus",NA,"penicilliger","penicilliger","subspecies",NA,"Grube, 1851",NA,NA,NA,NA,NA,"Amalaraeus penicilliger penicilliger"
"NMNH",434,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus (Ceratophyllus) styx styx Rothschild, 1920",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus","Ceratophyllus","styx","styx","subspecies",NA,"Rothschild, 1920",NA,NA,NA,NA,NA,"Ceratophyllus styx styx"
"NMNH",436,NA,NA,NA,NA,NA,NA,NA,NA,"Megabothris (Gebiella) turbidus (Rothschild, 1909)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Megabothris","Gebiella","turbidus",NA,"species",NA,"Rothschild, 1909",NA,NA,NA,NA,NA,"Megabothris turbidus"
"NMNH",438,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus (Ctenophthalmus) agyrtes impavidus Jordan, 1928",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","Ctenophthalmus","agyrtes","impavidus","subspecies",NA,"Jordan, 1928",NA,NA,NA,NA,NA,"Ctenophthalmus agyrtes impavidus"
"NMNH",439,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus (Euctenophthalmus) assimilis assimilis (Taschenberg, 1880)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","Euctenophthalmus","assimilis","assimilis","subspecies",NA,"Taschenberg, 1880",NA,NA,NA,NA,NA,"Ctenophthalmus assimilis assimilis"
"NMNH",440,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus (Euctenophthalmus) assimilis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","Euctenophthalmus","assimilis",NA,"species",NA,"",NA,NA,NA,NA,NA,"Ctenophthalmus assimilis"
"NMNH",441,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetopsylla (Chaetopsylla) globiceps (Taschenberg, 1880)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Vermipsyllidae","Chaetopsylla","Chaetopsylla","globiceps",NA,"species",NA,"Taschenberg, 1880",NA,NA,NA,NA,NA,"Chaetopsylla globiceps"
"NMNH",442,NA,NA,NA,NA,NA,NA,NA,NA,"Lagaropsylla convexus Segerman, 1973",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Lagaropsylla",NA,"convexus",NA,"species",NA,"Segerman, 1973",NA,NA,NA,NA,NA,"Lagaropsylla convexus"
"NMNH",443,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus ghanensis Segerman, 1971",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus",NA,"ghanensis",NA,"species",NA,"Segerman, 1971",NA,NA,NA,NA,NA,"Ctenophthalmus ghanensis"
"NMNH",444,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus (Ethioctenophthalmus) moratus Jordan, 1926",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","Ethioctenophthalmus","moratus",NA,"species",NA,"Jordan, 1926",NA,NA,NA,NA,NA,"Ctenophthalmus moratus"
"NMNH",445,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenocephalides crataepus (Jordan, 1925)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Ctenocephalides",NA,"crataepus",NA,"species",NA,"Jordan, 1925",NA,NA,NA,NA,NA,"Ctenocephalides crataepus"
"NMNH",446,NA,NA,NA,NA,NA,NA,NA,NA,"Afristivalius nigeriensis (Jordan, 1938)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae","Afristivalius",NA,"nigeriensis",NA,"species",NA,"Jordan, 1938",NA,NA,NA,NA,NA,"Afristivalius nigeriensis"
"NMNH",447,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopsylla gratiosa Jordan & Rothschild, 1923",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Xenopsylla",NA,"gratiosa",NA,"species",NA,"Jordan & Rothschild, 1923",NA,NA,NA,NA,NA,"Xenopsylla gratiosa"
"NMNH",448,NA,NA,NA,NA,NA,NA,NA,NA,"Myodopsylla collinsi Kohls, 1937",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Myodopsylla",NA,"collinsi",NA,"species",NA,"Kohls, 1937",NA,NA,NA,NA,NA,"Myodopsylla collinsi"
"NMNH",449,NA,NA,NA,NA,NA,NA,NA,NA,"Kohlsia cora Traub, 1950",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Kohlsia",NA,"cora",NA,"species",NA,"Traub, 1950",NA,NA,NA,NA,NA,"Kohlsia cora"
"NMNH",450,NA,NA,NA,NA,NA,NA,NA,NA,"Kohlsia osgoodi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Kohlsia",NA,"osgoodi",NA,"species",NA,"",NA,NA,NA,NA,NA,"Kohlsia osgoodi"
"NMNH",451,NA,NA,NA,NA,NA,NA,NA,NA,"Foxella (Afoxella) hoogstraali Traub, 1950",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Foxella","Afoxella","hoogstraali",NA,"species",NA,"Traub, 1950",NA,NA,NA,NA,NA,"Foxella hoogstraali"
"NMNH",452,NA,NA,NA,NA,NA,NA,NA,NA,"Kohlsia whartoni Traub & Johnson, 1952",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Kohlsia",NA,"whartoni",NA,"species",NA,"Traub & Johnson, 1952",NA,NA,NA,NA,NA,"Kohlsia whartoni"
"NMNH",453,NA,NA,NA,NA,NA,NA,NA,NA,"Baculomeris schmidti Traub, 1950",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Baculomeris",NA,"schmidti",NA,"species",NA,"Traub, 1950",NA,NA,NA,NA,NA,"Baculomeris schmidti"
"NMNH",454,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus (Nearctoctenophthalmus) sanborni Traub, 1950",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","Nearctoctenophthalmus","sanborni",NA,"species",NA,"Traub, 1950",NA,NA,NA,NA,NA,"Ctenophthalmus sanborni"
"NMNH",455,NA,NA,NA,NA,NA,NA,NA,NA,"Wenzella obscura",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Wenzella",NA,"obscura",NA,"species",NA,"",NA,NA,NA,NA,NA,"Wenzella obscura"
"NMNH",456,NA,NA,NA,NA,NA,NA,NA,NA,"Polygenis (Polygenis) gwyni (Fox, 1914)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae","Polygenis","Polygenis","gwyni",NA,"species",NA,"Fox, 1914",NA,NA,NA,NA,NA,"Polygenis gwyni"
"NMNH",457,NA,NA,NA,NA,NA,NA,NA,NA,"Rhopalopsyllus australis australis (Rothschild, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus",NA,"australis","australis","subspecies",NA,"Rothschild, 1904",NA,NA,NA,NA,NA,"Rhopalopsyllus australis australis"
"NMNH",458,NA,NA,NA,NA,NA,NA,NA,NA,"Rhopalopsyllus cacicus Jordan & Rothschild, 1908",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae","Rhopalopsyllus",NA,"cacicus",NA,"species",NA,"Jordan & Rothschild, 1908",NA,NA,NA,NA,NA,"Rhopalopsyllus cacicus"
"NMNH",459,NA,NA,NA,NA,NA,NA,NA,NA,"Pulex (Pulex) simulans Baker, 1895",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Pulex","Pulex","simulans",NA,"species",NA,"Baker, 1895",NA,NA,NA,NA,NA,"Pulex simulans"
"NMNH",460,NA,NA,NA,NA,NA,NA,NA,NA,"Pulex (Pulex) sinoculus Traub, 1950",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Pulex","Pulex","sinoculus",NA,"species",NA,"Traub, 1950",NA,NA,NA,NA,NA,"Pulex sinoculus"
"NMNH",461,NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus fasciatus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"fasciatus",NA,"species",NA,"",NA,NA,NA,NA,NA,"Nosopsyllus fasciatus"
"NMNH",462,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus (Euctenophthalmus) congener congener Rothschild, 1907",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","Euctenophthalmus","congener","congener","subspecies",NA,"Rothschild, 1907",NA,NA,NA,NA,NA,"Ctenophthalmus congener congener"
"NMNH",463,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus (Spalacoctenophthalmus) caucasicus (Taschenberg, 1880)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","Spalacoctenophthalmus","caucasicus",NA,"species",NA,"Taschenberg, 1880",NA,NA,NA,NA,NA,"Ctenophthalmus caucasicus"
"NMNH",464,NA,NA,NA,NA,NA,NA,NA,NA,"Doratopsylla dasycnema dasycnema (Rothschild, 1897)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Doratopsylla",NA,"dasycnema","dasycnema","subspecies",NA,"Rothschild, 1897",NA,NA,NA,NA,NA,"Doratopsylla dasycnema dasycnema"
"NMNH",465,NA,NA,NA,NA,NA,NA,NA,NA,"Lentistivalius (Lentistivalius) ferinus (Rothschild, 1908)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae","Lentistivalius","Lentistivalius","ferinus",NA,"species",NA,"Rothschild, 1908",NA,NA,NA,NA,NA,"Lentistivalius ferinus"
"NMNH",466,NA,NA,NA,NA,NA,NA,NA,NA,"Stivalius ahalae (Rothschild, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae","Stivalius",NA,"ahalae",NA,"species",NA,"Rothschild, 1904",NA,NA,NA,NA,NA,"Stivalius ahalae"
"NMNH",467,NA,NA,NA,NA,NA,NA,NA,NA,"Stivalius aporus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae","Stivalius",NA,"aporus",NA,"species",NA,"",NA,NA,NA,NA,NA,"Stivalius aporus"
"NMNH",468,NA,NA,NA,NA,NA,NA,NA,NA,"Neopsylla musseri Beaucournu & Durden, 1999",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Neopsylla",NA,"musseri",NA,"species",NA,"Beaucournu & Durden, 1999",NA,NA,NA,NA,NA,"Neopsylla musseri"
"NMNH",469,NA,NA,NA,NA,NA,NA,NA,NA,"Sigmactenus sulawesiensis Durden & Beaucournu, 2000",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Sigmactenus",NA,"sulawesiensis",NA,"species",NA,"Durden & Beaucournu, 2000",NA,NA,NA,NA,NA,"Sigmactenus sulawesiensis"
"NMNH",470,NA,NA,NA,NA,NA,NA,NA,NA,"Sigmactenus timorensis Durden & Beaucournu, 2000",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Sigmactenus",NA,"timorensis",NA,"species",NA,"Durden & Beaucournu, 2000",NA,NA,NA,NA,NA,"Sigmactenus timorensis"
"NMNH",471,NA,NA,NA,NA,NA,NA,NA,NA,"Sigmactenus alticola crassinavis Durden & Beaucournu, 2000",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Sigmactenus",NA,"alticola","crassinavis","subspecies",NA,"Durden & Beaucournu, 2000",NA,NA,NA,NA,NA,"Sigmactenus alticola crassinavis"
"NMNH",472,NA,NA,NA,NA,NA,NA,NA,NA,"Sigmactenus alticola pilosus Durden & Beaucournu, 2000",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Sigmactenus",NA,"alticola","pilosus","subspecies",NA,"Durden & Beaucournu, 2000",NA,NA,NA,NA,NA,"Sigmactenus alticola pilosus"
"NMNH",473,NA,NA,NA,NA,NA,NA,NA,NA,"Medwayella robinsoni bogora Traub, 1972",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pygiopsyllidae","Medwayella",NA,"robinsoni","bogora","subspecies",NA,"Traub, 1972",NA,NA,NA,NA,NA,"Medwayella robinsoni bogora"
"NMNH",474,NA,NA,NA,NA,NA,NA,NA,NA,"Thaumapsylla breviceps Rothschild, 1907",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Thaumapsylla",NA,"breviceps",NA,"species",NA,"Rothschild, 1907",NA,NA,NA,NA,NA,"Thaumapsylla breviceps"
"NMNH",475,NA,NA,NA,NA,NA,NA,NA,NA,"Thaumapsylla longiforceps Traub, 1951",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Thaumapsylla",NA,"longiforceps",NA,"species",NA,"Traub, 1951",NA,NA,NA,NA,NA,"Thaumapsylla longiforceps"
"NMNH",476,NA,NA,NA,NA,NA,NA,NA,NA,"Cratynius (Cratynius) bartelsi Jordan, 1933",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Cratynius","Cratynius","bartelsi",NA,"species",NA,"Jordan, 1933",NA,NA,NA,NA,NA,"Cratynius bartelsi"
"NMNH",477,NA,NA,NA,NA,NA,NA,NA,NA,"Rothschildiana kopsteini (Jordan, 1931)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Rothschildiana",NA,"kopsteini",NA,"species",NA,"Jordan, 1931",NA,NA,NA,NA,NA,"Rothschildiana kopsteini"
"NMNH",478,NA,NA,NA,NA,NA,NA,NA,NA,"Stivalius cognatus cognatus Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae","Stivalius",NA,"cognatus","cognatus","subspecies",NA,"Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,"Stivalius cognatus cognatus"
"NMNH",479,NA,NA,NA,NA,NA,NA,NA,NA,"Stivalius cognatus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae","Stivalius",NA,"cognatus",NA,"species",NA,"",NA,NA,NA,NA,NA,"Stivalius cognatus"
"NMNH",480,NA,NA,NA,NA,NA,NA,NA,NA,"Callopsylla (Callopsylla) caspia tiflovi Wagner, 1936",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Callopsylla","Callopsylla","caspia","tiflovi","subspecies",NA,"Wagner, 1936",NA,NA,NA,NA,NA,"Callopsylla caspia tiflovi"
"NMNH",481,NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus (Gerbillophilus) pringlei Hubbard, 1956",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Nosopsyllus","Gerbillophilus","pringlei",NA,"species",NA,"Hubbard, 1956",NA,NA,NA,NA,NA,"Nosopsyllus pringlei"
"NMNH",483,NA,NA,NA,NA,NA,NA,NA,NA,"Amphipsylla schelkovnikovi Wagner, 1909",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Amphipsylla",NA,"schelkovnikovi",NA,"species",NA,"Wagner, 1909",NA,NA,NA,NA,NA,"Amphipsylla schelkovnikovi"
"NMNH",484,NA,NA,NA,NA,NA,NA,NA,NA,"Caenopsylla laptevi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Caenopsylla",NA,"laptevi",NA,"species",NA,"",NA,NA,NA,NA,NA,"Caenopsylla laptevi"
"NMNH",485,NA,NA,NA,NA,NA,NA,NA,NA,"Leptopsylla (Leptopsylla) nana Argyropulo, 1946",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Leptopsylla","Leptopsylla","nana",NA,"species",NA,"Argyropulo, 1946",NA,NA,NA,NA,NA,"Leptopsylla nana"
"NMNH",486,NA,NA,NA,NA,NA,NA,NA,NA,"Mesopsylla eucta eucta Dampf, 1910",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Mesopsylla",NA,"eucta","eucta","subspecies",NA,"Dampf, 1910",NA,NA,NA,NA,NA,"Mesopsylla eucta eucta"
"NMNH",487,NA,NA,NA,NA,NA,NA,NA,NA,"Peromyscopsylla tikhomirovae (Ioff, 1946)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Peromyscopsylla",NA,"tikhomirovae",NA,"species",NA,"Ioff, 1946",NA,NA,NA,NA,NA,"Peromyscopsylla tikhomirovae"
"NMNH",488,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus (Euctenophthalmus) iranus persicus Smit, 1960",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Ctenophthalmus","Euctenophthalmus","iranus","persicus","subspecies",NA,"Smit, 1960",NA,NA,NA,NA,NA,"Ctenophthalmus iranus persicus"
"NMNH",489,NA,NA,NA,NA,NA,NA,NA,NA,"Wagneria schelkovnikovi Ioff & Argyropulo, 1934",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Wagneria",NA,"schelkovnikovi",NA,"species",NA,"Ioff & Argyropulo, 1934",NA,NA,NA,NA,NA,"Wagneria schelkovnikovi"
"NMNH",490,NA,NA,NA,NA,NA,NA,NA,NA,"Coptopsylla trigona Ioff, 1946",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Coptopsyllidae","Coptopsylla",NA,"trigona",NA,"species",NA,"Ioff, 1946",NA,NA,NA,NA,NA,"Coptopsylla trigona"
"NMNH",491,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopsylla buxtoni Jordan, 1949",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Xenopsylla",NA,"buxtoni",NA,"species",NA,"Jordan, 1949",NA,NA,NA,NA,NA,"Xenopsylla buxtoni"
"NMNH",492,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopsylla conformis conformis (Wagner, 1903)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Xenopsylla",NA,"conformis","conformis","subspecies",NA,"Wagner, 1903",NA,NA,NA,NA,NA,"Xenopsylla conformis conformis"
"NMNH",493,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopsylla nuttalli Ioff, 1930",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Xenopsylla",NA,"nuttalli",NA,"species",NA,"Ioff, 1930",NA,NA,NA,NA,NA,"Xenopsylla nuttalli"
"NMNH",494,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopsylla persica Ioff, 1946",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Xenopsylla",NA,"persica",NA,"species",NA,"Ioff, 1946",NA,NA,NA,NA,NA,"Xenopsylla persica"
"NMNH",495,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus (Emmareus) borealis Rothschild, 1907",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus","Emmareus","borealis",NA,"species",NA,"Rothschild, 1907",NA,NA,NA,NA,NA,"Ceratophyllus borealis"
"NMNH",496,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus (Emmareus) columbae (Gervais, 1844)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus","Emmareus","columbae",NA,"species",NA,"Gervais, 1844",NA,NA,NA,NA,NA,"Ceratophyllus columbae"
"NMNH",497,NA,NA,NA,NA,NA,NA,NA,NA,"Ornithopsylla laetitiae Rothschild, 1908",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Ornithopsylla",NA,"laetitiae",NA,"species",NA,"Rothschild, 1908",NA,NA,NA,NA,NA,"Ornithopsylla laetitiae"
"NMNH",498,NA,NA,NA,NA,NA,NA,NA,NA,"Rhadinopsylla golana Lewis & Burt, 1973",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Rhadinopsylla",NA,"golana",NA,"species",NA,"Lewis & Burt, 1973",NA,NA,NA,NA,NA,"Rhadinopsylla golana"
"NMNH",499,NA,NA,NA,NA,NA,NA,NA,NA,"Echidnophaga murina (Tiraboschi, 1903)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Echidnophaga",NA,"murina",NA,"species",NA,"Tiraboschi, 1903",NA,NA,NA,NA,NA,"Echidnophaga murina"
"NMNH",501,NA,NA,NA,NA,NA,NA,NA,NA,"Palaeopsylla nippon Jameson & Kumada, 1953",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Palaeopsylla",NA,"nippon",NA,"species",NA,"Jameson & Kumada, 1953",NA,NA,NA,NA,NA,"Palaeopsylla nippon"
"NMNH",502,NA,NA,NA,NA,NA,NA,NA,NA,"Neopsylla sasai Jameson & Kumada, 1953",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Neopsylla",NA,"sasai",NA,"species",NA,"Jameson & Kumada, 1953",NA,NA,NA,NA,NA,"Neopsylla sasai"
"NMNH",503,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus (Ceratophyllus) fringillae (Walker, 1856)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus","Ceratophyllus","fringillae",NA,"species",NA,"Walker, 1856",NA,NA,NA,NA,NA,"Ceratophyllus fringillae"
"NMNH",504,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus (Ceratophyllus) farreni chaoi Smit & Allan, 1955",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllus","Ceratophyllus","farreni","chaoi","subspecies",NA,"Smit & Allan, 1955",NA,NA,NA,NA,NA,"Ceratophyllus farreni chaoi"
"NMNH",505,NA,NA,NA,NA,NA,NA,NA,NA,"Peromyscopsylla takahasii takahasii Ono & Hasegawa, 1955",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Peromyscopsylla",NA,"takahasii","takahasii","subspecies",NA,"Ono & Hasegawa, 1955",NA,NA,NA,NA,NA,"Peromyscopsylla takahasii takahasii"
"NMNH",506,NA,NA,NA,NA,NA,NA,NA,NA,"Neopsylla setosa setosa (Wagner, 1898)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae","Neopsylla",NA,"setosa","setosa","subspecies",NA,"Wagner, 1898",NA,NA,NA,NA,NA,"Neopsylla setosa setosa"
"NMNH",507,NA,NA,NA,NA,NA,NA,NA,NA,"Procaviopsylla procaviae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","Procaviopsylla",NA,"procaviae",NA,"species",NA,"",NA,NA,NA,NA,NA,"Procaviopsylla procaviae"
"NMNH",508,NA,NA,NA,NA,NA,NA,NA,NA,"Thaumapsylla dina Jordan, 1937",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae","Thaumapsylla",NA,"dina",NA,"species",NA,"Jordan, 1937",NA,NA,NA,NA,NA,"Thaumapsylla dina"
"NMNH",509,NA,NA,NA,NA,NA,NA,NA,NA,"Leptopsylla (Leptopsylla) aethiopica",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae","Leptopsylla","Leptopsylla","aethiopica",NA,"species",NA,"",NA,NA,NA,NA,NA,"Leptopsylla aethiopica"
"NMNH",510,NA,NA,NA,NA,NA,NA,NA,NA,"Xiphiopsylla lippa lippa Jordan, 1933",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Xiphiopsyllidae","Xiphiopsylla",NA,"lippa","lippa","subspecies",NA,"Jordan, 1933",NA,NA,NA,NA,NA,"Xiphiopsylla lippa lippa"
