"id","order","family","genus","species","subspecies","author","taxonlevel","accid","canonical","source"
1416900,"Siphonaptera","Ceratophyllidae","Aetheca","bakeri",NA,"(Wagner, 1933)","species",1416899,"Aetheca bakeri","GBIF"
1416897,"Siphonaptera","Ceratophyllidae","Aetheca","peromysci",NA,"(Stewart, 1928)","species",1416894,"Aetheca peromysci","GBIF"
1416899,"Siphonaptera","Ceratophyllidae","Aetheca","thamba",NA,"(Jordan, 1929)","species",0,"Aetheca thamba","GBIF"
1416894,"Siphonaptera","Ceratophyllidae","Aetheca","wagneri",NA,"(Baker, 1904)","species",0,"Aetheca wagneri","GBIF"
6194382,"Siphonaptera","Ceratophyllidae","Aetheca","wagneri","kylei","(Hubbard, 1949)","subspecies",1416894,"Aetheca wagneri kylei","GBIF"
6194380,"Siphonaptera","Ceratophyllidae","Aetheca","wagneri","ophidius","(Jordan, 1929)","subspecies",1416894,"Aetheca wagneri ophidius","GBIF"
6194381,"Siphonaptera","Ceratophyllidae","Aetheca","wagneri","systaltus","(Jordan, 1929)","subspecies",1416894,"Aetheca wagneri systaltus","GBIF"
1416850,"Siphonaptera","Ceratophyllidae","Oropsylla","acutus",NA,"(Baker, 1904)","species",1416849,"Oropsylla acutus","GBIF"
1416858,"Siphonaptera","Ceratophyllidae","Oropsylla","bertholfi",NA,"(C.Fox, 1927)","species",1416856,"Oropsylla bertholfi","GBIF"
1416879,"Siphonaptera","Ceratophyllidae","Oropsylla","crassus",NA,"(Jordan & Rothschild, 1911)","species",1416877,"Oropsylla crassus","GBIF"
1416870,"Siphonaptera","Ceratophyllidae","Oropsylla","elana",NA,"Jordan, 1929","species",1416868,"Oropsylla elana","GBIF"
1416852,"Siphonaptera","Ceratophyllidae","Oropsylla","hopkinsi",NA,"(Vargas, 1955)","species",1416849,"Oropsylla hopkinsi","GBIF"
1416857,"Siphonaptera","Ceratophyllidae","Oropsylla","poeantis",NA,"(Rothschild, 1905)","species",1416856,"Oropsylla poeantis","GBIF"
1416854,"Siphonaptera","Ceratophyllidae","Oropsylla","saundersi",NA,"(Jordan, 1933)","species",1416853,"Oropsylla saundersi","GBIF"
1416880,"Siphonaptera","Ceratophyllidae","Oropsylla","segregatus",NA,"(Wagner, 1930)","species",1416877,"Oropsylla segregatus","GBIF"
1416875,"Siphonaptera","Ceratophyllidae","Oropsylla","septentrionalis",NA,"(Stewart & Holland, 1940)","species",1416874,"Oropsylla septentrionalis","GBIF"
1416873,"Siphonaptera","Ceratophyllidae","Oropsylla","stejnegeri",NA,"Jordan, 1937","species",1416868,"Oropsylla stejnegeri","GBIF"
1419677,"Siphonaptera","Stivaliidae","Afristivalius","afer",NA,"(Rothschild, 1908)","species",0,"Afristivalius afer","GBIF"
1419679,"Siphonaptera","Stivaliidae","Afristivalius","azevedoi",NA,"(Ribeiro, 1975)","species",0,"Afristivalius azevedoi","GBIF"
1419678,"Siphonaptera","Stivaliidae","Afristivalius","cacuminis",NA,"(Smit, 1958)","species",1419677,"Afristivalius cacuminis","GBIF"
1419684,"Siphonaptera","Stivaliidae","Afristivalius","curtiductus",NA,"(Smit, 1958)","species",0,"Afristivalius curtiductus","GBIF"
1419687,"Siphonaptera","Stivaliidae","Afristivalius","fallaciosus",NA,"(Smit, 1958)","species",0,"Afristivalius fallaciosus","GBIF"
9022621,"Siphonaptera","Stivaliidae","Afristivalius","hartorum",NA,"Beaucournu, Mutombo & Laudisoit, 2015","species",0,"Afristivalius hartorum","GBIF"
1419680,"Siphonaptera","Stivaliidae","Afristivalius","nigeriensis",NA,"(Jordan, 1938)","species",0,"Afristivalius nigeriensis","GBIF"
1419685,"Siphonaptera","Stivaliidae","Afristivalius","parilis",NA,"(Smit, 1958)","species",0,"Afristivalius parilis","GBIF"
1419688,"Siphonaptera","Stivaliidae","Afristivalius","pirloti",NA,"(Smit, 1958)","species",0,"Afristivalius pirloti","GBIF"
6194414,"Siphonaptera","Stivaliidae","Afristivalius","pirloti","angolae","(Ribeiro, 1975)","subspecies",0,"Afristivalius pirloti angolae","GBIF"
6194413,"Siphonaptera","Stivaliidae","Afristivalius","pirloti","pirloti","(Smit, 1958)","subspecies",0,"Afristivalius pirloti pirloti","GBIF"
1419691,"Siphonaptera","Stivaliidae","Afristivalius","rahmi",NA,"(Beaucournu, 1970)","species",0,"Afristivalius rahmi","GBIF"
1419681,"Siphonaptera","Stivaliidae","Afristivalius","richardi",NA,"(Jordan, 1936)","species",0,"Afristivalius richardi","GBIF"
