"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
NA,49,NA,NA,NA,NA,NA,NA,NA,"Malaraeus Jordan, 1933",NA,"Ceratophyllinae",NA,NA,NA,"1933",NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllinae","Malaraeus",NA,NA,NA,"genus",NA,"Jordan, 1933",NA,"ICZN","accepted",NA,NA,"Malaraeus"
NA,50,NA,NA,NA,NA,NA,NA,NA,"Margopsylla Smit, 1983",NA,"Ceratophyllinae",NA,NA,NA,"1983",NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllinae","Margopsylla",NA,NA,NA,"genus",NA,"Smit, 1983",NA,"ICZN","accepted",NA,NA,"Margopsylla"
NA,51,NA,NA,NA,NA,NA,NA,NA,"Megabothris Jordan, 1933",NA,"Ceratophyllinae",NA,NA,NA,"1933",NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllinae","Megabothris",NA,NA,NA,"genus",NA,"Jordan, 1933",NA,"ICZN","accepted",NA,NA,"Megabothris"
NA,52,NA,NA,NA,NA,NA,NA,NA,"Megathoracipsylla Liu, Liu & Zhang, 1980",NA,"Ceratophyllinae",NA,NA,NA,"1980",NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllinae","Megathoracipsylla",NA,NA,NA,"genus",NA,"Liu, Liu & Zhang, 1980",NA,"ICZN","accepted",NA,NA,"Megathoracipsylla"
NA,53,NA,NA,NA,NA,NA,NA,NA,"Myoxopsylla Wagner, 1927",NA,"Ceratophyllinae",NA,NA,NA,"1927",NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllinae","Myoxopsylla",NA,NA,NA,"genus",NA,"Wagner, 1927",NA,"ICZN","accepted",NA,NA,"Myoxopsylla"
NA,54,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus Jordan, 1933",NA,"Ceratophyllinae",NA,NA,NA,"1933",NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllinae","Nosopsyllus",NA,NA,NA,"genus",NA,"Jordan, 1933",NA,"ICZN","accepted",NA,NA,"Nosopsyllus"
NA,55,NA,NA,NA,NA,NA,NA,NA,"Opisodasys Jordan, 1933",NA,"Ceratophyllinae",NA,NA,NA,"1933",NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllinae","Opisodasys",NA,NA,NA,"genus",NA,"Jordan, 1933",NA,"ICZN","accepted",NA,NA,"Opisodasys"
NA,56,NA,NA,NA,NA,NA,NA,NA,"Paraceras Wagner, 1916",NA,"Ceratophyllinae",NA,NA,NA,"1916",NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllinae","Paraceras",NA,NA,NA,"genus",NA,"Wagner, 1916",NA,"ICZN","accepted",NA,NA,"Paraceras"
NA,57,NA,NA,NA,NA,NA,NA,NA,"Paramonopsyllus Argyropulo, 1946",NA,"Ceratophyllinae",NA,NA,NA,"1946",NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllinae","Paramonopsyllus",NA,NA,NA,"genus",NA,"Argyropulo, 1946",NA,"ICZN","accepted",NA,NA,"Paramonopsyllus"
NA,58,NA,NA,NA,NA,NA,NA,NA,"Parathrassis Lewis, 2008",NA,"Ceratophyllinae",NA,NA,NA,"2008",NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllinae","Parathrassis",NA,NA,NA,"genus",NA,"Lewis, 2008",NA,"ICZN","accepted",NA,NA,"Parathrassis"
NA,59,NA,NA,NA,NA,NA,NA,NA,"Pleochaetis Jordan, 1933",NA,"Ceratophyllinae",NA,NA,NA,"1933",NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Ceratophyllinae","Pleochaetis",NA,NA,NA,"genus",NA,"Jordan, 1933",NA,"ICZN","accepted",NA,NA,"Pleochaetis"
