"source","taxonID","species","author","synonym(s)","fossil","reason"
"Lewis",1627,"osgoodi","Traub",NA,NA,NA
"Lewis",1628,"pelaezi","Barrera",NA,NA,NA
"Lewis",1629,"traubi","Tipton & Mendez",NA,NA,NA
"Lewis",1630,"uniseta","Traub",NA,NA,NA
"Lewis",1631,"whartoni","Traub & Johnson",NA,NA,NA
"Lewis",1632,"zyanya","Acosta, Salceda-Sánchez & Ponce-Ulloa",NA,NA,NA
"Lewis",1633,"anciauxi","Smit",NA,NA,NA
"Lewis",1634,"consularis","Smit",NA,NA,NA
"Lewis",1635,"convexus","Segerman",NA,NA,NA
"Lewis",1636,"duodecima","Beaucournu & Kock",NA,NA,NA
"Lewis",1638,"hoogstraali","Smit",NA,NA,NA
"Lewis",1640,"idae","Smit",NA,NA,NA
"Lewis",1641,"incerta","(Rothschild)",NA,NA,NA
"Lewis",1642,"leleupi","Smit",NA,NA,NA
"Lewis",1643,"lipsi","Smit",NA,NA,NA
"Lewis",1644,"makay","Laudisoit, Prie & Beaucournu",NA,NA,NA
"Lewis",1645,"malayana","Beaucournu & Kock",NA,NA,NA
"Lewis",1648,"micula","Jordan & Rothschild",NA,NA,NA
"Lewis",1649,"obliqua","Smit",NA,NA,NA
"Lewis",1651,"putila","Jordan & Rothschild",NA,NA,NA
"Lewis",1652,"senckenbergiana","Beaucournu & Fahr",NA,NA,NA
"Lewis",1653,"signata","(Wahlgren)",NA,NA,NA
"Lewis",1654,"taeniolae","Smit",NA,NA,NA
"Lewis",1655,"tauffliebi","Smit",NA,NA,NA
"Lewis",1656,"turba","Smit",NA,NA,NA
"Lewis",1657,"aestivalius","(Jameson & Sakaguti)",NA,NA,NA
"Lewis",1658,"affinis","Li",NA,NA,NA
"Lewis",1659,"alienus","Smit",NA,NA,NA
"Lewis",1660,"ferinus","(Rothschild)",NA,NA,NA
"Lewis",1661,"insolli","(Traub)",NA,NA,NA
"Lewis",1662,"occidentayunnanus","Li, Xie & Gong",NA,NA,NA
"Lewis",1663,"philippinensis","Hastriter & Bush",NA,NA,NA
"Lewis",1664,"vomerus","Traub",NA,NA,NA
"Lewis",1678,"ctenophora","(Wagner)",NA,NA,NA
"Lewis",1679,"lauta","Rothschild",NA,NA,NA
"Lewis",1680,"nana","Argyropulo",NA,NA,NA
"Lewis",1681,"nemerosa","(Tiflov)",NA,NA,NA
"Lewis",1682,"pamirensis","(Ioff)",NA,NA,NA
"Lewis",1683,"pavlovskii","Ioff",NA,NA,NA
"Lewis",1688,"putoraki","Ioff",NA,NA,NA
"Lewis",1690,"sciurobia","(Wagner)",NA,NA,NA
"Lewis",1698,"segnis","(Schönherr)",NA,NA,NA
"Lewis",1699,"sexdentata","(Wagner)",NA,NA,NA
"Lewis",1700,"sicistae","(Tiflov & Kolpakova)",NA,NA,NA
"Lewis",1707,"cognatus","Smit",NA,NA,NA
"Lewis",1708,"consobrinus","(Jordan)",NA,NA,NA
"Lewis",1709,"dubosti","Beaucournu",NA,NA,NA
"Lewis",1710,"duratus","(Jordan)",NA,NA,NA
"Lewis",1711,"hopkinsi","Jordan",NA,NA,NA
"Lewis",1712,"infestus","(Rothschild)",NA,NA,NA
"Lewis",1713,"notabilis","(Jordan)",NA,NA,NA
"Lewis",1714,"piger","(Jordan)",NA,NA,NA
"Lewis",1715,"proximus","Smit",NA,NA,NA
"Lewis",1716,"schoutedeni","Berteaux",NA,NA,NA
"Lewis",1717,"selindae","DeMeillon",NA,NA,NA
"Lewis",1718,"smiti","Johnson",NA,NA,NA
"Lewis",1719,"stratiotes","(Rothschild)",NA,NA,NA
"Lewis",1720,"vates","Jordan",NA,NA,NA
"Lewis",1721,"wilsoni","Hubbard",NA,NA,NA
"Lewis",1722,"fortis","(Jordan & Rothschild)",NA,NA,NA
"Lewis",1723,"plesiomorphus","Beaucournu & Gallardo",NA,NA,NA
"Lewis",1724,"robertsianus","(Jordan)",NA,NA,NA
"Lewis",1725,"ulus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",1727,"agrippinae","(Rothschild)",NA,NA,NA
"Lewis",1728,"aricinae","DeMeillon",NA,NA,NA
"Lewis",1736,"dorippae","(Rothschild)",NA,NA,NA
"Lewis",1737,"fouriei","DeMeillon",NA,NA,NA
"Lewis",1738,"prominens","Jordan",NA,NA,NA
"Lewis",1739,"clavula","Xie & Duan",NA,NA,NA
"Lewis",1740,"conica","Zhang, Wu & Liu",NA,NA,NA
"Lewis",1741,"princeps","Bai, Ma & Lu",NA,NA,NA
"Lewis",1742,"simondi","Beaucournu & Sountsov",NA,NA,NA
"Lewis",1743,"lasiorhini","Mardon & Dunnet",NA,NA,NA
"Lewis",1744,"nova","Rothschild",NA,NA,NA
"Lewis",1745,"hercules","Rothschild",NA,NA,NA
"Lewis",1746,"novaehollandiae","Hastriter",NA,NA,NA
"Lewis",1747,"albertyni","DeMeillon & Marcus",NA,NA,NA
"Lewis",1748,"abazhouensis","Liu, Liu & Zhai",NA,NA,NA
"Lewis",1749,"aeretesites","Li, Chen & Wei",NA,NA,NA
"Lewis",1750,"angustihamulus","Li, Zhang & Zeng",NA,NA,NA
"Lewis",1753,"borneensis","(Jordan)",NA,NA,NA
"Lewis",1754,"conjiangensis","Li & Huang",NA,NA,NA
"Lewis",1755,"cuiae","Wu & Yu",NA,NA,NA
"Lewis",1756,"durdeni","Beaucournu & Wells",NA,NA,NA
"Lewis",1757,"euteles","(Jordan & Rothschild)",NA,NA,NA
"Lewis",1758,"exilia","Li, Wang & Hsieh",NA,NA,NA
"Lewis",1759,"fimbriata","(Jordan & Rothschild)",NA,NA,NA
"Lewis",1760,"fulini","Wu & Liu",NA,NA,NA
"Lewis",1761,"furcata","Shi, Liu & Wu",NA,NA,NA
"Lewis",1762,"gansuensis","Zhang & Ma",NA,NA,NA
"Lewis",1772,"heinrichi","Jordan",NA,NA,NA
"Lewis",1773,"heishuiensis","Li",NA,NA,NA
"Lewis",1774,"idonea","(Rothschild)",NA,NA,NA
"Lewis",1776,"jiangkouensis","Li & Huang",NA,NA,NA
"Lewis",1777,"jingdongensis","Li",NA,NA,NA
"Lewis",1778,"kinabaluae","Beaucournu & Wells",NA,NA,NA
"Lewis",1780,"levis","(Jordan & Rothschild)",NA,NA,NA
"Lewis",1781,"liae","(Wang)",NA,NA,NA
"Lewis",1782,"luchunensis","Huang",NA,NA,NA
"Lewis",1785,"microcopa","Li, Chen & Wei",NA,NA,NA
"Lewis",1786,"muyuensis","Liu & Wang",NA,NA,NA
"Lewis",1787,"nandanensis","Li, Zeng & Zeng",NA,NA,NA
"Lewis",1788,"paoshanensis","Li & Yan",NA,NA,NA
"Lewis",1789,"perplexa","Beaucournu & Sountsov",NA,NA,NA
"Lewis",1790,"phillipsi","(Jordan)",NA,NA,NA
"Lewis",1791,"pilata","(Jordan & Rothschild)",NA,NA,NA
"Lewis",1792,"probata","(Jordan & Rothschild)",NA,NA,NA
"Lewis",1793,"sodalis","(Rothschild)",NA,NA,NA
"Lewis",1794,"theresae","Durden & Beaucournu",NA,NA,NA
"Lewis",1795,"tonkinensis","Jordan",NA,NA,NA
"Lewis",1796,"traubi","Beaucournu & Wells",NA,NA,NA
"Lewis",1797,"trispinosa","(Liu)",NA,NA,NA
"Lewis",1798,"uncinalis","Jordan",NA,NA,NA
"Lewis",1805,"grossiventris","(Weyenbergh)",NA,NA,NA
"Lewis",1808,"eremicus","(Baker)",NA,NA,NA
"Lewis",1809,"grundmanni","(Egoscue)",NA,NA,NA
"Lewis",1810,"telchinus","(Rothschild)",NA,NA,NA
"Lewis",1812,"tolli","Wagner",NA,NA,NA
"Lewis",1813,"angustata","Traub",NA,NA,NA
"Lewis",1814,"arcuata","Traub",NA,NA,NA
"Lewis",1815,"batibacula","Traub",NA,NA,NA
"Lewis",1816,"calcarata","Traub",NA,NA,NA
"Lewis",1817,"cambodia","Klein",NA,NA,NA
"Lewis",1818,"dryadosa","Traub",NA,NA,NA
"Lewis",1819,"independencia","Hastriter",NA,NA,NA
"Lewis",1820,"javana","(Jordan)",NA,NA,NA
"Lewis",1821,"limi","Traub",NA,NA,NA
"Lewis",1822,"loncha","(Jordan)",NA,NA,NA
"Lewis",1823,"pfeifferi","Beaucournu & Wells",NA,NA,NA
"Lewis",1826,"rhaeba","(Jordan)",NA,NA,NA
"Lewis",1831,"rubrisciurae","Durden & Beaucournu",NA,NA,NA
"Lewis",1832,"sabahae","Beaucournu & Wells",NA,NA,NA
"Lewis",1833,"thurmani","Traub",NA,NA,NA
"Lewis",1834,"traubiana","Beaucournu & Wells",NA,NA,NA
"Lewis",1835,"veruta","Traub",NA,NA,NA
"Lewis",1836,"vietnamensis","Chau & Van",NA,NA,NA
"Lewis",1838,"abantis","(Rothschild)",NA,NA,NA
"Lewis",1839,"acerbus","(Jordan)",NA,NA,NA
"Lewis",1847,"atrox","(Jordan)",NA,NA,NA
"Lewis",1848,"beljaevi","(Emelyanova)",NA,NA,NA
"Lewis",1849,"bispinosa","(Sychevsky)",NA,NA,NA
"Lewis",1851,"calcarifer","(Wagner)",NA,NA,NA
"Lewis",1855,"clantoni","Hubbard",NA,NA,NA
"Lewis",1857,"groenlandicus","(Wahlgren)",NA,NA,NA
"Lewis",1858,"lucifer","(Rothschild)",NA,NA,NA
"Lewis",1859,"quirini","(Rothschild)",NA,NA,NA
"Lewis",1863,"rectangulatus","(Wahlgren)",NA,NA,NA
"Lewis",1866,"rhipisoides","Li & Wang",NA,NA,NA
"Lewis",1867,"sinensis","Dou & Ji",NA,NA,NA
"Lewis",1869,"sokolovi","(Gershkovich)",NA,NA,NA
"Lewis",1871,"turbidus","(Rothschild)",NA,NA,NA
"Lewis",1873,"walkeri","(Rothschild)",NA,NA,NA
"Lewis",1874,"becki","Tipton & Allred",NA,NA,NA
"Lewis",1875,"bisetis","Jordan & Rothschild",NA,NA,NA
"Lewis",1876,"cavernicolus","Mendez & Haas",NA,NA,NA
"Lewis",1880,"divisus","(Baker)",NA,NA,NA
"Lewis",1881,"jamesoni","Smit",NA,NA,NA
"Lewis",1885,"procus","Jordan & Rothschild",NA,NA,NA
"Lewis",1886,"sicamus","Jordan & Rothschild",NA,NA,NA
"Lewis",1887,"sierrae","Augustson",NA,NA,NA
"Lewis",1888,"smiti","Mendez",NA,NA,NA
"Lewis",1890,"spenceri","Wagner",NA,NA,NA
"Lewis",1891,"weaveri","Eads & Campos",NA,NA,NA
"Lewis",1892,"wilsoni","Mendez & Haas",NA,NA,NA
"Lewis",1893,"pentagonia","Liu, Liu & Zhang",NA,NA,NA
"Lewis",1894,"agilis","Eads",NA,NA,NA
"Lewis",1895,"altipecten","Traub & Hoff",NA,NA,NA
"Lewis",1897,"arachis","(Jordan)",NA,NA,NA
"Lewis",1898,"bilsingi","Eads & Menzies",NA,NA,NA
"Lewis",1899,"californicus","Augustson",NA,NA,NA
"Lewis",1901,"cummingi","(C. Fox)",NA,NA,NA
"Lewis",1902,"deserti","Augustson",NA,NA,NA
"Lewis",1903,"dipodomys","Kohls",NA,NA,NA
"Lewis",1904,"disparalis","Eads",NA,NA,NA
"Lewis",1905,"facilis","Eads",NA,NA,NA
"Lewis",1908,"hubbardi","Kohls",NA,NA,NA
"Lewis",1909,"jamesoni","Hubbard",NA,NA,NA
"Lewis",1910,"nidi","Williams & Hoff",NA,NA,NA
"Lewis",1911,"parkeri","Jordan",NA,NA,NA
"Lewis",1912,"rectus","Morlan",NA,NA,NA
"Lewis",1913,"shannoni","(Jordan)",NA,NA,NA
"Lewis",1914,"vitabilis","Eads",NA,NA,NA
"Lewis",1916,"anomala","Liu, Tsai & Wu",NA,NA,NA
"Lewis",1917,"apscheronica","Wagner & Argyropulo",NA,NA,NA
"Lewis",1927,"lenis","Jordan & Rothschild",NA,NA,NA
"Lewis",1928,"sagitta","Yu, Ye & Liu",NA,NA,NA
"Lewis",1933,"anaxilas","(M. Rothschild)",NA,NA,NA
"Lewis",1934,"huonensis","Holland",NA,NA,NA
"Lewis",1935,"lasiurus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",1936,"molestus","(Jordan)",NA,NA,NA
"Lewis",1937,"mordax","(Rothschild)",NA,NA,NA
"Lewis",1938,"novaehiberniae","Beaucournu & Mahnert",NA,NA,NA
"Lewis",1939,"rectus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",1940,"rothschildae","Holland",NA,NA,NA
"Lewis",1941,"shawmayeri","(Jordan)",NA,NA,NA
"Lewis",1942,"tamberan","Holland",NA,NA,NA
"Lewis",1943,"triangularus","Liu, Zhung & Wang",NA,NA,NA
"Lewis",1946,"arctica","Rothschild",NA,NA,NA
"Lewis",1950,"exsula","Lewis",NA,NA,NA
"Lewis",1951,"laxisinuata","Liu, Wu & Wu",NA,NA,NA
"Lewis",1953,"megatarsalia","(Liu, Wu & Wu)",NA,NA,NA
"Lewis",1954,"truncata","(Liu, Wu & Wu)",NA,NA,NA
"Lewis",1955,"sjoestedti","Rothschild",NA,NA,NA
"Lewis",1958,"anisus","Rothschild",NA,NA,NA
"Lewis",1961,"argus","(Rothschild)",NA,NA,NA
"Lewis",1962,"fengi","Liu, Xie & Wang",NA,NA,NA
"Lewis",1963,"forficus","Cai & Wu",NA,NA,NA
"Lewis",1964,"hamutus","Cai & Wu",NA,NA,NA
"Lewis",1968,"indages","Rothschild",NA,NA,NA
"Lewis",1969,"liae","Zhang, Wu & Li",NA,NA,NA
"Lewis",1970,"paradoxus","Scalon",NA,NA,NA
"Lewis",1982,"vison","Baker",NA,NA,NA
"Lewis",1983,"yamane","(Sakaguti & Nakagawa)",NA,NA,NA
"Lewis",1985,"mannae","Traub",NA,NA,NA
"Lewis",1986,"nadi","Traub",NA,NA,NA
"Lewis",1987,"niobiensis","Hastriter",NA,NA,NA
"Lewis",1988,"dunneti","Mardon & Durden",NA,NA,NA
"Lewis",1989,"marshalli","Mardon & Durden",NA,NA,NA
"Lewis",1990,"vanpeeneni","Mardon & Durden",NA,NA,NA
"Lewis",1991,"wattsi","Mardon & Durden",NA,NA,NA
"Lewis",1992,"whitei","Mardon & Durden",NA,NA,NA
"Lewis",1993,"borealis","Lewis",NA,NA,NA
"Lewis",1995,"collinsi","Kohls",NA,NA,NA
"Lewis",1996,"gentilis","Jordan & Rothschild",NA,NA,NA
"Lewis",1997,"globata","Holland",NA,NA,NA
"Lewis",2000,"insignis","(Rothschild)",NA,NA,NA
"Lewis",2001,"isidori","(Weyenbergh)",NA,NA,NA
"Lewis",2002,"nordina","Traub & Hoff",NA,NA,NA
"Lewis",2004,"palposa","(Rothschild)",NA,NA,NA
"Lewis",2005,"setosa","Johnson",NA,NA,NA
"Lewis",2007,"trisellis","Jordan",NA,NA,NA
"Lewis",2008,"tropica","Mendez & Lemke",NA,NA,NA
"Lewis",2013,"dryomydis","Peus",NA,NA,NA
"Lewis",2014,"jordani","Ioff & Argyropulo",NA,NA,NA
"Lewis",2018,"laverani","(Rothschild)",NA,NA,NA
"Lewis",2019,"beklemischevi","Ioff",NA,NA,NA
"Lewis",2020,"brevidigita","Wu, Wang & Liu",NA,NA,NA
"Lewis",2021,"brooksi","(Rothschild)",NA,NA,NA
"Lewis",2026,"georgiana","Pratt & Harrison",NA,NA,NA
"Lewis",2027,"grahami","Holland",NA,NA,NA
"Lewis",2028,"hamata","Holland & Jameson",NA,NA,NA
"Lewis",2029,"hyrtaci","(Rothschild)",NA,NA,NA
"Lewis",2030,"ioffi","Sychevsky",NA,NA,NA
"Lewis",2032,"jordani","Hubbard",NA,NA,NA
"Lewis",2033,"liupanshanensis","Li, Wu & Liu",NA,NA,NA
"Lewis",2034,"martyoungi","Hubbard",NA,NA,NA
"Lewis",2035,"myospalaca","Ma & Wang",NA,NA,NA
"Lewis",2036,"pfitzeri","Benton",NA,NA,NA
"Lewis",2037,"princei","Holland & Jameson",NA,NA,NA
"Lewis",2038,"traubi","Hubbard",NA,NA,NA
"Lewis",2039,"xijiensis","Wu, Chen & Li",NA,NA,NA
"Lewis",2041,"abagaitui","Ioff",NA,NA,NA
"Lewis",2043,"acanthina","Jordan & Rothschild",NA,NA,NA
"Lewis",2045,"affinis","Li & Hsieh",NA,NA,NA
"Lewis",2046,"aliena","Jordan & Rothschild",NA,NA,NA
"Lewis",2047,"angustimanubra","Wu, Wu & Liu",NA,NA,NA
"Lewis",2048,"anoma","Rothschild",NA,NA,NA
"Lewis",2049,"avida","Jordan",NA,NA,NA
"Lewis",2050,"bactriana","Ioff",NA,NA,NA
"Lewis",2051,"bana","Beaucournu & Sountsov",NA,NA,NA
"Lewis",2052,"bidentatiformis","(Wagner)",NA,NA,NA
"Lewis",2056,"clavelia","Li & Wei",NA,NA,NA
"Lewis",2057,"compar","Jordan & Rothschild",NA,NA,NA
"Lewis",2058,"constricta","Jameson & Hsieh",NA,NA,NA
"Lewis",2059,"democratica","Wagner",NA,NA,NA
"Lewis",2062,"fimbriata","Li & Hsieh",NA,NA,NA
"Lewis",2063,"galea","Ioff",NA,NA,NA
"Lewis",2064,"heckeli","Smit & Rosicky",NA,NA,NA
"Lewis",2065,"hissarica","Ioff & Sosnina",NA,NA,NA
"Lewis",2066,"hongyangensis","Li, Bai & Chen",NA,NA,NA
"Lewis",2068,"honora","Jordan",NA,NA,NA
"Lewis",2070,"inopina","Rothschild",NA,NA,NA
"Lewis",2071,"japonica","Kumada",NA,NA,NA
"Lewis",2072,"kweichowensis","Liao",NA,NA,NA
"Lewis",2073,"longisetosa","Li & Hsieh",NA,NA,NA
"Lewis",2074,"luma","Traub",NA,NA,NA
"Lewis",2075,"mana","Wagner",NA,NA,NA
"Lewis",2076,"mantissa","Lewis",NA,NA,NA
"Lewis",2077,"megaloba","Li",NA,NA,NA
"Lewis",2078,"meridiana","Tiflov & Kolpakova",NA,NA,NA
"Lewis",2079,"musseri","Beaucournu & Durden",NA,NA,NA
"Lewis",2080,"mustelae","Jameson & Hsieh",NA,NA,NA
"Lewis",2081,"nebula","Jameson & Hsieh",NA,NA,NA
"Lewis",2082,"ninae","Beaucournu & Sountsov",NA,NA,NA
"Lewis",2083,"pagea","Lewis",NA,NA,NA
"Lewis",2084,"paranoma","Li, Wang & Wang",NA,NA,NA
"Lewis",2091,"sasai","Jameson & Kumada",NA,NA,NA
"Lewis",2095,"sellaris","Wei & Chen",NA,NA,NA
"Lewis",2100,"siboi","Ye & Yu",NA,NA,NA
"Lewis",2101,"sondaica","Jordan",NA,NA,NA
"Lewis",2109,"stenosinuata","Wang",NA,NA,NA
"Lewis",2116,"tricata","Jordan",NA,NA,NA
"Lewis",2117,"villa","Wang, Wu & Liu",NA,NA,NA
"Lewis",2118,"guimaraesi","Linardi",NA,NA,NA
"Lewis",2119,"euloidea","Smit",NA,NA,NA
"Lewis",2120,"boliviensis","Sanchez, Lareschi, Salazar-Bravo & Gardner",NA,NA,NA
"Lewis",2122,"chilensis","Jordan",NA,NA,NA
"Lewis",2123,"crackensis","Sanchez & Lareschi",NA,NA,NA
"Lewis",2126,"pardinasii","Sanchez & Lareschi",NA,NA,NA
"Lewis",2127,"rosenbergi","(Rothschild)",NA,NA,NA
"Lewis",2128,"callosus","Jordan & Rothschild",NA,NA,NA
"Lewis",2130,"pomerantzi","(Traub)",NA,NA,NA
"Lewis",2131,"sulawesiensis","Mardon & Durden",NA,NA,NA
"Lewis",2135,"abramovi","(Ioff)",NA,NA,NA
"Lewis",2136,"aegaeus","Peus",NA,NA,NA
"Lewis",2137,"afghanus","Peus",NA,NA,NA
"Lewis",2138,"alladinis","(Rothschild)",NA,NA,NA
"Lewis",2139,"antakyaicus","Aktas",NA,NA,NA
"Lewis",2140,"apicoprominus","Tsai, Wu & Liu",NA,NA,NA
"Lewis",2143,"arcotus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2144,"argutus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2145,"atlantis","Jordan",NA,NA,NA
"Lewis",2146,"atsbi","Beaucournu, Meheretu & Laudisoit",NA,NA,NA
"Lewis",2147,"baltazardi","Farhang-Azad",NA,NA,NA
"Lewis",2148,"barbarus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2149,"bunni","Hubbard",NA,NA,NA
"Lewis",2150,"ceylonensis","Smit",NA,NA,NA
"Lewis",2151,"chayuensis","Wang & Liu",NA,NA,NA
"Lewis",2153,"consimilis","(Wagner)",NA,NA,NA
"Lewis",2154,"durii","Hubbard",NA,NA,NA
"Lewis",2159,"eremicus","Lewis",NA,NA,NA
"Lewis",2160,"farahae","Farhang-Azad",NA,NA,NA
"Lewis",2170,"fasciatus","(Bosc)",NA,NA,NA
"Lewis",2171,"fidus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2172,"garamanticus","Beaucournu & Launay",NA,NA,NA
"Lewis",2173,"geneatus","Traub",NA,NA,NA
"Lewis",2185,"jabeljaisensis","Chaber, Lignereux, Cardenas, Melville & Beaucournu",NA,NA,NA
"Lewis",2202,"medus","Jordan",NA,NA,NA
"Lewis",2204,"mikulini","(Kunitsky & Kynitskaya)",NA,NA,NA
"Lewis",2209,"mokrzeckyi","(Wagner)",NA,NA,NA
"Lewis",2210,"monstrosus","(Wagner)",NA,NA,NA
"Lewis",2212,"nicanus","Jordan",NA,NA,NA
"Lewis",2213,"nilgiriensis","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2214,"oranus","(Jordan)",NA,NA,NA
"Lewis",2217,"pringlei","Hubbard",NA,NA,NA
"Lewis",2218,"pumilionis","Smit",NA,NA,NA
"Lewis",2219,"punensis","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2220,"punjabensis","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2225,"simla","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2226,"sinaiensis","Smit",NA,NA,NA
"Lewis",2227,"sincerus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2228,"tamilanus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2229,"tersus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2232,"vauceli","Klein",NA,NA,NA
"Lewis",2233,"vlasovi","(Vlasov & Ioff)",NA,NA,NA
"Lewis",2239,"ziarus","Klein",NA,NA,NA
"Lewis",2240,"corynetes","Smit",NA,NA,NA
"Lewis",2246,"peregrinus","Smit",NA,NA,NA
"Lewis",2250,"calceata","(Ioff & Labunets)",NA,NA,NA
"Lewis",2251,"chapini","Jordan",NA,NA,NA
"Lewis",2252,"dicondylata","Wang",NA,NA,NA
"Lewis",2255,"dictena","(Kolenati)",NA,NA,NA
"Lewis",2257,"eusarca","Dampf",NA,NA,NA
"Lewis",2259,"galba","Dampf",NA,NA,NA
"Lewis",2261,"iae","Beaucournu & Kock",NA,NA,NA
"Lewis",2262,"intermedia","Lewis & Wilson",NA,NA,NA
"Lewis",2263,"levantina","Jordan",NA,NA,NA
"Lewis",2264,"liui","Wu, Chen & Liu",NA,NA,NA
"Lewis",2265,"longiceps","Rothschild",NA,NA,NA
"Lewis",2266,"nipopo","Sakaguti & Jameson",NA,NA,NA
"Lewis",2267,"oligochaeta","Rybin",NA,NA,NA
"Lewis",2271,"pentactena","(Kolenati)",NA,NA,NA
"Lewis",2272,"sakagutii","Jameson & Suyemoto",NA,NA,NA
"Lewis",2273,"singula","Rybin",NA,NA,NA
"Lewis",2276,"vancouverensis","Wagner",NA,NA,NA
"Lewis",2279,"comohamulus","Hastriter",NA,NA,NA
"Lewis",2280,"falcata","Mardon",NA,NA,NA
"Lewis",2281,"simplex","Holland",NA,NA,NA
"Lewis",2282,"simula","Mardon",NA,NA,NA
"Lewis",2283,"bondari","(Mikulin)",NA,NA,NA
"Lewis",2285,"hirticrus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2286,"rufescens","(Ioff)",NA,NA,NA
"Lewis",2289,"dentatus","(Baker)",NA,NA,NA
"Lewis",2290,"multispinosus","(Baker)",NA,NA,NA
"Lewis",2293,"spenceri","Dunn",NA,NA,NA
"Lewis",2294,"celata","Traub",NA,NA,NA
"Lewis",2295,"extrema","Ioff & Scalon",NA,NA,NA
"Lewis",2296,"jettmari","Jordan",NA,NA,NA
"Lewis",2297,"karakum","Zagniborodova",NA,NA,NA
"Lewis",2298,"kasakiensis","Ioff",NA,NA,NA
"Lewis",2299,"kiritschenkoi","(Wagner)",NA,NA,NA
"Lewis",2300,"kukuschkini","Ioff",NA,NA,NA
"Lewis",2301,"multichaeta","Liu, Wu & Wu",NA,NA,NA
"Lewis",2320,"enoplus","(Rothschild)",NA,NA,NA
"Lewis",2321,"hollandi","Traub",NA,NA,NA
"Lewis",2322,"keeni","(Baker)",NA,NA,NA
"Lewis",2323,"nesiotus","Augustson",NA,NA,NA
"Lewis",2324,"perotensis","Dampf",NA,NA,NA
"Lewis",2326,"pseudarctomys","(Baker)",NA,NA,NA
"Lewis",2328,"robustus","(Jordan)",NA,NA,NA
"Lewis",2330,"vesperalis","(Jordan)",NA,NA,NA
"Lewis",2331,"agilis","(Rothschild)",NA,NA,NA
"Lewis",2332,"caedens","(Jordan)",NA,NA,NA
"Lewis",2333,"cascadensis","Jordan",NA,NA,NA
"Lewis",2334,"dieteri","(C. Fox)",NA,NA,NA
"Lewis",2335,"fulleri","Traub",NA,NA,NA
"Lewis",2341,"howardi","(Baker)",NA,NA,NA
"Lewis",2342,"illinoiensis","Lewis",NA,NA,NA
"Lewis",2343,"intermedius","Hubbard",NA,NA,NA
"Lewis",2344,"latens","(Jordan)",NA,NA,NA
"Lewis",2346,"leucopus","(Baker)",NA,NA,NA
"Lewis",2347,"neotomae","(Augustson)",NA,NA,NA
"Lewis",2348,"nepos","(Rothschild)",NA,NA,NA
"Lewis",2349,"pennsylvanicus","(Jordan)",NA,NA,NA
"Lewis",2350,"schisintus","(Jordan)",NA,NA,NA
"Lewis",2352,"sexdentatus","(Baker)",NA,NA,NA
"Lewis",2357,"mikulini","Rosicky & Smit",NA,NA,NA
"Lewis",2358,"sinaia","Rosicky & Smit",NA,NA,NA
"Lewis",2359,"laetitiae","Rothschild",NA,NA,NA
"Lewis",2366,"arctomys","(Baker)",NA,NA,NA
"Lewis",2368,"bruneri","(Baker)",NA,NA,NA
"Lewis",2369,"hirsuta","(Baker)",NA,NA,NA
"Lewis",2372,"idahoensis","(Baker)",NA,NA,NA
"Lewis",2373,"ilovaiskii","Wagner & Ioff",NA,NA,NA
"Lewis",2374,"labis","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2376,"montana","(Baker)",NA,NA,NA
"Lewis",2377,"oregonensis","(Good & Prince)",NA,NA,NA
"Lewis",2378,"rupestris","(Jordan)",NA,NA,NA
"Lewis",2383,"silantiewi","(Wagner)",NA,NA,NA
"Lewis",2384,"tapina","Peus",NA,NA,NA
"Lewis",2387,"tuberculata","(Baker)",NA,NA,NA
"Lewis",2388,"washingtonensis","(Good & Prince)",NA,NA,NA
"Lewis",2391,"abacetus","(Jordan & Rothschild)",NA,NA,NA
"Lewis",2392,"andersoni","George & Beaucournu",NA,NA,NA
"Lewis",2393,"mardoni","Hastriter",NA,NA,NA
"Lewis",2394,"maricaballa","Hastriter",NA,NA,NA
"Lewis",2395,"orthodactylus","Holland",NA,NA,NA
"Lewis",2396,"penguinata","Hastriter",NA,NA,NA
"Lewis",2397,"rawlinsi","Hastriter",NA,NA,NA
"Lewis",2398,"repanda","Hastriter",NA,NA,NA
"Lewis",2399,"truncata","Hastriter",NA,NA,NA
"Lewis",2400,"uncinata","Hastriter",NA,NA,NA
"Lewis",2401,"whitingi","Hastriter",NA,NA,NA
"Lewis",2402,"isomalus","(Waterston)",NA,NA,NA
"Lewis",2403,"galliralli","(Smit)",NA,NA,NA
"Lewis",2405,"alpestris","Argyropulo",NA,NA,NA
