"source","taxonID","catalog number","catalog","barcode","type status","type citation","other identifications","sex and stage","preparation","bioregion","distribution","country","province/state","district/county","precise locality","elevation (m)","centroid latitude","centroid longitude","field number","collector(s)","collecting date","specimen count","record status","genetic sample type","biorepository number","bold id","genbank numbers","preservation method","embargo?","depleted?","record last modified","ezid"
"NMNH",219,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:08:00,"http://n2t.net/ark:/65665/3d7b3692f-0f99-4e3b-bcbb-b0eccf19f3bb"
"NMNH",220,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:08:00,"http://n2t.net/ark:/65665/32337c4c2-c60b-43dd-b304-22cac5726701"
"NMNH",221,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:09:00,"http://n2t.net/ark:/65665/32202a151-0dd5-43bb-95ea-9edec48361c1"
"NMNH",222,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:09:00,"http://n2t.net/ark:/65665/3f551e3fd-82b1-47f1-ab3f-f027505d4b08"
"NMNH",223,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:09:00,"http://n2t.net/ark:/65665/3bf2a12b6-8def-44d7-a092-e63bae6a80d5"
"NMNH",224,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:09:00,"http://n2t.net/ark:/65665/38ddf5d2c-2ab4-46e9-a71a-92863b99ffd4"
"NMNH",225,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical; Australasian; Nearctic; Neotropical; Oriental; Palaearctic","Australia; Barbados; Belize; Botswana; Brazil; Burma; Chile; China; Cuba; Ecuador; Egypt; Federated States of Microesia (Caroline Islands); France; Guatemala; Indonesia; Iraq; Kenya; Laos; Madagascar; Malaysia; Mexico; Morocco; Mozambique; Namibia; Nepal; Nicaragua; Papua New Guinea; United States (Arkansas, California, Florida, Georgia, Guam, Hawaii, Iowa, Kentucky, Maine, Maryland, Massachusetts, New Jersey, North Carolina, Ohio, Oklahoma, Oregon, South Carolina, Tennessee, Texas, Virginia)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-07 21:12:00,"http://n2t.net/ark:/65665/31cb3553e-8563-4f56-a2f9-67a41c6ffe19"
"NMNH",226,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:09:00,"http://n2t.net/ark:/65665/35d3da80c-ebd0-46b7-8baa-03cc9c607c55"
"NMNH",227,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical; Australasian; Nearctic; Neotropical; Oceanian; Palaearctic","[Not Stated] (Malay); Australia; Benin; Brazil; Burkina Faso; Burma; China; Colombia; Costa Rica; Cuba; Egypt; Eritrea; Ethiopia; Ghana; India; Indonesia; Iran; Iraq; Israel; Ivory Coast; Jamaica; Japan; Kenya; Korea; Liberia; Libya; Madagascar; United Kingdom (Saint Helena, Ascension and Tristan da Cunha, Ascension Island); United States (Alabama, Arizona, Arkansas, California, District of Columbia, Florida, Georgia, Guam, Hawaii, Illinois, Iowa, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Missouri, Nebraska, New Hampshire, New Mexico, New York, North Carolina, Ohio, Oregon, Rhode Island, South Carolina, Texas, Vermont, Virginia, Washington, West Virginia, Wyoming)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-07 20:18:00,"http://n2t.net/ark:/65665/30af7e134-244e-43dd-bb48-0c0ef3148201"
"NMNH",228,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian; Nearctic; Oriental","Australia; Indonesia; New Guinea; United States (Hawaii)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-07 20:18:00,"http://n2t.net/ark:/65665/33cf7a0b8-8120-4d17-a16d-ef7c5dd167ef"
"NMNH",229,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian; Palaearctic","Australia; England",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:09:00,"http://n2t.net/ark:/65665/37d617fff-0169-4786-a33e-1dc7607a7c42"
"NMNH",230,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:09:00,"http://n2t.net/ark:/65665/39b7688f0-1532-4d8c-a360-25c5854aaf37"
"NMNH",231,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:09:00,"http://n2t.net/ark:/65665/320ed407e-5089-4b07-8ddd-e2a368a2a3ea"
"NMNH",232,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:09:00,"http://n2t.net/ark:/65665/3a560c782-afd9-4646-b0d9-b0b0acbb772d"
"NMNH",233,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:09:00,"http://n2t.net/ark:/65665/3c62734d6-670e-46d5-aabd-94930e7e0097"
"NMNH",234,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia; New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:09:00,"http://n2t.net/ark:/65665/36f8ced72-216a-4a6e-b5cf-8bcd13a3a88b"
"NMNH",235,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:10:00,"http://n2t.net/ark:/65665/3a67bc03f-2bda-458b-987c-76df9e09f24e"
"NMNH",236,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:10:00,"http://n2t.net/ark:/65665/33eec56b6-b044-4bea-83dc-8978172793ed"
"NMNH",237,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia; Tasmania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:10:00,"http://n2t.net/ark:/65665/3a34871c1-e85e-4200-b580-20b7f8f800df"
"NMNH",238,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:10:00,"http://n2t.net/ark:/65665/334c1584e-d8e4-4d9f-b467-31f3e4055503"
"NMNH",240,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Australasian","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-22 16:10:00,"http://n2t.net/ark:/65665/323c599ba-ac34-4362-9c54-919a9ddcf171"
"NMNH",241,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Nearctic; Oceanian; Palaearctic","Austria; Belgium; Canada (Nova Scotia, Ontario); England; Finland; France; Germany; Japan; Netherlands; NewZealand; Scotland; United States (Deleware, Maine, Manitoba, Massachusetts, Michigan, New Hampshire, New Jersey, New York, Vermont, Wisconsin)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-07 20:19:00,"http://n2t.net/ark:/65665/3b21e901c-f454-4361-aa4e-d1f9cad54407"
"NMNH",242,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Palaearctic","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2017-01-06 16:24:00,"http://n2t.net/ark:/65665/3b88cfc9a-6a67-49e3-85bc-add7cc2297c8"
"NMNH",243,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Oriental; Palaearctic","Austria; Taiwan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2017-01-06 19:42:00,"http://n2t.net/ark:/65665/38cfdeae2-a71c-4f60-ab89-c2bbcc9273ac"
"NMNH",244,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Palaearctic","Austria; Denmark (Iceland); England; Germany; Netherlands; Sweden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:23:00,"http://n2t.net/ark:/65665/353bdc2ce-d351-4e3a-849d-e10eee9af07e"
"NMNH",245,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Palaearctic","Austria; Germany; Netherlands; Norway; Sweden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:17:00,"http://n2t.net/ark:/65665/31a38d93d-ffaf-441f-9980-66b18559c9b4"
"NMNH",246,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Belize; Brazil; Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:19:00,"http://n2t.net/ark:/65665/3c8777b16-b008-4bfc-8fb3-628c2eb18fd0"
"NMNH",247,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-30 18:53:00,"http://n2t.net/ark:/65665/3b2a22a45-d10a-4ed6-96f2-945f74c90fc6"
"NMNH",248,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Lesotho; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:21:00,"http://n2t.net/ark:/65665/3e4c74816-472b-4faf-b98b-16e3085c9d83"
"NMNH",252,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/3d2b1ef88-fb31-40de-a4f6-8ba174ee9703"
"NMNH",253,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/31309a8de-35af-4ba2-9ca2-871449925bc1"
"NMNH",254,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Mozambique; South Africa; Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/3c4bdecb0-6c76-441a-8146-9850e211f47c"
"NMNH",256,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Ghana; Kenya; Mozambique; Senegal; South Africa; Tanzania; Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/30b9e6117-64c8-4c2a-9b0b-8718ce38e945"
"NMNH",257,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical; Palaearctic","Botswana; Egypt; Mozambique; Namibia; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/395425121-afbd-45e2-b5a8-4dd8b8a903e3"
"NMNH",258,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Kenya; Tanzania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-09 17:08:00,"http://n2t.net/ark:/65665/35c259df0-631d-42b7-95f4-147b8b07782d"
"NMNH",259,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Kenya; South Africa; Zambia; Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/32bfffe06-f80e-42a6-a120-866a841a013b"
"NMNH",261,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/3145fc257-da88-4126-b72d-29dbd0890ed6"
"NMNH",262,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Kenya; Namibia; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/3175bf54c-6532-42ef-8127-d137f41a12ae"
"NMNH",264,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/396f10a40-e1d8-47ec-87f4-d9240754c472"
"NMNH",266,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; South Africa; Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/3063da980-ee53-4d72-9338-cc55e07e0f76"
"NMNH",267,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Ghana; Kenya; Lesotho; Mozambique; Namibia; Nigeria; South Africa; Tanzania; Uganda; Zaire; Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1323,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/384ca9e4e-a352-407e-91b3-f64f860fe91b"
"NMNH",268,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Kenya; South Africa; Zaire; Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/37b7cf1c4-34f4-42d5-a07e-7b58434bab14"
"NMNH",269,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/310f4c906-08ea-4f4d-8db3-14dc2343aa92"
"NMNH",270,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Kenya; Lesotho; Mozambique; Namibia; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/30bd5cc52-4adc-4eab-814c-6ea20dfd538b"
"NMNH",271,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/32710404d-85c4-4498-8fb5-3d2242f7c18b"
"NMNH",272,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Namibia; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/36aca72ce-d58c-4fa4-a951-0b52b3e22b06"
"NMNH",273,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Lesotho; Namibia; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/3803d788a-1b54-4c27-bf36-4cb2b63b2d45"
"NMNH",274,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Botswana; Namibia; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/30a09b486-9bf5-4b8b-9412-51db3469c57b"
"NMNH",275,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",NA,NA,NA,NA,NA,NA,NA,2016-12-08 20:45:00,"http://n2t.net/ark:/65665/389628e73-822e-49e8-b905-e567c0e9c0ec"
"NMNH",276,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical; Nearctic; Neotropical; Oceanian; Oriental; Palaearctic","Brazil; Burma; Canada (Prince Edward Island); Colombia; Egypt; El Salvador; England; Ethiopia; France; Germany; Guatemala; India; Iraq; Jamaica; Japan; Kenya; Korea; Netherlands; Peru; Philippines; Tunisia; Turkey; United States (Alabama, Arkansas, California, District of Columbia, Florida, Georgia, Illinois, Indiana, Kentucky, Maine, Maryland, Massachusetts, Michigan, Montana, New Hampshire, New Jersey, North Carolina, North Dakota, Oregon, Pennsylvania, South Carolina, South Dakota, Tennessee, Texas, Virginia, Wisconsin)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",NA,NA,NA,NA,NA,NA,NA,2019-03-01 16:34:00,"http://n2t.net/ark:/65665/380bcd33c-a7ef-4d43-8266-708b3b62f5ab"
"NMNH",277,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",NA,NA,NA,NA,NA,NA,NA,2016-12-08 20:45:00,"http://n2t.net/ark:/65665/357eab8dc-974b-4643-b2e2-08a657cc8146"
"NMNH",278,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Brazil; Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:19:00,"http://n2t.net/ark:/65665/382c3cd98-6388-408c-b1b9-36e1b4f1f47c"
"NMNH",279,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Brazil; Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:19:00,"http://n2t.net/ark:/65665/3fc7dee1e-de57-42d5-8fd9-f529d4081b1d"
"NMNH",280,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Brazil; Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:19:00,"http://n2t.net/ark:/65665/38e170c14-79aa-4315-8118-76ad695b667f"
"NMNH",281,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Brazil; Colombia; Panama; Paraguay; Peru; Suriname; Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:19:00,"http://n2t.net/ark:/65665/3830171db-19ae-4a9a-843d-9fe2469fb1af"
"NMNH",282,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Brazil; Panama; Trinidad; Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:19:00,"http://n2t.net/ark:/65665/3a6e902df-5a4f-4196-9c50-870d549e7c03"
"NMNH",283,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-08 20:45:00,"http://n2t.net/ark:/65665/321869cf5-8d91-4146-8095-8377513be5be"
"NMNH",284,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Brazil; Colombia; Panama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-08 20:18:00,"http://n2t.net/ark:/65665/371a8b5fa-3e6a-4d23-acf9-068062eb7ff7"
"NMNH",285,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Brazil; Panama; Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:19:00,"http://n2t.net/ark:/65665/38ebb26cd-8f83-4f19-beb2-2048cd8cf8bc"
"NMNH",286,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Neotropical","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-12-08 20:45:00,"http://n2t.net/ark:/65665/30ee3f39f-b27e-4bdb-bb28-d8985cf469c4"
"NMNH",288,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical; Nearctic; Oceanian; Oriental; Palaearctic","Burkina Faso; Cameroon; Egypt; Gambia; Ghana; India; Ivory Coast; Japan; Kenya; Libya; Mauritania; Nigeria; Pakistan; Senegal; Thailand; Togo; United States (Arkansas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",NA,NA,NA,NA,NA,NA,NA,2016-11-07 20:17:00,"http://n2t.net/ark:/65665/340ee7256-7fe7-47b8-9384-4c227c763462"
"NMNH",289,NA,"Species Inventory",NA,NA,NA,NA,NA,"Slide","Afrotropical","Burkina Faso; Ghana; Ivory Coast; Kenya; Nigeria; South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,"Reviewed, 2011, Submitted by F. Shockley, SI.",NA,NA,NA,NA,NA,NA,NA,2016-11-14 16:20:00,"http://n2t.net/ark:/65665/3dd9cfcdb-a030-445d-9683-77152f227503"
